d,price_usd,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_8y,age_8y_
2025-03-25,87422.8426084161,2.081,2.758,8.463,19.061,29.325,10.579,9.653,3.811,8.357,5.847,0.066
