d,price_usd,address_10k_1k
2023-06-13,25880.8599734074,1911
2023-06-14,25097.5853796026,1912
2023-06-15,25559.1433293396,1905
2023-06-16,26331.8200943892,1900
2023-06-17,26514.1713495032,1907
2023-06-18,26353.962682934,1907
2023-06-19,26778.0634415547,1912
2023-06-20,28305.4204573349,1922
2023-06-21,30099.5153509643,1922
2023-06-22,29952.5112866745,1930
2023-06-23,30638.3537644652,1927
2023-06-24,30549.0162872589,1926
2023-06-25,30467.4403705435,1922
2023-06-26,30255.8861241964,1926
2023-06-27,30656.2,1926
2023-06-28,30104.0432717709,1926
2023-06-29,30460.792978083,1920
2023-06-30,30484.503257744,1921
2023-07-01,30581.6889655172,1928
2023-07-02,30594.2164736996,1930
2023-07-03,31135.3575993571,1933
2023-07-04,30799.9474558738,1930
2023-07-05,30497.8221282876,1931
2023-07-06,29979.7298094681,1925
2023-07-07,30329.8829786674,1927
2023-07-08,30263.6196341321,1926
2023-07-09,30163.2210563998,1924
2023-07-10,30394.6555806546,1923
2023-07-11,30616.247094097,1929
2023-07-12,30385.6087852133,1924
2023-07-13,31434.7354704851,1920
2023-07-14,30310.6720204559,1910
2023-07-15,30290.8905958504,1910
2023-07-16,30249.7729658095,1909
2023-07-17,30143.7462744009,1907
2023-07-18,29835.7474076563,1910
2023-07-19,29913.0294646406,1909
2023-07-20,29805.6065707189,1912
2023-07-21,29919.6934921099,1914
2023-07-22,29726.0096271186,1914
2023-07-26,29361.5917580362,1908
2023-07-27,29201.6865175336,1910
2023-07-28,29316.3130751023,1908
2023-07-29,29360.376179135,1907
2023-07-30,29262.8367337814,1905
2023-07-31,29219.8201887785,1905
2023-08-01,29499.5875385739,1902
2023-08-02,29143.1519620105,1907
2023-08-03,29192.3448617767,1909
2023-08-04,29057.2532437171,1908
2023-08-05,29053.0956975453,1909
2023-08-06,29048.0433275862,1909
2023-08-07,29164.3585873758,1908
2023-08-08,29779.511383986,1909
2023-08-09,29582.9442375804,1909
2023-08-10,29430.1599117475,1912
2023-08-11,29399.784739626,1911
2023-08-12,29415.733902104,1911
2023-08-13,29286.1176110462,1911
2023-08-14,29408.9717127411,1912
2023-08-15,29167.59721654,1911
2023-08-16,28754.2924079486,1909
2023-08-17,26660.5627264757,1907
2023-08-18,26037.3658474576,1902
2023-08-19,26093.981808007,1902
2023-08-20,26176.4721642315,1902
2023-08-21,26128.9050160725,1903
2023-08-22,25978.2096914085,1908
2023-08-23,26452.1935882525,1910
2023-08-24,26126.7943331385,1908
2023-08-25,26040.881255114,1914
2023-08-26,26006.1740800701,1914
2023-08-27,26086.3612594974,1914
2023-08-28,26103.2765730567,1911
2023-08-29,27672.2221306254,1917
2023-08-30,27298.997779661,1919
2023-08-31,25954.8665935126,1913
2023-09-01,25802.7885298071,1907
2023-09-02,25868.2960976037,1907
2023-09-03,25962.5475689655,1905
2023-09-04,25799.5256870251,1905
2023-09-05,25782.3622200468,1906
2023-09-06,25754.7902676797,1903
2023-09-07,26210.6045637054,1904
2023-09-08,25904.6982127411,1907
2023-09-09,25894.6205976037,1902
2023-09-11,25135.0393781414,1901
2023-09-12,25859.7018068381,1905
2023-09-13,26226.8667524839,1902
2023-09-14,26556.056943308,1907
2023-09-15,26672.6160818235,1905
2023-09-16,26555.6361031561,1904
2023-09-17,26502.4321189363,1903
2023-09-18,26474.89,1904
2023-09-19,27215.0504848042,1904
2023-09-20,27133.4037235535,1902
2023-09-21,26571.5952919345,1906
2023-09-22,26581.1476116306,1902
2023-09-23,26575.776386616,1903
2023-09-24,26286.6410488019,1901
2023-09-25,26288.8095005845,1898
2023-09-26,26194.5378880772,1893
2023-09-27,26336.0825973115,1894
2023-09-28,27033.4254415546,1895
2023-09-29,26911.2514739918,1898
2023-09-30,26977.6933126826,1898
2023-10-01,27950.1453594389,1895
2023-10-02,27565.8892954413,1901
2023-10-03,27439.1422393337,1898
2023-10-04,27797.251176505,1898
2023-10-05,27426.3450926359,1901
2023-10-06,27941.9633760959,1903
2023-10-07,27972.7515704266,1904
2023-10-08,27936.3261157218,1905
2023-10-09,27591.3467618352,1903
2023-10-10,27419.7971803039,1902
2023-10-11,26828.1725710111,1901
2023-10-12,26741.3405990649,1896
2023-10-13,26842.4467703098,1895
2023-10-14,26861.9892375804,1895
2023-10-15,27130.3067092344,1896
2023-10-16,28506.7936741671,1901
2023-10-17,28433.2051522501,1904
2023-10-18,28328.0750195792,1910
2023-10-19,28690.358041204,1908
2023-10-20,29704.9853673291,1902
2023-10-21,29922.5464044418,1902
2023-10-22,29984.1593196961,1899
2023-10-23,32954.1690482174,1902
2023-10-24,33880.9566537113,1913
2023-10-25,34488.6589210988,1908
2023-10-26,34181.4922521917,1914
2023-10-27,33896.938528346,1909
2023-10-28,34091.5890327294,1907
2023-10-29,34574.3377206312,1907
2023-10-30,34495.1050207481,1906
2023-10-31,34636.4264736996,1904
2023-11-01,35431.9794532437,1909
2023-11-02,34882.9173366452,1911
2023-11-03,34708.2218804792,1914
2023-11-04,35091.0763062537,1914
2023-11-05,35105.0420265926,1912
2023-11-06,35017.7151484512,1913
2023-11-07,35418.4768901227,1906
2023-11-08,35797.8946090006,1908
2023-11-09,36675.3264333723,1906
2023-11-10,37367.4943722969,1901
2023-11-11,36979.9312405026,1900
2023-11-12,37053.3410514319,1899
2023-11-13,36543.2680870836,1898
2023-11-14,35590.6835645821,1899
2023-11-15,37840.5534894798,1900
2023-11-16,36160.4044509059,1897
2023-11-17,36569.7120534775,1901
2023-11-18,36577.4249617183,1900
2023-11-19,37442.7285119813,1904
2023-11-20,37516.0503708358,1902
2023-11-21,36035.0330862069,1902
2023-11-22,37403.0347168323,1908
2023-11-23,37311.7192156634,1910
2023-11-24,37718.7841630625,1919
2023-11-25,37800.1260932203,1917
2023-11-26,37482.7055260082,1915
