d,price_usd,rhodl_1m
2015-05-27,237.2035964348,97.0929
2015-05-28,236.9568819404,96.92676666666667
2015-05-29,236.6465265926,97.37076666666667
2015-05-30,232.7887700175,97.87183333333333
2015-05-31,229.4505479252,98.6059
2015-06-01,223.2827019287,99.3451
2015-06-02,225.3208009936,100.12633333333333
2015-06-03,225.2130634132,100.89693333333335
2015-06-04,223.5400768556,101.67696666666666
2015-06-05,224.7310718878,102.21556666666666
2015-06-06,225.1605131502,102.67736666666666
2015-06-07,223.4116858562,102.95433333333334
2015-06-08,228.7742913501,103.17726666666667
2015-06-09,229.3705295149,103.14986666666667
2015-06-10,228.5884874342,102.97643333333332
2015-06-11,229.5844117475,102.69976666666668
2015-06-12,229.8112185102,102.38169999999998
2015-06-13,233.0153445354,102.0654
2015-06-14,232.5071087084,101.82096666666666
2015-06-15,236.7909628872,101.98336666666667
2015-06-16,251.4326767972,102.70980000000002
2015-06-17,247.9693176505,103.56246666666667
2015-06-18,249.0124795441,105.07833333333333
2015-06-19,244.8034842198,106.75143333333334
2015-06-20,245.5825131502,108.1284
2015-06-21,244.3002600818,109.47606666666665
2015-06-22,247.0178924605,110.70570000000001
2015-06-23,244.1847632963,111.65866666666666
2015-06-24,240.4515452951,112.48636666666667
2015-06-25,242.3478576856,112.46656666666667
2015-06-26,242.96799737,112.24386666666668
2015-06-27,251.5293267095,112.2677
2015-06-28,249.0582857978,112.15686666666666
2015-06-29,256.6502223846,112.21343333333334
2015-06-30,263.854356865,112.0382
2015-07-01,258.0426475745,111.85136666666668
2015-07-02,254.747113384,111.60723333333334
2015-07-03,256.0870428334,111.374
2015-07-04,260.509239626,111.33476666666667
2015-07-05,271.3024582116,111.80483333333333
2015-07-06,269.1379400935,112.32766666666666
2015-07-07,266.4699190532,113.00739999999999
2015-07-08,270.5761428989,113.91709999999999
2015-07-09,269.6803047925,115.24893333333333
2015-07-10,285.5587808299,116.96726666666665
2015-07-11,293.9174538282,119.01663333333333
2015-07-12,311.4818798948,120.87406666666668
2015-07-13,292.6492238457,122.70813333333334
2015-07-14,287.7409514904,124.4174
2015-07-15,285.9228854471,125.76123333333334
2015-07-16,278.5327492694,126.61259999999999
2015-07-17,280.0647247224,127.11243333333333
2015-07-18,277.354635301,126.3595
2015-07-19,275.2819894798,125.6157
2015-07-20,279.114393045,124.77753333333334
2015-07-21,276.6524126242,123.90046666666667
2015-07-22,277.7643690824,123.04746666666666
2015-07-23,276.8116285798,122.53773333333334
2015-07-24,289.3059763296,122.29503333333332
2015-07-25,289.5076399766,122.98513333333334
2015-07-26,293.314842782,123.81899999999999
2015-07-27,294.4267618352,124.71203333333334
2015-07-28,295.4101252688,125.50713333333333
2015-07-29,289.855836353,126.03829999999999
2015-07-30,288.2362606663,126.57183333333333
2015-07-31,284.5973243717,126.78526666666667
2015-08-01,281.6688462887,126.86573333333332
2015-08-02,282.423006429,126.97406666666666
2015-08-03,282.1850523086,126.95779999999999
2015-08-04,285.2866174752,126.61516666666668
2015-08-05,282.3388869082,126.34006666666666
2015-08-06,278.995748685,125.88743333333333
2015-08-07,279.4887150789,126.09279999999998
2015-08-08,261.4502755698,126.96149999999999
2015-08-09,266.3420204559,127.44746666666667
2015-08-10,264.9288252484,127.6548
2015-08-11,271.4217361192,128.01123333333334
2015-08-12,268.143868498,128.35016666666667
2015-08-13,264.6916279953,128.88823333333332
2015-08-14,266.3559415546,129.36473333333333
2015-08-15,261.9368366452,129.39573333333334
2015-08-16,258.9308173898,129.4433
2015-08-17,258.0093983051,129.98513333333332
2015-08-18,217.8858831169,130.58003333333332
2015-08-19,227.2182518995,131.13966666666667
2015-08-20,235.5238831093,131.68956666666665
2015-08-21,232.8006178399,132.36666666666665
2015-08-22,230.6391732905,132.9556
2015-08-23,228.6730739334,133.41976666666667
2015-08-24,211.9559175921,134.0539
2015-08-25,222.6550394506,134.86180000000002
2015-08-26,226.1167001753,135.50246666666666
2015-08-27,224.9398772648,136.21253333333334
2015-08-28,232.1708082992,136.9179
2015-08-29,229.8262001753,137.65200000000002
2015-08-30,229.0195724722,138.50586666666666
2015-08-31,230.6894661017,139.0753
2015-09-01,227.9555704267,139.3625
2015-09-02,229.5021807095,139.55273333333335
2015-09-03,227.1071215663,139.8092
2015-09-04,231.1775634132,140.01716666666667
2015-09-05,235.9030061368,140.4435333333333
2015-09-06,240.8054722385,139.90326666666667
2015-09-07,240.6336157218,138.36319999999998
2015-09-08,244.1749526593,136.96573333333333
2015-09-09,238.7224631794,135.70116666666667
2015-09-10,238.7504772063,134.48136666666667
2015-09-11,240.8450081169,133.2841
2015-09-12,236.3518321765,131.91226666666665
2015-09-13,230.5488373174,130.50363333333334
2015-09-14,230.9487939801,129.5932
2015-09-15,230.3985900058,128.76986666666667
2015-09-16,229.0432857978,127.86653333333334
2015-09-17,233.2026978375,126.85836666666667
2015-09-18,233.1751309176,125.99663333333334
2015-09-19,232.2415680888,125.1271
2015-09-20,231.3623237873,124.26503333333334
2015-09-21,226.7734479836,123.46676666666666
2015-09-22,230.6263047925,122.6668
2015-09-23,230.1324377557,121.68896666666666
2015-09-24,234.319868498,120.47696666666666
2015-09-25,235.5382218001,119.47463333333332
2015-09-26,234.591814436,118.4104
2015-09-27,233.2433097604,117.5175
2015-09-28,240.0172653419,116.49526666666667
2015-09-29,237.3362337814,115.72686666666667
2015-09-30,236.7398480421,115.4061
2015-10-01,238.2298138515,115.40223333333333
2015-10-02,237.9370073057,115.48
2015-10-03,239.7358977206,115.7049
2015-10-04,239.5169248977,115.88116666666666
2015-10-05,240.9612138334,115.98863333333334
2015-10-06,246.9404982466,116.55343333333333
2015-10-07,243.7344868498,117.10123333333333
2015-10-08,243.0296329632,117.54366666666667
2015-10-09,244.4488874927,118.02066666666666
2015-10-10,245.9559243133,118.38216666666668
2015-10-11,248.5281654004,118.88613333333333
2015-10-12,246.0936373466,119.5634
2015-10-13,250.4713007013,120.27223333333333
2015-10-14,253.1423255406,121.29703333333333
2015-10-15,254.6930150029,122.66673333333333
2015-10-16,262.7373632379,124.30966666666667
2015-10-17,271.9309389246,126.01846666666667
2015-10-18,263.4816773816,127.9076
2015-10-19,264.3627282291,130.02339999999998
2015-10-20,270.8322118644,132.09636666666668
2015-10-21,268.0402177089,134.09493333333333
2015-10-22,275.4149564582,136.15796666666668
2015-10-23,278.6127780269,138.20583333333335
2015-10-24,283.6111428989,140.45856666666666
2015-10-25,286.0496934541,142.53783333333334
2015-10-26,286.7033828171,144.67496666666668
2015-10-27,295.5629137931,148.19776666666667
2015-10-28,304.4420970193,152.38003333333333
2015-10-29,314.8794623027,157.50406666666666
2015-10-30,328.4923211572,162.88496666666666
2015-10-31,314.1195081823,168.51096666666666
2015-11-01,329.8542276447,174.72116666666668
2015-11-02,364.6166279953,182.49333333333334
2015-11-03,400.9231052016,191.4812
2015-11-04,405.4816814728,202.1515666666667
2015-11-05,384.341222969,212.01073333333335
2015-11-06,372.9754178843,222.28703333333334
2015-11-07,386.5045508475,232.60036666666667
2015-11-08,372.4001297487,243.3808
2015-11-09,380.49564436,253.09423333333334
2015-11-10,337.8305023378,261.1893666666667
2015-11-11,308.9221858562,266.5500666666667
2015-11-12,337.5229886032,271.89796666666666
2015-11-13,337.2789582116,276.76283333333333
2015-11-14,333.0471174752,281.32939999999996
2015-11-15,319.9280216248,285.7342
2015-11-16,331.1327250146,290.4697
2015-11-17,335.84978609,294.65503333333334
2015-11-18,335.7445049679,298.40386666666666
2015-11-19,326.2321455289,301.71776666666665
2015-11-20,321.940475453,305.0319
2015-11-21,325.9052311514,308.2233666666667
2015-11-22,323.7169661017,311.00129999999996
2015-11-23,323.0125563413,312.6066666666666
2015-11-24,319.9613565272,313.89016666666674
2015-11-25,328.9604573349,315.526
2015-11-26,356.255292519,317.8354
2015-11-27,359.2688243717,319.6884666666666
2015-11-28,356.5673226184,320.7119
2015-11-29,371.7076125073,322.3392666666667
2015-11-30,377.3898398597,324.04813333333334
2015-12-01,362.5323758036,325.65513333333337
2015-12-02,359.2224041496,325.95893333333333
2015-12-03,361.2100680888,324.8958
2015-12-04,363.2416317943,322.41709999999995
2015-12-05,389.362958796,321.5357
2015-12-06,393.3191297487,320.5133333333333
2015-12-07,395.3465882525,318.30289999999997
2015-12-08,413.7986604325,317.1099333333333
2015-12-09,417.6326712449,317.1688666666667
2015-12-10,415.7299243133,319.8719333333333
2015-12-11,453.8614801286,325.0550666666666
2015-12-12,435.8557223846,329.98986666666667
2015-12-13,434.4034663939,335.97793333333334
2015-12-14,442.9916896552,343.1009
2015-12-15,464.6178717124,349.8195666666667
2015-12-16,454.1424924021,356.0540666666667
2015-12-17,456.2401346113,362.3437666666667
2015-12-18,463.1757697253,369.04676666666666
2015-12-19,461.3999079486,376.0973
2015-12-20,442.1539900643,383.03423333333336
2015-12-21,437.6401294565,389.71389999999997
2015-12-22,435.2683790181,396.52913333333333
2015-12-23,442.6657270602,404.14093333333335
2015-12-24,455.8787130333,412.52239999999995
2015-12-25,455.7188258328,419.96500000000003
2015-12-26,418.2215315605,424.8347
2015-12-27,422.7058945061,429.36426666666665
2015-12-28,421.0528796026,432.7287666666667
2015-12-29,431.3400213326,434.38259999999997
2015-12-30,426.0436469901,435.3536666666667
2015-12-31,429.6771534191,434.97263333333336
2016-01-01,434.678006429,433.7582333333333
2016-01-02,434.4398772648,432.95300000000003
2016-01-03,430.1361800117,431.5111666666667
2016-01-04,433.4489710696,429.51399999999995
2016-01-05,432.66950263,427.5364666666666
2016-01-06,430.6778696669,427.4481333333333
2016-01-07,459.2089400935,426.42943333333335
2016-01-08,454.1344237288,425.9314
2016-01-09,449.8452162478,425.10499999999996
2016-01-10,448.5802162478,425.2554666666667
2016-01-11,449.0330590298,425.9818666666667
2016-01-12,441.768157218,425.89369999999997
2016-01-13,432.3106452367,424.2836
2016-01-14,429.8232247224,423.0941666666667
2016-01-15,367.8231998831,422.26896666666664
2016-01-16,388.0712045587,421.4388666666667
2016-01-17,382.4820864991,419.8295
2016-01-18,384.8651665693,417.94783333333334
2016-01-19,378.1617250146,416.3763666666666
2016-01-20,420.6229241683,415.93376666666666
2016-01-21,409.2984596727,416.3589666666667
2016-01-22,381.0464593805,417.2200333333333
2016-01-23,386.3706025716,418.5922
2016-01-24,403.4469266511,422.0267333333333
2016-01-25,391.9860973115,427.27523333333335
2016-01-26,391.1429351257,432.8928666666667
2016-01-27,394.6275303741,439.1364666666667
2016-01-28,378.9009956166,447.21200000000005
2016-01-29,378.9999948229,455.32390000000004
2016-01-30,377.2627790766,464.0221
2016-01-31,366.3416876096,473.5163
2016-02-01,371.2234350906,482.67859999999996
2016-02-02,372.9276312098,491.562
2016-02-03,368.0982066043,499.8576666666667
2016-02-04,389.723081239,507.8243333333333
2016-02-05,384.3984139831,515.2831
2016-02-06,374.6315555231,521.8829333333334
2016-02-07,375.1539175921,526.8952333333333
2016-02-08,370.8143503273,530.6202666666667
2016-02-09,373.5116128609,533.4230333333334
2016-02-10,379.0826116306,536.2040333333333
2016-02-11,377.6391651081,537.8389333333333
2016-02-12,382.2944564582,539.7515
2016-02-13,389.5984324722,541.8320333333334
2016-02-14,406.1506694915,545.2059666666667
2016-02-15,399.267618647,550.2773333333333
2016-02-16,407.0353094681,556.8223
2016-02-17,415.324113384,563.6145666666667
2016-02-18,421.2896629819,570.6975333333335
2016-02-19,419.6265285412,577.3612666666667
2016-02-20,440.1957600818,583.6839
2016-02-21,438.7186126815,589.7206333333335
2016-02-22,437.5352950941,594.3218
2016-02-23,420.0325926096,596.8312000000001
2016-02-24,423.9951125073,598.3708
2016-02-25,424.0908702513,599.7816333333334
2016-02-26,431.7622419638,601.6460000000001
2016-02-27,432.9478459965,602.9141666666668
2016-02-28,433.1022627119,605.9153666666667
2016-02-29,437.7758725891,612.1076333333333
2016-03-01,432.8078671537,618.0256
2016-03-02,423.0797893922,625.8880333333333
2016-03-03,419.2688213326,637.0419333333334
2016-03-04,407.9901542957,650.0400000000001
2016-03-05,397.3144539451,663.4461666666666
2016-03-06,403.7051874635,675.8715
2016-03-07,413.2293661601,686.4666333333333
2016-03-08,411.4259532437,697.5579666666667
2016-03-09,412.5407035067,709.5073666666667
2016-03-10,416.3409286967,721.2094000000001
2016-03-11,419.511934249,730.2502333333334
2016-03-12,410.2641632963,739.7849
2016-03-13,411.8058824664,747.9919333333333
2016-03-14,415.0269572764,756.5144333333334
2016-03-15,415.2664002922,763.1378333333333
2016-03-16,417.0241184687,768.3807333333333
2016-03-17,418.6053638223,771.3074
2016-03-18,408.901587405,774.0535333333333
2016-03-19,409.1244298656,775.9628333333333
2016-03-20,412.0569538282,777.2617666666667
2016-03-21,411.6017740503,778.0658333333333
2016-03-22,416.5816538282,779.0040666666666
2016-03-23,417.3782995324,781.4255666666667
2016-03-24,413.5602399182,785.1640666666666
2016-03-25,416.373243834,789.7181333333334
2016-03-26,416.8230966686,795.4909666666666
2016-03-27,425.454959848,801.9868666666666
2016-03-28,422.9174468147,808.2758666666666
2016-03-29,415.8638287551,813.4965
2016-03-30,412.7776977791,816.4192666666667
2016-03-31,415.9568112215,819.6937
2016-04-01,417.2006602572,820.7621333333334
2016-04-02,419.763056692,815.6978999999999
2016-04-03,420.0735789012,809.3335666666667
2016-04-04,419.5407278784,802.8309333333333
2016-04-05,422.5013644068,798.6786
2016-04-06,421.9071912332,799.2687666666667
2016-04-07,421.4672200468,800.6895666666666
2016-04-08,418.6434605494,802.5486999999999
2016-04-09,418.7586353594,805.9449999999999
2016-04-10,421.9544885447,809.0816
2016-04-11,423.2730440094,813.8284666666666
2016-04-12,427.4276645821,819.3063333333333
2016-04-13,424.8725181181,821.6502333333334
2016-04-14,425.8565949737,824.0910000000001
2016-04-15,430.724418761,826.8793333333334
2016-04-16,432.2163130333,829.6932333333333
2016-04-17,429.3399687317,832.7916333333334
2016-04-18,429.6569336645,835.8129
2016-04-19,437.5687261835,839.2827333333333
2016-04-20,442.6616533022,843.9671
2016-04-21,452.1647028054,847.1772333333333
2016-04-22,448.1344213326,847.8140333333333
2016-04-23,453.914722969,848.5314333333334
2016-04-24,463.3828714202,851.7111666666666
2016-04-25,465.3160066628,855.014
2016-04-26,469.6087645237,857.1262
2016-04-27,445.7411130918,858.3486
2016-04-28,451.0600617767,858.9464666666665
2016-04-29,457.009965225,858.8174666666666
2016-04-30,449.900484512,858.3132666666666
2016-05-01,455.0107311514,857.7826333333334
2016-05-02,444.9330611923,859.3546666666667
2016-05-03,451.6288503799,862.2560666666667
2016-05-04,448.3679675628,864.1939000000001
2016-05-05,449.3360724722,864.8949333333333
2016-05-06,461.6938623612,863.4509666666667
2016-05-07,461.3618424898,861.4895
2016-05-08,461.3788722969,858.7391666666667
2016-05-09,463.4622316774,855.6098999999999
2016-05-10,451.0796683226,854.8294333333332
2016-05-11,453.8963052601,853.2070333333334
2016-05-12,455.6072559322,850.1915333333333
2016-05-13,457.2419026885,849.4591666666666
2016-05-14,458.1195248393,849.1453333333333
2016-05-15,460.8577206312,849.5092000000001
2016-05-16,455.2240773232,855.1545666666666
2016-05-17,453.545777031,861.8676333333333
2016-05-18,454.4861841029,869.7267
2016-05-19,437.724187142,878.8181
2016-05-20,442.3967992402,886.5389666666667
2016-05-21,444.0782071888,896.3678333333334
2016-05-22,440.5586688486,908.3992
2016-05-23,444.2050572764,916.8412333333332
2016-05-24,445.6744549386,920.6632000000001
2016-05-25,450.5495271771,922.8570666666667
2016-05-26,454.4337223846,928.4930666666666
2016-05-27,471.8201172998,939.1262666666667
2016-05-28,530.910597896,952.9857000000001
2016-05-29,527.5497124489,972.4676333333334
2016-05-30,533.4931490357,996.1791333333333
2016-05-31,530.9436928112,1025.4780666666668
2016-06-01,537.6136788428,1059.7325666666666
2016-06-02,538.7712431911,1090.6245333333331
2016-06-03,570.1759882525,1121.8290333333332
2016-06-04,574.2662016365,1149.7454666666667
2016-06-05,575.1376380479,1177.1844999999998
2016-06-06,585.8571490357,1203.8531
2016-06-07,578.469240678,1230.5315333333333
2016-06-08,583.0975853302,1253.0275
2016-06-09,577.1016997078,1276.6846
2016-06-10,579.814993571,1300.5524666666668
2016-06-11,605.4495569842,1334.8572
2016-06-12,670.3923743425,1382.7672666666665
2016-06-13,704.3217781414,1433.3115333333335
2016-06-14,684.9483194039,1488.0572666666667
2016-06-15,695.0014684395,1553.3592
2016-06-16,767.4200312683,1618.6575333333333
2016-06-17,750.0146339275,1685.8953666666666
2016-06-18,758.2887801286,1750.2749000000001
2016-06-19,766.767132671,1810.8068333333333
2016-06-20,722.497452367,1872.3375666666666
2016-06-21,669.6042046756,1930.4063666666668
2016-06-22,594.8329746347,1980.7588333333333
2016-06-23,627.67785564,2028.956566666667
2016-06-24,664.1269856809,2077.4529333333335
2016-06-25,668.8726841029,2121.9425
2016-06-26,630.4342421391,2160.1559333333335
2016-06-27,652.2448077148,2191.1876333333335
2016-06-28,647.2187683811,2211.3491
2016-06-29,638.5863456458,2231.6279
2016-06-30,674.2848147282,2246.237166666667
2016-07-01,677.5123857393,2256.1747666666665
2016-07-02,702.7393167738,2266.5039
2016-07-03,662.5500859147,2276.5717666666665
2016-07-04,679.8424533606,2290.9836666666665
2016-07-05,668.1659812975,2304.5810333333334
2016-07-06,677.6513331385,2314.9229
2016-07-07,640.0532361192,2326.459166666667
2016-07-08,665.0517083577,2343.2226
2016-07-09,651.9419140269,2359.159533333333
2016-07-10,649.9593409702,2375.1368666666667
2016-07-11,650.2725946815,2382.2951333333335
2016-07-12,670.0231279953,2376.446966666667
2016-07-13,658.333613384,2365.6240666666663
2016-07-14,660.9059601987,2345.7795666666666
2016-07-15,666.758671128,2309.7167666666664
2016-07-16,665.2756221508,2275.2544666666663
2016-07-17,681.0896019871,2239.904
2016-07-18,675.1185791935,2207.9989
2016-07-19,674.6603603156,2180.9072
2016-07-20,667.3053648743,2150.5938
2016-07-21,666.8517393337,2122.417233333333
2016-07-22,650.5629116306,2104.3998
2016-07-23,657.3779429573,2091.2318999999998
2016-07-24,661.3939798364,2076.0969999999998
2016-07-25,655.1195778492,2059.6347
2016-07-26,654.6263391584,2044.5427333333332
2016-07-27,656.2751468732,2034.8493
2016-07-28,656.1964533606,2028.9516666666666
2016-07-29,657.5575675044,2018.4055666666668
2016-07-30,655.3617301578,2007.8368
2016-07-31,624.804487142,1998.1123666666667
2016-08-01,606.5092479252,1996.7831333333334
2016-08-02,526.9811483343,1996.3758
2016-08-03,570.3470409117,1998.2304
2016-08-04,583.5421580362,2000.1619666666666
2016-08-05,581.2798056692,2007.4187666666667
2016-08-06,590.7954029807,2019.6821333333332
2016-08-07,594.732324021,2026.1449666666667
2016-08-08,591.6292838691,2021.0392666666667
2016-08-09,587.9321382233,2016.1717666666666
2016-08-10,589.9687583285,2006.9567
2016-08-11,589.5858846873,1995.9060333333334
2016-08-12,587.1916495617,1985.9548
2016-08-13,585.3635816482,1978.5775666666668
2016-08-14,571.3870625365,1972.7604333333334
2016-08-15,566.5644413209,1965.5542666666665
2016-08-16,578.4149241379,1953.4818666666665
2016-08-17,573.6637444185,1937.8225666666667
2016-08-18,573.263191993,1923.0401666666667
2016-08-19,573.9584579193,1912.3568
2016-08-20,581.7970701344,1901.1440000000002
2016-08-21,580.7921925774,1890.9801333333335
2016-08-22,584.9718977206,1878.0209
2016-08-23,582.6277473992,1867.6470000000002
2016-08-24,578.7018316774,1861.7044666666668
2016-08-25,576.0334365868,1855.421966666667
2016-08-26,578.8746534191,1846.2487
2016-08-27,570.2009937463,1838.3251666666667
2016-08-28,575.1052325541,1832.9634333333336
2016-08-29,573.4292675628,1833.8282000000002
2016-08-30,575.695698422,1837.1915666666669
2016-08-31,572.2727583285,1831.9088666666664
2016-09-01,572.2217020456,1825.4402
2016-09-02,576.8467673875,1816.0685
2016-09-03,600.3744067797,1808.9035666666668
2016-09-04,610.5389133255,1797.9239666666665
2016-09-05,607.526964173,1777.6953666666668
2016-09-06,612.99545827,1759.6470000000002
2016-09-07,615.6598191116,1754.3263000000002
2016-09-08,630.5501720047,1750.1145666666669
2016-09-09,622.9778840444,1751.0211666666664
2016-09-10,624.7526404442,1752.6661666666666
2016-09-11,608.2466759205,1755.6508000000001
2016-09-12,607.707372706,1759.9216000000001
2016-09-13,608.6942963179,1763.9604666666667
2016-09-14,609.413087668,1763.6089
2016-09-15,607.070262595,1766.6534333333334
2016-09-16,607.8064380479,1769.8477666666665
2016-09-17,607.3814496786,1771.6819333333333
2016-09-18,611.5334603156,1772.6765333333335
2016-09-19,608.8713063121,1777.2513
2016-09-20,608.3717486265,1780.2849999999999
2016-09-21,596.9457566335,1784.0883333333334
2016-09-22,595.56471654,1787.9109666666666
2016-09-23,602.3787849211,1790.2317333333333
2016-09-24,602.6873597312,1794.5815
2016-09-25,600.6100548802,1801.0648333333334
2016-09-26,606.7788106371,1806.1921666666667
2016-09-27,605.1516137347,1808.6163333333332
2016-09-28,604.6864943892,1807.1670333333334
2016-09-29,605.2025619521,1802.8558666666665
2016-09-30,608.8658407364,1801.0371666666667
2016-10-01,615.4084788428,1800.5991666666669
2016-10-02,611.7485783168,1800.8514
2016-10-03,612.5903473992,1802.8947666666668
2016-10-04,610.0078813559,1809.1166333333333
2016-10-05,612.1477809468,1816.797933333333
2016-10-06,611.7608627703,1825.1935333333333
2016-10-07,617.9057051432,1832.6384333333333
2016-10-08,619.3010017534,1838.0858999999998
2016-10-09,617.1010413209,1844.4946000000002
2016-10-10,618.0852,1850.6392999999998
2016-10-11,642.9813872589,1859.7418333333333
2016-10-12,636.5979322034,1867.8165666666666
2016-10-13,635.4440953244,1876.7734666666665
2016-10-14,639.5860902981,1890.1207666666667
2016-10-15,637.283759322,1903.3069333333333
2016-10-16,642.9130425482,1921.305
2016-10-17,639.1375364699,1939.6218999999999
2016-10-18,635.5765085915,1954.1927
2016-10-19,629.6407080362,1966.3171333333335
2016-10-20,628.5989011105,1980.7443666666668
2016-10-21,630.9062033898,1995.9171
2016-10-22,654.508630976,2010.3764666666668
2016-10-23,651.9619567504,2026.0017333333335
2016-10-24,650.0271671537,2038.4284
2016-10-25,655.7925050847,2054.2257
2016-10-26,675.1098693162,2076.274233333333
2016-10-27,686.5233270602,2099.6910666666668
2016-10-28,690.3906549386,2122.4798666666666
2016-10-29,715.4454693162,2145.972533333333
2016-10-30,699.3334109877,2171.8890333333334
2016-10-31,698.8977279953,2200.0934666666667
2016-11-01,730.5784800117,2224.4856999999997
2016-11-02,740.3670555231,2240.1316666666667
2016-11-03,689.939206955,2252.565
2016-11-04,705.4320166569,2264.9003666666667
2016-11-05,706.8193255698,2277.8715
2016-11-06,715.8968797779,2286.4974666666667
2016-11-07,706.1812167738,2296.2662333333337
2016-11-08,711.8358465809,2309.6757000000002
2016-11-09,721.5015099357,2321.1512666666667
2016-11-10,713.4076156049,2328.548433333334
2016-11-11,715.7033106371,2335.946433333333
2016-11-12,703.8475511397,2341.603566666666
2016-11-13,703.626435301,2347.2011333333335
2016-11-14,705.6435841613,2350.5245666666665
2016-11-15,712.3471528346,2353.008
2016-11-16,742.0501175921,2362.3494666666666
2016-11-17,735.3180805377,2377.3195333333333
2016-11-18,749.578727294,2393.2801000000004
2016-11-19,751.2138194039,2407.9595
2016-11-20,730.3508136178,2423.0969
2016-11-21,736.5069839275,2441.0013666666664
2016-11-22,747.9976779661,2455.7651666666666
2016-11-23,741.2403179427,2477.1792
2016-11-24,737.354975979,2493.2277333333336
2016-11-25,739.6852001753,2504.5344333333337
2016-11-26,734.6529258913,2514.097366666667
2016-11-27,727.7411158387,2524.2228333333337
2016-11-28,730.0824837522,2534.544233333333
2016-11-29,731.6464357101,2531.7300666666665
2016-11-30,742.204451315,2525.1432666666665
2016-12-01,753.674910111,2526.8888333333334
2016-12-02,772.3023827294,2553.7658666666666
2016-12-03,766.1104681473,2582.6438333333335
2016-12-04,766.3801390999,2611.763233333333
2016-12-05,752.670726242,2636.724066666667
2016-12-06,759.1173257744,2667.3346333333334
2016-12-07,764.9876500877,2698.584966666667
2016-12-08,767.6592246347,2719.6842333333334
2016-12-09,771.9023210988,2731.288266666667
2016-12-10,775.4745613092,2742.812066666667
2016-12-11,770.4961504968,2757.352233333333
2016-12-12,778.5065990649,2771.019866666667
2016-12-13,778.9306945646,2782.2766333333334
2016-12-14,776.9639614845,2794.666466666667
2016-12-15,776.1767819988,2808.0668
2016-12-16,782.2302158971,2815.881966666667
2016-12-17,789.6029322034,2819.8643
2016-12-18,790.632966526,2821.0389333333337
2016-12-19,790.2790316774,2826.0125666666668
2016-12-20,799.7775207481,2835.842166666667
2016-12-21,828.4836792519,2849.2280333333333
2016-12-22,858.5014339568,2875.7001333333333
2016-12-23,915.5624383402,2897.2756
2016-12-24,891.1552720631,2921.5584999999996
2016-12-25,896.0032793103,2949.2248666666665
2016-12-26,903.2012466394,2979.4403666666667
2016-12-27,925.9508104617,3011.7065
2016-12-28,979.9609739918,3047.7048999999997
2016-12-29,973.4625594389,3094.0196666666666
2016-12-30,961.1826581531,3140.5564999999997
2016-12-31,968.9705970193,3182.2209
2017-01-01,997.2573579778,3211.0963
2017-01-02,1017.07788609,3244.812733333333
2017-01-03,1032.6090531853,3298.4560333333334
2017-01-04,1134.4964453536,3377.6259
2017-01-05,1000.4981289305,3455.073
2017-01-06,892.46395564,3527.8534666666665
2017-01-07,903.4532836353,3604.3838
2017-01-08,912.4849970777,3689.1591666666664
2017-01-09,903.508666803,3768.0533666666665
2017-01-10,906.4989473992,3832.4061
2017-01-11,788.3146559906,3882.9865999999997
2017-01-12,807.1098335476,3922.642033333333
2017-01-13,826.7469274109,3959.212433333333
2017-01-14,820.0451572764,3991.0215000000003
2017-01-15,824.5470651666,4019.7307
2017-01-16,830.8380350672,4050.0325
2017-01-17,906.0268281122,4076.8125
2017-01-18,881.2598153711,4096.656199999999
2017-01-19,902.2638699591,4104.881466666667
2017-01-20,895.1745161894,4107.679066666667
2017-01-21,924.4682594974,4098.661666666667
2017-01-22,922.4670773816,4091.1374666666666
2017-01-23,919.1157441262,4086.083033333334
2017-01-24,887.7431938048,4082.080633333333
2017-01-25,895.6900332554,4076.1361333333334
2017-01-26,916.6674685564,4063.4627333333333
2017-01-27,920.4544634717,4044.6326333333336
2017-01-28,922.7749485681,4022.8594000000003
2017-01-29,915.6320231444,4002.0059666666666
2017-01-30,920.3132607832,3979.979766666667
2017-01-31,968.4991056692,3947.2421666666664
2017-02-01,987.532590415,3911.3246
2017-02-02,1007.7043659848,3868.1867666666667
2017-02-03,1015.3020394506,3804.6254666666664
2017-02-04,1033.7859729983,3741.9329666666667
2017-02-05,1014.5678757452,3687.7453000000005
2017-02-06,1023.3174811806,3642.738066666667
2017-02-07,1053.6244590298,3600.8057333333336
2017-02-08,1052.3676453536,3574.216633333334
2017-02-09,982.7519394506,3562.858333333333
2017-02-10,996.6501531268,3564.283733333333
2017-02-11,1011.3753222092,3576.7247666666667
2017-02-12,1006.2964648743,3596.3085
2017-02-13,999.9531849795,3612.1758333333332
2017-02-14,1012.2134635301,3627.2783333333336
2017-02-15,1013.9038405026,3627.744366666667
2017-02-16,1036.8068647575,3633.955233333333
2017-02-17,1058.669920339,3643.703533333334
2017-02-18,1060.6688048802,3661.2227666666663
2017-02-19,1058.7864003507,3674.3134999999997
2017-02-20,1088.6884292227,3690.4387666666667
2017-02-21,1128.8552931619,3714.483666666667
2017-02-22,1129.7017906487,3743.2286
2017-02-23,1188.8617855056,3780.1495333333337
2017-02-24,1185.4888915839,3816.6583333333333
2017-02-25,1151.604736879,3852.244366666667
2017-02-26,1181.7108658679,3898.146866666667
2017-02-27,1194.1524501461,3950.4823666666666
2017-02-28,1188.3999407364,4001.9784
2017-03-01,1228.4596506137,4060.289433333333
