d,price_usd,rhodl_1m
2018-07-22,7399.4837469316,6010.8343
2018-07-23,7716.1586274109,6021.5831
2018-07-24,8397.6165216248,6039.5018666666665
2018-07-25,8202.7203953828,6059.0923
2018-07-26,7913.9307781999,6060.651033333333
2018-07-27,8173.7746113384,6064.330966666666
2018-07-28,8190.360056692,6081.258566666667
2018-07-29,8229.6058386908,6070.5865
2018-07-30,8171.839519287,6021.488533333333
2018-07-31,7725.1330359439,5956.2807999999995
2018-08-01,7596.6980119813,5874.325866666666
2018-08-02,7542.6946618936,5797.9492666666665
2018-08-03,7411.3442501461,5722.137733333333
2018-08-04,7002.2086528346,5621.690666666666
2018-08-05,7031.5877510228,5520.6687
2018-08-06,6929.9908942139,5433.6047
2018-08-07,6722.5784327878,5342.842166666667
2018-08-08,6267.3886735827,5256.496266666667
2018-08-09,6558.0969079486,5165.616899999999
2018-08-10,6135.7518585622,5079.796933333333
2018-08-11,6313.749311806,5002.915466666666
2018-08-12,6314.6916557569,4929.8844
2018-08-13,6265.848043834,4865.185033333333
2018-08-14,6184.8290856224,4797.198266666665
2018-08-15,6270.2147986558,4719.799466666666
2018-08-16,6290.7504552893,4631.879266666668
2018-08-17,6563.0782887201,4532.5814
2018-08-18,6399.2874468147,4429.478133333334
2018-08-19,6490.7161271187,4321.7343
2018-08-20,6272.9527288136,4218.0399
2018-08-21,6473.0760394506,4099.7903
2018-08-22,6365.0098316774,3966.7919666666667
2018-08-23,6516.4090254237,3828.6705
2018-08-24,6697.7318787259,3696.8002333333334
2018-08-25,6745.4389392168,3564.551233333333
2018-08-26,6689.8693331385,3440.7006333333334
2018-08-27,6839.158952367,3311.7774
2018-08-28,7092.9738082992,3209.5773666666664
2018-08-29,7033.4280680888,3121.6094000000003
2018-08-30,6966.9637437171,3044.7537333333335
2018-08-31,7025.1407802455,2976.610366666667
2018-09-01,7192.3525473407,2911.8654666666666
2018-09-02,7286.6677910579,2846.183266666667
2018-09-03,7257.47021391,2795.4905000000003
2018-09-04,7358.8114789597,2748.3448999999996
2018-09-05,6790.8973284629,2709.692433333334
2018-09-06,6488.075936879,2677.636166666666
2018-09-07,6408.653622443,2647.5049999999997
2018-09-08,6187.7905023378,2621.261766666667
2018-09-09,6249.2463103448,2593.8492333333334
2018-09-10,6295.3886025716,2565.9059333333335
2018-09-11,6278.4246396844,2534.5727666666667
2018-09-12,6327.5363632379,2510.1289666666667
2018-09-13,6490.9123164816,2481.3343
2018-09-14,6494.6954789597,2455.9174333333335
2018-09-15,6524.1656674459,2427.968033333333
2018-09-16,6497.4047013442,2401.3415000000005
2018-09-17,6258.5948749269,2373.6022666666668
2018-09-18,6340.3477901812,2344.9955
2018-09-19,6383.9518758036,2303.4476333333337
2018-09-20,6498.6071110462,2271.913666666667
2018-09-21,6741.1428988895,2244.4028666666663
2018-09-22,6705.4760511397,2220.6622
2018-09-23,6703.1368495032,2193.2287
2018-09-24,6576.5450032145,2169.3965000000003
2018-09-25,6416.4440216248,2141.18
2018-09-26,6463.2504035652,2112.5663
2018-09-27,6677.9004886032,2087.4805333333334
2018-09-28,6623.126159848,2064.2932
2018-09-29,6584.4991475745,2041.3046666666667
2018-09-30,6604.485028346,2022.9516333333336
2018-10-01,6561.8138322618,2003.4476666666667
2018-10-02,6508.7209386324,1990.3284333333331
2018-10-03,6464.4568436587,1978.5729666666666
2018-10-04,6545.2856677382,1963.3114
2018-10-05,6585.1495797779,1946.7783666666667
2018-10-06,6550.4783158971,1929.0321333333334
2018-10-07,6564.5682600818,1913.0919
2018-10-08,6604.6852741087,1897.2095000000002
2018-10-09,6590.4286221508,1884.0138333333334
2018-10-10,6529.1024360023,1874.9163999999998
2018-10-11,6159.2516426067,1865.8978333333332
2018-10-12,6191.6772232613,1846.1448666666665
2018-10-13,6197.6856963764,1829.6285666666668
2018-10-14,6182.8793442431,1821.1575666666665
2018-10-15,6442.7154140853,1816.1983333333333
2018-10-16,6461.9371592636,1813.7412000000002
2018-10-17,6442.7307001753,1814.3125666666665
2018-10-18,6396.4798120982,1818.7827
2018-10-19,6383.077840152,1836.3559333333333
2018-10-20,6408.2527463472,1844.8047333333334
2018-10-21,6415.3405029223,1846.2950999999998
2018-10-22,6408.0336355932,1846.3149666666666
2018-10-23,6395.9876668615,1845.5837666666666
2018-10-24,6413.8036411455,1838.9215333333334
2018-10-25,6402.3248591467,1834.6329
2018-10-26,6404.1085523086,1825.6701666666668
2018-10-27,6409.4053275862,1817.2872333333335
2018-10-28,6406.6332530684,1807.8033666666668
2018-10-29,6263.0417346581,1794.9043666666666
2018-10-30,6272.1677282291,1780.9681999999998
2018-10-31,6306.3169313267,1766.3187
2018-11-01,6342.9775005845,1747.5762666666667
2018-11-02,6348.1685827002,1728.9098333333334
2018-11-03,6332.4341329632,1716.6616333333334
2018-11-04,6420.4220002922,1704.4037333333333
2018-11-05,6402.9468389831,1693.8806
2018-11-06,6441.1452188779,1680.8693
2018-11-07,6500.8698050848,1667.3251333333333
2018-11-08,6406.7529374635,1650.7527999999998
2018-11-09,6331.3787670953,1632.8114333333333
2018-11-10,6353.1127340736,1613.4264333333335
2018-11-11,6335.4142039743,1596.0960666666667
2018-11-12,6320.6560537697,1578.2146
2018-11-13,6267.9379912332,1554.5114666666666
2018-11-14,5574.2583489188,1541.4091333333336
2018-11-15,5538.5606078317,1528.3631333333333
2018-11-16,5496.0162311514,1514.1785333333335
2018-11-17,5501.0923404442,1498.2413000000001
2018-11-18,5555.3763383986,1480.4624333333336
2018-11-19,4792.2000236704,1462.5162666666665
2018-11-20,4317.530670076,1447.4667333333337
2018-11-21,4549.3220099357,1427.0925
2018-11-22,4303.6155485096,1405.6606333333334
2018-11-23,4289.8928533022,1386.1051666666667
2018-11-24,3806.3169248977,1365.3321666666666
2018-11-25,3946.8508743425,1348.0311666666666
2018-11-26,3700.2859926943,1320.9037333333333
2018-11-27,3776.5559053185,1296.8450999999998
2018-11-28,4208.4752691409,1276.3086333333335
2018-11-29,4239.0394883109,1257.4825333333333
2018-11-30,3973.3340523086,1241.5631333333333
2018-12-01,4148.0737255991,1225.2386333333334
2018-12-02,4098.7467638808,1212.1059333333333
2018-12-03,3843.9766659848,1205.8766333333333
2018-12-04,3892.9516469901,1203.9376666666665
2018-12-05,3709.52085827,1203.5726
2018-12-06,3511.9689815897,1201.3339666666666
2018-12-07,3372.9956925774,1196.2594333333334
2018-12-08,3407.951194623,1191.4082000000003
2018-12-09,3540.439575979,1183.6459
2018-12-10,3413.5925841613,1170.1109999999999
2018-12-11,3352.5642001753,1149.9277666666667
2018-12-12,3423.0129178843,1125.483533333333
2018-12-13,3260.341582408,1098.8978333333332
2018-12-14,3198.9474736996,1060.5148666666669
2018-12-15,3185.074043834,1022.7075333333333
2018-12-16,3195.4145552309,986.1083333333333
2018-12-17,3499.1564818819,951.8911333333333
2018-12-18,3659.5273793104,917.9665666666666
2018-12-19,3697.7253033314,885.8974999999999
2018-12-20,4067.7377077732,856.3580000000001
2018-12-21,3839.0851084161,832.7134333333332
2018-12-22,3964.9461163063,811.5316333333334
2018-12-23,3942.6669959088,790.9534333333334
2018-12-24,4040.0457895967,767.9877666666666
2018-12-25,3761.5840108124,744.9835666666667
2018-12-26,3807.6574535359,729.1437333333334
2018-12-27,3585.4605359439,712.4880666666667
2018-12-28,3881.0548848627,696.4782
2018-12-29,3823.1383261251,675.8543666666667
2018-12-30,3825.4074628872,654.2059666666667
2018-12-31,3687.1999400935,634.3304
2019-01-01,3808.1178316774,611.8254333333333
2019-01-02,3898.1974880187,581.6241666666666
2019-01-03,3784.3886347165,546.6291666666667
2019-01-04,3827.5245943893,508.58823333333333
2019-01-05,3798.6139549971,475.4893666666667
2019-01-06,4045.9937749854,446.5093666666666
2019-01-07,4001.0182781999,418.90039999999993
2019-01-08,3992.6227893045,395.2498
2019-01-09,4004.2590356517,379.4141333333334
2019-01-10,3627.9034500292,371.1825666666667
2019-01-11,3624.1614210988,367.29133333333334
2019-01-12,3617.0220783168,364.17196666666666
2019-01-13,3508.6701081239,361.4792
2019-01-14,3666.9451937464,361.50230000000005
2019-01-15,3581.293015488,361.3274
2019-01-16,3606.9865756867,359.51546666666667
2019-01-17,3640.1291306254,354.5251
2019-01-18,3609.4267361192,349.04299999999995
2019-01-19,3687.3019611338,343.35586666666666
2019-01-20,3538.313722969,337.85976666666664
2019-01-21,3535.623393045,329.73606666666666
2019-01-22,3577.3083497954,321.3421333333333
2019-01-23,3551.8938211572,314.62250000000006
2019-01-24,3567.5889336645,309.55339999999995
2019-01-25,3561.3504979544,304.81936666666667
2019-01-26,3557.0399152542,300.3399666666666
2019-01-27,3537.6141306254,294.8777666666667
2019-01-28,3435.0525140269,290.4328666666667
2019-01-29,3395.8237632963,286.9462333333333
2019-01-30,3437.8958661601,283.6415333333333
2019-01-31,3410.131616014,280.5271333333333
2019-02-01,3445.0498912916,277.65743333333336
2019-02-02,3461.9351174752,275.82866666666666
2019-02-03,3413.0216163063,274.7324
2019-02-04,3411.3879617183,273.6158
2019-02-05,3426.4650113968,272.3723
2019-02-06,3367.5063649912,270.2239666666667
2019-02-07,3358.8735990649,267.1096333333333
2019-02-08,3612.4796192285,263.7776333333333
2019-02-09,3621.2681209819,258.55996666666664
2019-02-10,3642.0223591467,253.71366666666665
2019-02-11,3590.6184836353,249.16993333333332
2019-02-12,3587.9024658095,245.18493333333333
2019-02-13,3576.0853725891,238.56233333333333
2019-02-14,3561.9163834015,232.30823333333333
2019-02-15,3565.0069237288,226.4433
2019-02-16,3584.73600263,222.48583333333332
2019-02-17,3622.7574289889,218.98166666666665
2019-02-18,3866.1292171245,216.15683333333334
2019-02-19,3895.4352109877,213.54336666666666
2019-02-20,3931.6138290473,213.81933333333333
2019-02-21,3892.2617942724,214.3046666666667
2019-02-22,3948.3005105202,215.33273333333332
2019-02-23,4110.1511212741,216.75413333333333
2019-02-24,3754.183789889,218.37083333333334
2019-02-25,3822.0186966686,219.83393333333333
2019-02-26,3796.1750683811,220.81013333333334
2019-02-27,3799.3819924021,222.41376666666667
2019-02-28,3792.947722969,223.57666666666668
2019-03-01,3810.6326925774,226.3988
2019-03-02,3809.6433909994,228.48273333333333
2019-03-03,3782.3818702513,230.2874
2019-03-04,3698.1618550555,231.8686
2019-03-05,3840.1280490941,233.74433333333334
2019-03-06,3851.9984254822,234.77983333333333
2019-03-07,3855.9231683226,235.89223333333334
2019-03-08,3839.233552893,235.5943
2019-03-09,3910.3611665693,235.96970000000002
2019-03-10,3903.9119509059,236.02743333333333
2019-03-11,3851.5689216832,236.17923333333334
2019-03-12,3858.9148237873,236.4033
2019-03-13,3851.9574663939,236.67846666666665
2019-03-14,3853.7832650497,236.65823333333336
2019-03-15,3901.9142068966,237.43083333333334
2019-03-16,3989.7960768556,238.55596666666668
2019-03-17,3967.1434944477,239.7491
2019-03-18,3969.4401458212,240.99053333333333
2019-03-19,3996.1679035652,241.7994
2019-03-20,4030.6552758621,242.12566666666666
2019-03-21,3976.2738500877,242.16173333333333
2019-03-22,3983.8876458212,241.92763333333332
2019-03-23,3981.7760330216,241.50036666666665
2019-03-24,3970.6669880187,240.8357333333333
2019-03-25,3908.2388386908,240.03139999999996
2019-03-26,3917.763402104,239.16600000000003
2019-03-27,4027.0079178843,238.36576666666667
2019-03-28,4010.9374620105,237.48056666666668
2019-03-29,4089.4610400351,235.968
2019-03-30,4091.8910383402,235.09456666666665
2019-03-31,4094.3178147282,232.49313333333333
2019-04-01,4138.4178077148,232.3341
2019-04-02,4903.719462069,233.52063333333336
2019-04-03,4960.2276027469,235.32876666666667
2019-04-04,4911.2697024547,237.45316666666668
2019-04-05,5033.2254836938,240.7486
2019-04-06,5044.3568459381,243.69340000000003
2019-04-07,5189.1119555815,249.0033
2019-04-08,5283.4230248393,253.2134
2019-04-09,5195.5779088253,257.18756666666667
2019-04-10,5311.7416032729,261.0073
2019-04-11,5050.6660085915,264.08716666666663
2019-04-12,5082.8614320281,267.0351
2019-04-13,5074.7906925774,270.2840333333333
2019-04-14,5156.8040406195,272.34860000000003
2019-04-15,5042.897738457,274.0574666666667
2019-04-16,5205.9629574518,275.8020333333333
2019-04-17,5226.3522151958,276.75776666666667
2019-04-18,5278.5023395675,279.6143666666667
2019-04-19,5289.9512191116,282.33386666666667
2019-04-20,5313.9732621274,284.9354333333333
2019-04-21,5295.7338281707,287.71313333333336
2019-04-22,5383.7999753361,291.09810000000004
2019-04-23,5544.8627118644,296.0328
2019-04-24,5431.9479196376,301.0176
2019-04-25,5127.6731673875,304.4131
2019-04-26,5150.1646606663,308.1035333333333
2019-04-27,5181.807763647,312.2136333333334
2019-04-28,5148.6696154296,316.2475333333333
2019-04-29,5148.8004932788,319.76913333333334
2019-04-30,5266.6182025132,322.93463333333335
2019-05-01,5315.1753290473,323.4891
2019-05-02,5393.1293763881,322.80263333333335
2019-05-03,5658.4303883694,321.6203666666667
2019-05-04,5774.7124286967,320.0495333333334
2019-05-05,5728.3517022209,320.5032
2019-05-06,5691.6883740503,321.647
2019-05-07,5825.744893045,322.02253333333334
2019-05-08,5931.8005949737,324.2959333333334
2019-05-09,6150.1404447691,328.35926666666666
2019-05-10,6357.463493571,334.53830000000005
2019-05-11,7325.0828603156,342.5195
2019-05-12,6942.6231745178,352.4498666666667
2019-05-13,7798.9057360023,361.7314333333333
2019-05-14,7955.5576823495,373.80446666666666
2019-05-15,8215.2068383986,389.3388333333333
2019-05-16,7862.0716023378,404.09883333333335
2019-05-17,7326.9206818819,418.30036666666666
2019-05-18,7277.9875634132,430.25263333333334
2019-05-19,8219.7427869667,441.1042
2019-05-20,7981.1393789597,451.36449999999996
2019-05-21,7983.8084773817,459.7042
2019-05-22,7667.9021148451,467.07786666666664
2019-05-23,7897.4712936879,473.0843666666667
2019-05-24,7987.1003676213,478.8174333333333
2019-05-25,8061.5917607247,486.2053
2019-05-26,8731.5249558738,493.77733333333333
2019-05-27,8816.7867083577,501.77009999999996
2019-05-28,8719.1258483343,515.4575
2019-05-29,8655.4885061368,526.4711333333333
2019-05-30,8271.6219631794,537.0807666666666
2019-05-31,8556.222185564,548.5974
2019-06-01,8554.8073296318,559.8815333333333
2019-06-02,8744.3537454705,571.6062
2019-06-03,8173.4012705435,585.2038666666667
2019-06-04,7649.9393319696,593.6944666666666
2019-06-05,7798.5444663939,601.4223666666666
2019-06-06,7776.7133261251,609.1158333333333
2019-06-07,8023.950093045,614.9183333333333
2019-06-08,7939.8051548802,619.0865
2019-06-09,7634.0657507306,621.4297
2019-06-10,7993.3025385739,621.6478666666667
2019-06-11,7922.4836271186,617.4092666666667
2019-06-12,8146.7561250731,613.1428
2019-06-13,8232.7773413793,607.2022666666667
2019-06-14,8698.0048150205,598.3257666666667
2019-06-15,8850.584816014,591.4592
2019-06-16,9019.5170067212,586.5001
2019-06-17,9340.5721887785,582.0219
2019-06-18,9047.1327444769,579.3341333333333
2019-06-19,9285.0556765634,578.0818
2019-06-20,9546.7197781999,579.5840999999999
2019-06-21,10083.4863136762,584.2322999999999
2019-06-22,10685.2952327878,588.9446
2019-06-23,10794.4276963764,594.2324333333332
2019-06-24,11004.2069094681,600.6692666666665
2019-06-25,11726.2638308007,612.0661
2019-06-26,12863.4606849795,625.5273333333333
2019-06-27,11109.7978418469,636.4181333333332
2019-06-28,12358.2079582116,649.0591999999999
2019-06-29,11944.3515473407,662.8938333333334
2019-06-30,10842.6167109877,675.0407666666667
2019-07-01,10569.5517282291,687.2306333333333
2019-07-02,10766.0833162186,695.2955666666668
2019-07-03,11952.0248935126,700.5753333333333
2019-07-04,11177.0103787551,706.4106333333333
2019-07-05,10998.3991004676,711.1248666666667
2019-07-06,11208.225600526,714.1213666666666
2019-07-07,11456.1836039158,719.2764333333332
2019-07-08,12319.6228758036,724.2949666666666
2019-07-09,12579.107616014,733.4077666666667
2019-07-10,12106.7829313267,742.9100333333333
2019-07-11,11294.678028346,755.5278333333333
2019-07-12,11813.3237158971,768.3343333333333
2019-07-13,11346.837148159,780.3735333333334
2019-07-14,10283.0757891292,791.2726666666666
2019-07-15,10926.3802741087,800.1991999999999
2019-07-16,9471.1408647575,804.4599666666667
2019-07-17,9674.8824611338,808.5302666666666
2019-07-18,10679.8906896552,811.6742333333333
2019-07-19,10532.2027291058,814.6031333333333
2019-07-20,10862.6485479252,816.8275333333333
2019-07-21,10589.7064907656,816.422
2019-07-22,10318.5609251899,815.1010333333332
2019-07-23,9866.6489403857,813.3595333333332
2019-07-24,9792.7875365284,809.6142666666667
2019-07-25,9897.1867860316,797.8315
2019-07-26,9836.6967881356,782.9593333333333
2019-07-27,9446.6720520748,764.5741999999999
2019-07-28,9529.7887919345,755.6942333333334
2019-07-29,9504.1589159556,746.7342
2019-07-30,9589.1092060199,738.8625666666666
2019-07-31,10059.0040189947,731.5076666666666
2019-08-01,10400.3070143776,728.9065666666667
2019-08-02,10529.6944544126,727.6805999999999
2019-08-03,10810.4216686148,729.4162666666667
2019-08-04,10986.5089291058,728.4195333333333
2019-08-05,11790.0239375804,731.1886
2019-08-06,11423.4970017534,733.3471666666667
2019-08-07,11967.2735473407,737.4809666666666
2019-08-08,11938.2346108708,737.3501
2019-08-09,11858.3410984804,737.7158333333333
2019-08-10,11303.7305618936,737.5612000000001
2019-08-11,11530.195242256,733.6957333333334
2019-08-12,11384.6962465809,728.9628333333333
2019-08-13,10867.05475827,724.2607333333333
2019-08-14,10024.3795917008,718.2035666666667
2019-08-15,10310.0858696669,716.5546666666667
2019-08-16,10373.3219028054,714.4261
2019-08-17,10207.1555616598,711.9878000000001
2019-08-18,10331.3099760374,710.2718
2019-08-19,10884.6297744009,708.0784666666666
2019-08-20,10771.3923793688,705.5072666666667
2019-08-21,10096.8302238457,702.8503333333334
2019-08-22,10119.7145248393,702.1615
2019-08-23,10414.1441725891,701.5507
2019-08-24,10147.0871548802,703.1472333333332
2019-08-25,10100.3567783752,705.9002333333333
2019-08-26,10362.6434723553,709.2301000000001
2019-08-27,10168.221571654,703.2348
2019-08-28,9724.799978083,696.9589333333333
2019-08-29,9482.3117349503,689.0853333333333
2019-08-30,9577.678823495,681.2000333333333
2019-08-31,9605.0244614261,672.1648333333334
2019-09-01,9762.9365568966,663.5905333333334
2019-09-02,10377.3383845704,654.9870666666667
2019-09-03,10618.7815058445,651.5458
2019-09-04,10577.2410839275,646.3335333333333
2019-09-05,10580.1846995909,644.4759
2019-09-06,10330.8497312098,640.9402666666667
2019-09-07,10494.5069649328,637.4125333333334
2019-09-08,10407.2656573933,633.9648
2019-09-09,10332.4644424313,629.5569666666668
2019-09-10,10085.9519243133,631.3556000000001
2019-09-11,10142.1480603741,633.9185333333334
2019-09-12,10403.3599707773,633.4097999999999
2019-09-13,10345.3387469316,634.7924333333334
2019-09-14,10363.4528963179,635.9148666666666
2019-09-15,10306.1696674459,636.5881333333333
2019-09-16,10257.822761543,638.0127666666667
2019-09-17,10195.6111811806,635.2274
2019-09-18,10161.3188664524,632.7164666666666
2019-09-19,10268.3926291642,631.2011666666666
2019-09-20,10170.1251161309,630.3612666666667
2019-09-21,9986.4061081239,627.2472
2019-09-22,10047.0134748685,624.3521333333334
2019-09-23,9692.7410479252,625.8217333333334
2019-09-24,8613.6712485097,627.6309666666667
2019-09-25,8424.1576464056,632.3639333333333
2019-09-26,8091.6952992402,636.8932333333335
2019-09-27,8186.7796392753,641.7141333333333
2019-09-28,8201.9790134424,648.3376333333333
2019-09-29,8064.5080623612,655.1779333333333
2019-09-30,8282.3654541204,661.1198333333333
2019-10-01,8314.5513901227,662.6632333333333
2019-10-02,8362.5307323203,659.431
2019-10-03,8254.3399102864,654.4927333333334
2019-10-04,8165.6861512566,648.3524333333334
2019-10-05,8141.6337137931,637.8441333333334
2019-10-06,7854.6098129749,627.0313333333332
2019-10-07,8226.0234292811,615.9885333333333
2019-10-08,8190.1151207481,605.062
2019-10-09,8598.3319207481,595.0000333333334
2019-10-10,8578.0903793103,582.4622999999999
2019-10-11,8289.8540289305,570.2303333333333
2019-10-12,8323.7501440678,561.6445666666666
2019-10-13,8291.2506514319,556.3251
2019-10-14,8346.3684365868,550.9259999999999
2019-10-15,8160.7126275278,546.8178333333333
2019-10-16,8003.8559231444,545.9389
2019-10-17,8072.4893822911,548.3929
2019-10-18,7959.331993571,550.5866666666666
2019-10-19,7948.4773372297,552.3334333333333
2019-10-20,8213.7090392753,552.2384666666668
2019-10-21,8211.6545587376,552.4193333333334
2019-10-22,8029.2053728814,553.3313333333333
2019-10-23,7458.0358568089,547.7609666666667
2019-10-24,7454.3711381648,542.6678333333333
2019-10-25,8656.655177557,540.0578333333333
2019-10-26,9249.6467609585,539.0741999999999
2019-10-27,9558.1560440094,538.8325333333333
2019-10-28,9319.1781416715,539.5903333333333
2019-10-29,9431.2071239042,540.3587
2019-10-30,9182.8550651666,543.7334
2019-10-31,9155.2772987727,553.4354999999999
2019-11-01,9251.3812934541,566.1181333333334
2019-11-02,9300.1908375219,579.1204666666667
2019-11-03,9209.6386960842,588.1689000000001
2019-11-04,9418.3601306254,601.5328000000001
2019-11-05,9330.787222969,616.7513
2019-11-06,9354.9333822911,629.9433
2019-11-07,9210.7482223846,639.9853666666666
2019-11-08,8791.3339349503,650.1415000000001
2019-11-09,8810.7845619521,660.3142333333333
2019-11-10,9042.8907232028,670.0643666666667
2019-11-11,8713.2079295734,675.8101666666666
2019-11-12,8788.9581429573,678.0733666666667
2019-11-13,8766.7294305085,680.3132
2019-11-14,8645.4358036236,681.3435666666667
2019-11-15,8465.8778885447,678.7847999999999
2019-11-16,8477.6902428404,676.0088333333333
2019-11-17,8505.1612232613,674.6157666666667
2019-11-18,8183.5334135009,673.0123333333335
2019-11-19,8116.8206725891,673.1686666666666
2019-11-20,8076.5546600818,673.4356333333333
2019-11-21,7612.2774880187,676.3749333333333
2019-11-22,7277.524273232,683.1093999999999
2019-11-23,7324.8361785506,688.8485
2019-11-24,6943.3806560491,688.9492666666666
2019-11-25,7139.0446859731,688.7668333333332
2019-11-26,7165.4377302747,688.6633333333334
2019-11-27,7526.86381654,686.6012333333332
2019-11-28,7436.3363817066,683.7319333333332
2019-11-29,7747.7380420807,679.1469333333333
2019-11-30,7556.1937212157,669.9114666666667
2019-12-01,7417.7272060199,661.5533333333333
2019-12-02,7318.3125218001,654.2271
2019-12-03,7306.4462333139,650.8290666666667
2019-12-04,7215.0203448276,643.5800999999999
2019-12-05,7404.0867949737,634.3682000000001
2019-12-06,7534.2083559322,626.7831333333335
2019-12-07,7512.06140263,621.9173
2019-12-08,7528.9402694331,616.439
2019-12-09,7340.2274590883,610.5537333333334
2019-12-10,7232.0917837522,604.8047
2019-12-11,7200.4644459965,602.9298333333334
2019-12-12,7192.8490242548,601.0930999999999
2019-12-13,7244.9037200468,599.5532
2019-12-14,7071.1070902981,598.9931333333333
2019-12-15,7111.2866699591,598.7043333333334
2019-12-16,6882.3957953244,597.5165
2019-12-17,6608.9619798364,597.8212
2019-12-18,7284.6254836353,598.9097666666665
2019-12-19,7146.1676376388,602.8950666666666
2019-12-20,7184.2191720631,606.9793333333333
2019-12-21,7140.29801128,608.5349
2019-12-22,7479.4024078901,609.501
2019-12-23,7321.7487238457,607.8745666666667
2019-12-24,7235.6290838106,605.6039
2019-12-25,7191.1741656926,603.2221333333333
2019-12-26,7194.6397583285,598.9607666666667
2019-12-27,7237.1504472823,596.1911333333334
2019-12-28,7306.6433082992,594.0151666666666
2019-12-29,7391.578521391,596.0514333333333
2019-12-30,7229.3971006429,600.0769999999999
2019-12-31,7167.3950546464,602.1353
2020-01-01,7170.6318687902,604.1973
2020-01-02,6946.8252691409,607.9207333333333
2020-01-03,7315.3093603156,612.1497666666668
2020-01-04,7343.1641943893,616.5161666666665
2020-01-05,7345.5306918177,619.1682666666667
2020-01-06,7765.7977346581,622.4256
2020-01-07,8136.0868419053,628.2412
2020-01-08,8059.699528872,636.4026
2020-01-09,7817.1360932203,645.7998000000001
2020-01-10,8129.8179199299,655.1023999999999
2020-01-11,8032.0054950322,665.1014666666667
2020-01-12,8164.5499931619,674.3024666666666
2020-01-13,8121.9256676213,695.4879333333333
2020-01-14,8830.1678734658,717.9508999999999
2020-01-15,8811.4482025132,742.4160666666667
2020-01-16,8718.6869980129,763.7639
2020-01-17,8912.5419041496,785.3391666666666
2020-01-18,8928.1807565751,804.7958666666667
2020-01-19,8687.3548366452,823.8700666666666
2020-01-20,8636.2587862069,836.5306333333333
2020-01-21,8730.8675601987,847.4235666666667
2020-01-22,8647.9004739918,858.9108
2020-01-23,8366.3846139684,870.2918333333333
2020-01-24,8423.3909581531,880.9148
2020-01-25,8344.7745689655,892.9984666666666
2020-01-26,8573.874809585,904.7358
2020-01-27,8901.9592848627,918.0269333333333
2020-01-28,9297.3883176505,923.0320666666668
2020-01-29,9311.9475435418,930.5456333333334
2020-01-30,9508.9209649328,949.2186999999999
2020-01-31,9357.284782408,967.9207
2020-02-01,9381.8860286382,987.1478333333333
2020-02-02,9339.387063121,1012.4565666666666
2020-02-03,9279.8125205143,1041.0413666666668
2020-02-04,9161.6271977206,1069.8600333333334
2020-02-05,9628.1367758621,1106.8534333333334
2020-02-06,9739.2804364699,1149.4311
2020-02-07,9800.2793998247,1194.1161333333332
2020-02-08,9911.2934084161,1239.2566333333334
2020-02-09,10151.0832026885,1275.6069333333332
2020-02-10,9872.3618730567,1314.8454333333332
2020-02-11,10272.2225558738,1356.762
2020-02-12,10360.1352229106,1383.8287333333333
2020-02-13,10235.4973226184,1402.3091
2020-02-14,10361.6156901812,1411.8069333333333
2020-02-15,9911.7243270018,1423.6743999999999
2020-02-16,9952.0466115722,1428.7569333333333
2020-02-17,9683.0796277031,1442.8032999999998
2020-02-18,10195.3037904734,1457.0735333333334
2020-02-19,9636.0022986558,1482.2422666666669
2020-02-20,9614.030122443,1508.3916333333334
2020-02-21,9701.7975026885,1535.3280000000002
2020-02-22,9675.2490575687,1565.6872666666668
2020-02-23,9972.8424230859,1595.9637666666667
2020-02-24,9648.0078831093,1618.9652666666666
2020-02-25,9344.2871400935,1636.9862666666666
2020-02-26,8798.8889485681,1649.6685
2020-02-27,8779.0294818819,1666.1048333333335
2020-02-28,8750.5934459965,1682.3355666666669
2020-02-29,8582.0902996493,1690.3791666666666
2020-03-01,8541.7738939217,1698.8488666666667
2020-03-02,8906.2147564582,1700.0007
2020-03-03,8768.8106142022,1705.5112666666669
2020-03-04,8756.36957218,1709.8357999999998
2020-03-05,9062.6158027469,1712.1652666666666
2020-03-06,9147.0850589714,1703.6733333333334
2020-03-07,8898.3069567504,1686.3399
2020-03-08,8109.6145411455,1666.4907666666668
2020-03-09,7896.3853198714,1645.2394
2020-03-10,7909.927875453,1638.7459333333331
2020-03-11,7939.341334775,1634.3811666666666
2020-03-12,4959.3134143776,1630.0255333333332
2020-03-13,5627.6923883694,1629.5462
2020-03-14,5145.172506429,1636.5389666666665
2020-03-15,5358.6106633548,1650.9464333333335
2020-03-16,5012.9273877849,1664.5032333333334
2020-03-17,5416.7547106955,1671.9060333333332
2020-03-18,5392.4878359439,1665.9854000000003
2020-03-19,6203.5516320865,1660.9878999999999
2020-03-20,6174.1494760374,1647.1366666666665
2020-03-21,6175.8310222092,1632.9038
2020-03-22,5830.5609796026,1618.4379999999999
2020-03-23,6486.4086573349,1602.4665666666665
2020-03-24,6775.0576189363,1589.5142333333336
2020-03-25,6689.969012858,1581.9236333333333
2020-03-26,6754.4603360608,1573.3179333333333
2020-03-27,6490.7954150205,1567.1620666666668
2020-03-28,6231.8198902396,1561.9564666666665
2020-03-29,5904.8575867914,1553.1645666666666
2020-03-30,6436.9057001753,1541.3776
2020-03-31,6432.3832421391,1533.4856
2020-04-01,6643.1100087084,1531.8733666666667
