d,price_usd,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_8y,age_8y_,age_1y_,age_6m_,age_6m_sth,age_6m_lth_supply,age_6m_sth_supply,supply_current
2011-01-01,0.3,0.333,3.562,9.294,21.917,16.995,20.168,27.73,0.0,0.0,0.0,0.0,27.73,47.898,52.101,2409101.757,2620497.9465,5029650.0
2011-01-02,0.29997,0.547,3.521,9.351,21.678,17.054,20.102,27.746,0.0,0.0,0.0,0.0,27.746,47.848,52.151,2410773.6319999998,2627575.984,5038400.0
2011-01-03,0.295,0.602,3.515,9.13,21.938,16.969,20.047,27.798,0.001,0.0,0.0,0.0,27.799,47.846,52.154,2414404.852,2631795.148,5046200.0
2011-01-04,0.29895,0.294,3.642,9.253,21.925,16.909,20.104,27.873,0.001,0.0,0.0,0.0,27.874,47.978,52.023,2424448.285,2628852.2475000005,5053250.0
2011-01-05,0.2989163022,0.476,2.43,9.865,22.247,16.964,20.055,27.961,0.001,0.0,0.0,0.0,27.962,48.017,51.982,2430116.3615,2630783.029,5060950.0
2011-01-06,0.298,0.412,2.174,9.807,22.586,16.995,19.985,28.04,0.001,0.0,0.0,0.0,28.041,48.026,51.974,2433957.68,2634042.32,5068000.0
2011-01-07,0.32,0.436,2.189,9.894,22.119,17.331,19.935,28.095,0.001,0.0,0.0,0.0,28.096,48.031,51.969,2438149.622,2638050.378,5076200.0
2011-01-08,0.3229,0.548,2.36,9.827,21.39,17.862,19.856,28.155,0.001,0.0,0.0,0.0,28.156,48.012,51.987,2441266.164,2643382.989,5084700.0
2011-01-09,0.323,0.333,2.43,9.863,21.564,17.788,19.807,28.202,0.014,0.0,0.0,0.0,28.216,48.023,51.978,2445739.3555,2647161.5730000003,5092850.0
2011-01-10,0.32659,0.857,2.256,9.945,21.231,17.087,20.335,28.216,0.074,0.0,0.0,0.0,28.29,48.625,51.376,2480336.9375,2620664.0719999997,5100950.0
2011-01-11,0.32659,1.066,2.803,10.008,20.95,16.631,20.215,28.162,0.164,0.0,0.0,0.0,28.326,48.541,51.458,2480226.6654999997,2629272.239,5109550.0
2011-01-12,0.3187996213,0.464,3.312,9.351,21.748,16.152,20.615,28.101,0.256,0.0,0.0,0.0,28.357,48.972,51.027,2506337.988,2611510.833,5117900.0
2011-01-13,0.3176,1.539,3.145,9.057,21.083,15.868,20.904,28.034,0.369,0.0,0.0,0.0,28.403,49.307,50.692,2528117.811,2599130.9159999997,5127300.0
2011-01-14,0.3999900058,0.96,3.835,8.844,20.798,15.547,21.612,27.925,0.479,0.0,0.0,0.0,28.404,50.016,49.984,2568996.816,2567353.184,5136350.0
2011-01-15,0.386,0.536,4.107,8.693,21.121,15.453,21.666,27.824,0.6,0.0,0.0,0.0,28.424,50.09,49.91,2576729.7800000003,2567470.2199999997,5144200.0
2011-01-16,0.38679,0.602,4.307,8.675,21.072,15.234,21.682,27.729,0.699,0.0,0.0,0.0,28.428,50.11,49.89,2582118.19,2570781.81,5152900.0
2011-01-17,0.3495,0.316,4.414,8.755,21.209,15.134,21.751,27.631,0.79,0.0,0.0,0.0,28.421,50.172,49.828,2589853.5539999995,2572096.4460000005,5161950.0
2011-01-18,0.31299,1.195,3.395,8.694,21.421,15.033,21.845,27.532,0.885,0.0,0.0,0.0,28.417,50.262,49.738,2598042.78,2570957.22,5169000.0
2011-01-19,0.31299,0.684,4.344,8.268,21.051,15.432,21.879,27.348,0.994,0.0,0.0,0.0,28.342,50.221,49.779,2600167.1645,2577282.8355,5177450.0
2011-01-20,0.39,0.559,4.243,8.808,20.229,15.884,21.951,27.226,1.1,0.0,0.0,0.0,28.326,50.277,49.723,2607742.2975,2579007.7025,5186750.0
2011-01-21,0.41991,0.628,3.969,8.962,19.661,16.394,22.046,27.149,1.192,0.0,0.0,0.0,28.341,50.387,49.614,2617831.3915,2577670.5629999996,5195450.0
2011-01-22,0.4400355289,0.758,3.637,9.395,19.345,15.972,22.545,27.077,1.271,0.0,0.0,0.0,28.348,50.893,49.107,2648319.0409999997,2555380.9590000003,5203700.0
2011-01-23,0.4424,0.896,3.744,9.892,18.712,15.805,22.592,27.012,1.347,0.0,0.0,0.0,28.359,50.951,49.049,2655668.022,2556531.978,5212200.0
2011-01-24,0.4199,0.884,4.153,9.625,18.75,15.399,22.809,26.844,1.536,0.0,0.0,0.0,28.38,51.189,48.811,2672884.824,2548715.176,5221600.0
2011-01-25,0.41,0.487,3.47,10.076,18.482,16.265,22.819,26.695,1.707,0.0,0.0,0.0,28.402,51.221,48.78,2678550.974,2550901.32,5229400.0
2011-01-26,0.4150851297,0.596,3.455,10.172,18.283,16.353,22.719,26.634,1.787,0.0,0.0,0.0,28.421,51.14,48.859,2678917.76,2559429.856,5238400.0
2011-01-27,0.4212,8.612,3.157,8.638,14.677,13.786,22.699,26.557,1.875,0.0,0.0,0.0,28.432,51.131,48.87,2682536.784,2563915.68,5246400.0
2011-01-28,0.4444840444,0.414,11.303,7.714,15.744,13.698,22.673,26.484,1.971,0.0,0.0,0.0,28.455,51.128,48.873,2686418.5039999997,2567934.039,5254300.0
2011-01-29,0.439,0.801,11.175,7.737,15.655,13.671,22.471,26.416,2.074,0.0,0.0,0.0,28.49,50.961,49.039,2681746.1835,2580603.8165,5262350.0
2011-01-30,0.4771420339,0.519,11.032,8.285,15.287,13.881,22.468,26.357,2.172,0.0,0.0,0.0,28.529,50.997,49.004,2687618.3955,2582584.306,5270150.0
2011-01-31,0.5251368703,1.408,10.723,8.547,14.487,13.813,22.497,26.242,2.283,0.0,0.0,0.0,28.525,51.022,48.978,2693272.8030000003,2585377.197,5278650.0
2011-02-01,0.7075101169,1.371,10.99,8.623,14.198,13.767,22.522,26.149,2.381,0.0,0.0,0.0,28.53,51.052,48.949,2699042.662,2587860.2065,5286850.0
2011-02-02,0.7254348217,1.616,11.336,8.27,13.846,13.824,22.571,26.053,2.485,0.0,0.0,0.0,28.538,51.109,48.892,2706093.7775,2588709.1700000004,5294750.0
2011-02-03,0.6938983676,0.779,4.355,16.183,13.841,13.641,22.583,26.017,2.602,0.0,0.0,0.0,28.619,51.202,48.799,2715114.055,2587688.9725,5302750.0
2011-02-04,0.8109589714,0.558,4.745,15.893,13.916,13.822,22.392,25.972,2.703,0.0,0.0,0.0,28.675,51.067,48.934,2712908.8414999996,2599594.283,5312450.0
2011-02-05,0.9116714775,0.779,4.713,15.79,13.878,13.789,22.333,25.905,2.813,0.0,0.0,0.0,28.718,51.051,48.949,2716627.9140000003,2604772.086,5321400.0
2011-02-06,0.898,1.004,4.797,15.593,12.933,14.634,22.282,25.84,2.916,0.0,0.0,0.0,28.756,51.038,48.961,2720452.995,2609743.7025,5330250.0
2011-02-07,0.88942137,1.694,4.349,15.885,13.026,13.877,22.363,25.768,3.038,0.0,0.0,0.0,28.806,51.169,48.831,2732629.2759999996,2607770.724,5340400.0
2011-02-08,0.918,0.815,4.419,16.797,13.057,13.592,22.467,25.708,3.145,0.0,0.0,0.0,28.853,51.32,48.68,2745004.16,2603795.84,5348800.0
2011-02-09,1.0160502455,1.215,3.869,17.037,13.166,13.343,22.479,25.633,3.258,0.0,0.0,0.0,28.891,51.37,48.63,2752610.08,2605789.92,5358400.0
2011-02-10,0.9796529632,0.884,4.173,17.027,13.357,13.226,22.413,25.558,3.362,0.0,0.0,0.0,28.92,51.333,48.667,2755401.4409999996,2612298.559,5367700.0
2011-02-11,1.0540694535,1.228,4.028,17.203,13.161,13.05,22.37,25.481,3.479,0.0,0.0,0.0,28.96,51.33,48.67,2760014.1,2616985.9,5377000.0
2011-02-12,1.078703284,0.699,4.428,17.149,13.27,13.15,22.309,25.418,3.577,0.0,0.0,0.0,28.995,51.304,48.696,2763643.872,2623156.128,5386800.0
2011-02-13,1.05,0.617,4.269,17.143,13.633,13.079,22.223,25.358,3.677,0.0,0.0,0.0,29.035,51.258,48.741,2766240.486,2630405.547,5396700.0
2011-02-14,1.0700126242,1.03,3.663,17.456,14.056,12.858,21.98,25.169,3.788,0.0,0.0,0.0,28.957,50.937,49.063,2753908.905,2652591.095,5406500.0
2011-02-15,1.05,0.746,4.026,17.276,14.076,12.958,21.949,25.068,3.901,0.0,0.0,0.0,28.969,50.918,49.082,2758609.945,2659140.055,5417750.0
2011-02-16,1.0316876289,0.431,3.657,17.954,14.107,12.879,21.982,24.993,3.998,0.0,0.0,0.0,28.991,50.973,49.028,2767502.5755000003,2661901.718,5429350.0
2011-02-17,1.0399231975,0.445,3.509,17.675,14.588,12.875,21.392,25.428,4.089,0.0,0.0,0.0,29.517,50.909,49.092,2769907.7810000004,2671046.628,5440900.0
2011-02-18,0.8989559147,0.748,2.863,18.119,14.593,12.817,21.302,25.377,4.181,0.0,0.0,0.0,29.558,50.86,49.14,2772632.9,2678867.1,5451500.0
2011-02-19,0.9440281169,0.458,2.897,18.391,14.687,12.75,21.225,25.319,4.273,0.0,0.0,0.0,29.592,50.817,49.183,2774379.5235,2685170.4765,5459550.0
2011-02-20,0.865,0.587,3.218,18.054,14.639,12.721,21.164,25.25,4.366,0.0,0.0,0.0,29.616,50.78,49.219,2777386.71,2692008.5955000003,5469450.0
2011-02-21,0.8357474284,0.481,2.623,18.76,14.646,12.77,21.048,25.215,4.457,0.0,0.0,0.0,29.672,50.72,49.28,2779024.88,2700125.12,5479150.0
2011-02-22,0.8770417797,0.519,2.628,18.684,14.687,12.796,20.957,25.179,4.55,0.0,0.0,0.0,29.729,50.686,49.314,2782509.3419999997,2707190.6580000003,5489700.0
2011-02-23,0.9,0.517,2.545,18.733,14.667,12.934,20.836,25.138,4.629,0.0,0.0,0.0,29.767,50.603,49.396,2784101.1555000003,2717693.8260000004,5501850.0
2011-02-24,0.9890952659,0.812,2.434,18.401,13.844,13.954,20.767,25.077,4.711,0.0,0.0,0.0,29.788,50.555,49.445,2786692.71,2725507.29,5512200.0
2011-02-25,0.9146520018,0.585,2.629,18.367,14.007,13.914,20.143,25.563,4.791,0.0,0.0,0.0,30.354,50.497,49.502,2789176.5464999997,2734218.2190000005,5523450.0
2011-02-26,0.958,0.836,2.431,11.263,21.415,13.824,19.873,25.493,4.865,0.0,0.0,0.0,30.358,50.231,49.769,2781416.0475,2755833.9525,5537250.0
2011-02-27,0.8950331146,1.598,2.284,11.012,21.245,13.723,19.773,25.417,4.948,0.0,0.0,0.0,30.365,50.138,49.862,2782383.2409999995,2767066.7590000005,5549450.0
2011-02-28,0.8602209234,0.964,3.249,11.033,20.656,14.0,19.71,25.358,5.029,0.0,0.0,0.0,30.387,50.097,49.902,2783865.2415000005,2773029.189,5556950.0
2011-03-01,0.9210968919,7.612,3.612,9.012,16.692,12.999,19.642,25.321,5.108,0.0,0.0,0.0,30.429,50.071,49.927,2785675.0494999997,2777663.6815,5563450.0
2011-03-02,0.9399,4.049,7.101,8.734,16.232,13.835,19.595,25.263,5.19,0.0,0.0,0.0,30.453,50.048,49.951,2788599.488,2783194.7935,5571850.0
2011-03-03,0.9390733834,1.084,9.737,8.735,16.624,13.785,19.563,25.208,5.264,0.0,0.0,0.0,30.472,50.035,49.965,2792528.4025,2788621.5975,5581150.0
2011-03-04,0.9011,1.807,9.222,8.102,17.242,13.657,19.463,25.173,5.334,0.0,0.0,0.0,30.507,49.97,50.03,2794422.34,2797777.66,5592200.0
2011-03-05,0.9078406067,0.676,10.453,7.941,17.429,13.682,19.303,25.107,5.409,0.0,0.0,0.0,30.516,49.819,50.181,2792878.0494999997,2813171.9505000003,5606050.0
2011-03-06,0.8847709731,1.325,8.96,8.717,17.628,13.569,19.29,25.032,5.479,0.0,0.0,0.0,30.511,49.801,50.199,2798691.6975,2821058.3025,5619750.0
2011-03-07,0.8775838644,1.632,8.035,9.287,17.706,13.291,19.516,24.979,5.554,0.0,0.0,0.0,30.533,50.049,49.951,2817908.847,2812391.153,5630300.0
2011-03-08,0.8660715915,0.888,5.403,12.535,17.746,13.408,19.478,24.903,5.638,0.0,0.0,0.0,30.541,50.019,49.98,2820896.5334999994,2818697.07,5639650.0
2011-03-09,0.86,0.521,2.917,15.314,17.875,13.348,19.459,24.85,5.715,0.0,0.0,0.0,30.565,50.024,49.975,2825180.436,2822413.0875,5647650.0
2011-03-10,0.9206703098,0.819,2.626,15.3,17.919,13.255,19.468,24.817,5.796,0.0,0.0,0.0,30.613,50.081,49.919,2831154.0515000005,2821995.9484999995,5653150.0
2011-03-11,0.88,0.582,2.79,14.807,18.605,13.063,19.533,24.737,5.883,0.0,0.0,0.0,30.62,50.153,49.847,2838484.2645,2821165.7355,5659650.0
2011-03-12,0.9178155132,0.754,2.935,14.752,18.683,12.727,19.51,24.669,5.971,0.0,0.0,0.0,30.64,50.15,49.851,2841824.975,2824881.6914999997,5666650.0
2011-03-13,0.89249,1.261,2.316,14.864,18.319,13.077,19.493,24.611,6.059,0.0,0.0,0.0,30.67,50.163,49.837,2845496.175,2827003.825,5672500.0
2011-03-14,0.8939249229,2.058,2.617,14.008,18.298,12.827,19.455,24.589,6.147,0.0,0.0,0.0,30.736,50.191,49.808,2849895.171,2828148.048,5678100.0
2011-03-15,0.87224,0.71,4.106,13.928,18.26,12.821,19.404,24.529,6.243,0.0,0.0,0.0,30.772,50.176,49.825,2851853.312,2831903.525,5683700.0
2011-03-16,0.8512116657,0.646,4.465,13.792,18.488,12.574,19.413,24.289,6.333,0.0,0.0,0.0,30.622,50.035,49.965,2847241.675,2843258.325,5690500.0
2011-03-17,0.82542,0.73,4.554,13.615,18.573,12.4,19.478,24.231,6.418,0.0,0.0,0.0,30.649,50.127,49.872,2856010.8885000004,2841482.1360000004,5697550.0
2011-03-18,0.8019592081,0.525,4.962,13.197,18.653,12.536,19.452,24.172,6.502,0.0,0.0,0.0,30.674,50.126,49.873,2858961.473,2844531.4914999995,5703550.0
2011-03-19,0.765,0.39,5.1,13.2,18.141,12.856,19.595,24.127,6.592,0.0,0.0,0.0,30.719,50.314,49.687,2872577.202,2836779.891,5709300.0
2011-03-20,0.7415,0.406,3.692,14.494,18.069,12.984,19.592,24.088,6.677,0.0,0.0,0.0,30.765,50.357,49.645,2878481.6555000003,2837782.6675,5716150.0
2011-03-21,0.75897,0.5,2.095,15.784,17.984,13.3,19.557,24.078,6.702,0.0,0.0,0.0,30.78,50.337,49.663,2881063.3635000004,2842486.6364999996,5723550.0
2011-03-22,0.8091302928,0.867,1.663,15.583,18.118,13.421,19.525,24.047,6.776,0.0,0.0,0.0,30.823,50.348,49.652,2884688.66,2844811.34,5729500.0
2011-03-23,0.84971,0.661,1.893,15.686,18.179,13.232,19.488,23.991,6.87,0.0,0.0,0.0,30.861,50.349,49.651,2888698.3515,2848651.6485,5737350.0
2011-03-24,0.8723743659,1.141,1.553,15.783,18.219,12.926,19.48,23.814,7.085,0.0,0.0,0.0,30.899,50.379,49.622,2894248.3605,2850759.0889999997,5744950.0
2011-03-25,0.88377,0.785,1.708,15.955,18.296,12.927,19.4,23.764,7.165,0.0,0.0,0.0,30.929,50.329,49.671,2895729.3439999996,2857870.6560000004,5753600.0
2011-03-26,0.8552,1.15,1.946,15.644,18.219,12.753,19.309,23.728,7.25,0.0,0.0,0.0,30.978,50.287,49.712,2896782.635,2863659.76,5760500.0
2011-03-27,0.822,0.902,2.502,15.55,18.155,12.617,19.259,23.696,7.319,0.0,0.0,0.0,31.015,50.274,49.726,2899628.361,2868021.639,5767650.0
2011-03-28,0.7947405003,0.596,2.972,15.354,18.24,12.612,19.181,23.646,7.4,0.0,0.0,0.0,31.046,50.227,49.774,2901136.6334999995,2874971.127,5776050.0
2011-03-29,0.7925099416,0.445,3.142,14.966,18.215,13.013,19.14,23.6,7.479,0.0,0.0,0.0,31.079,50.219,49.781,2904767.398,2879432.602,5784200.0
2011-03-30,0.7897063121,0.726,2.747,14.59,18.752,12.718,19.3,23.61,7.558,0.0,0.0,0.0,31.168,50.468,49.533,2923106.56,2868951.36,5792000.0
2011-03-31,0.78461,0.734,2.559,11.555,22.013,12.635,19.312,23.562,7.63,0.0,0.0,0.0,31.192,50.504,49.496,2930267.332,2871782.668,5802050.0
2011-04-01,0.77411,0.384,2.903,8.837,24.837,12.584,19.249,23.501,7.705,0.0,0.0,0.0,31.206,50.455,49.545,2931864.3675,2878985.6325,5810850.0
2011-04-02,0.78199,0.808,2.196,9.105,24.842,12.484,19.341,23.443,7.783,0.0,0.0,0.0,31.226,50.567,49.435,2942923.5494999997,2877042.8475,5819850.0
2011-04-03,0.779,0.432,2.525,9.073,24.985,12.464,19.279,23.386,7.855,0.0,0.0,0.0,31.241,50.52,49.479,2944608.72,2883932.994,5828600.0
2011-04-04,0.68,0.949,2.234,9.23,24.9,12.282,19.141,23.333,7.93,0.0,0.0,0.0,31.263,50.404,49.595,2942333.5,2895108.125,5837500.0
2011-04-05,0.7156918346,0.602,2.821,8.788,25.171,12.3,19.07,23.238,8.011,0.0,0.0,0.0,31.249,50.319,49.682,2942252.568,2905005.9040000006,5847200.0
2011-04-06,0.74,0.508,2.9,8.678,24.797,12.783,19.084,23.166,8.084,0.0,0.0,0.0,31.25,50.334,49.666,2946854.3640000005,2907745.6359999995,5854600.0
2011-04-07,0.7538,0.46,2.667,8.999,24.574,12.984,19.038,23.122,8.155,0.0,0.0,0.0,31.277,50.315,49.684,2949440.1425,2912451.238,5861950.0
2011-04-08,0.74999,0.796,2.566,8.911,24.297,13.145,18.999,23.059,8.228,0.0,0.0,0.0,31.287,50.286,49.715,2951913.915,2918394.7875,5870250.0
2011-04-09,0.7340605172,0.629,2.498,9.132,24.058,13.337,19.043,23.012,8.29,0.0,0.0,0.0,31.302,50.345,49.654,2959304.2725,2918686.9470000006,5878050.0
2011-04-10,0.7331568206,0.383,2.8,9.098,23.825,13.579,18.829,23.127,8.36,0.0,0.0,0.0,31.487,50.316,49.685,2961951.972,2924806.895,5886700.0
2011-04-11,0.7701139334,0.477,2.186,9.793,23.618,13.648,18.789,23.057,8.433,0.0,0.0,0.0,31.49,50.279,49.722,2963871.6315,2931037.317,5894850.0
2011-04-12,0.8613816078,0.976,1.973,8.699,24.505,13.53,18.801,23.004,8.511,0.0,0.0,0.0,31.515,50.316,49.683,2970153.48,2932787.49,5903000.0
2011-04-13,0.9303200584,0.899,2.483,7.082,25.581,13.696,18.742,22.935,8.583,0.0,0.0,0.0,31.518,50.26,49.741,2971723.02,2941036.107,5912700.0
2011-04-14,0.9986297662,1.224,2.509,5.793,26.267,13.85,18.825,22.875,8.655,0.0,0.0,0.0,31.53,50.355,49.643,2981368.485,2939213.1010000003,5920700.0
2011-04-15,0.9836731368,0.892,3.03,5.779,25.82,14.017,18.946,22.785,8.731,0.0,0.0,0.0,31.516,50.462,49.538,2991135.05,2936364.95,5927500.0
2011-04-16,1.046632858,0.956,3.183,5.662,25.722,14.08,18.706,22.88,8.81,0.0,0.0,0.0,31.69,50.396,49.603,2991582.1539999996,2944508.4845,5936150.0
2011-04-17,1.0981220979,1.7,2.809,5.106,25.883,14.143,18.642,22.83,8.888,0.0,0.0,0.0,31.718,50.36,49.641,2993977.54,2951231.9115,5945150.0
2011-04-18,1.1494333115,1.15,3.777,5.153,25.385,14.2,18.549,22.813,8.972,0.0,0.0,0.0,31.785,50.334,49.665,2996156.5170000005,2956333.9575,5952550.0
2011-04-19,1.1851622209,2.192,3.003,4.907,25.292,14.299,18.505,22.752,9.051,0.0,0.0,0.0,31.803,50.308,49.693,2998482.57,2961827.0325,5960250.0
2011-04-20,1.1421259848,2.283,3.101,4.864,25.23,14.299,18.339,22.718,9.166,0.0,0.0,0.0,31.884,50.223,49.777,2997032.4135,2970417.5865,5967450.0
2011-04-21,1.207338872,1.135,4.699,4.703,24.911,14.204,18.436,22.668,9.244,0.0,0.0,0.0,31.912,50.348,49.652,3008192.3039999995,2966607.6960000005,5974800.0
2011-04-22,1.4045050818,1.628,4.881,4.866,24.152,14.183,18.192,22.774,9.323,0.0,0.0,0.0,32.097,50.289,49.71,3009092.6040000003,2974447.56,5983600.0
2011-04-23,1.828852301,1.422,5.485,4.808,24.373,13.152,18.292,23.103,9.365,0.0,0.0,0.0,32.468,50.76,49.24,3041640.72,2950559.28,5992200.0
2011-04-24,1.6319842198,0.976,5.408,5.587,24.202,13.041,18.172,23.177,9.438,0.0,0.0,0.0,32.615,50.787,49.214,3047372.361,2952987.642,6000300.0
2011-04-25,1.5644836353,0.688,5.636,5.83,23.58,13.545,18.14,23.073,9.507,0.0,0.0,0.0,32.58,50.72,49.279,3048221.28,2961618.6210000003,6009900.0
2011-04-26,1.7708408901,0.83,5.508,5.939,23.459,13.592,18.102,22.992,9.578,0.0,0.0,0.0,32.57,50.672,49.328,3050277.048,2969372.952,6019650.0
2011-04-27,1.9031759585,1.002,4.609,6.707,19.228,17.839,18.053,22.917,9.645,0.0,0.0,0.0,32.562,50.615,49.385,3051477.12,2977322.88,6028800.0
2011-04-28,2.2857444658,1.001,4.446,7.148,19.179,17.694,18.039,22.774,9.719,0.0,0.0,0.0,32.493,50.532,49.468,3050616.84,2986383.16,6037000.0
2011-04-29,2.85060509,5.63,3.606,8.069,18.844,13.456,17.963,22.629,9.803,0.0,0.0,0.0,32.432,50.395,49.605,3047385.65,2999614.35,6047000.0
2011-04-30,3.5,4.446,5.944,7.154,18.727,13.44,17.889,22.516,9.884,0.0,0.0,0.0,32.4,50.289,49.711,3045728.1405,3010721.8595,6056450.0
2011-05-01,3.0942275535,0.999,9.446,7.414,18.523,13.409,17.802,22.459,9.949,0.0,0.0,0.0,32.408,50.21,49.791,3045437.34,3020023.314,6065400.0
2011-05-02,3.2,0.682,9.859,7.192,18.569,13.629,17.696,22.36,10.014,0.0,0.0,0.0,32.374,50.07,49.931,3041877.675,3033433.0775,6075250.0
2011-05-03,3.3605857037,0.906,9.649,7.353,18.995,12.986,17.741,22.302,10.067,0.0,0.0,0.0,32.369,50.11,49.889,3049218.555,3035770.5944999997,6085050.0
2011-05-04,3.4086730473,2.209,9.623,7.1,18.486,12.614,17.614,22.217,10.139,0.0,0.0,0.0,32.356,49.97,50.032,3045621.53,3049400.3679999993,6094900.0
2011-05-05,3.3437366844,0.69,11.093,7.31,18.324,12.654,17.613,22.101,10.215,0.0,0.0,0.0,32.316,49.929,50.071,3048589.8465000005,3057260.1534999995,6105850.0
2011-05-06,3.4550755845,1.442,8.079,10.516,17.2,12.791,17.695,21.99,10.287,0.0,0.0,0.0,32.277,49.972,50.028,3056662.31,3060087.69,6116750.0
2011-05-07,3.6412629778,1.012,4.775,14.426,17.004,12.905,17.649,21.877,10.354,0.0,0.0,0.0,32.231,49.88,50.122,3056372.06,3071200.4889999996,6127450.0
2011-05-08,3.848668377,3.843,5.162,11.352,16.882,12.976,17.585,21.784,10.416,0.0,0.0,0.0,32.2,49.785,50.215,3056002.44,3082397.56,6138400.0
2011-05-09,3.8040895821,0.822,8.193,11.524,16.861,12.046,18.383,21.722,10.449,0.0,0.0,0.0,32.171,50.554,49.446,3109247.9390000002,3041102.0609999998,6150350.0
2011-05-10,5.6516670023,3.974,5.244,11.729,16.291,12.325,18.328,21.616,10.495,0.0,0.0,0.0,32.111,50.439,49.563,3106790.205,3052832.985,6159500.0
2011-05-11,5.4397510438,1.571,6.535,13.207,16.343,11.956,18.385,21.432,10.571,0.0,0.0,0.0,32.003,50.388,49.612,3108460.914,3060589.086,6169050.0
2011-05-12,6.3348786943,1.867,7.034,13.243,16.218,12.063,17.524,21.396,10.654,0.0,0.0,0.0,32.05,49.574,50.425,3062433.85,3115004.375,6177500.0
2011-05-13,8.1390348673,5.186,4.068,13.496,15.907,12.086,17.327,21.21,10.72,0.0,0.0,0.0,31.93,49.257,50.743,3047949.2745,3139900.7255,6187850.0
2011-05-14,7.0072438293,5.472,4.414,13.229,15.715,11.996,17.288,21.094,10.793,0.0,0.0,0.0,31.887,49.175,50.826,3048825.4125,3151186.587,6199950.0
2011-05-15,6.9249248445,2.181,8.649,12.49,15.608,11.962,17.265,20.981,10.864,0.0,0.0,0.0,31.845,49.11,50.89,3050197.545,3160752.455,6210950.0
2011-05-16,7.8851407452,2.399,9.023,12.966,15.364,11.927,16.521,20.874,10.925,0.0,0.0,0.0,31.799,48.32,51.679,3007098.56,3216139.207,6223300.0
2011-05-17,7.2571995406,1.77,9.728,13.121,15.26,11.884,16.476,20.77,10.991,0.0,0.0,0.0,31.761,48.237,51.763,3008131.6706763,3228018.3193237,6236149.99
2011-05-18,6.7631633624,1.352,10.364,13.169,15.21,11.74,16.445,20.672,11.048,0.0,0.0,0.0,31.72,48.165,51.835,3010577.4026835,3239972.5873165,6250549.99
2011-05-19,6.8901436324,0.871,10.938,13.214,15.164,11.661,16.46,20.621,11.072,0.0,0.0,0.0,31.693,48.153,51.848,3013944.4181847,3245218.1628152,6259099.99
2011-05-20,5.6180962186,1.289,10.669,13.27,15.061,11.601,16.441,20.538,11.13,0.0,0.0,0.0,31.668,48.109,51.89,3016482.4041891005,3253554.8848110004,6270099.99
2011-05-21,6.0848006674,5.776,6.317,13.031,15.103,11.793,16.334,20.478,11.168,0.0,0.0,0.0,31.646,47.98,52.02,3013671.775202,3267428.2147980006,6281099.99
2011-05-22,6.7119560397,5.343,5.373,13.685,15.938,11.795,16.245,20.432,11.19,0.0,0.0,0.0,31.622,47.867,52.134,3012605.3742132997,3281157.5527866,6293699.99
2011-05-23,7.0652567838,2.445,7.234,14.735,15.983,11.84,16.191,20.385,11.187,0.0,0.0,0.0,31.572,47.763,52.237,3012890.0352236996,3295109.9547763,6307999.99
2011-05-24,7.4026605821,0.831,8.106,15.576,16.126,11.817,16.064,20.252,11.229,0.0,0.0,0.0,31.481,47.545,52.456,3006246.5727455,3316766.6467544003,6322949.99
2011-05-25,8.5692896371,0.812,8.135,15.717,16.111,11.804,15.98,20.164,11.277,0.0,0.0,0.0,31.441,47.421,52.579,3005685.2382579,3332614.7517421003,6338299.99
2011-05-26,8.7821554342,1.131,7.963,15.638,16.166,11.795,15.888,20.09,11.33,0.0,0.0,0.0,31.42,47.308,52.693,3005524.5432692003,3347638.9777307,6353099.99
2011-05-27,8.5286584681,5.503,3.393,15.666,15.553,11.657,16.747,20.092,11.39,0.0,0.0,0.0,31.482,48.229,51.772,3068063.7156771,3293449.8888228,6361449.99
2011-05-28,8.3492691198,0.553,7.985,15.904,15.53,11.878,16.699,20.009,11.443,0.0,0.0,0.0,31.452,48.151,51.85,3066833.4871849,3302430.1948150005,6369199.99
2011-05-29,8.4009534722,0.661,7.903,13.153,17.882,12.317,16.646,19.936,11.501,0.0,0.0,0.0,31.437,48.083,51.916,3066829.9011917002,3311306.3068084,6378199.99
2011-05-30,8.7793424646,0.689,7.856,13.245,15.392,14.886,16.006,20.366,11.56,0.0,0.0,0.0,31.926,47.932,52.068,3060889.5832068003,3325010.4067932,6385899.99
2011-05-31,8.721576422,0.993,7.445,13.411,12.836,17.167,16.24,20.303,11.605,0.0,0.0,0.0,31.908,48.148,51.852,3078294.2271852004,3315105.7628148003,6393399.99
2011-06-01,9.623777232,0.933,7.539,13.344,12.967,17.168,16.183,20.23,11.636,0.0,0.0,0.0,31.866,48.049,51.951,3076481.3671951,3326318.6228049006,6402799.99
2011-06-02,10.7027602279,1.199,7.545,13.436,13.102,17.002,16.082,20.102,11.532,0.0,0.0,0.0,31.634,47.716,52.284,3059693.0632284004,3352606.9267716003,6412299.99
2011-06-03,14.2646467738,1.969,3.198,16.31,14.802,16.654,15.987,19.514,11.566,0.0,0.0,0.0,31.08,47.067,52.933,3022831.0032933,3399568.9867067,6422399.99
2011-06-04,18.3127387259,1.217,4.423,15.982,14.36,17.088,15.901,19.436,11.594,0.0,0.0,0.0,31.03,46.931,53.07,3019352.8113069,3414311.5146930004,6433599.99
