d,price_usd,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_8y,age_8y_,age_1y_,age_6m_,age_6m_sth,age_6m_lth_supply,age_6m_sth_supply,supply_current
2018-01-09,14378.5862174167,1.533,5.272,11.968,15.153,14.324,7.799,8.454,5.105,6.99,16.761,6.642,43.952,51.751,48.25,8690331.2274359,8102422.788424999,16792586.09
2018-01-10,14669.0882656341,1.36,5.522,11.914,15.146,14.25,7.85,8.475,5.109,6.947,16.776,6.65,43.957,51.807,48.192,8700810.0708963,8093683.0724928,16794661.09
2018-01-11,13186.7549427236,1.447,5.521,11.814,15.179,14.33,7.765,8.485,5.112,6.92,16.761,6.665,43.943,51.708,48.291,8685430.8119172,8111474.807346899,16797073.59
2018-01-12,13789.4436639392,1.114,5.473,12.058,15.369,14.356,7.752,8.489,5.072,6.92,16.72,6.677,43.878,51.63,48.37,8673477.862017,8125820.727982999,16799298.59
2018-01-13,14231.2250645821,0.963,5.417,11.868,15.746,14.422,7.743,8.457,5.074,6.905,16.716,6.688,43.84,51.583,48.416,8666542.9250547,8134450.1533344,16801161.09
2018-01-14,13681.0654611338,1.044,4.84,12.63,15.462,14.445,7.768,8.438,5.078,6.9,16.697,6.698,43.811,51.579,48.421,8666870.2217361,8136228.3682639,16803098.59
2018-01-15,13591.6961966686,1.148,4.595,12.539,15.602,14.543,7.78,8.43,5.071,6.894,16.689,6.708,43.792,51.572,48.427,8666660.9798348,8138144.5604293,16804973.59
2018-01-16,11431.0401052016,1.46,4.125,12.326,16.055,14.528,7.76,8.42,5.057,6.877,16.677,6.713,43.744,51.504,48.494,8656257.2397936,8150367.7109846,16806961.09
2018-01-17,11159.6085905903,1.376,4.383,12.279,15.425,15.113,7.755,8.415,5.067,6.818,16.654,6.716,43.67,51.425,48.576,8644053.2374075,8165163.4430784,16809048.59
2018-01-18,11246.0397302747,1.152,4.348,12.12,15.867,15.106,7.776,8.416,5.06,6.779,16.657,6.719,43.631,51.407,48.593,8642139.2850363,8169071.8049637005,16811211.09
2018-01-19,11440.2555616598,1.251,4.373,11.94,16.007,15.015,7.804,8.416,5.055,6.772,16.64,6.729,43.612,51.416,48.586,8644712.7490344,8168897.106437399,16813273.59
2018-01-20,12768.4045856224,0.969,4.627,11.697,16.149,15.12,7.852,8.405,5.051,6.769,16.621,6.738,43.584,51.436,48.562,8649219.854752399,8165942.425275799,16815498.59
2018-01-21,11422.3942589129,0.898,4.593,11.727,16.055,15.289,7.864,8.41,5.046,6.761,16.61,6.747,43.574,51.438,48.562,8650758.5279742,8167077.562025799,16817836.09
2018-01-22,10737.3505774401,1.127,4.376,11.684,16.085,15.313,7.831,8.434,5.076,6.715,16.601,6.758,43.584,51.415,48.585,8647963.7137985,8171959.876201499,16819923.59
2018-01-23,10849.3918793103,1.164,4.194,11.826,16.047,15.35,7.868,8.414,5.06,6.727,16.581,6.769,43.551,51.419,48.581,8649774.1561171,8172361.9338829005,16822136.09
2018-01-24,11225.8961747516,1.104,4.155,12.008,15.962,15.334,7.899,8.4,5.062,6.728,16.566,6.781,43.537,51.436,48.563,8653765.5112524,8170402.335386701,16824336.09
2018-01-25,11130.4649473992,1.115,4.126,11.887,16.107,15.328,7.922,8.398,5.058,6.714,16.554,6.792,43.516,51.438,48.563,8655117.8984742,8171361.4546367,16826311.09
2018-01-26,11035.5546098773,1.403,4.085,11.762,16.237,14.973,8.013,8.424,5.061,6.692,16.547,6.802,43.526,51.539,48.46,8673111.0408001,8154969.266713999,16828248.59
2018-01-27,11320.9701852718,0.803,4.675,11.489,16.488,14.717,8.315,8.428,5.058,6.681,16.533,6.814,43.514,51.829,48.172,8722930.1058361,8107449.286274799,16830211.09
2018-01-28,11615.95871128,1.016,4.598,11.253,16.843,14.307,8.52,8.398,5.06,6.672,16.506,6.826,43.462,51.982,48.017,8749706.9733038,8082310.7948353,16832186.09
2018-01-29,11132.5543138515,1.231,4.216,10.959,17.28,14.144,8.64,8.476,5.057,6.662,16.505,6.829,43.529,52.169,47.83,8782148.2877921,8051719.461847,16834036.09
2018-01-30,9959.5467153711,1.211,4.289,10.881,17.269,14.1,8.739,8.47,5.061,6.648,16.502,6.833,43.514,52.253,47.75,8797379.659482699,8039249.0142250005,16836123.59
2018-01-31,10050.0957971946,1.241,4.298,10.808,17.262,13.693,9.227,8.468,5.064,6.607,16.493,6.839,43.471,52.698,47.302,8873071.1177082,7964514.9722918,16837586.09
2018-02-01,9039.8650751023,1.427,4.399,9.895,18.109,13.423,9.322,8.465,5.056,6.599,16.452,6.853,43.425,52.747,47.253,8882376.4748923,7957209.615107699,16839586.09
2018-02-02,8786.0773798948,1.486,4.383,10.669,17.378,13.245,9.453,8.447,5.045,6.596,16.431,6.867,43.386,52.839,47.161,8898978.5130951,7942707.5769049,16841686.09
2018-02-03,9132.1003223261,0.924,4.897,9.954,18.031,13.116,9.618,8.531,5.051,6.584,16.413,6.881,43.46,53.078,46.922,8940278.4333502,7903382.656649799,16843661.09
2018-02-04,8250.5268959673,1.103,4.881,9.601,18.426,12.969,9.8,8.505,5.045,6.345,16.433,6.892,43.22,53.02,46.98,8931688.804918,7914197.285081999,16845886.09
2018-02-05,6849.542559322,1.587,4.665,9.529,18.416,12.893,9.822,8.503,5.038,6.234,16.399,6.913,43.087,52.909,47.09,8914213.3919831,7933816.716031001,16848198.59
2018-02-06,7738.6439596727,1.577,4.809,9.056,18.935,12.571,10.089,8.497,5.016,6.172,16.355,6.924,42.964,53.053,46.948,8939602.1742027,7910889.9190332,16850323.59
2018-02-07,7624.5953895383,1.209,5.059,9.163,18.86,12.377,10.331,8.545,5.017,6.173,16.329,6.936,43.0,53.331,46.668,8987386.032657899,7864531.536481199,16852086.09
2018-02-08,8218.580851841,1.181,5.256,9.184,18.77,12.32,10.369,8.543,5.028,6.151,16.249,6.948,42.919,53.288,46.711,8981012.2266392,7872542.826124899,16853723.59
2018-02-09,8660.4534678551,1.054,4.891,9.422,18.919,12.379,10.414,8.55,5.029,6.149,16.234,6.958,42.92,53.334,46.665,8989664.9507406,7865577.5851485,16855411.09
2018-02-10,8530.2928047925,1.036,4.646,9.218,19.107,12.625,10.452,8.563,5.015,6.147,16.223,6.969,42.917,53.369,46.632,8996518.3154971,7860848.8464888,16857198.59
2018-02-11,8096.7284812975,0.879,4.254,9.566,19.162,12.726,10.517,8.565,4.949,6.21,16.195,6.978,42.897,53.414,46.587,9005112.2441126,7854142.436748301,16859086.09
2018-02-12,8907.670179135,1.302,3.667,9.745,19.048,12.781,10.577,8.558,4.949,6.207,16.177,6.991,42.882,53.459,46.543,9013808.107103102,7847690.206118699,16861161.09
2018-02-13,8523.9669319112,1.079,3.587,9.888,18.95,12.933,10.688,8.559,4.927,6.222,16.163,7.003,42.874,53.562,46.437,9032273.1240258,7830769.3338633,16863211.09
2018-02-14,9467.3010327294,1.12,3.401,9.927,18.997,12.991,10.708,8.504,4.966,6.214,16.158,7.014,42.856,53.564,46.436,9033808.8827476,7831639.7072524,16865448.59
2018-02-15,10106.7330835769,1.101,3.3,9.941,19.046,12.733,11.04,8.493,4.964,6.189,16.145,7.047,42.838,53.878,46.121,9087648.6435702,7779268.7755689,16867086.09
2018-02-16,10189.3164833431,0.999,3.412,9.712,19.076,12.889,11.037,8.54,4.954,6.19,16.128,7.062,42.874,53.911,46.088,9094272.785354901,7774607.1141592,16869048.59
2018-02-17,11085.5984143776,0.797,3.466,9.741,19.122,12.685,11.321,8.537,4.953,6.189,16.116,7.074,42.869,54.19,45.811,9142346.719671,7728733.0794399,16870911.09
2018-02-18,10452.0919772063,0.719,3.46,9.704,19.159,12.713,11.391,8.53,4.956,6.188,16.095,7.084,42.853,54.244,45.755,9152555.4526596,7720211.9079795005,16872936.09
2018-02-19,11139.3557305669,1.001,3.013,10.727,18.081,12.88,11.448,8.534,4.876,6.262,16.078,7.101,42.851,54.299,45.702,9162935.122259099,7712194.7173518,16874961.09
2018-02-20,11245.9323179427,1.061,2.955,10.7,18.101,12.816,11.55,8.509,4.878,6.252,16.056,7.122,42.817,54.367,45.633,9175368.3141753,7701355.2758247005,16876723.59
2018-02-21,10458.8650888369,1.02,3.033,10.5,18.198,12.778,11.651,8.516,4.877,6.252,16.038,7.137,42.82,54.471,45.529,9194070.8065839,7684765.283416101,16878836.09
2018-02-22,9878.1589427236,1.708,2.999,10.56,18.088,12.799,11.506,8.034,4.88,6.25,16.023,7.153,42.34,53.846,46.154,9089580.962771399,7791117.627228601,16880698.59
2018-02-23,10159.0656125073,1.178,3.793,10.199,18.106,12.879,11.506,8.022,4.899,6.248,16.004,7.167,42.34,53.846,46.155,9090577.1137714,7792140.3017145,16882548.59
2018-02-24,9686.6017799533,0.658,4.293,9.927,18.276,12.945,11.522,8.066,4.891,6.254,15.987,7.181,42.379,53.901,46.099,9100839.4711209,7783521.618879098,16884361.09
2018-02-25,9603.2274774985,0.533,4.137,9.863,18.504,12.97,11.594,8.099,4.888,6.246,15.976,7.191,42.4,53.994,46.007,9117696.048684599,7768971.406301299,16886498.59
2018-02-26,10312.3657130333,0.853,3.827,9.772,18.426,13.078,11.648,8.095,4.887,6.242,15.971,7.201,42.396,54.044,45.956,9127091.8234796,7761169.2665204,16888261.09
2018-02-27,10654.1072948568,0.944,3.738,8.761,19.091,13.305,11.757,8.087,4.902,6.241,15.961,7.213,42.404,54.161,45.839,9147934.3089549,7742326.7810451,16890261.09
2018-02-28,10307.0249663939,1.191,3.813,8.609,19.172,13.208,11.64,8.053,4.904,5.812,16.373,7.226,42.368,54.008,45.993,9123138.6144872,7769228.897498701,16892198.59
2018-03-01,10923.6308617767,1.201,3.182,9.129,19.245,13.203,11.707,8.025,4.901,5.417,16.753,7.237,42.333,54.04,45.96,9129658.693036,7764602.396964001,16894261.09
2018-03-02,11014.0584672706,0.856,3.466,8.984,19.339,13.267,11.743,8.033,4.898,5.033,17.131,7.252,42.347,54.09,45.912,9139160.578581,7757388.4356408,16896211.09
2018-03-03,11425.6805654588,0.712,3.595,8.869,19.389,13.319,11.745,8.057,4.905,5.03,17.112,7.267,42.371,54.116,45.884,9144771.2034644,7753689.886535601,16898461.09
2018-03-04,11462.5831975453,0.581,3.468,8.671,19.775,13.38,11.757,7.909,5.053,5.023,17.102,7.281,42.368,54.125,45.875,9147293.3774625,7753017.7125375,16900311.09
2018-03-05,11540.6623205728,1.176,3.241,8.445,19.452,13.475,11.876,7.875,5.054,4.998,17.115,7.293,42.335,54.211,45.789,9162837.3248749,7739336.2651251005,16902173.59
2018-03-06,10677.0352308591,0.885,3.548,8.09,19.648,13.56,11.932,7.845,5.071,5.012,17.106,7.303,42.337,54.269,45.731,9173698.8310571,7730424.758942899,16904123.59
2018-03-07,9903.0850490941,1.008,3.37,8.019,19.449,13.776,12.035,7.848,5.079,4.998,17.104,7.313,42.342,54.377,45.622,9193022.4331593,7712894.5959798,16906086.09
2018-03-08,9330.4754529515,0.995,3.18,8.151,19.333,13.882,12.125,7.838,5.078,5.001,17.094,7.324,42.335,54.46,45.541,9208157.299614001,7700122.871496899,16908111.09
2018-03-09,9278.1391843951,1.302,3.127,8.16,19.011,13.97,12.086,7.84,5.084,4.997,17.091,7.331,42.343,54.429,45.57,9203909.1144261,7705857.876213,16909936.09
2018-03-10,8786.5604231444,0.67,3.966,7.779,19.122,14.0,12.106,7.853,5.088,4.995,17.079,7.341,42.356,54.462,45.537,9210442.4783358,7701074.4948033,16911686.09
2018-03-11,9513.5353997662,0.691,4.05,7.702,19.11,13.919,12.178,7.848,5.089,4.994,17.07,7.35,42.351,54.529,45.472,9222816.175141102,7690951.550844801,16913598.59
2018-03-12,9147.8901805962,0.919,3.209,8.2,18.962,14.129,12.24,7.837,5.092,4.985,17.068,7.359,42.341,54.581,45.419,9232709.689032901,7682901.4009671,16915611.09
2018-03-13,9160.5429327878,0.865,3.267,8.352,18.718,14.22,12.252,7.827,5.087,4.975,17.067,7.37,42.326,54.578,45.422,9233280.1362002,7684305.9537998,16917586.09
2018-03-14,8222.1272390415,1.006,3.22,8.11,18.715,14.317,12.302,7.824,5.096,4.465,17.567,7.377,42.329,54.631,45.368,9243229.8148279,7675987.081311201,16919386.09
2018-03-15,8268.589122443,0.826,3.344,8.206,18.594,14.387,12.302,7.834,5.106,4.418,17.597,7.387,42.342,54.644,45.357,9246412.9270196,7674942.3748413,16921186.09
2018-03-16,8376.9044982466,0.979,2.785,8.573,18.432,14.527,12.384,7.825,5.095,4.414,17.589,7.397,42.32,54.704,45.296,9257632.3666736,7665503.723326399,16923136.09
2018-03-17,7881.6619205143,0.734,3.046,8.268,18.3,14.939,12.405,7.815,5.097,4.412,17.574,7.411,42.309,54.714,45.287,9260343.7285326,7664824.111453299,16924998.59
2018-03-18,8189.0167191701,0.725,2.943,8.436,18.207,14.942,12.422,7.818,5.109,4.411,17.565,7.423,42.326,54.748,45.253,9267131.596553199,7659923.7623077,16926886.09
2018-03-19,8537.0156233197,0.822,2.752,8.523,17.9,15.054,12.62,7.817,5.117,4.397,17.561,7.436,42.328,54.948,45.051,9302049.986233199,7626604.3155309,16928823.59
2018-03-20,8895.547179135,0.856,2.617,8.485,17.858,15.217,12.591,7.865,5.116,4.397,17.548,7.45,42.376,54.967,45.033,9306139.0638403,7624272.0261597,16930411.09
2018-03-21,8879.5942565751,0.836,2.6,8.426,17.839,15.309,12.606,7.857,5.141,4.393,17.528,7.467,42.386,54.992,45.01,9311416.5146128,7621233.221609,16932311.09
2018-03-22,8710.6649351257,0.876,2.589,8.304,17.851,15.354,12.635,7.835,5.172,4.39,17.511,7.483,42.391,55.026,44.974,9318157.0901334,7615941.499866599,16934098.59
2018-03-23,8771.746323495,0.855,2.508,8.361,17.726,15.673,12.464,7.858,5.173,4.379,17.503,7.499,42.412,54.876,45.123,9293668.255748399,7641923.4766407,16935761.09
2018-03-24,8610.9885163647,0.632,2.811,7.517,18.389,15.678,12.552,7.866,5.176,4.373,17.493,7.514,42.422,54.974,45.027,9311337.294616599,7626543.172494301,16937711.09
2018-03-25,8440.6109225599,0.86,2.699,7.287,18.465,15.511,12.312,8.315,5.174,4.359,17.49,7.528,42.866,55.178,44.822,9346821.353990199,7592577.236009801,16939398.59
2018-03-26,8171.1843544711,1.049,2.764,7.09,18.345,15.304,12.552,8.344,5.177,4.358,17.476,7.542,42.897,55.449,44.552,9393766.7929191,7547676.2098168,16941273.59
2018-03-27,7837.2653194039,0.862,2.846,7.237,18.071,15.241,12.783,8.404,4.883,4.648,17.464,7.56,42.959,55.742,44.257,9444463.822537798,7498540.335726299,16943173.59
2018-03-28,7933.6427296902,0.891,2.768,7.128,17.937,15.492,12.694,8.516,4.757,4.796,17.447,7.575,43.091,55.785,44.216,9452690.7590565,7492339.779554401,16944861.09
2018-03-29,7108.5708132671,0.984,2.907,6.954,17.64,15.742,12.692,8.509,4.612,4.946,17.425,7.591,43.083,55.775,44.227,9452055.9979475,7495044.027274299,16946761.09
2018-03-30,6832.1490663355,0.87,3.164,6.873,17.159,16.16,12.672,8.518,4.623,4.946,17.413,7.604,43.104,55.776,44.226,9453354.9295584,7495770.1361634,16948786.09
2018-03-31,6922.2812969024,0.583,3.424,6.767,17.134,16.299,12.654,8.548,4.631,4.941,17.404,7.617,43.141,55.795,44.207,9457467.9189155,7493257.1788063,16950386.09
2018-04-01,6804.5248793104,0.764,3.203,6.713,17.089,16.456,12.621,8.56,4.635,4.942,17.385,7.632,43.154,55.775,44.225,9455207.2854475,7497203.8045525,16952411.09
2018-04-02,7033.259609585,0.891,2.513,7.129,17.059,16.601,12.643,8.562,4.644,4.936,17.379,7.643,43.164,55.807,44.193,9461720.2934963,7492640.7965037,16954361.09
2018-04-03,7420.800515488,0.875,2.52,7.101,17.054,16.604,12.677,8.554,4.663,4.934,17.363,7.655,43.169,55.846,44.154,9469470.356571399,7486928.233428601,16956398.59
2018-04-04,6780.5436014027,0.822,2.562,6.808,17.198,16.742,12.697,8.558,4.657,4.935,17.354,7.667,43.171,55.868,44.132,9474227.3387612,7484008.751238799,16958236.09
2018-04-05,6798.4226165985,0.818,2.456,6.889,17.107,16.849,12.708,8.555,4.667,4.928,17.338,7.685,43.173,55.881,44.119,9477521.5889529,7482664.5010471,16960186.09
2018-04-06,6610.4923497954,0.929,2.226,6.795,17.181,16.927,12.742,8.54,4.711,4.924,17.328,7.697,43.2,55.942,44.058,9488832.3019678,7473078.7880322,16961911.09
2018-04-07,6886.4694719462,0.672,2.478,6.733,16.623,17.659,12.643,8.324,4.923,4.923,17.317,7.707,43.194,55.837,44.165,9472278.6278233,7492221.7453985,16964161.09
2018-04-08,7009.996104325,0.616,2.518,6.331,16.986,17.714,12.644,8.326,4.925,4.917,17.305,7.717,43.19,55.834,44.165,9472893.362240601,7493110.5660235,16966173.59
2018-04-09,6736.8928237873,0.861,2.343,6.249,16.855,16.858,13.639,8.297,4.948,4.93,17.299,7.723,43.197,56.836,43.166,9643938.7831124,7324411.667109399,16968011.09
2018-04-10,6816.7186154296,0.835,2.244,6.3,16.829,16.875,13.713,8.305,4.953,4.925,17.286,7.736,43.205,56.918,43.083,9659019.3712062,7311211.4194046995,16970061.09
2018-04-11,6944.7858571011,1.078,2.198,6.133,16.769,16.941,13.709,8.281,4.963,4.911,17.27,7.747,43.172,56.881,43.119,9653885.1787279,7318188.4112721,16972073.59
2018-04-12,7904.3302752776,0.98,2.403,5.751,16.84,17.132,13.746,8.254,4.98,4.899,17.252,7.762,43.147,56.893,43.106,9657017.0178087,7316811.832205401,16973998.59
2018-04-13,7919.064694623,1.215,2.251,5.663,16.76,17.097,13.884,8.24,4.994,4.894,17.224,7.776,43.128,57.012,42.986,9678391.9486308,7297329.6201474,16976061.09
2018-04-14,8006.417943308,0.617,2.818,5.629,16.696,17.184,13.935,8.235,4.892,4.99,17.158,7.846,43.121,57.056,42.944,9686838.4995104,7290935.090489601,16977773.59
2018-04-15,8342.2711014027,0.583,2.795,5.58,16.698,17.208,13.936,8.3,4.91,4.873,17.256,7.86,43.199,57.135,42.864,9701415.066271499,7278226.2256176,16979811.09
2018-04-16,8046.9821335476,0.953,2.503,5.576,16.494,17.185,14.086,8.279,4.936,4.871,17.238,7.88,43.204,57.29,42.711,9728743.509711,7252999.8960249,16981573.59
2018-04-17,7887.7379579194,0.999,2.504,5.637,16.168,17.304,14.144,8.303,4.955,4.87,17.222,7.893,43.243,57.387,42.612,9746377.7228433,7237051.031170799,16983598.59
2018-04-18,8162.8348617767,0.83,2.556,5.736,16.171,17.305,14.18,8.297,4.961,4.865,17.195,7.905,43.223,57.403,42.598,9750243.1586177,7235525.2873682,16985598.59
2018-04-19,8272.9673158971,0.929,2.576,5.761,16.085,16.946,14.673,8.279,4.966,4.861,17.01,7.916,43.032,57.705,42.297,9802823.6026095,7185339.7438623,16987823.59
2018-04-20,8839.5011320865,1.052,2.496,5.838,15.941,16.975,14.685,8.289,4.966,4.862,16.969,7.927,43.013,57.698,42.302,9802622.533208199,7186913.5567918,16989536.09
2018-04-21,8863.5408290473,0.839,2.781,5.751,15.201,17.766,14.656,8.282,4.99,4.856,16.775,8.103,43.006,57.662,42.338,9797652.3324658,7193871.2575342,16991523.59
2018-04-22,8800.9590870836,0.723,2.91,5.724,14.49,18.439,14.727,8.257,5.002,4.848,16.718,8.162,42.987,57.714,42.286,9807642.204732599,7185881.385267401,16993523.59
2018-04-23,8930.7846335476,1.011,2.75,5.703,14.304,18.348,14.922,8.252,5.008,4.846,16.682,8.173,42.961,57.883,42.116,9837468.271974701,7157797.8636644,16995436.09
2018-04-24,9652.2137887201,1.226,2.684,5.805,14.095,18.293,14.717,8.477,5.005,4.846,16.671,8.182,43.181,57.898,42.103,9841168.310138201,7156425.2540977,16997423.59
2018-04-25,8855.5089365868,1.075,2.982,5.627,14.125,18.234,14.788,8.453,5.027,4.848,16.642,8.198,43.168,57.956,42.043,9851917.889320401,7146873.211068699,16998961.09
2018-04-26,9264.7274269433,1.035,3.252,5.161,14.189,18.477,14.812,8.45,5.032,4.753,16.629,8.211,43.075,57.887,42.114,9841208.8645433,7159684.732692599,17000723.59
2018-04-27,8981.3307901812,0.91,3.229,5.308,14.13,18.499,14.843,8.445,5.044,4.751,16.617,8.222,43.079,57.922,42.076,9848187.2332998,7153971.3067284,17002498.59
2018-04-28,9341.8246846873,0.797,3.245,5.314,14.135,18.569,14.855,8.448,5.044,4.751,16.609,8.232,43.084,57.939,42.06,9852004.6820601,7151923.866954,17004098.59
2018-04-29,9396.9976297487,0.684,3.313,5.276,14.102,18.574,14.929,8.478,5.052,4.751,16.59,8.251,43.122,58.051,41.949,9872195.779730901,7133877.8102691,17006073.59
2018-04-30,9228.7264836353,0.765,3.106,5.488,13.869,18.727,14.935,8.458,5.064,4.75,16.578,8.262,43.112,58.047,41.955,9872640.197412299,7135711.052809499,17008011.09
2018-05-01,9072.1687574518,0.607,2.982,5.756,13.77,18.619,15.142,8.475,5.063,4.748,16.566,8.271,43.123,58.265,41.734,9910868.3953385,7098947.5948006,17009986.09
2018-05-02,9204.1276405611,0.899,2.686,5.945,13.602,18.68,15.105,8.499,5.0,4.749,16.56,8.276,43.084,58.189,41.812,9898959.1134101,7112947.0939508,17011736.09
2018-05-03,9750.7001464056,0.731,2.506,6.304,13.504,18.654,15.213,8.469,5.031,4.754,16.553,8.281,43.088,58.301,41.699,9919112.6892059,7094510.9007941,17013623.59
2018-05-04,9696.6429099942,0.89,2.444,6.252,13.336,18.801,15.184,8.438,5.068,4.745,16.554,8.286,43.091,58.275,41.723,9915694.3908225,7099313.892205699,17015348.59
2018-05-05,9795.9257720631,0.579,2.631,6.372,13.056,19.051,15.208,8.45,5.054,4.761,16.548,8.29,43.103,58.311,41.689,9922993.425189901,7094367.6648101,17017361.09
2018-05-06,9595.0868194039,0.686,2.407,6.465,12.961,19.036,15.342,8.448,5.058,4.759,16.544,8.294,43.103,58.445,41.555,9946797.5596755,7072276.0303245,17019073.59
2018-05-07,9339.5108471654,0.797,2.274,6.438,12.834,19.129,15.425,8.423,5.084,4.756,16.541,8.297,43.101,58.526,41.472,9961680.3717834,7058927.7992448,17020948.59
2018-05-08,9212.3696347165,0.797,2.344,6.32,12.783,19.163,15.489,8.426,5.086,4.756,16.534,8.301,43.103,58.592,41.407,9973932.2338528,7048583.6292862985,17022686.09
2018-05-09,9293.0422735243,0.829,2.276,6.462,12.596,19.263,15.462,8.431,5.092,4.755,16.529,8.305,43.112,58.574,41.426,9972039.630356599,7052646.459643399,17024686.09
2018-05-10,9037.530509059,0.769,2.417,6.411,12.569,19.17,15.627,8.405,5.096,4.706,16.521,8.309,43.037,58.664,41.336,9988491.1298376,7038119.9601624,17026611.09
2018-05-11,8419.7585873758,0.956,2.283,6.36,12.595,19.051,15.712,8.411,5.096,4.707,16.515,8.315,43.044,58.756,41.245,10005088.3635404,7023280.5084454985,17028198.59
2018-05-12,8485.775266803,0.574,2.598,6.277,12.663,19.108,15.7,8.434,5.111,4.707,16.51,8.317,43.079,58.779,41.22,10010217.1660911,7019873.621297999,17030261.09
2018-05-13,8695.8330938048,0.519,2.546,6.302,12.687,18.875,15.969,8.445,5.121,4.709,16.508,8.319,43.102,59.071,40.929,10061038.341973899,6971072.7480261,17032111.09
2018-05-14,8671.0741747516,1.335,2.241,6.253,12.576,18.849,15.838,8.442,4.931,4.705,16.506,8.324,42.908,58.746,41.254,10006653.2899314,7027107.800068599,17033761.09
2018-05-15,8488.463421391,0.83,2.837,6.259,12.428,18.87,15.849,8.455,4.936,4.708,16.5,8.328,42.927,58.776,41.224,10012836.080258401,7022750.0097416,17035586.09
2018-05-16,8327.7562013442,1.054,2.761,5.856,12.534,18.885,15.982,8.439,4.956,4.707,16.495,8.332,42.929,58.911,41.09,10037152.255104901,7000841.713131001,17037823.59
2018-05-17,8050.5162393337,1.217,2.951,5.964,13.155,18.138,15.829,8.404,4.915,4.609,16.483,8.335,42.746,58.575,41.425,9980871.6553425,7058601.9346575,17039473.59
2018-05-18,8233.0864552893,0.981,3.066,6.01,13.2,17.989,16.007,8.402,4.918,4.608,16.475,8.343,42.746,58.753,41.246,10012288.8488327,7028864.3279314,17041323.59
2018-05-19,8229.4829357101,0.486,3.614,5.89,13.086,17.985,16.176,8.414,4.919,4.614,16.468,8.349,42.764,58.94,41.061,10045290.718945999,6998128.303539899,17043248.59
2018-05-20,8511.4488302163,0.534,3.562,5.492,13.427,17.975,16.233,8.436,4.922,4.611,16.453,8.356,42.778,59.011,40.99,10058453.6234449,6986765.417041,17045048.59
2018-05-21,8398.6231265342,0.693,3.033,5.821,13.364,17.994,16.343,8.414,4.919,4.61,16.45,8.36,42.753,59.096,40.905,10074101.6737464,6973079.886364501,17047011.09
2018-05-22,8007.526532145,0.734,2.88,5.882,13.334,17.906,16.502,8.416,4.929,4.606,16.444,8.367,42.762,59.264,40.736,10103859.2603776,6945039.3296224,17048898.59
2018-05-23,7520.867679135,0.895,2.601,6.059,12.684,18.475,16.51,8.434,4.925,4.613,16.431,8.374,42.777,59.287,40.714,10108981.0688033,6942113.0304326,17050923.59
2018-05-24,7575.6244859731,0.855,2.287,6.322,12.825,18.448,16.502,8.408,4.916,4.614,16.439,8.383,42.76,59.262,40.737,10105777.646155799,6946762.9167333,17052711.09
2018-05-25,7425.3756744594,0.764,2.242,6.31,12.902,18.354,16.649,8.428,4.91,4.614,16.436,8.391,42.779,59.428,40.572,10135392.5625652,6919518.527434801,17054911.09
2018-05-26,7326.3031864407,0.415,2.516,6.205,12.994,18.335,16.681,8.498,4.915,4.296,16.745,8.398,42.852,59.533,40.465,10154505.7624597,6902089.1888185,17056936.09
2018-05-27,7338.1930444185,0.436,2.471,6.193,12.961,18.305,16.768,8.51,4.917,4.296,16.74,8.403,42.866,59.634,40.366,10172955.764910601,6886030.3250894,17058986.09
2018-05-28,7110.8238816482,0.707,2.213,6.333,12.752,18.28,16.84,8.52,4.919,4.294,16.736,8.407,42.876,59.716,40.285,10188108.5955044,6872998.103856499,17060936.09
2018-05-29,7453.6337250146,0.891,2.17,6.15,12.764,18.177,16.948,8.539,4.924,4.293,16.733,8.409,42.898,59.846,40.152,10211327.6366714,6851004.6998568,17062673.59
2018-05-30,7374.6690490941,0.896,2.22,6.022,11.677,18.985,17.286,8.528,4.952,4.293,16.729,8.411,42.913,60.199,39.8,10272868.2026941,6791809.73882,17064848.59
2018-05-31,7478.7418670368,0.751,2.266,6.2,11.546,18.972,17.342,8.326,5.15,4.307,16.727,8.413,42.923,60.265,39.735,10285411.6340135,6781561.9559865,17066973.59
2018-06-01,7519.8357372881,0.809,2.244,5.987,10.806,19.823,17.394,8.336,5.154,4.305,16.723,8.418,42.936,60.33,39.669,10297757.014347,6771120.8851671,17069048.59
2018-06-02,7637.4482530684,0.536,2.485,5.954,10.802,19.788,17.481,8.353,5.154,4.306,16.72,8.421,42.954,60.435,39.565,10316827.7803665,6754120.809633499,17070948.59
2018-06-03,7702.1579330801,0.575,2.451,5.857,10.381,20.153,17.634,8.343,5.156,4.305,16.72,8.424,42.948,60.582,39.417,10343156.4330438,6729658.9270953,17072986.09
2018-06-04,7486.6531995909,0.852,2.278,5.781,10.237,20.196,17.712,8.342,5.157,4.308,16.711,8.427,42.945,60.657,39.344,10357348.701486299,6718095.641249601,17075273.59
2018-06-05,7611.1498527177,0.895,2.203,5.859,9.928,20.359,17.807,8.348,5.159,4.304,16.707,8.431,42.949,60.756,39.244,10375582.2598404,6701878.8301596,17077461.09
2018-06-06,7650.7758071303,0.833,2.293,5.859,9.877,20.263,17.901,8.382,5.151,4.303,16.701,8.436,42.973,60.874,39.125,10396852.2236766,6682275.5733375,17079298.59
