d,price_usd,binance,bybit,okx,bitget,deribit,bitmex,huobi,bitfinex,gate_io,kucoin,kraken,crypto_com,dydx,delta_exchange
2024-05-09,62998.4903381064,6734209723.7341,4389283092.6187,2660361814.4774,5968100210.278,1584112846.189,371171354.3811,143590484.3727,303514433.539,700216589.1434,466160431.3515,195242542.3812,217418532.9658,107848629.792,14827477.066
