d,price_usd,mvrv_zscore
2012-10-12,12.0280681648,1.384581
2012-10-13,11.9268038293,1.355712
2012-10-14,11.6505779608,1.281269
2012-10-15,11.9083095269,1.344447
2012-10-16,11.848018069,1.325062
2012-10-17,11.9193881607,1.336776
2012-10-18,11.9259328445,1.334495
2012-10-19,11.7574857972,1.288205
2012-10-20,11.6943775517,1.270099
2012-10-21,11.6574114059,1.254022
2012-10-22,11.7410779129,1.273075
2012-10-23,11.70778173,1.261857
2012-10-24,11.6343523869,1.239642
2012-10-25,10.7536298203,1.013948
2012-10-26,10.1306194936,0.857219
2012-10-27,10.4581862957,0.943058
2012-10-28,10.7099620839,1.006986
2012-10-29,10.630738976,0.985748
2012-10-30,10.8593230584,1.043
2012-10-31,11.1460718381,1.112562
2012-11-01,10.613535751,0.977455
2012-11-02,10.5305036388,0.957566
2012-11-03,10.6507470193,0.987532
2012-11-04,10.7968828925,1.021738
2012-11-05,10.7408207352,1.006251
2012-11-06,10.8681974991,1.037174
2012-11-07,10.9540989445,1.05638
2012-11-08,10.8926993711,1.039106
2012-11-09,10.815867218,1.018331
2012-11-10,10.863260443,1.029158
2012-11-11,10.8418406388,1.021878
2012-11-12,11.0313424553,1.066604
2012-11-13,10.9980027791,1.055293
2012-11-14,10.9589524185,1.043541
2012-11-15,11.1751098586,1.095377
2012-11-16,11.7050448299,1.222519
2012-11-17,11.7500423992,1.229992
2012-11-18,11.6656310321,1.204647
2012-11-19,11.7505293507,1.222246
2012-11-20,11.6991703168,1.20635
2012-11-21,11.7291351759,1.210405
2012-11-22,12.2919979465,1.346918
2012-11-23,12.2802876195,1.337797
2012-11-24,12.4132043998,1.367004
2012-11-25,12.5296894898,1.390244
2012-11-26,12.1846262399,1.297994
2012-11-27,12.1592753846,1.288227
2012-11-28,12.331659827,1.326839
2012-11-29,12.4976616534,1.363883
2012-11-30,12.5861389275,1.379899
2012-12-01,12.5923868703,1.377407
2012-12-02,12.4979447566,1.350455
2012-12-03,12.6569578369,1.384801
2012-12-04,13.3695895815,1.544692
2012-12-05,13.3127502221,1.52063
2012-12-06,13.4779245403,1.554181
2012-12-07,13.4772824494,1.544248
2012-12-08,13.4999844091,1.544391
2012-12-09,13.3465108907,1.500221
2012-12-10,13.4922565809,1.529593
2012-12-11,13.6154156663,1.552585
2012-12-12,13.6682136426,1.556816
2012-12-13,13.7552515207,1.567316
2012-12-14,13.6009222528,1.523787
2012-12-15,13.5309482887,1.502641
2012-12-16,13.3328610766,1.450303
2012-12-17,13.3200719515,1.444157
2012-12-18,13.2720338691,1.427935
2012-12-19,13.53854318,1.485612
2012-12-20,13.5700270263,1.487092
2012-12-21,13.4289680023,1.448064
2012-12-22,13.4272139129,1.444398
2012-12-23,13.3181057569,1.415266
2012-12-24,13.4266626715,1.438067
2012-12-25,13.3655670047,1.420367
2012-12-26,13.4546990175,1.437945
2012-12-27,13.3993031812,1.421395
2012-12-28,13.4555072215,1.430391
2012-12-29,13.3740038603,1.408334
2012-12-30,13.4450137989,1.421438
2012-12-31,13.5455524436,1.437155
2013-01-01,13.331371422,1.383692
2013-01-02,13.280606813,1.369319
2013-01-03,13.3840811485,1.390127
2013-01-04,13.4517211496,1.401344
2013-01-05,13.4594067668,1.399683
2013-01-06,13.5044965079,1.406882
2013-01-07,13.5560616578,1.41505
2013-01-08,13.7803506312,1.460345
2013-01-09,13.8209552566,1.465197
2013-01-10,14.1231728556,1.527239
2013-01-11,14.2276211227,1.544612
2013-01-12,14.214285656,1.536631
2013-01-13,14.1607882671,1.518817
2013-01-14,14.3179703203,1.549494
2013-01-15,14.3136377516,1.541844
2013-01-16,14.7078140479,1.624103
2013-01-17,15.5985997396,1.812216
2013-01-18,15.7157911239,1.826956
2013-01-19,15.5881263998,1.789559
2013-01-20,15.7195921373,1.811715
2013-01-21,16.7810195207,2.033625
2013-01-22,17.3001788387,2.123291
2013-01-23,17.5363954229,2.157029
2013-01-24,16.9010860722,2.000634
2013-01-25,17.4072020292,2.099
2013-01-26,17.5536291761,2.116473
2013-01-27,17.8646280148,2.162837
2013-01-28,18.7942648743,2.345127
2013-01-29,19.5147141861,2.463277
2013-01-30,19.7374466864,2.480241
2013-01-31,20.5116430307,2.609922
2013-02-01,20.4430919562,2.545745
2013-02-02,19.6359017054,2.355598
2013-02-03,20.5789396832,2.536016
2013-02-04,20.4404879614,2.485122
2013-02-05,20.6593447276,2.508557
2013-02-06,21.2085655319,2.599283
2013-02-07,22.1177651789,2.760314
2013-02-08,22.7873650499,2.861531
2013-02-09,23.7338601537,3.021074
2013-02-10,23.9002893571,3.024252
2013-02-11,24.4972726949,3.108813
2013-02-12,24.9797364074,3.164975
2013-02-13,24.6416509348,3.054958
2013-02-14,27.2823898203,3.522774
2013-02-15,27.1712692291,3.438999
2013-02-16,27.346163562,3.42342
2013-02-17,26.9272513764,3.298182
2013-02-18,26.9288676371,3.257352
2013-02-19,29.4136243808,3.669385
2013-02-20,29.8198072276,3.685869
2013-02-21,29.8180689158,3.633087
2013-02-22,30.4726565324,3.694299
2013-02-23,29.8064545459,3.52458
2013-02-24,29.8828484924,3.481357
2013-02-25,30.352033095,3.49249
2013-02-26,31.1555373507,3.580306
2013-02-27,31.240261083,3.550771
2013-02-28,33.3752939366,3.831875
2013-03-01,34.6062570341,3.969258
2013-03-02,34.143515924,3.833282
2013-03-03,34.4517404845,3.830702
2013-03-04,36.3762652507,4.076757
2013-03-05,40.6729539903,4.65177
2013-03-06,43.2849961852,4.902787
2013-03-07,41.9474407158,4.574694
2013-03-08,43.902928915,4.772261
2013-03-09,46.8885866123,5.091017
2013-03-10,46.066038459,4.857912
2013-03-11,48.2750745772,5.058562
2013-03-12,44.4135452582,4.40879
2013-03-13,47.0161908516,4.673075
2013-03-14,46.9255625535,4.563468
2013-03-15,46.9025172478,4.468305
2013-03-16,47.1570156996,4.420549
2013-03-17,47.3334997838,4.365273
2013-03-18,51.3654363913,4.783037
2013-03-19,59.4986011114,5.633355
2013-03-20,63.6874854982,5.949859
2013-03-21,70.9175250053,6.537452
2013-03-22,69.8460845418,6.174183
2013-03-23,64.3831163705,5.395053
2013-03-24,71.6904242065,6.018835
2013-03-25,74.3140892496,6.068152
2013-03-26,78.614197432,6.295917
2013-03-27,88.8520799138,7.030683
2013-03-28,87.6731739608,6.618945
2013-03-29,90.2956993583,6.609344
2013-03-30,92.1899599883,6.513752
2013-03-31,93.8992384231,6.440595
2013-04-01,103.5803469112,6.944527
2013-04-02,116.6799442412,7.634235
2013-04-03,131.3848093782,8.221269
2013-04-04,133.0071204757,7.89708
2013-04-05,142.626065488,8.052961
2013-04-06,143.0818229649,7.682653
2013-04-07,162.8522145769,8.490206
2013-04-08,186.351161848,9.2452
2013-04-09,230.6829966952,10.652254
2013-04-10,161.192889661,6.438459
2013-04-11,82.901585038,2.335913
2013-04-12,111.476373194,3.832584
2013-04-13,97.6090718703,3.07757
2013-04-14,88.8614913998,2.612314
2013-04-15,80.874693166,2.208283
2013-04-16,68.2831387271,1.577509
2013-04-17,92.8640369135,2.790333
2013-04-18,108.6283450923,3.5191
2013-04-19,119.012283239,3.953881
2013-04-20,128.208288893,4.312161
2013-04-21,118.4832437563,3.766096
2013-04-22,126.3142717598,4.062678
2013-04-23,142.1272180532,4.685252
2013-04-24,154.1332778045,5.049612
2013-04-25,141.0086592785,4.343734
2013-04-26,137.2096004196,4.098286
2013-04-27,128.2266696052,3.639031
2013-04-28,134.6235695617,3.855827
2013-04-29,143.8103781926,4.160491
2013-04-30,139.1296475453,3.895462
2013-05-01,116.1138010403,2.916133
2013-05-02,106.3409846973,2.502294
2013-05-03,96.3168402741,2.082738
2013-05-04,112.4976363691,2.721769
2013-05-05,116.488715827,2.853319
2013-05-06,112.1185961952,2.654454
2013-05-07,111.6092128735,2.612402
2013-05-08,113.1360618548,2.652508
2013-05-09,111.9745327107,2.586566
2013-05-10,117.6910368837,2.79046
2013-05-11,115.4997776628,2.677625
2013-05-12,114.8856755596,2.632506
2013-05-13,117.4044566461,2.70552
2013-05-14,107.8655665693,2.330701
2013-05-15,108.9868524255,2.355459
2013-05-16,112.9178740503,2.48526
2013-05-17,117.284616014,2.626678
2013-05-18,118.1698766803,2.631369
2013-05-19,117.033880187,2.570604
2013-05-20,117.8186364699,2.579512
2013-05-21,117.2520409117,2.54062
2013-05-22,118.9781735827,2.583024
2013-05-23,123.7261560491,2.729474
2013-05-24,128.9710806546,2.886988
2013-05-25,128.8449152542,2.84024
2013-05-26,130.1586011105,2.862803
2013-05-27,126.392905903,2.708733
2013-05-28,125.9045952659,2.670431
2013-05-29,129.5648123904,2.769237
2013-05-30,126.5130683811,2.642518
2013-05-31,127.8164888954,2.663722
2013-06-01,128.7911510812,2.675503
2013-06-02,122.6267089421,2.450602
2013-06-03,122.9491879018,2.444286
2013-06-04,120.1899687317,2.336828
2013-06-05,120.8699238457,2.342037
2013-06-06,119.0539756698,2.261151
2013-06-07,110.1977314436,1.963672
2013-06-08,109.1785453413,1.923219
2013-06-09,99.9036034483,1.617122
2013-06-10,104.3575666277,1.756833
2013-06-11,107.5075204559,1.849039
2013-06-12,106.3781163063,1.80676
2013-06-13,101.3238977206,1.641901
2013-06-14,99.2132443016,1.570821
2013-06-15,99.875037405,1.587379
2013-06-16,99.0383512566,1.556345
2013-06-17,100.1263050847,1.586844
2013-06-18,104.2891763822,1.713244
2013-06-19,104.417150789,1.711273
2013-06-20,104.3234997078,1.70303
2013-06-21,101.4168573933,1.608006
2013-06-22,100.0395084746,1.560461
2013-06-23,100.3147445938,1.56511
2013-06-24,99.0456832262,1.52113
2013-06-25,97.83278872,1.480139
2013-06-26,98.6517007598,1.501184
2013-06-27,96.8039495991,1.441579
2013-06-28,89.4245067212,1.214632
2013-06-29,88.7972910579,1.192867
2013-06-30,89.4809076563,1.213096
2013-07-01,82.8675701344,1.008376
2013-07-02,87.8164666861,1.156687
2013-07-03,77.6913308007,0.849928
2013-07-04,79.1348708358,0.895579
2013-07-05,67.4476238527,0.550155
2013-07-06,66.3416808884,0.526659
2013-07-07,72.1095223729,0.70283
2013-07-08,73.9885537697,0.759873
2013-07-09,74.8919108708,0.788001
2013-07-10,85.013679135,1.08786
2013-07-11,87.4975493863,1.160383
2013-07-12,90.0466987142,1.231677
2013-07-13,91.592597896,1.271815
2013-07-14,89.8922692759,1.217704
2013-07-15,93.7961525424,1.332087
2013-07-16,91.7810356517,1.269809
2013-07-17,91.0313512566,1.246408
2013-07-18,84.9617291175,1.065626
2013-07-19,86.2387945996,1.104342
2013-07-20,84.9108591467,1.064176
2013-07-21,85.6643502618,1.085819
2013-07-22,85.6490286382,1.084611
2013-07-23,86.977056692,1.122603
2013-07-24,88.1517305669,1.155436
2013-07-25,90.1660922268,1.212688
2013-07-26,89.9839859731,1.204639
2013-07-27,88.1652758621,1.148161
2013-07-28,92.7458421975,1.281432
2013-07-29,93.2986972531,1.295927
2013-07-30,96.659552893,1.39096
2013-07-31,98.0244199299,1.42511
2013-08-01,96.5680178258,1.37827
2013-08-02,96.0745306838,1.356568
2013-08-03,95.5067095266,1.327253
2013-08-04,96.3654821742,1.349174
2013-08-05,97.5271338399,1.378051
2013-08-06,97.6712066043,1.37922
2013-08-07,97.0542068966,1.357766
2013-08-08,94.2572717709,1.273353
2013-08-09,92.4727767387,1.21905
2013-08-10,93.293552893,1.240706
2013-08-11,94.2713123904,1.266755
2013-08-12,95.4464707773,1.298396
2013-08-13,97.7590750847,1.355775
2013-08-14,99.1212875511,1.390979
2013-08-15,98.1063331385,1.356293
2013-08-16,98.2909602572,1.358004
2013-08-17,99.6305043834,1.392458
2013-08-18,99.1780397428,1.376142
2013-08-19,102.7840122735,1.474592
2013-08-20,104.5002109877,1.518277
2013-08-21,110.8016037405,1.691154
2013-08-22,109.5232168323,1.648405
2013-08-23,107.6975715956,1.589654
2013-08-24,108.8826750438,1.618604
2013-08-25,113.0825634132,1.731622
2013-08-26,112.1181148451,1.697354
2013-08-27,117.7597907656,1.847759
2013-08-28,118.3174143776,1.853725
2013-08-29,118.8356382233,1.858135
2013-08-30,124.8853796026,2.016047
2013-08-31,128.3779789597,2.100438
2013-09-01,130.5363720047,2.146879
2013-09-02,129.5653717124,2.107033
2013-09-03,129.1828036236,2.07941
2013-09-04,122.5292387493,1.888785
2013-09-05,122.370085038,1.876979
2013-09-06,117.8611464056,1.747258
2013-09-07,119.8149894798,1.794295
2013-09-08,118.0573863238,1.740708
2013-09-09,121.2592726476,1.818555
2013-09-10,122.2155301894,1.836963
2013-09-11,127.0882270602,1.95896
2013-09-12,126.7807235535,1.936766
2013-09-13,127.4077451783,1.945753
2013-09-14,124.3484774985,1.852437
2013-09-15,125.0764178843,1.865296
2013-09-16,126.2046659848,1.886788
2013-09-17,126.8972501461,1.898127
2013-09-18,126.9038194039,1.88974
2013-09-19,124.1809573349,1.803122
2013-09-20,122.9216358854,1.764211
2013-09-21,123.5082568673,1.774161
2013-09-22,123.1249351257,1.756627
2013-09-23,122.8656990064,1.744521
2013-09-24,123.7973576856,1.761989
2013-09-25,123.614078609,1.750694
2013-09-26,124.6856744594,1.772378
2013-09-27,126.6053477499,1.81583
2013-09-28,126.7965517241,1.814767
2013-09-29,127.1086277031,1.816417
2013-09-30,126.0902618352,1.782827
2013-10-01,127.5754243133,1.813868
2013-10-02,104.1050929281,1.212864
2013-10-03,117.5754950321,1.553895
2013-10-04,121.9303477499,1.660584
2013-10-05,121.3934026885,1.641795
2013-10-06,122.4752612507,1.664081
2013-10-07,123.9068725891,1.684271
2013-10-08,124.7665289305,1.700335
2013-10-09,125.9335203127,1.723069
2013-10-10,126.7046504968,1.736818
2013-10-11,127.2552992402,1.744401
2013-10-12,127.8512630041,1.752901
2013-10-13,132.4156586791,1.861034
2013-10-14,135.3391949153,1.924778
2013-10-15,141.493908533,2.066312
2013-10-16,138.327921917,1.97204
2013-10-17,143.7471338399,2.094418
2013-10-18,152.77557218,2.304823
2013-10-19,165.7727171245,2.603836
2013-10-20,166.5001510812,2.602658
2013-10-21,179.9106285798,2.885844
2013-10-22,190.4027814144,3.092932
2013-10-23,204.6003509643,3.379744
2013-10-24,194.4100437651,3.099405
2013-10-25,185.643787626,2.818183
2013-10-26,179.8082180012,2.662016
2013-10-27,194.5461332554,2.987139
2013-10-28,196.2746873174,3.002773
2013-10-29,204.4281741672,3.151092
2013-10-30,197.900599421,2.973336
2013-10-31,203.2836499123,3.069439
2013-11-01,203.0371098494,3.034766
2013-11-02,204.7928813559,3.050401
2013-11-03,210.2753826117,3.145943
2013-11-04,228.7910388662,3.495382
2013-11-05,243.6416689071,3.760377
2013-11-06,263.2095839871,4.127009
2013-11-07,290.1242261835,4.594187
2013-11-08,333.750656512,5.386415
2013-11-09,331.0511484512,5.20326
2013-11-10,327.5586534997,5.024873
2013-11-11,342.6976928697,5.217813
2013-11-12,354.6454883109,5.326257
2013-11-13,394.5044952244,5.940838
2013-11-14,416.7063033027,6.173669
2013-11-15,408.3987973349,5.849973
2013-11-16,435.7984427674,6.186652
2013-11-17,485.3365768556,6.85045
2013-11-18,657.7785038749,9.304805
2013-11-19,546.8783973115,7.13228
2013-11-20,595.3390996493,7.582496
2013-11-21,720.7644252601,9.062732
2013-11-22,802.9169337183,9.573618
2013-11-23,834.2953399891,9.415714
2013-11-24,807.1666954997,8.615074
2013-11-25,816.243386616,8.301374
2013-11-26,916.0971601403,8.864601
2013-11-27,962.9105609117,8.8775
2013-11-28,1007.387163647,8.82829
2013-11-29,1128.7254880187,9.477603
2013-11-30,1119.2967147867,8.879387
2013-12-01,964.4857936879,7.091253
2013-12-02,1040.8082177089,7.504468
2013-12-03,1053.6210274483,7.329663
2013-12-04,1134.9322308884,7.704062
2013-12-05,1027.411772827,6.557029
2013-12-06,824.5817103378,4.781776
2013-12-07,703.7483760257,3.737122
2013-12-08,783.5733483343,4.315544
2013-12-09,896.079289889,5.113525
2013-12-10,977.165367329,5.613536
2013-12-11,875.4640342724,4.729703
2013-12-12,873.3248059877,4.63558
2013-12-13,879.156135301,4.593328
2013-12-14,852.856120526,4.345964
2013-12-15,864.0616578609,4.359369
2013-12-16,677.8941068013,3.001453
2013-12-17,682.626772706,3.012908
2013-12-18,526.1209763267,1.904106
2013-12-19,685.5251289597,3.002576
2013-12-20,600.2169542607,2.39289
2013-12-21,597.0335025482,2.329109
2013-12-22,615.0130352718,2.468417
2013-12-23,657.9266341555,2.742781
2013-12-24,650.6647451783,2.642415
2013-12-25,678.2901580947,2.804146
2013-12-26,749.9965949562,3.254353
2013-12-27,722.5705674927,3.03796
2013-12-28,715.8523630789,2.970542
2013-12-29,727.2712156634,3.022126
2013-12-30,735.7419970777,3.054779
2013-12-31,729.5575829106,2.992094
2014-01-01,752.4045499446,3.117427
2014-01-02,784.9549213144,3.29323
2014-01-03,807.2229390298,3.397674
2014-01-04,828.6020626184,3.473884
2014-01-05,902.487380263,3.88199
2014-01-06,914.4599608416,3.904409
2014-01-07,803.3517961987,3.192338
2014-01-08,820.6900095032,3.257168
2014-01-09,831.3347504874,3.29072
2014-01-10,853.2988548446,3.391407
2014-01-11,889.5558371193,3.56112
2014-01-12,845.1913322209,3.266969
2014-01-13,822.8770121975,3.110124
2014-01-14,815.2936027119,3.038587
2014-01-15,841.0898573641,3.154566
2014-01-16,815.8548002981,2.983936
2014-01-17,792.8295064757,2.833225
2014-01-18,809.7835283564,2.909334
2014-01-19,838.4284747341,3.046153
2014-01-20,828.8852165926,2.969606
2014-01-21,823.8179637639,2.920271
2014-01-22,818.9763863238,2.870939
2014-01-23,810.9224251958,2.808489
2014-01-24,781.0425139509,2.627965
2014-01-25,804.4032408007,2.736269
2014-01-26,814.4993813735,2.773027
2014-01-27,742.7013749708,2.376206
2014-01-28,790.1764018761,2.613943
2014-01-29,793.3844249094,2.614095
2014-01-30,799.4744798364,2.630164
2014-01-31,803.2375987849,2.634899
2014-02-01,813.2195492168,2.667142
2014-02-02,814.4908704267,2.658323
2014-02-03,806.9974283725,2.604409
2014-02-04,800.0782318936,2.555616
2014-02-05,784.4736927778,2.411977
2014-02-06,763.5693822326,2.294356
2014-02-07,711.5712734191,2.024567
2014-02-08,677.6823009414,1.848178
2014-02-09,687.4060545763,1.891073
2014-02-10,685.4574988369,1.875109
2014-02-11,671.8996916902,1.802805
2014-02-12,653.7657809117,1.70906
2014-02-13,612.918414962,1.502069
2014-02-14,668.7886026593,1.775004
2014-02-15,654.3770601987,1.698536
2014-02-16,623.2503219486,1.540473
2014-02-17,631.3345963063,1.57787
2014-02-18,627.2717614155,1.554326
2014-02-19,623.5401369462,1.535013
2014-02-20,563.7685610988,1.23959
2014-02-21,580.3243159731,1.318984
2014-02-22,607.1246333372,1.448625
2014-02-23,610.0823237463,1.460255
2014-02-24,542.2666507539,1.134403
2014-02-25,533.707644436,1.103227
2014-02-26,587.5785882992,1.363096
2014-02-27,585.3939256501,1.351661
2014-02-28,551.2947703098,1.180973
2014-03-01,567.5342354413,1.259843
2014-03-02,558.5277071566,1.215665
2014-03-03,676.505732782,1.779793
2014-03-04,674.5113994331,1.764844
2014-03-05,670.3388510995,1.737778
2014-03-06,667.7128340035,1.718138
2014-03-07,631.7702952133,1.493436
2014-03-08,621.5241144962,1.440128
2014-03-09,640.578889322,1.499216
2014-03-10,628.151241166,1.434016
2014-03-11,633.733838235,1.455904
2014-03-12,634.6468237171,1.454205
2014-03-13,643.4321008591,1.491246
2014-03-14,628.3085900058,1.417783
2014-03-15,636.2186500614,1.45195
2014-03-16,634.1689009709,1.438917
2014-03-17,622.7602086499,1.382285
2014-03-18,614.3095137171,1.338951
2014-03-19,610.5112034746,1.318474
2014-03-20,586.6075957101,1.205702
2014-03-21,569.6945179953,1.119594
2014-03-22,564.7000267037,1.094582
2014-03-23,558.9588616914,1.066743
2014-03-24,585.023250519,1.186446
2014-03-25,583.7711890941,1.177633
2014-03-26,579.243850401,1.154602
2014-03-27,483.1640126125,0.709212
2014-03-28,498.6613289492,0.783198
2014-03-29,489.5170235476,0.740989
2014-03-30,458.9663282759,0.600841
2014-03-31,455.3553540561,0.587348
2014-04-01,479.0084658679,0.698043
2014-04-02,439.0114925248,0.514254
2014-04-03,449.4411515196,0.5632
2014-04-04,449.719869737,0.565489
2014-04-05,461.6753314822,0.626153
2014-04-06,458.6334805445,0.611613
2014-04-07,448.6552750664,0.565811
2014-04-08,452.803098796,0.585977
2014-04-09,442.8379849322,0.539294
2014-04-10,366.9118660634,0.194561
2014-04-11,421.9435280713,0.453841
2014-04-12,424.2742126476,0.464913
2014-04-13,416.362321654,0.428255
2014-04-14,461.1082465866,0.635419
2014-04-15,521.6152996061,0.913848
2014-04-16,531.481846732,0.952103
2014-04-17,499.8375515447,0.803361
2014-04-18,483.0200135336,0.726413
2014-04-19,504.3655951785,0.824311
2014-04-20,501.5571844492,0.811664
2014-04-21,498.084530301,0.794985
2014-04-22,489.5035100292,0.755721
2014-04-23,490.6329675433,0.757938
2014-04-24,503.2918010286,0.815132
2014-04-25,466.4261713442,0.645992
2014-04-26,459.2267098188,0.612856
2014-04-27,438.7093637173,0.518512
2014-04-28,441.5478054681,0.533246
2014-04-29,447.709930772,0.562148
2014-04-30,448.875715514,0.567589
2014-05-01,460.194698256,0.619482
2014-05-02,452.2397797617,0.582606
2014-05-03,438.9785880058,0.521875
2014-05-04,436.6753986447,0.511699
2014-05-05,432.3381790354,0.4926
2014-05-06,430.1282053945,0.483542
2014-05-07,442.1828760959,0.539383
2014-05-08,440.4027627119,0.531267
2014-05-09,452.6979997236,0.587465
2014-05-10,456.7558462887,0.605877
2014-05-11,439.1144760374,0.524809
2014-05-12,441.2809555815,0.535144
2014-05-13,439.0057749854,0.525109
2014-05-14,444.8482057276,0.552471
2014-05-15,446.9615587376,0.562265
2014-05-16,448.7421537113,0.570903
2014-05-17,449.2222893045,0.572981
2014-05-18,446.9626414378,0.562323
2014-05-19,447.4048568089,0.564578
2014-05-20,490.335648159,0.759712
2014-05-21,493.9334918177,0.77475
2014-05-22,526.8142884278,0.922621
2014-05-23,523.6993202805,0.906626
2014-05-24,527.6912431327,0.922381
2014-05-25,573.312458796,1.12631
2014-05-26,584.8479748685,1.176149
2014-05-27,573.9282692455,1.112278
2014-05-28,579.1893188194,1.133396
2014-05-29,570.3493109293,1.091185
2014-05-30,620.8463606078,1.309832
2014-05-31,627.8924206897,1.337144
2014-06-01,630.0749535359,1.342796
2014-06-02,663.5057238457,1.486734
2014-06-03,672.3878971362,1.520848
2014-06-04,643.8873687902,1.388008
2014-06-05,661.5035581531,1.46266
2014-06-06,650.1333158971,1.408536
2014-06-07,656.8002717709,1.435036
2014-06-08,657.8199748685,1.435745
2014-06-09,648.3363223261,1.388121
2014-06-10,650.936609585,1.39477
2014-06-11,631.4890222092,1.3045
2014-06-12,591.9750771479,1.10527
2014-06-13,597.0449997078,1.12554
2014-06-14,575.5594617183,1.029081
2014-06-15,589.7246464056,1.090852
2014-06-16,590.5674821742,1.092664
2014-06-17,609.0800029223,1.173121
2014-06-18,607.6297960257,1.164722
2014-06-19,595.7514769141,1.110559
2014-06-20,591.5315227937,1.090307
2014-06-21,592.7643495032,1.094277
2014-06-22,599.6346335476,1.122896
2014-06-23,589.5522998247,1.076109
2014-06-24,579.9737185856,1.031922
2014-06-25,562.2367799532,0.953142
2014-06-26,580.7492302747,1.032329
2014-06-27,600.638305377,1.117848
2014-06-28,594.3903042081,1.08875
2014-06-29,600.8405184103,1.112982
2014-06-30,638.9461139684,1.276069
2014-07-01,642.9565967271,1.289421
2014-07-02,651.2983477499,1.319612
2014-07-03,646.4133891303,1.29388
2014-07-04,630.6355029223,1.222501
2014-07-05,630.4683419053,1.219567
2014-07-06,634.6726744594,1.235746
2014-07-07,622.8549789597,1.181927
2014-07-08,624.8943310929,1.189073
2014-07-09,621.9390917592,1.17242
2014-07-10,616.5228497954,1.146744
2014-07-11,634.4943781414,1.222573
2014-07-12,636.9239579345,1.230946
2014-07-13,629.8757504383,1.19839
2014-07-14,619.1974590883,1.150509
2014-07-15,621.9346014027,1.160402
2014-07-16,616.3518822326,1.134706
2014-07-17,624.2592749854,1.166631
2014-07-18,630.7501402688,1.19245
2014-07-19,629.1733644068,1.184349
2014-07-20,625.2486762127,1.165521
2014-07-21,621.3053313852,1.145633
2014-07-22,619.8232644652,1.137522
2014-07-23,619.7728167738,1.134594
2014-07-24,602.8796455289,1.06067
2014-07-25,601.5785143191,1.053804
2014-07-26,594.7026072472,1.023306
2014-07-27,591.5754441847,1.008775
2014-07-28,587.4930049679,0.990584
2014-07-29,584.1123933372,0.975772
2014-07-30,562.9146250731,0.885384
2014-07-31,581.9755619521,0.965253
2014-08-01,596.5067592051,1.024714
2014-08-02,589.757261543,0.994624
2014-08-03,586.7537367037,0.981007
2014-08-04,587.6083354763,0.982248
2014-08-05,581.8819886032,0.948191
2014-08-06,582.2483714202,0.948754
2014-08-07,586.0466335476,0.96358
2014-08-08,589.0244126242,0.975075
2014-08-09,588.9785213326,0.973495
2014-08-10,589.3735020456,0.973924
2014-08-11,573.4414839275,0.905768
2014-08-12,568.3075201636,0.883438
2014-08-13,548.3701753361,0.79877
2014-08-14,505.1074997078,0.618232
2014-08-15,500.3230601327,0.598636
2014-08-16,521.7479628872,0.688937
2014-08-17,497.7646589714,0.587105
2014-08-18,468.9579181765,0.468946
2014-08-19,486.7943506721,0.544878
2014-08-20,515.1203538866,0.664082
2014-08-21,519.3078521333,0.681993
2014-08-22,516.1593687902,0.668405
2014-08-23,497.1257594974,0.58881
2014-08-24,508.4307419638,0.636422
2014-08-25,501.6102866745,0.607576
2014-08-26,511.8523217417,0.650412
2014-08-27,510.1623237873,0.643298
2014-08-28,506.2851516657,0.633536
2014-08-29,508.8665718878,0.645074
2014-08-30,501.2757232613,0.612964
2014-08-31,478.5114254822,0.516826
2014-09-01,474.5414897721,0.499802
2014-09-02,474.4306706604,0.500468
2014-09-03,473.9592033898,0.498718
2014-09-04,489.5552013442,0.564096
2014-09-05,478.7497828755,0.517998
2014-09-06,480.6424918177,0.525644
2014-09-07,478.3655008767,0.516988
2014-09-08,468.9754959088,0.477857
2014-09-09,473.5120271771,0.498193
2014-09-10,477.7784175921,0.5169
2014-09-11,477.2706820573,0.515021
2014-09-12,473.9972822911,0.502131
2014-09-13,477.9609739918,0.518799
2014-09-14,475.6480639977,0.508908
2014-09-15,472.6556297487,0.496798
2014-09-16,464.1777545295,0.461535
2014-09-17,456.3398912916,0.428744
2014-09-18,426.880106955,0.307226
2014-09-19,393.8938907072,0.172054
2014-09-20,411.041342782,0.247914
2014-09-21,400.4045306838,0.203846
2014-09-22,400.8816221508,0.206937
2014-09-23,438.4918009936,0.366122
2014-09-24,423.7000917592,0.304417
2014-09-25,409.5377498539,0.245512
2014-09-26,405.2982518995,0.229833
2014-09-27,400.5993345996,0.210825
2014-09-28,375.5499897721,0.105576
2014-09-29,373.0645578609,0.099146
2014-09-30,389.2640404115,0.168964
2014-10-01,382.9093658679,0.143739
2014-10-02,372.5256990064,0.101236
2014-10-03,357.6657136178,0.043373
2014-10-04,328.8261130918,-0.075878
2014-10-05,322.826261543,-0.100483
2014-10-06,326.8035327294,-0.071755
2014-10-07,333.5701949153,-0.041531
2014-10-08,354.4073343074,0.046663
2014-10-09,361.7164248977,0.079704
2014-10-10,358.8903908101,0.069167
2014-10-11,361.9083769725,0.083
2014-10-12,377.8712437171,0.15148
2014-10-13,391.9942089421,0.209322
2014-10-14,400.8805920544,0.246674
2014-10-15,394.6258798948,0.223225
2014-10-16,382.3214763296,0.171049
2014-10-17,382.2007895967,0.172138
2014-10-18,391.2931770894,0.210648
2014-10-19,388.6844979544,0.199597
2014-10-20,381.1908585622,0.168243
