d,price_usd,address_10_100
2012-05-17,5.0896616864,68823
2012-05-18,5.1183014828,68818
2012-05-19,5.1125458112,68827
2012-05-20,5.0942009684,68797
2012-05-21,5.0942213101,68882
2012-05-22,5.0891391888,68797
2012-05-23,5.1288588998,68777
2012-05-24,5.1191577592,68786
2012-05-25,5.1372768065,68738
2012-05-26,5.1039788048,68816
2012-05-27,5.134616135,68830
2012-05-28,5.1363254191,68904
2012-05-29,5.1484706978,69092
2012-05-30,5.1382645693,69039
2012-05-31,5.1816397212,69086
2012-06-01,5.266943758,69119
2012-06-02,5.2436390602,69044
2012-06-03,5.2127049848,69075
2012-06-04,5.2587658574,69239
2012-06-05,5.4260142949,69204
2012-06-06,5.446169422,69253
2012-06-07,5.5871698098,69190
2012-06-08,5.6225291017,69244
2012-06-09,5.5570023355,69113
2012-06-10,5.4578935693,69268
2012-06-11,5.5869969816,69264
2012-06-12,5.7274912987,69108
2012-06-13,5.9093013238,69318
2012-06-14,5.9620231821,69255
2012-06-15,6.5233807192,69417
2012-06-16,6.4441582823,69525
2012-06-17,6.199966488,69321
2012-06-18,6.3108446686,69297
2012-06-19,6.494826716,69424
2012-06-20,6.6935510555,69313
2012-06-21,6.6722625038,69230
2012-06-22,6.5637616978,69195
2012-06-23,6.4475416891,69086
2012-06-24,6.3504940386,69082
2012-06-25,6.31747363,69176
2012-06-26,6.4328608288,69414
2012-06-27,6.6157134015,69122
2012-06-28,6.590064633,68972
2012-06-29,6.6587767572,69140
2012-06-30,6.680427623,69236
2012-07-01,6.6268600923,69314
2012-07-02,6.7434780508,69301
2012-07-03,6.4499924033,69464
2012-07-04,6.5148353331,68846
2012-07-05,6.6423986043,68882
2012-07-06,6.6721811894,68835
2012-07-07,6.8082737119,68798
2012-07-08,6.7963176879,68707
2012-07-09,7.032395886,68897
2012-07-10,7.1785800357,69015
2012-07-11,7.185147789,68966
2012-07-12,7.5559356502,68859
2012-07-13,7.630921256,68813
2012-07-14,7.5801291783,68749
2012-07-15,7.6272348597,68645
2012-07-16,8.4934056774,68693
2012-07-17,8.7519848551,68690
2012-07-18,9.0951926861,68820
2012-07-19,8.8795334135,68708
2012-07-20,8.5324506791,68515
2012-07-21,8.875645841,68508
2012-07-22,8.5065625441,68594
2012-07-23,8.5312112694,68607
2012-07-24,8.5745851707,68632
2012-07-25,8.7693472729,68609
2012-07-26,8.8757650462,68500
2012-07-27,8.8914598942,68778
2012-07-28,8.8425608942,68777
2012-07-29,8.7476806593,68723
2012-07-30,9.088317249,68811
2012-07-31,9.3209984021,68616
2012-08-01,9.5680209039,68738
2012-08-02,10.5510396961,68535
2012-08-03,10.9158647466,68736
2012-08-04,10.9197148808,68610
2012-08-05,10.8051173776,68565
2012-08-06,10.8694465018,68774
2012-08-07,10.9412794401,69013
2012-08-08,11.0703915967,68754
2012-08-09,11.103724744,68806
2012-08-10,11.4475688045,68788
2012-08-11,11.5425355272,68891
2012-08-12,11.5925523898,69057
2012-08-13,11.9849629904,69182
2012-08-14,12.187097481,69290
2012-08-15,13.1700773539,69407
2012-08-16,13.4507908247,69222
2012-08-17,12.0770055424,69418
2012-08-18,11.5775071648,69297
2012-08-19,7.8306218419,69195
2012-08-20,9.9798766487,69394
2012-08-21,9.9029820181,69266
2012-08-22,9.7725545786,69461
2012-08-23,10.0886574261,69368
2012-08-24,10.5940425944,69423
2012-08-25,10.5836766715,69337
2012-08-26,10.5455307423,69698
2012-08-27,10.9003800807,70121
2012-08-28,10.9329585336,70524
2012-08-29,10.8677839018,71028
2012-08-30,10.7277488384,71372
2012-08-31,10.1024098206,71833
2012-09-01,10.0065329375,72126
2012-09-02,10.2261162016,72340
2012-09-03,10.4971343092,72570
2012-09-04,10.3640018942,73007
2012-09-05,11.0255228784,73479
2012-09-06,11.1607690158,74027
2012-09-07,11.0761223366,74431
2012-09-08,11.0432700333,74610
2012-09-09,11.0620954933,73927
2012-09-10,11.1252888048,74466
2012-09-11,11.2680929553,74937
2012-09-12,11.3152859082,75418
2012-09-13,11.3802992887,75710
2012-09-14,11.7301076224,76127
2012-09-15,11.7183934155,76367
2012-09-16,11.8869112238,76591
2012-09-17,11.9083171572,77038
2012-09-18,12.2596508387,77532
2012-09-19,12.5048540982,77996
2012-09-20,12.3671766493,78371
2012-09-21,12.3336578358,78669
2012-09-22,12.2137276251,79008
2012-09-23,12.1654630263,79390
2012-09-24,12.1135887165,79837
2012-09-25,12.1824053945,79953
2012-09-26,12.3198168597,80049
2012-09-27,12.3187514018,79686
2012-09-28,12.3814573892,78757
2012-09-29,12.4047515056,76624
2012-09-30,12.3916224728,73838
2012-10-01,12.3893951601,74502
2012-10-02,12.8072380959,73274
2012-10-03,12.9554304944,72627
2012-10-04,12.8623857779,72745
2012-10-05,12.7522194191,73022
2012-10-06,12.5051297136,73390
2012-10-07,11.8739970853,73605
2012-10-08,11.7333297481,73928
2012-10-09,11.8286634354,74064
2012-10-10,12.1091884781,74179
2012-10-11,12.0675518083,74288
2012-10-12,12.0280681648,73932
2012-10-13,11.9268038293,74196
2012-10-14,11.6505779608,74392
2012-10-15,11.9083095269,74654
2012-10-16,11.848018069,74680
2012-10-17,11.9193881607,75021
2012-10-18,11.9259328445,74690
2012-10-19,11.7574857972,74806
2012-10-20,11.6943775517,74326
2012-10-21,11.6574114059,74196
2012-10-22,11.7410779129,73684
2012-10-23,11.70778173,73985
2012-10-24,11.6343523869,74164
2012-10-25,10.7536298203,74075
2012-10-26,10.1306194936,74046
2012-10-27,10.4581862957,74345
2012-10-28,10.7099620839,74653
2012-10-29,10.630738976,75081
2012-10-30,10.8593230584,74988
2012-10-31,11.1460718381,75243
2012-11-01,10.613535751,75470
2012-11-02,10.5305036388,75865
2012-11-03,10.6507470193,75954
2012-11-04,10.7968828925,76165
2012-11-05,10.7408207352,76591
2012-11-06,10.8681974991,76677
2012-11-07,10.9540989445,76691
2012-11-08,10.8926993711,76773
2012-11-09,10.815867218,76793
2012-11-10,10.863260443,76970
2012-11-11,10.8418406388,77114
2012-11-12,11.0313424553,77356
2012-11-13,10.9980027791,77384
2012-11-14,10.9589524185,77477
2012-11-15,11.1751098586,77387
2012-11-16,11.7050448299,77308
2012-11-17,11.7500423992,77426
2012-11-18,11.6656310321,77544
2012-11-19,11.7505293507,77843
2012-11-20,11.6991703168,78038
2012-11-21,11.7291351759,77940
2012-11-22,12.2919979465,78020
2012-11-23,12.2802876195,78182
2012-11-24,12.4132043998,78302
2012-11-25,12.5296894898,78260
2012-11-26,12.1846262399,79425
2012-11-27,12.1592753846,78800
2012-11-28,12.331659827,78752
2012-11-29,12.4976616534,78706
2012-11-30,12.5861389275,78523
2012-12-01,12.5923868703,78254
2012-12-02,12.4979447566,78275
2012-12-03,12.6569578369,77865
2012-12-04,13.3695895815,77948
2012-12-05,13.3127502221,78039
2012-12-06,13.4779245403,77941
2012-12-07,13.4772824494,77618
2012-12-08,13.4999844091,77516
2012-12-09,13.3465108907,77279
2012-12-10,13.4922565809,77483
2012-12-11,13.6154156663,77476
2012-12-12,13.6682136426,77048
2012-12-13,13.7552515207,76420
2012-12-14,13.6009222528,76544
2012-12-15,13.5309482887,76090
2012-12-16,13.3328610766,76056
2012-12-17,13.3200719515,76172
2012-12-18,13.2720338691,75980
2012-12-19,13.53854318,75876
2012-12-20,13.5700270263,75917
2012-12-21,13.4289680023,76014
2012-12-22,13.4272139129,75934
2012-12-23,13.3181057569,75471
2012-12-24,13.4266626715,75388
2012-12-25,13.3655670047,75339
2012-12-26,13.4546990175,75240
2012-12-27,13.3993031812,75493
2012-12-28,13.4555072215,75175
2012-12-29,13.3740038603,74969
2012-12-30,13.4450137989,74969
2012-12-31,13.5455524436,75121
2013-01-01,13.331371422,75188
2013-01-02,13.280606813,75411
2013-01-03,13.3840811485,75457
2013-01-04,13.4517211496,75191
2013-01-05,13.4594067668,74818
2013-01-06,13.5044965079,74857
2013-01-07,13.5560616578,75150
2013-01-08,13.7803506312,75313
2013-01-09,13.8209552566,75520
2013-01-10,14.1231728556,75604
2013-01-11,14.2276211227,75594
2013-01-12,14.214285656,75414
2013-01-13,14.1607882671,75265
2013-01-14,14.3179703203,75535
2013-01-15,14.3136377516,75714
2013-01-16,14.7078140479,75950
2013-01-17,15.5985997396,74328
2013-01-18,15.7157911239,74172
2013-01-19,15.5881263998,74219
2013-01-20,15.7195921373,74088
2013-01-21,16.7810195207,73903
2013-01-22,17.3001788387,73939
2013-01-23,17.5363954229,74033
2013-01-24,16.9010860722,74017
2013-01-25,17.4072020292,73557
2013-01-26,17.5536291761,73477
2013-01-27,17.8646280148,73854
2013-01-28,18.7942648743,74449
2013-01-29,19.5147141861,75076
2013-01-30,19.7374466864,75666
2013-01-31,20.5116430307,75402
2013-02-01,20.4430919562,74727
2013-02-02,19.6359017054,73467
2013-02-03,20.5789396832,73388
2013-02-04,20.4404879614,73369
2013-02-05,20.6593447276,73415
2013-02-06,21.2085655319,73362
2013-02-07,22.1177651789,73476
2013-02-08,22.7873650499,73517
2013-02-09,23.7338601537,73450
2013-02-10,23.9002893571,73484
2013-02-11,24.4972726949,73502
2013-02-12,24.9797364074,73614
2013-02-13,24.6416509348,73496
2013-02-14,27.2823898203,73736
2013-02-15,27.1712692291,73670
2013-02-16,27.346163562,73758
2013-02-17,26.9272513764,73722
2013-02-18,26.9288676371,73802
2013-02-19,29.4136243808,73936
2013-02-20,29.8198072276,73990
2013-02-21,29.8180689158,73814
2013-02-22,30.4726565324,73969
2013-02-23,29.8064545459,74019
2013-02-24,29.8828484924,74021
2013-02-25,30.352033095,73911
2013-02-26,31.1555373507,73991
2013-02-27,31.240261083,74069
2013-02-28,33.3752939366,74300
2013-03-01,34.6062570341,74302
2013-03-02,34.143515924,74438
2013-03-03,34.4517404845,74474
2013-03-04,36.3762652507,74419
2013-03-05,40.6729539903,74519
2013-03-06,43.2849961852,74826
2013-03-07,41.9474407158,74905
2013-03-08,43.902928915,74919
2013-03-09,46.8885866123,74924
2013-03-10,46.066038459,75015
2013-03-11,48.2750745772,75115
2013-03-12,44.4135452582,75047
2013-03-13,47.0161908516,75393
2013-03-14,46.9255625535,75474
2013-03-15,46.9025172478,75747
2013-03-16,47.1570156996,75674
2013-03-17,47.3334997838,75680
2013-03-18,51.3654363913,75826
2013-03-19,59.4986011114,75997
2013-03-20,63.6874854982,76232
2013-03-21,70.9175250053,76257
2013-03-22,69.8460845418,76639
2013-03-23,64.3831163705,76783
2013-03-24,71.6904242065,76907
2013-03-25,74.3140892496,76985
2013-03-26,78.614197432,76924
2013-03-27,88.8520799138,76975
2013-03-28,87.6731739608,77215
2013-03-29,90.2956993583,77084
2013-03-30,92.1899599883,77075
2013-03-31,93.8992384231,77169
2013-04-01,103.5803469112,77220
2013-04-02,116.6799442412,77352
2013-04-03,131.3848093782,77613
2013-04-04,133.0071204757,77850
2013-04-05,142.626065488,78045
2013-04-06,143.0818229649,78151
2013-04-07,162.8522145769,78313
2013-04-08,186.351161848,78617
2013-04-09,230.6829966952,79354
2013-04-10,161.192889661,80171
2013-04-11,82.901585038,79883
2013-04-12,111.476373194,80248
2013-04-13,97.6090718703,80511
2013-04-14,88.8614913998,80638
2013-04-15,80.874693166,80559
2013-04-16,68.2831387271,80321
2013-04-17,92.8640369135,80418
2013-04-18,108.6283450923,80741
2013-04-19,119.012283239,81055
2013-04-20,128.208288893,81284
2013-04-21,118.4832437563,81522
2013-04-22,126.3142717598,81473
2013-04-23,142.1272180532,81725
2013-04-24,154.1332778045,81974
2013-04-25,141.0086592785,82017
2013-04-26,137.2096004196,82089
2013-04-27,128.2266696052,82104
2013-04-28,134.6235695617,82172
2013-04-29,143.8103781926,82455
2013-04-30,139.1296475453,82632
2013-05-01,116.1138010403,82726
2013-05-02,106.3409846973,82727
2013-05-03,96.3168402741,82858
2013-05-04,112.4976363691,82892
2013-05-05,116.488715827,82995
2013-05-06,112.1185961952,83080
2013-05-07,111.6092128735,82954
2013-05-08,113.1360618548,83043
2013-05-09,111.9745327107,83007
2013-05-10,117.6910368837,83192
2013-05-11,115.4997776628,83391
2013-05-12,114.8856755596,83425
2013-05-13,117.4044566461,83439
2013-05-14,107.8655665693,83440
2013-05-15,108.9868524255,83500
2013-05-16,112.9178740503,83062
2013-05-17,117.284616014,82904
2013-05-18,118.1698766803,83059
2013-05-19,117.033880187,83063
2013-05-20,117.8186364699,82748
2013-05-21,117.2520409117,82481
2013-05-22,118.9781735827,82287
2013-05-23,123.7261560491,82091
2013-05-24,128.9710806546,81961
2013-05-25,128.8449152542,81920
2013-05-26,130.1586011105,81980
2013-05-27,126.392905903,81952
2013-05-28,125.9045952659,81805
2013-05-29,129.5648123904,81780
2013-05-30,126.5130683811,81536
2013-05-31,127.8164888954,81453
2013-06-01,128.7911510812,81516
2013-06-02,122.6267089421,81493
2013-06-03,122.9491879018,81238
2013-06-04,120.1899687317,81154
2013-06-05,120.8699238457,81267
2013-06-06,119.0539756698,81384
2013-06-07,110.1977314436,81419
2013-06-08,109.1785453413,81508
2013-06-09,99.9036034483,81607
2013-06-10,104.3575666277,81499
2013-06-11,107.5075204559,81462
2013-06-12,106.3781163063,81370
2013-06-13,101.3238977206,81373
2013-06-14,99.2132443016,81212
2013-06-15,99.875037405,81216
2013-06-16,99.0383512566,81377
2013-06-17,100.1263050847,81323
2013-06-18,104.2891763822,81185
2013-06-19,104.417150789,81203
2013-06-20,104.3234997078,81102
2013-06-21,101.4168573933,81059
2013-06-22,100.0395084746,81042
2013-06-23,100.3147445938,81130
2013-06-24,99.0456832262,81008
2013-06-25,97.83278872,80892
2013-06-26,98.6517007598,80806
2013-06-27,96.8039495991,80850
2013-06-28,89.4245067212,80663
2013-06-29,88.7972910579,80734
2013-06-30,89.4809076563,80823
2013-07-01,82.8675701344,80332
2013-07-02,87.8164666861,80324
2013-07-03,77.6913308007,80289
2013-07-04,79.1348708358,80330
2013-07-05,67.4476238527,80203
2013-07-06,66.3416808884,80079
2013-07-07,72.1095223729,80234
2013-07-08,73.9885537697,80082
2013-07-09,74.8919108708,80043
2013-07-10,85.013679135,80181
2013-07-11,87.4975493863,80339
2013-07-12,90.0466987142,80205
2013-07-13,91.592597896,80440
2013-07-14,89.8922692759,80650
2013-07-15,93.7961525424,80585
2013-07-16,91.7810356517,80490
2013-07-17,91.0313512566,80623
2013-07-18,84.9617291175,80656
2013-07-19,86.2387945996,80605
2013-07-20,84.9108591467,80655
2013-07-21,85.6643502618,80938
2013-07-22,85.6490286382,80622
2013-07-23,86.977056692,80729
2013-07-24,88.1517305669,80305
2013-07-25,90.1660922268,80171
2013-07-26,89.9839859731,80422
2013-07-27,88.1652758621,80263
2013-07-28,92.7458421975,80399
2013-07-29,93.2986972531,80110
2013-07-30,96.659552893,80216
2013-07-31,98.0244199299,80180
2013-08-01,96.5680178258,80179
2013-08-02,96.0745306838,80325
2013-08-03,95.5067095266,80325
2013-08-04,96.3654821742,80431
2013-08-05,97.5271338399,80364
2013-08-06,97.6712066043,80370
2013-08-07,97.0542068966,80286
2013-08-08,94.2572717709,80173
2013-08-09,92.4727767387,80310
2013-08-10,93.293552893,80368
2013-08-11,94.2713123904,80232
2013-08-12,95.4464707773,80425
2013-08-13,97.7590750847,80205
2013-08-14,99.1212875511,80291
2013-08-15,98.1063331385,80255
2013-08-16,98.2909602572,80248
2013-08-17,99.6305043834,80305
2013-08-18,99.1780397428,80393
2013-08-19,102.7840122735,80503
2013-08-20,104.5002109877,80508
2013-08-21,110.8016037405,80605
2013-08-22,109.5232168323,80717
2013-08-23,107.6975715956,80824
2013-08-24,108.8826750438,80822
2013-08-25,113.0825634132,80693
2013-08-26,112.1181148451,80739
2013-08-27,117.7597907656,80934
2013-08-28,118.3174143776,80881
2013-08-29,118.8356382233,81014
2013-08-30,124.8853796026,81086
2013-08-31,128.3779789597,80968
2013-09-01,130.5363720047,80924
2013-09-02,129.5653717124,81081
2013-09-03,129.1828036236,81167
2013-09-04,122.5292387493,81231
2013-09-05,122.370085038,81410
2013-09-06,117.8611464056,81463
2013-09-07,119.8149894798,81552
2013-09-08,118.0573863238,81548
2013-09-09,121.2592726476,81611
2013-09-10,122.2155301894,81627
2013-09-11,127.0882270602,81872
2013-09-12,126.7807235535,81925
2013-09-13,127.4077451783,82020
2013-09-14,124.3484774985,82100
2013-09-15,125.0764178843,82086
2013-09-16,126.2046659848,82013
2013-09-17,126.8972501461,82027
2013-09-18,126.9038194039,82096
2013-09-19,124.1809573349,82296
2013-09-20,122.9216358854,82306
2013-09-21,123.5082568673,82423
2013-09-22,123.1249351257,82603
2013-09-23,122.8656990064,82711
2013-09-24,123.7973576856,82693
2013-09-25,123.614078609,82687
2013-09-26,124.6856744594,82794
2013-09-27,126.6053477499,82872
2013-09-28,126.7965517241,82969
2013-09-29,127.1086277031,82867
2013-09-30,126.0902618352,83044
2013-10-01,127.5754243133,83263
2013-10-02,104.1050929281,82981
2013-10-03,117.5754950321,83312
2013-10-04,121.9303477499,83306
2013-10-05,121.3934026885,83233
2013-10-06,122.4752612507,83317
2013-10-07,123.9068725891,83353
2013-10-08,124.7665289305,83442
2013-10-09,125.9335203127,83234
2013-10-10,126.7046504968,83207
2013-10-11,127.2552992402,83205
2013-10-12,127.8512630041,82975
2013-10-13,132.4156586791,83007
2013-10-14,135.3391949153,83039
2013-10-15,141.493908533,83075
2013-10-16,138.327921917,83150
2013-10-17,143.7471338399,83294
2013-10-18,152.77557218,83546
2013-10-19,165.7727171245,83645
2013-10-20,166.5001510812,83654
2013-10-21,179.9106285798,83422
2013-10-22,190.4027814144,83617
2013-10-23,204.6003509643,83655
2013-10-24,194.4100437651,83751
2013-10-25,185.643787626,83809
2013-10-26,179.8082180012,84090
2013-10-27,194.5461332554,84171
2013-10-28,196.2746873174,84337
2013-10-29,204.4281741672,84353
2013-10-30,197.900599421,84401
2013-10-31,203.2836499123,84420
2013-11-01,203.0371098494,84397
2013-11-02,204.7928813559,84283
2013-11-03,210.2753826117,84236
2013-11-04,228.7910388662,84295
2013-11-05,243.6416689071,84568
2013-11-06,263.2095839871,84735
2013-11-07,290.1242261835,84941
2013-11-08,333.750656512,84724
2013-11-09,331.0511484512,84708
2013-11-10,327.5586534997,84647
2013-11-11,342.6976928697,84790
2013-11-12,354.6454883109,84853
2013-11-13,394.5044952244,85015
2013-11-14,416.7063033027,85205
2013-11-15,408.3987973349,85478
2013-11-16,435.7984427674,85555
2013-11-17,485.3365768556,85691
2013-11-18,657.7785038749,86114
2013-11-19,546.8783973115,86226
2013-11-20,595.3390996493,86200
2013-11-21,720.7644252601,86307
2013-11-22,802.9169337183,86255
2013-11-23,834.2953399891,86262
2013-11-24,807.1666954997,86282
2013-11-25,816.243386616,86500
2013-11-26,916.0971601403,86900
2013-11-27,962.9105609117,87203
2013-11-28,1007.387163647,86928
2013-11-29,1128.7254880187,86820
2013-11-30,1119.2967147867,87038
2013-12-01,964.4857936879,87577
2013-12-02,1040.8082177089,87620
2013-12-03,1053.6210274483,87590
2013-12-04,1134.9322308884,87706
2013-12-05,1027.411772827,87606
2013-12-06,824.5817103378,87871
2013-12-07,703.7483760257,87875
2013-12-08,783.5733483343,87496
2013-12-09,896.079289889,87529
2013-12-10,977.165367329,87454
2013-12-11,875.4640342724,87413
2013-12-12,873.3248059877,87182
2013-12-13,879.156135301,86983
2013-12-14,852.856120526,87149
2013-12-15,864.0616578609,87100
2013-12-16,677.8941068013,87101
2013-12-17,682.626772706,87081
2013-12-18,526.1209763267,87372
2013-12-19,685.5251289597,87378
2013-12-20,600.2169542607,87612
2013-12-21,597.0335025482,87489
2013-12-22,615.0130352718,87826
2013-12-23,657.9266341555,87936
2013-12-24,650.6647451783,88069
2013-12-25,678.2901580947,88266
2013-12-26,749.9965949562,88804
2013-12-27,722.5705674927,89020
2013-12-28,715.8523630789,89073
2013-12-29,727.2712156634,88637
2013-12-30,735.7419970777,88160
2013-12-31,729.5575829106,88018
2014-01-01,752.4045499446,88192
2014-01-02,784.9549213144,88178
2014-01-03,807.2229390298,88455
2014-01-04,828.6020626184,88534
2014-01-05,902.487380263,88662
2014-01-06,914.4599608416,88579
2014-01-07,803.3517961987,88660
2014-01-08,820.6900095032,88680
2014-01-09,831.3347504874,88837
2014-01-10,853.2988548446,88798
2014-01-11,889.5558371193,88827
2014-01-12,845.1913322209,88955
2014-01-13,822.8770121975,88900
2014-01-14,815.2936027119,88853
2014-01-15,841.0898573641,88879
2014-01-16,815.8548002981,88811
2014-01-17,792.8295064757,88976
2014-01-18,809.7835283564,88948
2014-01-19,838.4284747341,89213
2014-01-20,828.8852165926,89209
2014-01-21,823.8179637639,89249
2014-01-22,818.9763863238,89290
2014-01-23,810.9224251958,89337
2014-01-24,781.0425139509,89573
2014-01-25,804.4032408007,89540
2014-01-26,814.4993813735,89619
2014-01-27,742.7013749708,89913
2014-01-28,790.1764018761,89798
2014-01-29,793.3844249094,89797
2014-01-30,799.4744798364,89950
2014-01-31,803.2375987849,89982
2014-02-01,813.2195492168,90088
2014-02-02,814.4908704267,90324
2014-02-03,806.9974283725,90406
2014-02-04,800.0782318936,90518
2014-02-05,784.4736927778,90576
2014-02-06,763.5693822326,90646
2014-02-07,711.5712734191,90781
2014-02-08,677.6823009414,91026
2014-02-09,687.4060545763,90874
2014-02-10,685.4574988369,91308
2014-02-11,671.8996916902,90943
2014-02-12,653.7657809117,91235
2014-02-13,612.918414962,91203
2014-02-14,668.7886026593,91312
2014-02-15,654.3770601987,91303
2014-02-16,623.2503219486,91529
2014-02-17,631.3345963063,91485
2014-02-18,627.2717614155,91502
2014-02-19,623.5401369462,91557
2014-02-20,563.7685610988,91636
2014-02-21,580.3243159731,91636
2014-02-22,607.1246333372,91608
2014-02-23,610.0823237463,91619
2014-02-24,542.2666507539,91862
2014-02-25,533.707644436,91978
2014-02-26,587.5785882992,91745
2014-02-27,585.3939256501,91821
2014-02-28,551.2947703098,91877
2014-03-01,567.5342354413,92181
2014-03-02,558.5277071566,92368
2014-03-03,676.505732782,92425
2014-03-04,674.5113994331,92547
2014-03-05,670.3388510995,92582
2014-03-06,667.7128340035,92708
2014-03-07,631.7702952133,93178
2014-03-08,621.5241144962,96657
2014-03-09,640.578889322,98710
2014-03-10,628.151241166,97509
2014-03-11,633.733838235,97852
2014-03-12,634.6468237171,97340
2014-03-13,643.4321008591,97217
2014-03-14,628.3085900058,95541
2014-03-15,636.2186500614,93109
2014-03-16,634.1689009709,93233
2014-03-17,622.7602086499,93290
2014-03-18,614.3095137171,93497
2014-03-19,610.5112034746,93703
2014-03-20,586.6075957101,93848
2014-03-21,569.6945179953,93856
2014-03-22,564.7000267037,93904
2014-03-23,558.9588616914,94039
2014-03-24,585.023250519,94092
2014-03-25,583.7711890941,94207
2014-03-26,579.243850401,94334
2014-03-27,483.1640126125,94311
2014-03-28,498.6613289492,94284
2014-03-29,489.5170235476,94367
2014-03-30,458.9663282759,94552
2014-03-31,455.3553540561,94638
2014-04-01,479.0084658679,94649
2014-04-02,439.0114925248,94715
2014-04-03,449.4411515196,94776
2014-04-04,449.719869737,94883
2014-04-05,461.6753314822,95055
2014-04-06,458.6334805445,95074
