d,price_usd,realized_price
2015-05-18,232.8838496154,291.0081
2015-05-19,231.9744468147,290.8931
2015-05-20,234.1903062537,290.8472
2015-05-21,235.5538217417,290.7911
2015-05-22,240.3232036821,290.7281
2015-05-23,238.9632817066,290.6397
2015-05-24,240.7117583285,290.6204
2015-05-25,237.0035432496,290.4532
2015-05-26,236.7962612507,290.3594
2015-05-27,237.2035964348,290.2218
2015-05-28,236.9568819404,290.0562
2015-05-29,236.6465265926,290.0043
2015-05-30,232.7887700175,289.1088
2015-05-31,229.4505479252,288.9282
2015-06-01,223.2827019287,288.5667
2015-06-02,225.3208009936,288.351
2015-06-03,225.2130634132,288.1587
2015-06-04,223.5400768556,288.0416
2015-06-05,224.7310718878,287.9683
2015-06-06,225.1605131502,287.9134
2015-06-07,223.4116858562,287.6764
2015-06-08,228.7742913501,287.6485
2015-06-09,229.3705295149,287.6077
2015-06-10,228.5884874342,287.4521
2015-06-11,229.5844117475,287.2933
2015-06-12,229.8112185102,287.2939
2015-06-13,233.0153445354,287.1625
2015-06-14,232.5071087084,287.0727
2015-06-15,236.7909628872,287.0584
2015-06-16,251.4326767972,287.3082
2015-06-17,247.9693176505,287.2478
2015-06-18,249.0124795441,287.1793
2015-06-19,244.8034842198,287.1538
2015-06-20,245.5825131502,287.1614
2015-06-21,244.3002600818,287.1745
2015-06-22,247.0178924605,287.1716
2015-06-23,244.1847632963,287.1037
2015-06-24,240.4515452951,286.9501
2015-06-25,242.3478576856,286.8535
2015-06-26,242.96799737,286.7987
2015-06-27,251.5293267095,286.8519
2015-06-28,249.0582857978,286.8481
2015-06-29,256.6502223846,286.9274
2015-06-30,263.854356865,287.1256
2015-07-01,258.0426475745,287.105
2015-07-02,254.747113384,287.007
2015-07-03,256.0870428334,286.5772
2015-07-04,260.509239626,286.6027
2015-07-05,271.3024582116,286.6293
2015-07-06,269.1379400935,286.684
2015-07-07,266.4699190532,286.7939
2015-07-08,270.5761428989,286.8459
2015-07-09,269.6803047925,286.5962
2015-07-10,285.5587808299,286.8534
2015-07-11,293.9174538282,286.9844
2015-07-12,311.4818798948,287.43
2015-07-13,292.6492238457,287.3809
2015-07-14,287.7409514904,287.3671
2015-07-15,285.9228854471,287.3811
2015-07-16,278.5327492694,287.2524
2015-07-17,280.0647247224,287.2944
2015-07-18,277.354635301,287.2012
2015-07-19,275.2819894798,287.1687
2015-07-20,279.114393045,286.9421
2015-07-21,276.6524126242,286.8692
2015-07-22,277.7643690824,286.8561
2015-07-23,276.8116285798,286.8749
2015-07-24,289.3059763296,287.0195
2015-07-25,289.5076399766,287.1286
2015-07-26,293.314842782,287.206
2015-07-27,294.4267618352,287.2661
2015-07-28,295.4101252688,287.3198
2015-07-29,289.855836353,287.2414
2015-07-30,288.2362606663,287.1574
2015-07-31,284.5973243717,287.1857
2015-08-01,281.6688462887,287.1559
2015-08-02,282.423006429,287.1523
2015-08-03,282.1850523086,287.1306
2015-08-04,285.2866174752,287.0173
2015-08-05,282.3388869082,286.9811
2015-08-06,278.995748685,286.9355
2015-08-07,279.4887150789,286.8914
2015-08-08,261.4502755698,286.7845
2015-08-09,266.3420204559,285.4143
2015-08-10,264.9288252484,285.3111
2015-08-11,271.4217361192,285.3237
2015-08-12,268.143868498,285.2651
2015-08-13,264.6916279953,285.1575
2015-08-14,266.3559415546,285.069
2015-08-15,261.9368366452,284.9184
2015-08-16,258.9308173898,284.6942
2015-08-17,258.0093983051,284.5634
2015-08-18,217.8858831169,283.7129
2015-08-19,227.2182518995,283.3633
2015-08-20,235.5238831093,283.0685
2015-08-21,232.8006178399,282.7779
2015-08-22,230.6391732905,282.6054
2015-08-23,228.6730739334,282.5805
2015-08-24,211.9559175921,281.8069
2015-08-25,222.6550394506,280.3955
2015-08-26,226.1167001753,279.7972
2015-08-27,224.9398772648,279.7131
2015-08-28,232.1708082992,279.7277
2015-08-29,229.8262001753,279.5979
2015-08-30,229.0195724722,279.5403
2015-08-31,230.6894661017,279.4875
2015-09-01,227.9555704267,279.3624
2015-09-02,229.5021807095,279.2392
2015-09-03,227.1071215663,279.0098
2015-09-04,231.1775634132,278.956
2015-09-05,235.9030061368,278.9564
2015-09-06,240.8054722385,278.9607
2015-09-07,240.6336157218,278.9651
2015-09-08,244.1749526593,279.0051
2015-09-09,238.7224631794,278.9408
2015-09-10,238.7504772063,278.7126
2015-09-11,240.8450081169,278.6866
2015-09-12,236.3518321765,278.6144
2015-09-13,230.5488373174,278.4981
2015-09-14,230.9487939801,278.3729
2015-09-15,230.3985900058,278.2767
2015-09-16,229.0432857978,278.1889
2015-09-17,233.2026978375,278.1716
2015-09-18,233.1751309176,278.1334
2015-09-19,232.2415680888,278.0725
2015-09-20,231.3623237873,278.005
2015-09-21,226.7734479836,277.9596
2015-09-22,230.6263047925,277.9085
2015-09-23,230.1324377557,277.6275
2015-09-24,234.319868498,277.6363
2015-09-25,235.5382218001,277.6007
2015-09-26,234.591814436,277.5616
2015-09-27,233.2433097604,277.5221
2015-09-28,240.0172653419,277.4675
2015-09-29,237.3362337814,277.4331
2015-09-30,236.7398480421,277.3903
2015-10-01,238.2298138515,277.3079
2015-10-02,237.9370073057,277.3025
2015-10-03,239.7358977206,277.312
2015-10-04,239.5169248977,277.2773
2015-10-05,240.9612138334,277.2721
2015-10-06,246.9404982466,277.319
2015-10-07,243.7344868498,277.1188
2015-10-08,243.0296329632,276.9928
2015-10-09,244.4488874927,276.9985
2015-10-10,245.9559243133,276.9685
2015-10-11,248.5281654004,276.961
2015-10-12,246.0936373466,276.617
2015-10-13,250.4713007013,276.6948
2015-10-14,253.1423255406,276.5046
2015-10-15,254.6930150029,276.5362
2015-10-16,262.7373632379,276.6976
2015-10-17,271.9309389246,276.8973
2015-10-18,263.4816773816,276.8804
2015-10-19,264.3627282291,276.8936
2015-10-20,270.8322118644,277.1309
2015-10-21,268.0402177089,277.1494
2015-10-22,275.4149564582,277.2661
2015-10-23,278.6127780269,277.4242
2015-10-24,283.6111428989,277.597
2015-10-25,286.0496934541,277.7684
2015-10-26,286.7033828171,277.8919
2015-10-27,295.5629137931,278.2494
2015-10-28,304.4420970193,278.7141
2015-10-29,314.8794623027,279.3777
2015-10-30,328.4923211572,280.4149
2015-10-31,314.1195081823,280.7123
2015-11-01,329.8542276447,281.2014
2015-11-02,364.6166279953,282.5609
2015-11-03,400.9231052016,284.6462
2015-11-04,405.4816814728,286.7604
2015-11-05,384.341222969,287.7786
2015-11-06,372.9754178843,287.822
2015-11-07,386.5045508475,288.6035
2015-11-08,372.4001297487,288.4924
2015-11-09,380.49564436,289.0552
2015-11-10,337.8305023378,287.9423
2015-11-11,308.9221858562,287.0015
2015-11-12,337.5229886032,287.2922
2015-11-13,337.2789582116,287.4859
2015-11-14,333.0471174752,287.49
2015-11-15,319.9280216248,287.268
2015-11-16,331.1327250146,287.2985
2015-11-17,335.84978609,287.767
2015-11-18,335.7445049679,287.8539
2015-11-19,326.2321455289,287.7302
2015-11-20,321.940475453,287.6448
2015-11-21,325.9052311514,287.668
2015-11-22,323.7169661017,287.7388
2015-11-23,323.0125563413,287.6986
2015-11-24,319.9613565272,287.6503
2015-11-25,328.9604573349,287.7462
2015-11-26,356.255292519,288.2979
2015-11-27,359.2688243717,288.6343
2015-11-28,356.5673226184,288.7355
2015-11-29,371.7076125073,289.048
2015-11-30,377.3898398597,289.6636
2015-12-01,362.5323758036,289.6186
2015-12-02,359.2224041496,289.6722
2015-12-03,361.2100680888,289.7481
2015-12-04,363.2416317943,289.9062
2015-12-05,389.362958796,290.4988
2015-12-06,393.3191297487,291.0452
2015-12-07,395.3465882525,291.5443
2015-12-08,413.7986604325,292.2856
2015-12-09,417.6326712449,293.4676
2015-12-10,415.7299243133,293.8566
2015-12-11,453.8614801286,295.1621
2015-12-12,435.8557223846,295.4369
2015-12-13,434.4034663939,295.6785
2015-12-14,442.9916896552,296.6172
2015-12-15,464.6178717124,297.6926
2015-12-16,454.1424924021,297.9343
2015-12-17,456.2401346113,298.3641
2015-12-18,463.1757697253,299.0406
2015-12-19,461.3999079486,299.4549
2015-12-20,442.1539900643,299.4673
2015-12-21,437.6401294565,299.5167
2015-12-22,435.2683790181,299.6787
2015-12-23,442.6657270602,300.1153
2015-12-24,455.8787130333,300.6145
2015-12-25,455.7188258328,301.1478
2015-12-26,418.2215315605,300.7774
2015-12-27,422.7058945061,300.806
2015-12-28,421.0528796026,300.7861
2015-12-29,431.3400213326,300.9406
2015-12-30,426.0436469901,300.986
2015-12-31,429.6771534191,301.3216
2016-01-01,434.678006429,301.39826666666664
2016-01-02,434.4398772648,301.5149
2016-01-03,430.1361800117,301.6836
2016-01-04,433.4489710696,301.79591999999997
2016-01-05,432.66950263,301.9468
2016-01-06,430.6778696669,302.1006
2016-01-07,459.2089400935,303.3784
2016-01-08,454.1344237288,303.7057
2016-01-09,449.8452162478,303.77403999999996
2016-01-10,448.5802162478,304.1132
2016-01-11,449.0330590298,304.60564999999997
2016-01-12,441.768157218,304.93554
2016-01-13,432.3106452367,304.8861
2016-01-14,429.8232247224,304.42678
2016-01-15,367.8231998831,303.7726
2016-01-16,388.0712045587,303.8455
2016-01-17,382.4820864991,303.81424000000004
2016-01-18,384.8651665693,303.62076666666667
2016-01-19,378.1617250146,303.5381
2016-01-20,420.6229241683,304.0467
2016-01-21,409.2984596727,303.81245
2016-01-22,381.0464593805,302.4821
2016-01-23,386.3706025716,302.50433333333336
2016-01-24,403.4469266511,302.70855
2016-01-25,391.9860973115,302.94776666666667
2016-01-26,391.1429351257,303.026
2016-01-27,394.6275303741,302.9658
2016-01-28,378.9009956166,302.634825
2016-01-29,378.9999948229,302.3769
2016-01-30,377.2627790766,302.42475
2016-01-31,366.3416876096,302.287
2016-02-01,371.2234350906,301.7064
2016-02-02,372.9276312098,301.4753
2016-02-03,368.0982066043,301.3995
2016-02-04,389.723081239,301.8102
2016-02-05,384.3984139831,301.6897
2016-02-06,374.6315555231,301.5919
2016-02-07,375.1539175921,301.51143333333334
2016-02-08,370.8143503273,301.40622
2016-02-09,373.5116128609,301.3278
2016-02-10,379.0826116306,301.40005
2016-02-11,377.6391651081,301.5034
2016-02-12,382.2944564582,301.6463
2016-02-13,389.5984324722,301.763675
2016-02-14,406.1506694915,302.00455
2016-02-15,399.267618647,302.2903
2016-02-16,407.0353094681,302.7652
2016-02-17,415.324113384,303.3962
2016-02-18,421.2896629819,303.7274
2016-02-19,419.6265285412,304.0983
2016-02-20,440.1957600818,304.6764
2016-02-21,438.7186126815,304.8855
2016-02-22,437.5352950941,305.1393
2016-02-23,420.0325926096,305.0309
2016-02-24,423.9951125073,305.2772
2016-02-25,424.0908702513,305.3872
2016-02-26,431.7622419638,305.6618
2016-02-27,432.9478459965,305.8023
2016-02-28,433.1022627119,306.1014
2016-02-29,437.7758725891,306.74
2016-03-01,432.8078671537,307.3119
2016-03-02,423.0797893922,307.3235
2016-03-03,419.2688213326,307.4479
2016-03-04,407.9901542957,307.3092
2016-03-05,397.3144539451,307.279
2016-03-06,403.7051874635,307.3462
2016-03-07,413.2293661601,307.6702
2016-03-08,411.4259532437,307.6945
2016-03-09,412.5407035067,307.5986
2016-03-10,416.3409286967,307.7848
2016-03-11,419.511934249,307.946
2016-03-12,410.2641632963,307.9331
2016-03-13,411.8058824664,308.0074
2016-03-14,415.0269572764,308.186
2016-03-15,415.2664002922,308.2834
2016-03-16,417.0241184687,308.4485
2016-03-17,418.6053638223,308.6179
2016-03-18,408.901587405,308.5932
2016-03-19,409.1244298656,308.544
2016-03-20,412.0569538282,308.6054
2016-03-21,411.6017740503,308.7736
2016-03-22,416.5816538282,309.0205
2016-03-23,417.3782995324,309.1222
2016-03-24,413.5602399182,309.2506
2016-03-25,416.373243834,309.4445
2016-03-26,416.8230966686,309.6107
2016-03-27,425.454959848,309.9018
2016-03-28,422.9174468147,310.1121
2016-03-29,415.8638287551,310.1403
2016-03-30,412.7776977791,310.1681
2016-03-31,415.9568112215,310.3244
2016-04-01,417.2006602572,310.4361
2016-04-02,419.763056692,310.5545
2016-04-03,420.0735789012,310.6519
2016-04-04,419.5407278784,310.7368
2016-04-05,422.5013644068,310.9138
2016-04-06,421.9071912332,311.2182
2016-04-07,421.4672200468,311.9256
2016-04-08,418.6434605494,311.9213
2016-04-09,418.7586353594,311.9631
2016-04-10,421.9544885447,312.3645
2016-04-11,423.2730440094,312.4945
2016-04-12,427.4276645821,312.7799
2016-04-13,424.8725181181,312.8491
2016-04-14,425.8565949737,312.9351
2016-04-15,430.724418761,313.1276
2016-04-16,432.2163130333,313.2649
2016-04-17,429.3399687317,313.299
2016-04-18,429.6569336645,313.3861
2016-04-19,437.5687261835,313.6521
2016-04-20,442.6616533022,313.9364
2016-04-21,452.1647028054,314.3426
2016-04-22,448.1344213326,314.6001
2016-04-23,453.914722969,314.9415
2016-04-24,463.3828714202,315.2593
2016-04-25,465.3160066628,315.9207
2016-04-26,469.6087645237,316.4613
2016-04-27,445.7411130918,316.232
2016-04-28,451.0600617767,316.4813
2016-04-29,457.009965225,316.739
2016-04-30,449.900484512,316.7736
2016-05-01,455.0107311514,317.1222
2016-05-02,444.9330611923,317.115
2016-05-03,451.6288503799,317.2607
2016-05-04,448.3679675628,317.3622
2016-05-05,449.3360724722,317.4744
2016-05-06,461.6938623612,317.9025
2016-05-07,461.3618424898,318.1191
2016-05-08,461.3788722969,318.2689
2016-05-09,463.4622316774,318.476
2016-05-10,451.0796683226,318.5003
2016-05-11,453.8963052601,318.7144
2016-05-12,455.6072559322,318.8826
2016-05-13,457.2419026885,318.9978
2016-05-14,458.1195248393,319.2341
2016-05-15,460.8577206312,319.367
2016-05-16,455.2240773232,319.3534
2016-05-17,453.545777031,320.4213
2016-05-18,454.4861841029,320.5648
2016-05-19,437.724187142,320.4806
2016-05-20,442.3967992402,320.701
2016-05-21,444.0782071888,320.7874
2016-05-22,440.5586688486,320.8159
2016-05-23,444.2050572764,321.0081
2016-05-24,445.6744549386,321.1079
2016-05-25,450.5495271771,321.3962
2016-05-26,454.4337223846,321.6374
2016-05-27,471.8201172998,322.9079
2016-05-28,530.910597896,324.7677
2016-05-29,527.5497124489,325.7591
2016-05-30,533.4931490357,326.7819
2016-05-31,530.9436928112,327.5442
2016-06-01,537.6136788428,328.315
2016-06-02,538.7712431911,329.334
2016-06-03,570.1759882525,330.3311
2016-06-04,574.2662016365,330.9721
2016-06-05,575.1376380479,331.5887
2016-06-06,585.8571490357,332.6377
2016-06-07,578.469240678,333.1263
2016-06-08,583.0975853302,333.8797
2016-06-09,577.1016997078,334.3055
2016-06-10,579.814993571,334.9116
2016-06-11,605.4495569842,335.7856
2016-06-12,670.3923743425,338.6181
2016-06-13,704.3217781414,342.8378
2016-06-14,684.9483194039,343.9426
2016-06-15,695.0014684395,346.0864
2016-06-16,767.4200312683,351.3433
2016-06-17,750.0146339275,352.7936
2016-06-18,758.2887801286,354.0827
2016-06-19,766.767132671,355.0815
2016-06-20,722.497452367,355.4208
2016-06-21,669.6042046756,355.6231
2016-06-22,594.8329746347,353.6252
2016-06-23,627.67785564,354.2363
2016-06-24,664.1269856809,355.1703
2016-06-25,668.8726841029,355.9553
2016-06-26,630.4342421391,355.5507
2016-06-27,652.2448077148,356.2509
2016-06-28,647.2187683811,356.475
2016-06-29,638.5863456458,356.4634
2016-06-30,674.2848147282,357.7796
2016-07-01,677.5123857393,358.3696
2016-07-02,702.7393167738,359.1585
2016-07-03,662.5500859147,359.1629
2016-07-04,679.8424533606,359.705
2016-07-05,668.1659812975,360.1931
2016-07-06,677.6513331385,360.7346
2016-07-07,640.0532361192,360.4324
2016-07-08,665.0517083577,361.0613
2016-07-09,651.9419140269,361.4786
2016-07-10,649.9593409702,361.801
2016-07-11,650.2725946815,362.2593
2016-07-12,670.0231279953,362.8095
2016-07-13,658.333613384,362.9641
2016-07-14,660.9059601987,363.2001
2016-07-15,666.758671128,363.445
2016-07-16,665.2756221508,363.6674
2016-07-17,681.0896019871,364.4234
2016-07-18,675.1185791935,364.6316
2016-07-19,674.6603603156,365.2287
2016-07-20,667.3053648743,365.3187
2016-07-21,666.8517393337,365.4855
2016-07-22,650.5629116306,365.4135
2016-07-23,657.3779429573,365.4941
2016-07-24,661.3939798364,366.2899
2016-07-25,655.1195778492,366.4566
2016-07-26,654.6263391584,366.691
2016-07-27,656.2751468732,367.0518
2016-07-28,656.1964533606,367.2392
2016-07-29,657.5575675044,367.4827
2016-07-30,655.3617301578,367.709
2016-07-31,624.804487142,367.338
2016-08-01,606.5092479252,366.8719
2016-08-02,526.9811483343,364.2783
2016-08-03,570.3470409117,364.5391
2016-08-04,583.5421580362,365.2198
2016-08-05,581.2798056692,365.2604
2016-08-06,590.7954029807,365.3129
2016-08-07,594.732324021,365.4653
2016-08-08,591.6292838691,365.4952
2016-08-09,587.9321382233,365.4068
2016-08-10,589.9687583285,365.2322
2016-08-11,589.5858846873,365.2059
2016-08-12,587.1916495617,365.2365
2016-08-13,585.3635816482,365.2921
2016-08-14,571.3870625365,365.2179
2016-08-15,566.5644413209,365.0782
2016-08-16,578.4149241379,365.2913
2016-08-17,573.6637444185,365.2339
2016-08-18,573.263191993,365.2673
2016-08-19,573.9584579193,365.3516
2016-08-20,581.7970701344,366.0415
2016-08-21,580.7921925774,366.1411
2016-08-22,584.9718977206,366.2611
2016-08-23,582.6277473992,366.2687
2016-08-24,578.7018316774,366.1885
2016-08-25,576.0334365868,366.8338
2016-08-26,578.8746534191,366.9661
2016-08-27,570.2009937463,366.899
2016-08-28,575.1052325541,366.9617
2016-08-29,573.4292675628,366.8365
2016-08-30,575.695698422,367.0327
2016-08-31,572.2727583285,367.2929
2016-09-01,572.2217020456,367.3041
2016-09-02,576.8467673875,367.4153
2016-09-03,600.3744067797,367.7773
2016-09-04,610.5389133255,368.0923
2016-09-05,607.526964173,368.3069
2016-09-06,612.99545827,368.6808
2016-09-07,615.6598191116,368.9642
2016-09-08,630.5501720047,369.4601
2016-09-09,622.9778840444,369.7042
2016-09-10,624.7526404442,369.8942
2016-09-11,608.2466759205,369.9585
2016-09-12,607.707372706,370.0219
2016-09-13,608.6942963179,370.4232
2016-09-14,609.413087668,370.5858
2016-09-15,607.070262595,370.7139
2016-09-16,607.8064380479,370.9673
2016-09-17,607.3814496786,371.0689
2016-09-18,611.5334603156,371.2205
2016-09-19,608.8713063121,371.3063
2016-09-20,608.3717486265,371.8465
2016-09-21,596.9457566335,371.7945
2016-09-22,595.56471654,371.7944
2016-09-23,602.3787849211,371.9218
2016-09-24,602.6873597312,371.8785
2016-09-25,600.6100548802,372.1862
2016-09-26,606.7788106371,372.4088
2016-09-27,605.1516137347,372.5963
2016-09-28,604.6864943892,372.6858
2016-09-29,605.2025619521,372.7695
2016-09-30,608.8658407364,372.8582
2016-10-01,615.4084788428,373.0343
2016-10-02,611.7485783168,373.1003
2016-10-03,612.5903473992,373.4772
2016-10-04,610.0078813559,373.8287
2016-10-05,612.1477809468,374.0047
2016-10-06,611.7608627703,374.1607
2016-10-07,617.9057051432,374.358
2016-10-08,619.3010017534,374.5505
2016-10-09,617.1010413209,374.648
2016-10-10,618.0852,374.8114
2016-10-11,642.9813872589,375.634
2016-10-12,636.5979322034,376.3172
2016-10-13,635.4440953244,376.5142
2016-10-14,639.5860902981,376.7482
2016-10-15,637.283759322,376.8747
2016-10-16,642.9130425482,377.1062
2016-10-17,639.1375364699,377.7097
2016-10-18,635.5765085915,378.1185
2016-10-19,629.6407080362,378.2712
2016-10-20,628.5989011105,378.3855
2016-10-21,630.9062033898,378.8471
2016-10-22,654.508630976,379.2466
2016-10-23,651.9619567504,379.4726
2016-10-24,650.0271671537,379.8182
2016-10-25,655.7925050847,380.3187
2016-10-26,675.1098693162,381.1777
2016-10-27,686.5233270602,382.2179
2016-10-28,690.3906549386,382.6665
2016-10-29,715.4454693162,383.5781
2016-10-30,699.3334109877,383.6998
2016-10-31,698.8977279953,384.3505
2016-11-01,730.5784800117,385.3862
2016-11-02,740.3670555231,386.1136
2016-11-03,689.939206955,386.0225
2016-11-04,705.4320166569,386.4823
2016-11-05,706.8193255698,386.705
2016-11-06,715.8968797779,387.0498
2016-11-07,706.1812167738,387.3075
2016-11-08,711.8358465809,388.0462
2016-11-09,721.5015099357,388.8122
2016-11-10,713.4076156049,389.178
2016-11-11,715.7033106371,389.5789
2016-11-12,703.8475511397,389.6797
2016-11-13,703.626435301,389.8246
2016-11-14,705.6435841613,390.1631
2016-11-15,712.3471528346,390.6671
2016-11-16,742.0501175921,392.0763
2016-11-17,735.3180805377,392.7886
2016-11-18,749.578727294,393.5663
2016-11-19,751.2138194039,393.9455
2016-11-20,730.3508136178,394.0253
2016-11-21,736.5069839275,394.4995
2016-11-22,747.9976779661,395.2241
2016-11-23,741.2403179427,396.4587
2016-11-24,737.354975979,397.5317
2016-11-25,739.6852001753,397.8315
2016-11-26,734.6529258913,398.1314
2016-11-27,727.7411158387,398.3662
2016-11-28,730.0824837522,398.7733
2016-11-29,731.6464357101,399.0581
2016-11-30,742.204451315,399.5894
2016-12-01,753.674910111,400.3405
2016-12-02,772.3023827294,401.405
2016-12-03,766.1104681473,404.5038
2016-12-04,766.3801390999,404.7902
2016-12-05,752.670726242,405.1383
2016-12-06,759.1173257744,405.5179
2016-12-07,764.9876500877,406.0482
2016-12-08,767.6592246347,406.7617
2016-12-09,771.9023210988,407.14
2016-12-10,775.4745613092,407.8222
2016-12-11,770.4961504968,408.0969
2016-12-12,778.5065990649,408.6941
2016-12-13,778.9306945646,409.2364
2016-12-14,776.9639614845,409.7332
2016-12-15,776.1767819988,410.3797
2016-12-16,782.2302158971,410.8923
2016-12-17,789.6029322034,411.4222
2016-12-18,790.632966526,412.0193
2016-12-19,790.2790316774,412.3874
2016-12-20,799.7775207481,413.2283
2016-12-21,828.4836792519,415.1838
2016-12-22,858.5014339568,417.1723
2016-12-23,915.5624383402,420.4614
2016-12-24,891.1552720631,421.0805
2016-12-25,896.0032793103,421.8693
2016-12-26,903.2012466394,422.8977
2016-12-27,925.9508104617,424.4668
2016-12-28,979.9609739918,427.4988
2016-12-29,973.4625594389,429.6278
2016-12-30,961.1826581531,430.9646
2016-12-31,968.9705970193,431.73
2017-01-01,997.2573579778,433.2248
2017-01-02,1017.07788609,435.5343
2017-01-03,1032.6090531853,437.9712
2017-01-04,1134.4964453536,443.561
2017-01-05,1000.4981289305,447.2419
2017-01-06,892.46395564,445.8641
2017-01-07,903.4532836353,446.0842
2017-01-08,912.4849970777,446.6293
2017-01-09,903.508666803,447.1642
2017-01-10,906.4989473992,447.6712
2017-01-11,788.3146559906,445.7639
2017-01-12,807.1098335476,445.7264
2017-01-13,826.7469274109,446.0061
2017-01-14,820.0451572764,445.9443
2017-01-15,824.5470651666,446.1266
2017-01-16,830.8380350672,446.3148
2017-01-17,906.0268281122,447.8909
2017-01-18,881.2598153711,448.1547
2017-01-19,902.2638699591,448.879
2017-01-20,895.1745161894,449.242
2017-01-21,924.4682594974,450.034
2017-01-22,922.4670773816,450.7863
2017-01-23,919.1157441262,451.4109
2017-01-24,887.7431938048,451.8887
2017-01-25,895.6900332554,452.6695
2017-01-26,916.6674685564,453.5707
2017-01-27,920.4544634717,454.074
2017-01-28,922.7749485681,454.417
2017-01-29,915.6320231444,455.7012
2017-01-30,920.3132607832,456.2179
2017-01-31,968.4991056692,457.4158
2017-02-01,987.532590415,458.6286
2017-02-02,1007.7043659848,460.0314
2017-02-03,1015.3020394506,461.7206
2017-02-04,1033.7859729983,462.7668
2017-02-05,1014.5678757452,463.4524
2017-02-06,1023.3174811806,464.6085
2017-02-07,1053.6244590298,466.3889
2017-02-08,1052.3676453536,467.5618
2017-02-09,982.7519394506,467.9051
2017-02-10,996.6501531268,469.2435
2017-02-11,1011.3753222092,469.6523
2017-02-12,1006.2964648743,470.2272
2017-02-13,999.9531849795,471.074
2017-02-14,1012.2134635301,471.8889
2017-02-15,1013.9038405026,472.3199
2017-02-16,1036.8068647575,473.3033
2017-02-17,1058.669920339,475.1182
2017-02-18,1060.6688048802,475.9524
2017-02-19,1058.7864003507,476.6408
2017-02-20,1088.6884292227,477.7533
2017-02-21,1128.8552931619,479.6878
2017-02-22,1129.7017906487,482.1348
2017-02-23,1188.8617855056,484.9503
2017-02-24,1185.4888915839,488.3958
2017-02-25,1151.604736879,488.9879
2017-02-26,1181.7108658679,489.9301
2017-02-27,1194.1524501461,491.4499
2017-02-28,1188.3999407364,492.6105
2017-03-01,1228.4596506137,495.1153
2017-03-02,1262.9314673875,498.0583
2017-03-03,1289.3631911163,501.4391
2017-03-04,1268.9406644068,502.7049
2017-03-05,1276.273682934,504.03
2017-03-06,1282.2546566336,506.269
2017-03-07,1234.476462069,507.2284
2017-03-08,1152.1393892461,507.5358
2017-03-09,1193.4555265926,508.5202
2017-03-10,1098.5301490357,507.9656
2017-03-11,1176.822921391,509.1785
2017-03-12,1231.7483566336,510.5635
2017-03-13,1239.3962963179,514.1036
2017-03-14,1246.5365648743,515.5034
2017-03-15,1258.6513814728,517.8609
2017-03-16,1178.0207503799,518.7702
2017-03-17,1072.0825381648,517.8623
2017-03-18,962.569056166,516.7868
2017-03-19,1020.2202535359,517.526
2017-03-20,1037.7563458796,517.6418
2017-03-21,1111.8182635885,519.6536
2017-03-22,1037.3025701344,519.988
2017-03-23,1028.1728562829,519.8038
2017-03-24,935.0634962011,519.2137
2017-03-25,968.5433292811,519.8987
2017-03-26,962.958054588,520.3635
2017-03-27,1042.9191977791,521.8002
2017-03-28,1045.1629316189,522.7398
2017-03-29,1039.6886157803,523.1735
2017-03-30,1037.9876614261,523.8032
2017-03-31,1081.7435310929,525.8223
2017-04-01,1089.5247718293,526.6907
2017-04-02,1105.5629557569,527.5086
2017-04-03,1144.6647710111,529.3179
2017-04-04,1141.9219187025,530.3237
2017-04-05,1135.8116437756,531.4092
2017-04-06,1194.5964593805,533.3995
2017-04-07,1191.7314510812,535.2551
2017-04-08,1184.417720339,535.9328
2017-04-09,1213.6341398013,537.3327
2017-04-10,1211.6498762127,538.5703
2017-04-11,1229.7849329047,540.0635
2017-04-12,1216.1143678551,541.3961
2017-04-13,1172.5583396844,541.5871
2017-04-14,1174.3332335476,542.36
2017-04-15,1175.5621890123,542.7571
2017-04-16,1173.6913798948,543.061
2017-04-17,1191.9012014611,544.8291
2017-04-18,1202.1314580362,546.0096
2017-04-19,1209.5609088837,546.9799
2017-04-20,1235.8030745178,548.5714
2017-04-21,1247.3360702513,549.6314
2017-04-22,1243.5503925774,550.2035
2017-04-23,1250.0014832262,550.9652
2017-04-24,1257.239442256,552.4613
2017-04-25,1279.8647174167,554.2053
2017-04-26,1296.4854574518,555.9142
2017-04-27,1345.8899556692,558.4693
2017-04-28,1347.9851555231,561.4079
2017-04-29,1357.7152534191,562.8442
2017-04-30,1381.9563722969,564.8994
2017-05-01,1436.9414880187,568.9497
2017-05-02,1463.8190684687,572.4563
2017-05-03,1519.4089444769,576.1012
2017-05-04,1539.8300515488,581.6202
2017-05-05,1529.8504430158,585.9224
2017-05-06,1573.2855096143,589.0114
2017-05-07,1526.2677717125,590.394
2017-05-08,1685.0864963179,597.4916
2017-05-09,1719.2280135593,603.2347
2017-05-10,1782.499,608.378
2017-05-11,1835.4875482174,615.5636
2017-05-12,1704.6616410871,617.9721
2017-05-13,1779.840256692,621.2246
2017-05-14,1794.5935505552,623.1567
2017-05-15,1736.8828461134,625.7461
2017-05-16,1757.0269485681,628.5926
2017-05-17,1808.746064699,634.3332
2017-05-18,1894.2472645529,638.4451
2017-05-19,1967.5455476914,644.6527
2017-05-20,2048.1176779953,650.2197
2017-05-21,2045.2224931619,654.9416
2017-05-22,2078.9435000292,665.3448
2017-05-23,2257.2883638223,678.395
