d,price_usd,realized_price
2018-11-25,3946.8508743425,4786.7436
2018-11-26,3700.2859926943,4770.6946
2018-11-27,3776.5559053185,4756.0418
2018-11-28,4208.4752691409,4752.6566
2018-11-29,4239.0394883109,4755.9731
2018-11-30,3973.3340523086,4745.0126
2018-12-01,4148.0737255991,4748.9917
2018-12-02,4098.7467638808,4745.6485
2018-12-03,3843.9766659848,4759.5199
2018-12-04,3892.9516469901,4786.2635
2018-12-05,3709.52085827,4727.0837
2018-12-06,3511.9689815897,4692.5221
2018-12-07,3372.9956925774,4678.1602
2018-12-08,3407.951194623,4674.2556
2018-12-09,3540.439575979,4672.4078
2018-12-10,3413.5925841613,4663.3391
2018-12-11,3352.5642001753,4641.5307
2018-12-12,3423.0129178843,4635.3762
2018-12-13,3260.341582408,4628.1154
2018-12-14,3198.9474736996,4617.5896
2018-12-15,3185.074043834,4612.8361
2018-12-16,3195.4145552309,4608.418
2018-12-17,3499.1564818819,4605.813
2018-12-18,3659.5273793104,4594.5048
2018-12-19,3697.7253033314,4589.235
2018-12-20,4067.7377077732,4590.5222
2018-12-21,3839.0851084161,4583.0481
2018-12-22,3964.9461163063,4582.7198
2018-12-23,3942.6669959088,4579.6671
2018-12-24,4040.0457895967,4577.4311
2018-12-25,3761.5840108124,4572.7494
2018-12-26,3807.6574535359,4570.5473
2018-12-27,3585.4605359439,4564.4083
2018-12-28,3881.0548848627,4552.4317
2018-12-29,3823.1383261251,4549.6607
2018-12-30,3825.4074628872,4545.9204
2018-12-31,3687.1999400935,4540.1272
2019-01-01,3808.1178316774,4538.3172
2019-01-02,3898.1974880187,4537.6789
2019-01-03,3784.3886347165,4532.9
2019-01-04,3827.5245943893,4531.0815
2019-01-05,3798.6139549971,4529.8889
2019-01-06,4045.9937749854,4528.4218
2019-01-07,4001.0182781999,4525.231
2019-01-08,3992.6227893045,4522.7454
2019-01-09,4004.2590356517,4522.433
2019-01-10,3627.9034500292,4480.1793
2019-01-11,3624.1614210988,4475.586
2019-01-12,3617.0220783168,4473.4151
2019-01-13,3508.6701081239,4470.5888
2019-01-14,3666.9451937464,4469.1158
2019-01-15,3581.293015488,4471.5722
2019-01-16,3606.9865756867,4470.1149
2019-01-17,3640.1291306254,4467.3484
2019-01-18,3609.4267361192,4465.0084
2019-01-19,3687.3019611338,4463.158
2019-01-20,3538.313722969,4460.8105
2019-01-21,3535.623393045,4458.7027
2019-01-22,3577.3083497954,4449.4678
2019-01-23,3551.8938211572,4446.8367
2019-01-24,3567.5889336645,4445.2278
2019-01-25,3561.3504979544,4442.1105
2019-01-26,3557.0399152542,4439.7463
2019-01-27,3537.6141306254,4437.6498
2019-01-28,3435.0525140269,4431.019
2019-01-29,3395.8237632963,4426.9455
2019-01-30,3437.8958661601,4421.8621
2019-01-31,3410.131616014,4418.7765
2019-02-01,3445.0498912916,4415.9164
2019-02-02,3461.9351174752,4414.4854
2019-02-03,3413.0216163063,4412.8083
2019-02-04,3411.3879617183,4408.347
2019-02-05,3426.4650113968,4406.1372
2019-02-06,3367.5063649912,4401.3394
2019-02-07,3358.8735990649,4397.648
2019-02-08,3612.4796192285,4396.8767
2019-02-09,3621.2681209819,4396.4557
2019-02-10,3642.0223591467,4396.0219
2019-02-11,3590.6184836353,4393.959
2019-02-12,3587.9024658095,4391.1515
2019-02-13,3576.0853725891,4381.2572
2019-02-14,3561.9163834015,4379.886
2019-02-15,3565.0069237288,4377.8625
2019-02-16,3584.73600263,4374.218
2019-02-17,3622.7574289889,4372.709
2019-02-18,3866.1292171245,4372.4221
2019-02-19,3895.4352109877,4370.3613
2019-02-20,3931.6138290473,4374.0289
2019-02-21,3892.2617942724,4371.0155
2019-02-22,3948.3005105202,4370.9252
2019-02-23,4110.1511212741,4369.1136
2019-02-24,3754.183789889,4365.6569
2019-02-25,3822.0186966686,4362.734
2019-02-26,3796.1750683811,4361.631
2019-02-27,3799.3819924021,4360.1476
2019-02-28,3792.947722969,4358.1035
2019-03-01,3810.6326925774,4357.033
2019-03-02,3809.6433909994,4355.7951
2019-03-03,3782.3818702513,4355.1508
2019-03-04,3698.1618550555,4350.3918
2019-03-05,3840.1280490941,4350.7157
2019-03-06,3851.9984254822,4349.766
2019-03-07,3855.9231683226,4349.1605
2019-03-08,3839.233552893,4347.1772
2019-03-09,3910.3611665693,4346.9834
2019-03-10,3903.9119509059,4346.1084
2019-03-11,3851.5689216832,4343.9425
2019-03-12,3858.9148237873,4341.6741
2019-03-13,3851.9574663939,4340.8709
2019-03-14,3853.7832650497,4339.4358
2019-03-15,3901.9142068966,4338.8044
2019-03-16,3989.7960768556,4336.4355
2019-03-17,3967.1434944477,4336.4212
2019-03-18,3969.4401458212,4335.3256
2019-03-19,3996.1679035652,4335.7182
2019-03-20,4030.6552758621,4335.563
2019-03-21,3976.2738500877,4333.9071
2019-03-22,3983.8876458212,4332.7875
2019-03-23,3981.7760330216,4332.1034
2019-03-24,3970.6669880187,4331.4573
2019-03-25,3908.2388386908,4329.3319
2019-03-26,3917.763402104,4327.7334
2019-03-27,4027.0079178843,4328.2725
2019-03-28,4010.9374620105,4327.9651
2019-03-29,4089.4610400351,4330.2711
2019-03-30,4091.8910383402,4330.2038
2019-03-31,4094.3178147282,4326.1174
2019-04-01,4138.4178077148,4326.396
2019-04-02,4903.719462069,4343.7256
2019-04-03,4960.2276027469,4349.0944
2019-04-04,4911.2697024547,4352.4652
2019-04-05,5033.2254836938,4353.4549
2019-04-06,5044.3568459381,4354.5242
2019-04-07,5189.1119555815,4356.1606
2019-04-08,5283.4230248393,4360.0079
2019-04-09,5195.5779088253,4362.3734
2019-04-10,5311.7416032729,4366.3659
2019-04-11,5050.6660085915,4365.4868
2019-04-12,5082.8614320281,4367.9032
2019-04-13,5074.7906925774,4368.9218
2019-04-14,5156.8040406195,4365.1676
2019-04-15,5042.897738457,4364.0549
2019-04-16,5205.9629574518,4366.5349
2019-04-17,5226.3522151958,4369.3552
2019-04-18,5278.5023395675,4370.8625
2019-04-19,5289.9512191116,4382.0084
2019-04-20,5313.9732621274,4382.7858
2019-04-21,5295.7338281707,4382.5994
2019-04-22,5383.7999753361,4384.3965
2019-04-23,5544.8627118644,4389.2
2019-04-24,5431.9479196376,4384.4643
2019-04-25,5127.6731673875,4381.475
2019-04-26,5150.1646606663,4376.6714
2019-04-27,5181.807763647,4376.0217
2019-04-28,5148.6696154296,4376.2349
2019-04-29,5148.8004932788,4374.202
2019-04-30,5266.6182025132,4376.6763
2019-05-01,5315.1753290473,4363.8645
2019-05-02,5393.1293763881,4364.5037
2019-05-03,5658.4303883694,4368.8917
2019-05-04,5774.7124286967,4371.4884
2019-05-05,5728.3517022209,4374.2308
2019-05-06,5691.6883740503,4380.2682
2019-05-07,5825.744893045,4384.5369
2019-05-08,5931.8005949737,4389.8193
2019-05-09,6150.1404447691,4395.202
2019-05-10,6357.463493571,4400.4523
2019-05-11,7325.0828603156,4427.8063
2019-05-12,6942.6231745178,4434.2119
2019-05-13,7798.9057360023,4462.8042
2019-05-14,7955.5576823495,4491.2723
2019-05-15,8215.2068383986,4522.1122
2019-05-16,7862.0716023378,4549.8129
2019-05-17,7326.9206818819,4548.7987
2019-05-18,7277.9875634132,4550.1408
2019-05-19,8219.7427869667,4561.4115
2019-05-20,7981.1393789597,4567.8763
2019-05-21,7983.8084773817,4575.3169
2019-05-22,7667.9021148451,4576.679
2019-05-23,7897.4712936879,4584.4
2019-05-24,7987.1003676213,4592.9302
2019-05-25,8061.5917607247,4598.5333
2019-05-26,8731.5249558738,4610.1844
2019-05-27,8816.7867083577,4623.0188
2019-05-28,8719.1258483343,4635.2204
2019-05-29,8655.4885061368,4702.2303
2019-05-30,8271.6219631794,4705.4779
2019-05-31,8556.222185564,4714.7938
2019-06-01,8554.8073296318,4719.9964
2019-06-02,8744.3537454705,4725.408
2019-06-03,8173.4012705435,4732.684
2019-06-04,7649.9393319696,4703.6921
2019-06-05,7798.5444663939,4708.9087
2019-06-06,7776.7133261251,4709.3293
2019-06-07,8023.950093045,4714.8778
2019-06-08,7939.8051548802,4716.2028
2019-06-09,7634.0657507306,4716.9741
2019-06-10,7993.3025385739,4726.6468
2019-06-11,7922.4836271186,4729.51
2019-06-12,8146.7561250731,4736.2526
2019-06-13,8232.7773413793,4741.0386
2019-06-14,8698.0048150205,4755.5658
2019-06-15,8850.584816014,4761.4862
2019-06-16,9019.5170067212,4774.8582
2019-06-17,9340.5721887785,4787.1947
2019-06-18,9047.1327444769,4793.0325
2019-06-19,9285.0556765634,4807.1516
2019-06-20,9546.7197781999,4819.4678
2019-06-21,10083.4863136762,4838.0033
2019-06-22,10685.2952327878,4863.8479
2019-06-23,10794.4276963764,4876.2506
2019-06-24,11004.2069094681,4897.1433
2019-06-25,11726.2638308007,4927.3601
2019-06-26,12863.4606849795,5001.8047
2019-06-27,11109.7978418469,5015.1597
2019-06-28,12358.2079582116,5061.345
2019-06-29,11944.3515473407,5075.5917
2019-06-30,10842.6167109877,5089.9277
2019-07-01,10569.5517282291,5092.3302
2019-07-02,10766.0833162186,5102.3992
2019-07-03,11952.0248935126,5126.1526
2019-07-04,11177.0103787551,5140.625
2019-07-05,10998.3991004676,5143.2755
2019-07-06,11208.225600526,5148.1759
2019-07-07,11456.1836039158,5154.4964
2019-07-08,12319.6228758036,5178.3689
2019-07-09,12579.107616014,5199.7444
2019-07-10,12106.7829313267,5233.5844
2019-07-11,11294.678028346,5236.1922
2019-07-12,11813.3237158971,5253.6867
2019-07-13,11346.837148159,5255.8198
2019-07-14,10283.0757891292,5249.7923
2019-07-15,10926.3802741087,5257.1801
2019-07-16,9471.1408647575,5248.5607
2019-07-17,9674.8824611338,5257.7612
2019-07-18,10679.8906896552,5278.9039
2019-07-19,10532.2027291058,5287.2459
2019-07-20,10862.6485479252,5293.7513
2019-07-21,10589.7064907656,5299.7835
2019-07-22,10318.5609251899,5299.7802
2019-07-23,9866.6489403857,5296.0244
2019-07-24,9792.7875365284,5314.231
2019-07-25,9897.1867860316,5316.0023
2019-07-26,9836.6967881356,5318.9193
2019-07-27,9446.6720520748,5317.7861
2019-07-28,9529.7887919345,5318.4168
2019-07-29,9504.1589159556,5415.2652
2019-07-30,9589.1092060199,5418.3249
2019-07-31,10059.0040189947,5423.1674
2019-08-01,10400.3070143776,5430.4905
2019-08-02,10529.6944544126,5436.9553
2019-08-03,10810.4216686148,5442.3924
2019-08-04,10986.5089291058,5447.9193
2019-08-05,11790.0239375804,5478.3988
2019-08-06,11423.4970017534,5498.3213
2019-08-07,11967.2735473407,5516.5066
2019-08-08,11938.2346108708,5534.297
2019-08-09,11858.3410984804,5541.7292
2019-08-10,11303.7305618936,5543.1282
2019-08-11,11530.195242256,5549.5497
2019-08-12,11384.6962465809,5555.0212
2019-08-13,10867.05475827,5560.9551
2019-08-14,10024.3795917008,5563.0805
2019-08-15,10310.0858696669,5564.5717
2019-08-16,10373.3219028054,5567.1
2019-08-17,10207.1555616598,5566.9153
2019-08-18,10331.3099760374,5568.6284
2019-08-19,10884.6297744009,5573.771
2019-08-20,10771.3923793688,5581.2492
2019-08-21,10096.8302238457,5579.3741
2019-08-22,10119.7145248393,5578.9155
2019-08-23,10414.1441725891,5602.3729
2019-08-24,10147.0871548802,5603.0368
2019-08-25,10100.3567783752,5604.47
2019-08-26,10362.6434723553,5609.2837
2019-08-27,10168.221571654,5612.9566
2019-08-28,9724.799978083,5611.2419
2019-08-29,9482.3117349503,5607.2728
2019-08-30,9577.678823495,5607.1609
2019-08-31,9605.0244614261,5606.8017
2019-09-01,9762.9365568966,5609.6119
2019-09-02,10377.3383845704,5617.0844
2019-09-03,10618.7815058445,5625.3693
2019-09-04,10577.2410839275,5630.0589
2019-09-05,10580.1846995909,5635.5775
2019-09-06,10330.8497312098,5680.2359
2019-09-07,10494.5069649328,5684.0068
2019-09-08,10407.2656573933,5686.6251
2019-09-09,10332.4644424313,5688.029
2019-09-10,10085.9519243133,5687.7118
2019-09-11,10142.1480603741,5704.6901
2019-09-12,10403.3599707773,5708.8848
2019-09-13,10345.3387469316,5712.2321
2019-09-14,10363.4528963179,5714.2645
2019-09-15,10306.1696674459,5715.8698
2019-09-16,10257.822761543,5716.6922
2019-09-17,10195.6111811806,5718.7579
2019-09-18,10161.3188664524,5725.5423
2019-09-19,10268.3926291642,5727.5064
2019-09-20,10170.1251161309,5728.8757
2019-09-21,9986.4061081239,5728.8293
2019-09-22,10047.0134748685,5729.5987
2019-09-23,9692.7410479252,5727.159
2019-09-24,8613.6712485097,5713.1258
2019-09-25,8424.1576464056,5700.5126
2019-09-26,8091.6952992402,5680.2162
2019-09-27,8186.7796392753,5680.0344
2019-09-28,8201.9790134424,5676.4576
2019-09-29,8064.5080623612,5674.4101
2019-09-30,8282.3654541204,5673.0567
2019-10-01,8314.5513901227,5668.1949
2019-10-02,8362.5307323203,5667.1939
2019-10-03,8254.3399102864,5664.4675
2019-10-04,8165.6861512566,5662.3938
2019-10-05,8141.6337137931,5662.0213
2019-10-06,7854.6098129749,5659.3694
2019-10-07,8226.0234292811,5659.4502
2019-10-08,8190.1151207481,5659.6218
2019-10-09,8598.3319207481,5661.3614
2019-10-10,8578.0903793103,5661.2115
2019-10-11,8289.8540289305,5658.4999
2019-10-12,8323.7501440678,5659.1084
2019-10-13,8291.2506514319,5658.2999
2019-10-14,8346.3684365868,5684.0817
2019-10-15,8160.7126275278,5678.9449
2019-10-16,8003.8559231444,5675.5903
2019-10-17,8072.4893822911,5673.8296
2019-10-18,7959.331993571,5671.5459
2019-10-19,7948.4773372297,5671.5058
2019-10-20,8213.7090392753,5672.4424
2019-10-21,8211.6545587376,5670.2851
2019-10-22,8029.2053728814,5667.9054
2019-10-23,7458.0358568089,5656.4818
2019-10-24,7454.3711381648,5645.3702
2019-10-25,8656.655177557,5656.7135
2019-10-26,9249.6467609585,5672.7855
2019-10-27,9558.1560440094,5678.7892
2019-10-28,9319.1781416715,5687.8163
2019-10-29,9431.2071239042,5696.1425
2019-10-30,9182.8550651666,5697.2055
2019-10-31,9155.2772987727,5699.0245
2019-11-01,9251.3812934541,5708.0139
2019-11-02,9300.1908375219,5709.9705
2019-11-03,9209.6386960842,5709.8158
2019-11-04,9418.3601306254,5713.3284
2019-11-05,9330.787222969,5697.9439
2019-11-06,9354.9333822911,5699.0738
2019-11-07,9210.7482223846,5700.7353
2019-11-08,8791.3339349503,5695.7082
2019-11-09,8810.7845619521,5694.9441
2019-11-10,9042.8907232028,5696.595
2019-11-11,8713.2079295734,5695.7159
2019-11-12,8788.9581429573,5697.2395
2019-11-13,8766.7294305085,5707.0521
2019-11-14,8645.4358036236,5705.6756
2019-11-15,8465.8778885447,5703.9981
2019-11-16,8477.6902428404,5703.4672
2019-11-17,8505.1612232613,5703.5546
2019-11-18,8183.5334135009,5699.4295
2019-11-19,8116.8206725891,5697.5103
2019-11-20,8076.5546600818,5694.2848
2019-11-21,7612.2774880187,5685.2047
2019-11-22,7277.524273232,5670.2845
2019-11-23,7324.8361785506,5663.285
2019-11-24,6943.3806560491,5661.7738
2019-11-25,7139.0446859731,5655.9294
2019-11-26,7165.4377302747,5649.1185
2019-11-27,7526.86381654,5646.6796
2019-11-28,7436.3363817066,5644.8724
2019-11-29,7747.7380420807,5645.0136
2019-11-30,7556.1937212157,5641.1716
2019-12-01,7417.7272060199,5639.5152
2019-12-02,7318.3125218001,5635.0511
2019-12-03,7306.4462333139,5630.424
2019-12-04,7215.0203448276,5625.8958
2019-12-05,7404.0867949737,5623.8022
2019-12-06,7534.2083559322,5621.7333
2019-12-07,7512.06140263,5621.426
2019-12-08,7528.9402694331,5621.2439
2019-12-09,7340.2274590883,5618.7178
2019-12-10,7232.0917837522,5615.675
2019-12-11,7200.4644459965,5612.5248
2019-12-12,7192.8490242548,5609.8199
2019-12-13,7244.9037200468,5609.0398
2019-12-14,7071.1070902981,5607.2638
2019-12-15,7111.2866699591,5607.0906
2019-12-16,6882.3957953244,5602.6779
2019-12-17,6608.9619798364,5595.1042
2019-12-18,7284.6254836353,5590.6464
2019-12-19,7146.1676376388,5589.9507
2019-12-20,7184.2191720631,5590.5208
2019-12-21,7140.29801128,5590.0821
2019-12-22,7479.4024078901,5591.1483
2019-12-23,7321.7487238457,5590.226
2019-12-24,7235.6290838106,5590.3442
2019-12-25,7191.1741656926,5580.9412
2019-12-26,7194.6397583285,5579.6187
2019-12-27,7237.1504472823,5578.0655
2019-12-28,7306.6433082992,5577.9641
2019-12-29,7391.578521391,5571.6629
2019-12-30,7229.3971006429,5571.7205
2019-12-31,7167.3950546464,5569.8569
2020-01-01,7170.6318687902,5569.7029
2020-01-02,6946.8252691409,5568.354
2020-01-03,7315.3093603156,5570.2367
2020-01-04,7343.1641943893,5569.3014
2020-01-05,7345.5306918177,5569.3758
2020-01-06,7765.7977346581,5573.143
2020-01-07,8136.0868419053,5577.5703
2020-01-08,8059.699528872,5580.1593
2020-01-09,7817.1360932203,5582.7159
2020-01-10,8129.8179199299,5586.729
2020-01-11,8032.0054950322,5587.2783
2020-01-12,8164.5499931619,5588.9331
2020-01-13,8121.9256676213,5590.6635
2020-01-14,8830.1678734658,5607.7459
2020-01-15,8811.4482025132,5617.0967
2020-01-16,8718.6869980129,5622.1074
2020-01-17,8912.5419041496,5627.7305
2020-01-18,8928.1807565751,5629.9445
2020-01-19,8687.3548366452,5629.6548
2020-01-20,8636.2587862069,5629.3851
2020-01-21,8730.8675601987,5631.3772
2020-01-22,8647.9004739918,5632.1851
2020-01-23,8366.3846139684,5632.1175
2020-01-24,8423.3909581531,5634.6007
2020-01-25,8344.7745689655,5635.4365
2020-01-26,8573.874809585,5637.1567
2020-01-27,8901.9592848627,5641.553
2020-01-28,9297.3883176505,5648.9802
2020-01-29,9311.9475435418,5659.7725
2020-01-30,9508.9209649328,5670.1078
2020-01-31,9357.284782408,5680.2842
2020-02-01,9381.8860286382,5682.6233
2020-02-02,9339.387063121,5682.3871
2020-02-03,9279.8125205143,5686.3021
2020-02-04,9161.6271977206,5687.9856
2020-02-05,9628.1367758621,5694.1973
2020-02-06,9739.2804364699,5709.7877
2020-02-07,9800.2793998247,5732.1236
2020-02-08,9911.2934084161,5740.211
2020-02-09,10151.0832026885,5746.739
2020-02-10,9872.3618730567,5761.6198
2020-02-11,10272.2225558738,5773.4029
2020-02-12,10360.1352229106,5781.0556
2020-02-13,10235.4973226184,5787.6205
2020-02-14,10361.6156901812,5794.0838
2020-02-15,9911.7243270018,5793.7645
2020-02-16,9952.0466115722,5796.3374
2020-02-17,9683.0796277031,5796.1071
2020-02-18,10195.3037904734,5811.7595
2020-02-19,9636.0022986558,5812.0308
2020-02-20,9614.030122443,5811.3565
2020-02-21,9701.7975026885,5813.5913
2020-02-22,9675.2490575687,5815.158
2020-02-23,9972.8424230859,5818.9999
2020-02-24,9648.0078831093,5820.278
2020-02-25,9344.2871400935,5826.7402
2020-02-26,8798.8889485681,5821.2223
2020-02-27,8779.0294818819,5817.735
2020-02-28,8750.5934459965,5816.8448
2020-02-29,8582.0902996493,5815.1505
2020-03-01,8541.7738939217,5813.5722
2020-03-02,8906.2147564582,5816.9028
2020-03-03,8768.8106142022,5818.5516
2020-03-04,8756.36957218,5804.3133
2020-03-05,9062.6158027469,5806.0134
2020-03-06,9147.0850589714,5808.4689
2020-03-07,8898.3069567504,5807.9151
2020-03-08,8109.6145411455,5803.6924
2020-03-09,7896.3853198714,5793.527
2020-03-10,7909.927875453,5787.3247
2020-03-11,7939.341334775,5772.7112
2020-03-12,4959.3134143776,5651.8383
2020-03-13,5627.6923883694,5614.7314
2020-03-14,5145.172506429,5596.0428
2020-03-15,5358.6106633548,5589.7799
2020-03-16,5012.9273877849,5566.4582
2020-03-17,5416.7547106955,5557.6053
2020-03-18,5392.4878359439,5553.6119
2020-03-19,6203.5516320865,5558.1165
2020-03-20,6174.1494760374,5548.5289
2020-03-21,6175.8310222092,5547.9265
2020-03-22,5830.5609796026,5546.5433
2020-03-23,6486.4086573349,5548.2559
2020-03-24,6775.0576189363,5557.7739
2020-03-25,6689.969012858,5556.1823
2020-03-26,6754.4603360608,5557.4385
2020-03-27,6490.7954150205,5553.7025
2020-03-28,6231.8198902396,5550.5522
2020-03-29,5904.8575867914,5545.0737
2020-03-30,6436.9057001753,5543.7077
2020-03-31,6432.3832421391,5541.0489
2020-04-01,6643.1100087084,5525.2086
2020-04-02,6792.7422220923,5525.6113
2020-04-03,6751.9025517826,5524.9454
2020-04-04,6859.9891686733,5525.3867
2020-04-05,6790.8124726476,5525.6362
2020-04-06,7298.1737451783,5534.3584
2020-04-07,7187.5933366452,5532.3318
2020-04-08,7372.1947639977,5535.5118
2020-04-09,7299.5791879018,5536.556
2020-04-10,6859.8226747516,5514.6086
2020-04-11,6883.1822289597,5514.1111
2020-04-12,6978.666286616,5514.3723
2020-04-13,6863.575533197,5512.9031
2020-04-14,6875.5385034483,5512.4548
2020-04-15,6625.4757751023,5509.6383
2020-04-16,7127.7922822326,5511.3604
2020-04-17,7081.395198422,5511.5411
2020-04-18,7262.7923436002,5513.0043
2020-04-19,7150.2442154588,5512.9287
2020-04-20,6853.2734147867,5509.1857
2020-04-21,6870.4236986558,5507.8649
2020-04-22,7123.6569199299,5509.3372
2020-04-23,7488.6051652835,5514.5088
2020-04-24,7506.4433164816,5517.9132
2020-04-25,7537.7382091175,5519.1902
2020-04-26,7684.0685216832,5520.8621
2020-04-27,7777.4915185856,5531.9345
2020-04-28,7769.899698422,5533.4619
2020-04-29,8761.83716955,5576.3516
2020-04-30,8652.4109912332,5590.0024
2020-05-01,8855.53525827,5599.4649
2020-05-02,8977.281705377,5604.3842
2020-05-03,8896.7956383986,5608.1741
2020-05-04,8881.9543045003,5612.9262
2020-05-05,8985.8795993571,5617.6019
2020-05-06,9266.8130730567,5630.7602
2020-05-07,9993.7531768556,5670.3237
2020-05-08,9859.3236046172,5682.4459
2020-05-09,9577.3389223846,5682.9408
2020-05-10,8715.0332932203,5679.6036
2020-05-11,8591.6528843367,5673.7654
2020-05-12,8817.2506811222,5673.9592
2020-05-13,9322.9972020456,5683.8266
2020-05-14,9801.2694877265,5693.4795
2020-05-15,9326.8758589129,5695.102
2020-05-16,9395.4753893045,5696.869
2020-05-17,9682.5324811806,5700.4677
2020-05-18,9726.8500220924,5711.294
2020-05-19,9754.2014620105,5719.4225
2020-05-20,9515.702550263,5720.7132
2020-05-21,9068.8012293396,5717.6309
2020-05-22,9161.8150338983,5717.8648
2020-05-23,9183.6621250731,5719.467
2020-05-24,8806.2306571596,5718.0092
2020-05-25,8909.1925815313,5714.5728
2020-05-26,8835.1372533606,5713.9163
2020-05-27,9169.0574392168,5717.8302
2020-05-28,9568.2618530099,5721.865
2020-05-29,9432.4133334307,5724.5642
2020-05-30,9691.6804911748,5727.4211
2020-05-31,9433.9438466394,5727.7839
2020-06-01,10199.1350542373,5747.4066
2020-06-02,9512.3465330216,5745.7023
2020-06-03,9642.2734003507,5749.7277
2020-06-04,9813.360679135,5755.6728
2020-06-05,9641.8916225599,5756.6571
2020-06-06,9668.6705385739,5758.7269
2020-06-07,9747.5801110462,5760.6232
2020-06-08,9769.3423614845,5770.6487
2020-06-09,9779.4221656634,5774.4278
2020-06-10,9888.4441746932,5778.3706
2020-06-11,9277.4511693162,5774.8756
2020-06-12,9456.1615333139,5776.6756
2020-06-13,9461.3337986558,5777.6971
2020-06-14,9342.955635301,5778.4082
2020-06-15,9441.38321128,5780.6664
2020-06-16,9520.0919482759,5783.6781
2020-06-17,9448.6935606078,5784.4193
2020-06-18,9389.9907663939,5798.7858
2020-06-19,9285.991582934,5798.2545
2020-06-20,9357.2924644652,5799.6078
2020-06-21,9284.7693718293,5800.8552
2020-06-22,9684.6201847458,5806.2998
2020-06-23,9611.7259982466,5809.309
2020-06-24,9292.9435435418,5806.5001
2020-06-25,9247.1214324956,5805.4454
2020-06-26,9159.4377720631,5820.3365
2020-06-27,9002.1656171829,5819.8997
2020-06-28,9108.0656745763,5820.3548
2020-06-29,9184.247366277,5821.936
2020-06-30,9143.967585301,5824.5527
2020-07-01,9241.3396123904,5826.1299
2020-07-02,9094.3872867914,5825.7554
2020-07-03,9066.6906966102,5826.1878
2020-07-04,9126.2195549386,5826.9508
2020-07-05,9079.6140180888,5827.1711
2020-07-06,9338.9425911748,5830.1449
2020-07-07,9252.1587326125,5831.1521
2020-07-08,9434.5679564582,5839.6212
2020-07-09,9231.5023475161,5840.8418
2020-07-10,9285.2210154296,5841.9402
2020-07-11,9237.1710081824,5842.4546
2020-07-12,9289.0979769141,5843.3179
2020-07-13,9236.6225011689,5843.8227
2020-07-14,9260.3569868498,5846.8546
2020-07-15,9196.7255589714,5849.0651
2020-07-16,9132.5923120982,5849.3219
2020-07-17,9156.4687097604,5849.4097
2020-07-18,9175.9053085915,5849.9632
2020-07-19,9218.8423108124,5851.5664
2020-07-20,9167.1905675044,5851.7698
2020-07-21,9388.5743497954,5854.488
2020-07-22,9531.2574301578,5859.2385
2020-07-23,9609.1667153711,5863.5967
2020-07-24,9548.1007270602,5865.9703
2020-07-25,9702.4527904734,5869.2605
2020-07-26,9933.9065542373,5873.6943
2020-07-27,11046.5083295149,5900.1896
2020-07-28,10944.6129789012,5917.6048
2020-07-29,11115.7712819988,5928.888
2020-07-30,11135.3907261835,5939.6507
2020-07-31,11338.1973407949,5951.259
2020-08-01,11797.5821265342,5961.1244
2020-08-02,11094.0206841321,5964.566
2020-08-03,11236.0956805377,5983.8928
2020-08-04,11202.651909059,5989.4849
2020-08-05,11721.4384715956,6007.0845
2020-08-06,11769.3091081239,6030.7384
2020-08-07,11598.9690585038,6048.5398
2020-08-08,11743.0086350088,6061.1291
2020-08-09,11680.5173661601,6068.7236
2020-08-10,11870.3695447107,6077.3761
2020-08-11,11392.6440884278,6085.9835
2020-08-12,11575.5124736996,6092.923
2020-08-13,11773.4481155465,6102.6262
2020-08-14,11774.4082518995,6111.6156
2020-08-15,11866.9103613092,6117.2886
2020-08-16,11899.6427535944,6122.2814
2020-08-17,12315.7624166569,6144.4287
2020-08-18,11992.6959962595,6149.6715
2020-08-19,11736.8490645237,6152.964
2020-08-20,11867.5203439509,6159.6184
2020-08-21,11524.6989491525,6164.0731
2020-08-22,11682.2891503799,6166.9623
2020-08-23,11665.6092735243,6169.1542
2020-08-24,11771.4080537405,6175.8681
2020-08-25,11358.4543202805,6177.9812
2020-08-26,11472.0491204559,6182.1382
2020-08-27,11314.6737410286,6184.2179
2020-08-28,11527.8830322326,6191.5741
2020-08-29,11490.7623477499,6192.3662
2020-08-30,11698.9758329632,6197.7242
2020-08-31,11678.3482268849,6205.6907
2020-09-01,11970.364856166,6219.2971
2020-09-02,11414.5209336645,6221.1672
2020-09-03,10261.4944095266,6211.0733
2020-09-04,10471.9664133255,6212.5704
2020-09-05,10128.64358609,6208.881
2020-09-06,10253.2998980129,6208.8484
2020-09-07,10367.8783543542,6208.1049
2020-09-08,10108.6354501461,6205.6436
2020-09-09,10223.1114091175,6204.9353
2020-09-10,10334.6307302162,6205.8278
2020-09-11,10387.0207419638,6205.6018
2020-09-12,10436.9778322618,6205.4657
2020-09-13,10322.5236148451,6205.6121
2020-09-14,10662.719912332,6208.7972
2020-09-15,10779.3810249562,6213.5178
2020-09-16,10968.3205465809,6221.6687
2020-09-17,10936.2927505552,6225.5567
2020-09-18,10920.1128439509,6230.4687
2020-09-19,11073.7795478083,6236.16
2020-09-20,10921.2180998247,6238.3421
2020-09-21,10455.3799623027,6234.915
2020-09-22,10519.8391641146,6240.6846
2020-09-23,10233.2995687317,6237.4277
2020-09-24,10739.0427094097,6241.6889
2020-09-25,10683.6305806546,6245.3054
2020-09-26,10742.0304202221,6247.7045
