d,price_usd,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_8y,age_8y_
2011-01-01,0.3,1.164,12.073,25.76,51.276,9.653,0.074,0.0,0.0,0.0,0.0,0.0
2011-01-02,0.29997,1.894,11.938,25.796,50.643,9.657,0.073,0.0,0.0,0.0,0.0,0.0
2011-01-03,0.295,2.038,11.999,25.299,50.994,9.597,0.072,0.0,0.0,0.0,0.0,0.0
2011-01-04,0.29895,1.005,12.431,25.722,51.104,9.665,0.072,0.0,0.0,0.0,0.0,0.0
2011-01-05,0.2989163022,1.617,8.243,28.395,51.887,9.779,0.079,0.0,0.0,0.0,0.0,0.0
2011-01-06,0.298,1.39,7.335,28.5,52.822,9.874,0.079,0.0,0.0,0.0,0.0,0.0
2011-01-07,0.32,1.567,7.349,28.769,51.925,10.313,0.078,0.0,0.0,0.0,0.0,0.0
2011-01-08,0.3229,1.974,7.967,28.46,50.597,10.928,0.075,0.0,0.0,0.0,0.0,0.0
2011-01-09,0.323,1.193,8.296,28.737,50.802,10.897,0.075,0.0,0.0,0.0,0.0,0.0
2011-01-10,0.32659,3.054,7.692,28.684,49.788,10.708,0.073,0.0,0.0,0.0,0.0,0.0
2011-01-11,0.32659,3.7,9.469,28.375,47.921,10.464,0.071,0.0,0.0,0.0,0.0,0.0
2011-01-12,0.3187996213,1.566,11.287,26.889,49.703,10.481,0.073,0.0,0.0,0.0,0.0,0.0
2011-01-13,0.3176,5.099,10.624,25.902,47.728,10.565,0.083,0.0,0.0,0.0,0.0,0.0
2011-01-14,0.3999900058,3.938,12.72,25.199,47.107,10.939,0.098,0.0,0.0,0.0,0.0,0.0
2011-01-15,0.386,2.106,14.167,24.895,47.8,10.931,0.101,0.0,0.0,0.0,0.0,0.0
2011-01-16,0.38679,2.338,14.902,24.658,47.217,10.666,0.219,0.0,0.0,0.0,0.0,0.0
2011-01-17,0.3495,1.1,15.48,25.295,47.276,10.519,0.33,0.0,0.0,0.0,0.0,0.0
2011-01-18,0.31299,3.713,12.166,25.46,47.783,10.434,0.444,0.0,0.0,0.0,0.0,0.0
2011-01-19,0.31299,2.099,14.847,24.194,47.464,10.852,0.545,0.0,0.0,0.0,0.0,0.0
2011-01-20,0.39,2.115,14.37,25.698,45.852,11.352,0.613,0.0,0.0,0.0,0.0,0.0
2011-01-21,0.41991,2.531,13.212,26.637,44.79,12.11,0.719,0.0,0.0,0.0,0.0,0.0
2011-01-22,0.4400355289,3.162,12.274,27.919,43.761,11.871,1.013,0.0,0.0,0.0,0.0,0.0
2011-01-23,0.4424,3.685,12.786,29.319,41.461,11.684,1.065,0.0,0.0,0.0,0.0,0.0
2011-01-24,0.4199,3.406,14.482,28.415,41.098,11.411,1.187,0.0,0.0,0.0,0.0,0.0
2011-01-25,0.41,1.818,12.966,29.985,41.041,12.956,1.234,0.0,0.0,0.0,0.0,0.0
2011-01-26,0.4150851297,2.219,13.08,29.929,40.406,13.096,1.27,0.0,0.0,0.0,0.0,0.0
2011-01-27,0.4212,28.388,10.478,22.417,28.314,9.256,1.147,0.0,0.0,0.0,0.0,0.0
2011-01-28,0.4444840444,1.428,37.031,20.297,30.763,9.265,1.216,0.0,0.0,0.0,0.0,0.0
2011-01-29,0.439,2.69,36.134,20.4,30.303,9.223,1.249,0.0,0.0,0.0,0.0,0.0
2011-01-30,0.4771420339,1.879,35.394,22.255,29.576,9.606,1.289,0.0,0.0,0.0,0.0,0.0
2011-01-31,0.5251368703,5.478,33.772,22.67,27.297,9.479,1.304,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.7075101169,6.914,34.25,22.387,25.938,9.207,1.305,0.0,0.0,0.0,0.0,0.0
2011-02-02,0.7254348217,8.004,36.221,20.941,24.42,9.112,1.301,0.0,0.0,0.0,0.0,0.0
2011-02-03,0.6938983676,3.649,18.103,43.498,24.299,9.098,1.351,0.0,0.0,0.0,0.0,0.0
2011-02-04,0.8109589714,2.991,19.95,42.268,24.03,9.407,1.353,0.0,0.0,0.0,0.0,0.0
2011-02-05,0.9116714775,4.565,20.365,41.136,23.339,9.256,1.34,0.0,0.0,0.0,0.0,0.0
2011-02-06,0.898,5.611,21.313,39.799,21.391,10.563,1.322,0.0,0.0,0.0,0.0,0.0
2011-02-07,0.88942137,8.888,20.158,39.403,20.74,9.453,1.359,0.0,0.0,0.0,0.0,0.0
2011-02-08,0.918,4.363,21.374,42.957,20.801,9.117,1.388,0.0,0.0,0.0,0.0,0.0
2011-02-09,1.0160502455,6.919,18.974,43.619,20.404,8.695,1.39,0.0,0.0,0.0,0.0,0.0
2011-02-10,0.9796529632,4.757,21.171,43.627,20.54,8.519,1.388,0.0,0.0,0.0,0.0,0.0
2011-02-11,1.0540694535,6.903,20.199,43.476,19.672,8.335,1.415,0.0,0.0,0.0,0.0,0.0
2011-02-12,1.078703284,3.958,22.472,44.024,19.764,8.364,1.416,0.0,0.0,0.0,0.0,0.0
2011-02-13,1.05,3.35,21.86,44.846,20.285,8.245,1.415,0.0,0.0,0.0,0.0,0.0
2011-02-14,1.0700126242,5.474,18.751,46.037,20.409,7.902,1.428,0.0,0.0,0.0,0.0,0.0
2011-02-15,1.05,3.844,20.595,45.663,20.415,8.043,1.44,0.0,0.0,0.0,0.0,0.0
2011-02-16,1.0316876289,2.161,18.646,49.259,20.392,8.064,1.478,0.0,0.0,0.0,0.0,0.0
2011-02-17,1.0399231975,2.225,17.795,49.431,21.016,8.057,1.457,0.019,0.0,0.0,0.0,0.0
2011-02-18,0.8989559147,3.201,14.341,52.092,20.882,8.006,1.459,0.019,0.0,0.0,0.0,0.0
2011-02-19,0.9440281169,2.041,13.924,53.616,21.001,7.938,1.461,0.018,0.0,0.0,0.0,0.0
2011-02-20,0.865,2.377,14.98,52.423,20.834,7.905,1.463,0.018,0.0,0.0,0.0,0.0
2011-02-21,0.8357474284,1.871,11.593,56.144,20.898,8.014,1.462,0.018,0.0,0.0,0.0,0.0
2011-02-22,0.8770417797,2.097,11.09,56.211,21.006,8.099,1.479,0.018,0.0,0.0,0.0,0.0
2011-02-23,0.9,2.125,10.464,56.607,20.977,8.338,1.47,0.018,0.0,0.0,0.0,0.0
2011-02-24,0.9890952659,3.625,9.76,55.414,20.094,9.616,1.474,0.017,0.0,0.0,0.0,0.0
2011-02-25,0.9146520018,2.4,10.725,55.444,20.344,9.591,1.48,0.017,0.0,0.0,0.0,0.0
2011-02-26,0.958,3.512,9.733,42.136,33.754,9.386,1.462,0.017,0.0,0.0,0.0,0.0
2011-02-27,0.8950331146,6.169,9.121,40.959,33.147,9.145,1.443,0.017,0.0,0.0,0.0,0.0
2011-02-28,0.8602209234,3.534,12.727,40.983,32.009,9.298,1.432,0.016,0.0,0.0,0.0,0.0
2011-03-01,0.9210968919,26.314,12.317,29.605,22.639,7.843,1.269,0.014,0.0,0.0,0.0,0.0
2011-03-02,0.9399,14.162,24.197,29.16,22.549,8.604,1.313,0.014,0.0,0.0,0.0,0.0
2011-03-03,0.9390733834,3.766,33.279,29.493,23.563,8.565,1.32,0.014,0.0,0.0,0.0,0.0
2011-03-04,0.9011,5.992,31.295,27.699,25.23,8.452,1.319,0.014,0.0,0.0,0.0,0.0
2011-03-05,0.9078406067,2.239,35.0,27.204,25.786,8.447,1.311,0.014,0.0,0.0,0.0,0.0
2011-03-06,0.8847709731,4.255,29.952,29.681,26.389,8.383,1.326,0.014,0.0,0.0,0.0,0.0
2011-03-07,0.8775838644,5.182,26.881,31.301,26.886,8.321,1.416,0.014,0.0,0.0,0.0,0.0
2011-03-08,0.8660715915,2.765,17.836,41.941,27.455,8.571,1.418,0.014,0.0,0.0,0.0,0.0
2011-03-09,0.86,1.606,9.256,51.23,27.919,8.547,1.429,0.014,0.0,0.0,0.0,0.0
2011-03-10,0.9206703098,2.692,8.27,50.98,28.087,8.503,1.453,0.013,0.0,0.0,0.0,0.0
2011-03-11,0.88,1.823,8.798,49.048,30.418,8.418,1.481,0.013,0.0,0.0,0.0,0.0
2011-03-12,0.9178155132,2.437,9.137,48.304,30.545,8.087,1.476,0.013,0.0,0.0,0.0,0.0
2011-03-13,0.89249,3.944,7.241,48.24,30.715,8.364,1.482,0.013,0.0,0.0,0.0,0.0
2011-03-14,0.8939249229,6.381,8.115,44.973,30.873,8.16,1.485,0.013,0.0,0.0,0.0,0.0
2011-03-15,0.87224,2.137,12.667,44.449,31.095,8.152,1.487,0.013,0.0,0.0,0.0,0.0
2011-03-16,0.8512116657,1.877,13.584,43.354,31.761,7.924,1.487,0.013,0.0,0.0,0.0,0.0
2011-03-17,0.82542,2.048,13.715,42.412,32.44,7.857,1.516,0.013,0.0,0.0,0.0,0.0
2011-03-18,0.8019592081,1.429,14.812,40.966,33.26,7.997,1.524,0.013,0.0,0.0,0.0,0.0
2011-03-19,0.765,1.01,15.086,40.846,33.075,8.4,1.57,0.013,0.0,0.0,0.0,0.0
2011-03-20,0.7415,1.018,10.711,44.676,33.415,8.579,1.588,0.013,0.0,0.0,0.0,0.0
2011-03-21,0.75897,1.279,5.808,48.336,33.958,9.012,1.594,0.013,0.0,0.0,0.0,0.0
2011-03-22,0.8091302928,2.362,4.483,47.616,34.764,9.157,1.605,0.013,0.0,0.0,0.0,0.0
2011-03-23,0.84971,1.879,5.07,47.572,34.852,9.002,1.612,0.012,0.0,0.0,0.0,0.0
2011-03-24,0.8723743659,3.292,4.139,47.213,34.874,8.842,1.628,0.012,0.0,0.0,0.0,0.0
2011-03-25,0.88377,2.286,4.688,47.412,35.136,8.838,1.626,0.012,0.0,0.0,0.0,0.0
2011-03-26,0.8552,3.212,5.405,45.948,35.087,8.719,1.618,0.012,0.0,0.0,0.0,0.0
2011-03-27,0.822,2.414,6.964,45.425,34.902,8.661,1.621,0.012,0.0,0.0,0.0,0.0
2011-03-28,0.7947405003,1.538,8.194,44.667,35.28,8.683,1.625,0.012,0.0,0.0,0.0,0.0
2011-03-29,0.7925099416,1.144,8.584,43.405,36.075,9.146,1.634,0.012,0.0,0.0,0.0,0.0
2011-03-30,0.7897063121,1.855,7.459,42.257,37.616,9.065,1.737,0.012,0.0,0.0,0.0,0.0
2011-03-31,0.78461,1.858,6.818,33.061,47.424,9.069,1.758,0.012,0.0,0.0,0.0,0.0
2011-04-01,0.77411,0.957,7.589,24.724,55.929,9.03,1.758,0.012,0.0,0.0,0.0,0.0
2011-04-02,0.78199,2.032,5.605,25.379,56.108,9.073,1.791,0.012,0.0,0.0,0.0,0.0
2011-04-03,0.779,1.08,6.377,25.168,56.504,9.069,1.79,0.012,0.0,0.0,0.0,0.0
2011-04-04,0.68,2.062,5.576,25.396,56.175,9.003,1.776,0.012,0.0,0.0,0.0,0.0
2011-04-05,0.7156918346,1.37,6.723,23.957,57.12,9.047,1.771,0.012,0.0,0.0,0.0,0.0
2011-04-06,0.74,1.194,6.812,23.532,56.901,9.764,1.786,0.012,0.0,0.0,0.0,0.0
2011-04-07,0.7538,1.098,6.208,24.213,56.65,10.027,1.793,0.012,0.0,0.0,0.0,0.0
2011-04-08,0.74999,1.889,5.953,23.869,56.259,10.217,1.801,0.011,0.0,0.0,0.0,0.0
2011-04-09,0.7340605172,1.459,5.734,24.339,55.858,10.764,1.835,0.011,0.0,0.0,0.0,0.0
2011-04-10,0.7331568206,0.885,6.399,24.148,55.659,11.056,1.835,0.019,0.0,0.0,0.0,0.0
2011-04-11,0.7701139334,1.155,5.082,25.58,55.184,11.14,1.84,0.018,0.0,0.0,0.0,0.0
2011-04-12,0.8613816078,2.63,4.64,22.356,57.426,11.069,1.871,0.008,0.0,0.0,0.0,0.0
2011-04-13,0.9303200584,2.597,6.12,17.701,60.492,11.213,1.87,0.008,0.0,0.0,0.0,0.0
2011-04-14,0.9986297662,3.76,6.383,14.163,62.302,11.455,1.93,0.008,0.0,0.0,0.0,0.0
2011-04-15,0.9836731368,2.675,8.275,13.983,61.326,11.707,2.028,0.007,0.0,0.0,0.0,0.0
2011-04-16,1.046632858,3.015,8.925,13.52,60.714,11.801,2.016,0.007,0.0,0.0,0.0,0.0
2011-04-17,1.0981220979,5.563,7.987,12.043,60.598,11.826,1.976,0.007,0.0,0.0,0.0,0.0
2011-04-18,1.1494333115,3.878,11.357,12.03,59.017,11.753,1.959,0.007,0.0,0.0,0.0,0.0
2011-04-19,1.1851622209,7.507,9.234,11.425,58.085,11.798,1.945,0.005,0.0,0.0,0.0,0.0
2011-04-20,1.1421259848,7.495,9.753,11.354,57.695,11.803,1.894,0.005,0.0,0.0,0.0,0.0
2011-04-21,1.207338872,3.902,14.935,10.968,56.508,11.753,1.929,0.005,0.0,0.0,0.0,0.0
2011-04-22,1.4045050818,6.356,15.527,11.379,53.348,11.495,1.89,0.005,0.0,0.0,0.0,0.0
2011-04-23,1.828852301,6.932,17.936,10.975,51.6,10.495,2.057,0.005,0.0,0.0,0.0,0.0
2011-04-24,1.6319842198,4.173,19.648,13.354,50.464,10.311,2.046,0.005,0.0,0.0,0.0,0.0
2011-04-25,1.5644836353,2.793,20.819,14.094,49.044,11.193,2.054,0.005,0.0,0.0,0.0,0.0
2011-04-26,1.7708408901,3.757,20.286,14.473,48.288,11.115,2.077,0.005,0.0,0.0,0.0,0.0
2011-04-27,1.9031759585,4.772,17.887,16.682,43.147,15.436,2.071,0.005,0.0,0.0,0.0,0.0
2011-04-28,2.2857444658,5.539,18.004,17.78,41.707,14.934,2.031,0.004,0.0,0.0,0.0,0.0
2011-04-29,2.85060509,29.718,12.674,16.526,31.358,8.154,1.566,0.003,0.0,0.0,0.0,0.0
2011-04-30,3.5,25.534,24.513,13.473,27.732,7.346,1.399,0.003,0.0,0.0,0.0,0.0
2011-05-01,3.0942275535,4.966,45.273,14.146,26.985,7.24,1.388,0.003,0.0,0.0,0.0,0.0
2011-05-02,3.2,3.444,47.086,13.985,26.698,7.409,1.376,0.003,0.0,0.0,0.0,0.0
2011-05-03,3.3605857037,4.653,45.55,14.419,27.092,6.904,1.38,0.003,0.0,0.0,0.0,0.0
2011-05-04,3.4086730473,10.695,43.219,13.668,24.703,6.418,1.294,0.002,0.0,0.0,0.0,0.0
2011-05-05,3.3437366844,3.225,50.238,14.597,24.19,6.447,1.302,0.002,0.0,0.0,0.0,0.0
2011-05-06,3.4550755845,6.684,36.943,26.791,21.763,6.514,1.302,0.002,0.0,0.0,0.0,0.0
2011-05-07,3.6412629778,4.863,21.197,44.768,21.236,6.628,1.307,0.002,0.0,0.0,0.0,0.0
2011-05-08,3.848668377,18.919,22.716,30.01,20.517,6.561,1.275,0.002,0.0,0.0,0.0,0.0
2011-05-09,3.8040895821,3.928,37.411,30.672,20.246,6.205,1.537,0.002,0.0,0.0,0.0,0.0
2011-05-10,5.6516670023,24.972,21.482,28.77,17.477,5.929,1.368,0.002,0.0,0.0,0.0,0.0
2011-05-11,5.4397510438,9.069,33.473,33.633,16.971,5.503,1.349,0.002,0.0,0.0,0.0,0.0
2011-05-12,6.3348786943,11.644,34.44,31.784,15.757,5.271,1.101,0.002,0.0,0.0,0.0,0.0
2011-05-13,8.1390348673,35.343,17.823,28.157,13.152,4.574,0.949,0.001,0.0,0.0,0.0,0.0
2011-05-14,7.0072438293,31.622,21.839,28.218,12.835,4.533,0.953,0.001,0.0,0.0,0.0,0.0
2011-05-15,6.9249248445,11.744,44.584,26.414,12.081,4.268,0.908,0.001,0.0,0.0,0.0,0.0
2011-05-16,7.8851407452,13.52,44.214,26.504,10.998,3.942,0.821,0.001,0.0,0.0,0.0,0.0
2011-05-17,7.2571995406,8.935,48.556,27.142,10.708,3.852,0.805,0.001,0.0,0.0,0.0,0.0
2011-05-18,6.7631633624,6.249,51.191,27.35,10.625,3.78,0.802,0.001,0.0,0.0,0.0,0.0
2011-05-19,6.8901436324,4.026,52.838,27.915,10.302,3.728,0.803,0.389,0.0,0.0,0.0,0.0
2011-05-20,5.6180962186,4.79,50.246,29.915,10.135,3.725,0.807,0.383,0.0,0.0,0.0,0.0
2011-05-21,6.0848006674,23.516,29.91,31.063,10.397,3.908,0.819,0.386,0.0,0.0,0.0,0.0
2011-05-22,6.7119560397,23.234,24.353,36.571,10.877,3.797,0.794,0.373,0.0,0.0,0.0,0.0
2011-05-23,7.0652567838,10.965,30.723,42.53,10.858,3.775,0.783,0.365,0.0,0.0,0.0,0.0
2011-05-24,7.4026605821,3.823,33.903,46.554,10.885,3.703,0.775,0.356,0.0,0.0,0.0,0.0
2011-05-25,8.5692896371,4.214,33.549,46.744,10.718,3.668,0.762,0.347,0.0,0.0,0.0,0.0
2011-05-26,8.7821554342,5.857,32.511,46.208,10.735,3.604,0.747,0.337,0.0,0.0,0.0,0.0
2011-05-27,8.5286584681,26.135,14.41,44.303,9.872,4.097,0.867,0.317,0.0,0.0,0.0,0.0
2011-05-28,8.3492691198,2.55,36.685,45.369,9.997,4.222,0.862,0.314,0.0,0.0,0.0,0.0
2011-05-29,8.4009534722,3.035,36.168,41.068,14.157,4.405,0.856,0.311,0.0,0.0,0.0,0.0
2011-05-30,8.7793424646,3.245,35.601,41.298,13.139,5.579,0.832,0.305,0.0,0.0,0.0,0.0
2011-05-31,8.721576422,4.569,33.564,42.067,11.826,6.825,0.851,0.299,0.0,0.0,0.0,0.0
2011-06-01,9.623777232,4.646,33.488,41.972,12.048,6.715,0.837,0.293,0.0,0.0,0.0,0.0
2011-06-02,10.7027602279,6.387,32.598,41.587,11.943,6.401,0.803,0.282,0.0,0.0,0.0,0.0
2011-06-03,14.2646467738,12.657,14.032,52.741,13.948,5.635,0.732,0.254,0.0,0.0,0.0,0.0
2011-06-04,18.3127387259,9.425,22.062,49.038,12.979,5.57,0.688,0.238,0.0,0.0,0.0,0.0
2011-06-05,16.5433423963,10.571,24.729,45.662,12.884,5.278,0.652,0.224,0.0,0.0,0.0,0.0
2011-06-06,18.4020986441,23.622,25.07,37.9,8.333,4.353,0.537,0.184,0.0,0.0,0.0,0.0
2011-06-07,23.2378784629,9.592,40.313,37.122,8.162,4.116,0.521,0.174,0.0,0.0,0.0,0.0
2011-06-08,29.0299213267,22.936,36.136,29.706,7.37,3.296,0.413,0.143,0.0,0.0,0.0,0.0
2011-06-09,28.7905440181,16.961,45.585,27.077,6.914,2.96,0.375,0.129,0.0,0.0,0.0,0.0
2011-06-10,24.0493992285,22.885,38.742,28.654,6.572,2.666,0.361,0.119,0.0,0.0,0.0,0.0
2011-06-11,14.7497466277,8.31,51.009,30.698,6.818,2.679,0.366,0.12,0.0,0.0,0.0,0.0
2011-06-12,18.8501447312,33.522,36.646,20.711,6.265,2.424,0.325,0.106,0.0,0.0,0.0,0.0
2011-06-13,19.5423291146,7.828,62.307,20.939,5.739,2.761,0.324,0.103,0.0,0.0,0.0,0.0
2011-06-14,19.2577355056,15.026,55.855,20.802,5.403,2.565,0.351,0.0,0.0,0.0,0.0,0.0
2011-06-15,19.4641426242,12.77,54.872,24.37,5.305,2.403,0.279,0.0,0.0,0.0,0.0,0.0
2011-06-16,17.9293625424,12.054,53.517,25.641,6.145,2.37,0.273,0.0,0.0,0.0,0.0,0.0
2011-06-17,15.4363689129,8.434,48.182,34.596,6.215,2.302,0.271,0.0,0.0,0.0,0.0,0.0
2011-06-18,16.8754045354,6.771,49.253,35.2,6.179,2.322,0.275,0.0,0.0,0.0,0.0,0.0
2011-06-19,17.5107167914,36.626,26.595,28.263,6.02,2.255,0.24,0.0,0.0,0.0,0.0,0.0
2011-06-20,17.5107167914,8.059,54.287,28.976,6.211,2.237,0.231,0.0,0.0,0.0,0.0,0.0
2011-06-21,17.5107167914,7.498,45.458,38.554,6.056,2.203,0.23,0.0,0.0,0.0,0.0,0.0
2011-06-22,17.5107167914,7.132,43.678,40.623,6.125,2.206,0.235,0.0,0.0,0.0,0.0,0.0
2011-06-23,17.5107167914,23.681,23.197,44.323,6.358,2.206,0.235,0.0,0.0,0.0,0.0,0.0
2011-06-24,17.5107167914,6.093,40.421,44.629,6.439,2.182,0.236,0.0,0.0,0.0,0.0,0.0
2011-06-25,17.5107167914,6.469,38.838,45.582,6.683,2.191,0.236,0.0,0.0,0.0,0.0,0.0
2011-06-26,16.3613420158,6.105,30.717,53.877,6.885,2.182,0.233,0.0,0.0,0.0,0.0,0.0
2011-06-27,16.7522858133,8.625,29.637,52.445,6.958,2.106,0.23,0.0,0.0,0.0,0.0,0.0
2011-06-28,16.9618353071,6.7,30.471,53.386,7.153,2.062,0.228,0.0,0.0,0.0,0.0,0.0
2011-06-29,16.8545683179,5.498,29.889,54.954,7.385,2.047,0.227,0.0,0.0,0.0,0.0,0.0
2011-06-30,16.1852627808,5.643,12.746,71.74,7.606,2.039,0.225,0.0,0.0,0.0,0.0,0.0
2011-07-01,15.4203573992,5.233,12.335,72.227,7.897,2.081,0.228,0.0,0.0,0.0,0.0,0.0
2011-07-02,15.3828440696,5.217,13.232,70.566,8.647,2.109,0.229,0.0,0.0,0.0,0.0,0.0
2011-07-03,15.4575505605,3.626,13.626,69.755,10.659,2.103,0.231,0.0,0.0,0.0,0.0,0.0
2011-07-04,13.8527968124,3.837,10.501,71.994,11.321,2.114,0.232,0.0,0.0,0.0,0.0,0.0
2011-07-05,12.9648177148,2.644,10.369,71.604,13.06,2.091,0.232,0.0,0.0,0.0,0.0,0.0
2011-07-06,14.7147835833,3.568,9.615,70.825,13.669,2.083,0.239,0.0,0.0,0.0,0.0,0.0
2011-07-07,14.7972891613,2.9,8.823,71.496,14.462,2.081,0.237,0.0,0.0,0.0,0.0,0.0
2011-07-08,14.299037697,2.3,8.525,68.012,18.839,2.076,0.247,0.0,0.0,0.0,0.0,0.0
2011-07-09,14.3815006698,2.735,6.481,67.585,20.872,2.078,0.249,0.0,0.0,0.0,0.0,0.0
2011-07-10,14.6229375511,3.036,6.442,66.292,21.909,2.074,0.248,0.0,0.0,0.0,0.0,0.0
2011-07-11,14.3101554331,2.717,6.349,65.974,22.635,2.075,0.25,0.0,0.0,0.0,0.0,0.0
2011-07-12,14.0212726216,2.457,5.521,65.779,23.931,2.059,0.251,0.0,0.0,0.0,0.0,0.0
2011-07-13,13.9714545225,2.978,4.823,64.986,24.884,2.077,0.251,0.0,0.0,0.0,0.0,0.0
2011-07-14,13.9979745476,2.418,5.34,56.783,33.08,2.12,0.258,0.0,0.0,0.0,0.0,0.0
2011-07-15,13.8063904056,2.202,5.114,55.408,34.887,2.114,0.274,0.0,0.0,0.0,0.0,0.0
2011-07-16,13.7130792992,2.132,5.013,52.667,37.77,2.126,0.291,0.0,0.0,0.0,0.0,0.0
2011-07-17,13.2581353109,2.192,4.426,52.417,38.534,2.138,0.293,0.0,0.0,0.0,0.0,0.0
2011-07-18,13.6305212504,15.892,4.19,37.015,40.407,2.192,0.304,0.001,0.0,0.0,0.0,0.0
2011-07-19,13.8247948387,2.369,17.918,28.992,48.238,2.179,0.303,0.001,0.0,0.0,0.0,0.0
2011-07-20,13.6783305921,6.056,17.762,28.788,45.057,2.028,0.306,0.002,0.0,0.0,0.0,0.0
2011-07-21,13.6118084418,2.071,21.535,27.538,46.49,2.051,0.313,0.003,0.0,0.0,0.0,0.0
2011-07-22,13.6985473311,2.263,21.335,27.073,46.913,2.099,0.314,0.003,0.0,0.0,0.0,0.0
2011-07-23,13.6817183425,1.711,21.693,25.363,48.775,2.138,0.316,0.004,0.0,0.0,0.0,0.0
2011-07-24,13.9925151765,1.995,21.198,23.934,50.385,2.133,0.349,0.007,0.0,0.0,0.0,0.0
2011-07-25,14.0334253787,2.217,7.049,37.392,50.837,2.148,0.349,0.008,0.0,0.0,0.0,0.0
2011-07-26,13.8780323232,2.154,7.172,36.13,52.009,2.177,0.35,0.008,0.0,0.0,0.0,0.0
2011-07-27,13.8782247551,1.868,3.911,37.544,54.118,2.196,0.354,0.009,0.0,0.0,0.0,0.0
2011-07-28,13.4915910757,2.384,4.161,35.483,55.379,2.228,0.356,0.009,0.0,0.0,0.0,0.0
2011-07-29,13.5123163901,1.59,4.952,35.036,55.788,2.271,0.354,0.009,0.0,0.0,0.0,0.0
2011-07-30,13.5402806739,1.847,4.923,33.429,57.141,2.296,0.353,0.01,0.0,0.0,0.0,0.0
2011-07-31,13.3729061023,4.98,5.372,28.336,58.503,2.444,0.355,0.011,0.0,0.0,0.0,0.0
2011-08-01,13.0191138469,5.192,5.385,26.357,60.182,2.514,0.357,0.012,0.0,0.0,0.0,0.0
2011-08-02,12.2141564389,1.792,8.668,27.812,58.167,3.179,0.37,0.012,0.0,0.0,0.0,0.0
2011-08-03,9.2863569135,1.901,8.505,27.21,58.743,3.253,0.375,0.013,0.0,0.0,0.0,0.0
2011-08-04,10.7685037481,1.742,7.875,26.108,60.583,3.289,0.388,0.014,0.0,0.0,0.0,0.0
2011-08-05,9.7301539597,2.698,6.297,26.271,60.963,3.367,0.39,0.014,0.0,0.0,0.0,0.0
2011-08-06,6.9641697358,1.544,7.035,29.086,58.46,3.454,0.407,0.015,0.0,0.0,0.0,0.0
2011-08-07,8.5017932922,1.75,7.475,27.549,59.307,3.492,0.412,0.015,0.0,0.0,0.0,0.0
2011-08-08,7.7753376379,2.769,5.078,29.032,59.063,3.617,0.425,0.016,0.0,0.0,0.0,0.0
2011-08-09,9.802499481,2.281,5.86,27.419,60.291,3.701,0.431,0.017,0.0,0.0,0.0,0.0
2011-08-10,10.0512531274,1.868,6.262,27.045,60.611,3.764,0.433,0.018,0.0,0.0,0.0,0.0
2011-08-11,9.4384129947,1.64,6.482,26.812,60.643,3.961,0.444,0.018,0.0,0.0,0.0,0.0
2011-08-12,9.4529932852,1.433,5.137,28.05,60.891,4.013,0.458,0.019,0.0,0.0,0.0,0.0
2011-08-13,10.0040247446,1.462,4.702,28.331,61.026,3.994,0.465,0.02,0.0,0.0,0.0,0.0
2011-08-14,10.8068207665,1.589,4.45,28.496,60.877,4.095,0.471,0.022,0.0,0.0,0.0,0.0
2011-08-15,11.13069655,1.668,3.859,28.997,59.957,5.022,0.475,0.023,0.0,0.0,0.0,0.0
2011-08-16,10.9919655669,1.786,3.36,29.229,59.988,5.13,0.484,0.023,0.0,0.0,0.0,0.0
2011-08-17,10.9639640561,2.262,2.91,15.736,73.403,5.174,0.491,0.023,0.0,0.0,0.0,0.0
2011-08-18,10.8584714559,1.257,3.892,15.602,73.366,5.365,0.494,0.024,0.0,0.0,0.0,0.0
2011-08-19,11.6704730432,2.587,2.922,15.499,72.854,5.613,0.501,0.024,0.0,0.0,0.0,0.0
2011-08-20,11.4597317393,1.122,4.421,15.365,72.751,5.811,0.505,0.024,0.0,0.0,0.0,0.0
2011-08-21,11.3544813407,1.06,4.424,15.179,72.932,5.869,0.513,0.025,0.0,0.0,0.0,0.0
2011-08-22,10.9208958247,1.21,3.974,15.329,72.924,6.013,0.525,0.025,0.0,0.0,0.0,0.0
2011-08-23,10.9172450544,1.376,3.507,15.57,72.869,6.117,0.536,0.025,0.0,0.0,0.0,0.0
2011-08-24,10.8704442899,1.519,3.444,15.306,72.892,6.275,0.538,0.026,0.0,0.0,0.0,0.0
2011-08-25,9.5460936736,2.486,3.974,14.712,72.158,6.106,0.537,0.026,0.0,0.0,0.0,0.0
2011-08-26,8.1269201631,1.192,4.395,15.646,72.043,6.163,0.536,0.026,0.0,0.0,0.0,0.0
2011-08-27,8.5964976067,13.084,3.365,13.805,62.334,6.81,0.573,0.028,0.0,0.0,0.0,0.0
2011-08-28,9.0308663998,0.664,15.735,13.468,62.373,7.13,0.602,0.029,0.0,0.0,0.0,0.0
2011-08-29,8.9611572706,0.926,15.634,13.07,62.156,7.533,0.651,0.029,0.0,0.0,0.0,0.0
2011-08-30,8.8099487382,0.7,15.844,13.103,61.876,7.444,1.004,0.029,0.0,0.0,0.0,0.0
