d,Close,111dma
2013-02-24,29.8828484924,16.16391235488108
2013-02-25,30.352033095,16.339442405294594
2013-02-26,31.1555373507,16.52143734589099
2013-02-27,31.240261083,16.704748712664866
2013-02-28,33.3752939366,16.90798679121081
2013-03-01,34.6062570341,17.1218876614009
2013-03-02,34.143515924,17.331812663970272
2013-03-03,34.4517404845,17.54280724080991
2013-03-04,36.3762652507,17.77144023604955
2013-03-05,40.6729539903,18.039133943903604
2013-03-06,43.2849961852,18.3284121990982
2013-03-07,41.9474407158,18.600866216088285
2013-03-08,43.902928915,18.890531860374775
2013-03-09,46.8885866123,19.20785578452072
2013-03-10,46.066038459,19.517004515226127
2013-03-11,48.2750745772,19.84651716622072
2013-03-12,44.4135452582,20.140971311106306
2013-03-13,47.0161908516,20.453801877818922
2013-03-14,46.9255625535,20.76592147181892
2013-03-15,46.9025172478,21.07663600198108
2013-03-16,47.1570156996,21.388593895763066
2013-03-17,47.3334997838,21.70525041417657
2013-03-18,51.3654363913,22.058459071894593
2013-03-19,59.4986011114,22.483386470853155
2013-03-20,63.6874854982,22.94455605504054
2013-03-21,70.9175250053,23.470064037723425
2013-03-22,69.8460845418,23.985863115845046
2013-03-23,64.3831163705,24.45329709434865
2013-03-24,71.6904242065,24.98513012470541
2013-03-25,74.3140892496,25.534179671264862
2013-03-26,78.614197432,26.122480997480178
2013-03-27,88.8520799138,26.80152744228649
2013-03-28,87.6731739608,27.469958897344142
2013-03-29,90.2956993583,28.161812185174774
2013-03-30,92.1899599883,28.872113528396397
2013-03-31,93.8992384231,29.5965007522
2013-04-01,103.5803469112,30.40699562828018
2013-04-02,116.6799442412,31.33502923727658
2013-04-03,131.3848093782,32.39475498374054
2013-04-04,133.0071204757,33.470486499262165
2013-04-05,142.626065488,34.63350557312973
2013-04-06,143.0818229649,35.80241513969099
2013-04-07,162.8522145769,37.14955155973964
2013-04-08,186.351161848,38.708822982972976
2013-04-09,230.6829966952,40.66507932094775
2013-04-10,161.192889661,41.99501502035946
2013-04-11,82.901585038,42.620894453113515
2013-04-12,111.476373194,43.50422021240271
2013-04-13,97.6090718703,44.2635982854964
2013-04-14,88.8614913998,44.943191337102704
2013-04-15,80.874693166,45.55138166288018
2013-04-16,68.2831387271,46.04533157017387
2013-04-17,92.8640369135,46.76123007226666
2013-04-18,108.6283450923,47.61864302605766
2013-04-19,119.012283239,48.570339236676574
2013-04-20,128.208288893,49.604242615902706
2013-04-21,118.4832437563,50.54962722232342
2013-04-22,126.3142717598,51.56749118933063
2013-04-23,142.1272180532,52.728271470773876
2013-04-24,154.1332778045,53.99628225145856
2013-04-25,141.0086592785,55.14544385622342
2013-04-26,137.2096004196,56.260310465708116
2013-04-27,128.2266696052,57.29384355667478
2013-04-28,134.6235695617,58.384541826079285
2013-04-29,143.8103781926,59.55598351582162
2013-04-30,139.1296475453,60.68489065355766
2013-05-01,116.1138010403,61.60372514170811
2013-05-02,106.3409846973,62.43357526400181
2013-05-03,96.3168402741,63.173237918218916
2013-05-04,112.4976363691,64.0591554686874
2013-05-05,116.488715827,64.97961263541441
2013-05-06,112.1185961952,65.86073838715856
2013-05-07,111.6092128735,66.73372396216396
2013-05-08,113.1360618548,67.61243983707567
2013-05-09,111.9745327107,68.47963570722703
2013-05-10,117.6910368837,69.39948174762252
2013-05-11,115.4997776628,70.29840233794235
2013-05-12,114.8856755596,71.18222806802252
2013-05-13,117.4044566461,72.08406840862973
2013-05-14,107.8655665693,72.89784472526397
2013-05-15,108.9868524255,73.72744622394234
2013-05-16,112.9178740503,74.58790272863693
2013-05-17,117.284616014,75.48638008753693
2013-05-18,118.1698766803,76.3900309764153
2013-05-19,117.033880187,77.27507255580902
2013-05-20,117.8186364699,78.16069347728468
2013-05-21,117.2520409117,79.03920333517027
2013-05-22,118.9781735827,79.92628919599909
2013-05-23,123.7261560491,80.85676725089009
2013-05-24,128.9710806546,81.84176886304503
2013-05-25,128.8449152542,82.81713801233332
2013-05-26,130.1586011105,83.80558948214504
2013-05-27,126.392905903,84.75814408732883
2013-05-28,125.9045952659,85.70135156240991
2013-05-29,129.5648123904,86.66934297872973
2013-05-30,126.5130683811,87.60380877450629
2013-05-31,127.8164888954,88.54149011452162
2013-06-01,128.7911510812,89.48645283275675
2013-06-02,122.6267089421,90.37050180795676
2013-06-03,122.9491879018,91.25310947907748
2013-06-04,120.1899687317,92.11390513490541
2013-06-05,120.8699238457,92.95703607207116
2013-06-06,119.0539756698,93.78480820216755
2013-06-07,110.1977314436,94.53121872362343
2013-06-08,109.1785453413,95.27222137195585
2013-06-09,99.9036034483,95.929651424309
2013-06-10,104.3575666277,96.60482207518199
2013-06-11,107.5075204559,97.30471138354505
2013-06-12,106.3781163063,97.99444154021622
2013-06-13,101.3238977206,98.63274101038019
2013-06-14,99.2132443016,99.25802740457567
2013-06-15,99.875037405,99.88858766504956
2013-06-16,99.0383512566,100.50738332416306
2013-06-17,100.1263050847,101.12874159203692
2013-06-18,104.2891763822,101.78683992806576
2013-06-19,104.417150789,102.42685665646576
2013-06-20,104.3234997078,103.0549399237964
2013-06-21,101.4168573933,103.66100606315946
2013-06-22,100.0395084746,104.25188685586306
2013-06-23,100.3147445938,104.82790919228738
2013-06-24,99.0456832262,105.35378963585407
2013-06-25,97.83278872,105.84521119022162
2013-06-26,98.6517007598,106.35606037980722
2013-06-27,96.8039495991,106.83264615173604
2013-06-28,89.4245067212,107.2158526392036
2013-06-29,88.7972910579,107.60081887883332
2013-06-30,89.4809076563,107.97204260026668
2013-07-01,82.8675701344,108.31847525680902
2013-07-02,87.8164666861,108.68604530937208
2013-07-03,77.6913308007,108.96321439268019
2013-07-04,79.1348708358,109.25359595653605
2013-07-05,67.4476238527,109.43639422818558
2013-07-06,66.3416808884,109.60763910300182
2013-07-07,72.1095223729,109.79452276049369
2013-07-08,73.9885537697,109.92506287453244
2013-07-09,74.8919108708,110.02600364365496
2013-07-10,85.013679135,110.15299602320181
2013-07-11,87.4975493863,110.3120182290081
2013-07-12,90.0466987142,110.54322167354593
2013-07-13,91.592597896,110.72252053561351
2013-07-14,89.8922692759,110.86286449981442
2013-07-15,93.7961525424,110.99963887017837
2013-07-16,91.7810356517,111.02602585880811
2013-07-17,91.0313512566,111.05627970831982
2013-07-18,84.9617291175,111.00822592236666
2013-07-19,86.2387945996,110.95461181976579
2013-07-20,84.9108591467,110.8736354298883
2013-07-21,85.6643502618,110.71223005466848
2013-07-22,85.6490286382,110.43267225644324
2013-07-23,86.977056692,110.03260241242342
2013-07-24,88.1517305669,109.62849980063244
2013-07-25,90.1660922268,109.15588742890992
2013-07-26,89.9839859731,108.6775285370919
2013-07-27,88.1652758621,108.00467323335495
2013-07-28,92.7458421975,107.16138206533243
2013-07-29,93.2986972531,105.92368567396217
2013-07-30,96.659552893,105.34230426163785
2013-07-31,98.0244199299,105.47854601742073
2013-08-01,96.5680178258,105.34423650959909
2013-08-02,96.0745306838,105.33041181422523
2013-08-03,95.5067095266,105.39027864419639
2013-08-04,96.3654821742,105.52983530192793
2013-08-05,97.5271338399,105.79329471735856
2013-08-06,97.6712066043,105.8366025524108
2013-08-07,97.0542068966,105.73233103713423
2013-08-08,94.2572717709,105.50931291580001
2013-08-09,92.4727767387,105.18737136486037
2013-08-10,93.293552893,104.96043721293874
2013-08-11,94.2713123904,104.6717619033045
2013-08-12,95.4464707773,104.25121463054865
2013-08-13,97.7590750847,103.74333893037029
2013-08-14,99.1212875511,103.36597522111441
2013-08-15,98.1063331385,103.0136935338973
2013-08-16,98.2909602572,102.74400245869008
2013-08-17,99.6305043834,102.42874961924593
2013-08-18,99.1780397428,102.02665648005856
2013-08-19,102.7840122735,101.69921832445675
2013-08-20,104.5002109877,101.59459138704595
2013-08-21,110.8016037405,101.63477714419189
2013-08-22,109.5232168323,101.75375350958109
2013-08-23,107.6975715956,101.71050968279279
2013-08-24,108.8826750438,101.64198679285406
2013-08-25,113.0825634132,101.65067118220541
2013-08-26,112.1181148451,101.65525588465223
2013-08-27,117.7597907656,101.69691110006488
2013-08-28,118.3174143776,101.75405417814504
2013-08-29,118.8356382233,101.76436590192522
2013-08-30,124.8853796026,101.84892087435585
2013-08-31,128.3779789597,101.97047315723965
2013-09-01,130.5363720047,102.08877870101081
2013-09-02,129.5653717124,102.28427244103874
2013-09-03,129.1828036236,102.46621794732793
2013-09-04,122.5292387493,102.5528068184901
2013-09-05,122.370085038,102.59862185474235
2013-09-06,117.8611464056,102.59584050091622
2013-09-07,119.8149894798,102.6208955395901
2013-09-08,118.0573863238,102.62304643917477
2013-09-09,121.2592726476,102.65914762598469
2013-09-10,122.2155301894,102.68831300081983
2013-09-11,127.0882270602,102.71860192884775
2013-09-12,126.7807235535,102.698868981991
2013-09-13,127.4077451783,102.68592150382973
2013-09-14,124.3484774985,102.63357804786577
2013-09-15,125.0764178843,102.62171779544504
2013-09-16,126.2046659848,102.62442113525495
2013-09-17,126.8972501461,102.60038904296397
2013-09-18,126.9038194039,102.60390932244866
2013-09-19,124.1809573349,102.57115678586756
2013-09-20,122.9216358854,102.51827827059009
2013-09-21,123.5082568673,102.5262201437901
2013-09-22,123.1249351257,102.5278034521135
2013-09-23,122.8656990064,102.55190913026397
2013-09-24,123.7973576856,102.5782824081009
2013-09-25,123.614078609,102.61936441656216
2013-09-26,124.6856744594,102.74988642571351
2013-09-27,126.6053477499,102.90688464561082
2013-09-28,126.7965517241,103.14916345890632
2013-09-29,127.1086277031,103.3541279730991
2013-09-30,126.0902618352,103.52154005759729
2013-10-01,127.5754243133,103.7125067963991
2013-10-02,104.1050929281,103.73756260907929
2013-10-03,117.5754950321,103.90298829133603
2013-10-04,121.9303477499,104.10168478092973
2013-10-05,121.3934026885,104.30308164067658
2013-10-06,122.4752612507,104.50442358811803
2013-10-07,123.9068725891,104.68115958998199
2013-10-08,124.7665289305,104.86448732098648
2013-10-09,125.9335203127,105.0591721913009
2013-10-10,126.7046504968,105.28699014718829
2013-10-11,127.2552992402,105.53217745138288
2013-10-12,127.8512630041,105.78025419381802
2013-10-13,132.4156586791,106.0808846033036
2013-10-14,135.3391949153,106.4187801546126
2013-10-15,141.493908533,106.8047459904072
2013-10-16,138.327921917,107.178835831109
2013-10-17,143.7471338399,107.66822886821441
2013-10-18,152.77557218,108.24460977922432
2013-10-19,165.7727171245,108.93192337803693
2013-10-20,166.5001510812,109.68537005323333
2013-10-21,179.9106285798,110.51504718741081
2013-10-22,190.4027814144,111.5304656614081
2013-10-23,204.6003509643,112.66078530220541
2013-10-24,194.4100437651,113.80459088700181
2013-10-25,185.643787626,114.87938464139458
2013-10-26,179.8082180012,115.84964316056848
2013-10-27,194.5461332554,116.93574748025947
2013-10-28,196.2746873174,118.0292860068054
2013-10-29,204.4281741672,119.10509226835676
2013-10-30,197.900599421,120.09971434074143
2013-10-31,203.2836499123,121.11986705423784
2013-11-01,203.0371098494,122.12387166643063
2013-11-02,204.7928813559,123.1590123158
2013-11-03,210.2753826117,124.20837474885676
2013-11-04,228.7910388662,125.44269910214054
2013-11-05,243.6416689071,126.81756682872164
2013-11-06,263.2095839871,128.42340335907838
2013-11-07,290.1242261835,130.26020904902342
2013-11-08,333.750656512,132.50200902528738
2013-11-09,331.0511484512,134.71270090086756
2013-11-10,327.5586534997,136.8920668906108
2013-11-11,342.6976928697,139.19585640572524
2013-11-12,354.6454883109,141.59670107008557
2013-11-13,394.5044952244,144.33848848447838
2013-11-14,416.7063033027,147.28193278474504
2013-11-15,408.3987973349,150.1669194646802
2013-11-16,435.7984427674,153.25748343377836
2013-11-17,485.3365768556,156.78935622299005
2013-11-18,657.7785038749,161.84448190751172
2013-11-19,546.8783973115,165.88821143347207
2013-11-20,595.3390996493,170.38164460305313
2013-11-21,720.7644252601,176.00948149112793
2013-11-22,802.9169337183,182.38254657393603
2013-11-23,834.2953399891,189.0305633110072
2013-11-24,807.1666954997,195.42371251514953
2013-11-25,816.243386616,201.8973357584982
2013-11-26,916.0971601403,209.27610110303604
2013-11-27,962.9105609117,217.1018064106108
2013-11-28,1007.387163647,225.34427836473967
2013-11-29,1128.7254880187,234.67249399650268
2013-11-30,1119.2967147867,243.90695708115405
2013-12-01,964.4857936879,251.73614017043872
2013-12-02,1040.8082177089,260.2320783922784
2013-12-03,1053.6210274483,268.831175148109
2013-12-04,1134.9322308884,278.1719490017117
2013-12-05,1027.411772827,286.5424067726108
2013-12-06,824.5817103378,293.07349871814597
2013-12-07,703.7483760257,298.5200783242982
2013-12-08,783.5733483343,304.6533155861072
2013-12-09,896.079289889,311.78465863927204
2013-12-10,977.165367329,319.58973759051975
2013-12-11,875.4640342724,326.49010531520537
2013-12-12,873.3248059877,333.38764796738644
2013-12-13,879.156135301,340.32704851024414
2013-12-14,852.856120526,346.9916751509
2013-12-15,864.0616578609,353.76594130419545
2013-12-16,677.8941068013,358.81219640361616
2013-12-17,682.626772706,363.8960644966649
2013-12-18,526.1209763267,367.5653017768757
2013-12-19,685.5251289597,372.61611032964237
2013-12-20,600.2169542607,376.8669119089306
2013-12-21,597.0335025482,381.0695887606738
2013-12-22,615.0130352718,385.44299113508293
2013-12-23,657.9266341555,390.2064490678027
2013-12-24,650.6647451783,394.96442660319906
2013-12-25,678.2901580947,399.97271554965585
2013-12-26,749.9965949562,405.66762950056216
2013-12-27,722.5705674927,411.09785993311084
2013-12-28,715.8523630789,416.48340026423784
2013-12-29,727.2712156634,421.9429673184342
2013-12-30,735.7419970777,427.47023278589637
2013-12-31,729.5575829106,432.8978846404045
2014-01-01,752.4045499446,438.53413532861265
2014-01-02,784.9549213144,444.45798376227117
2014-01-03,807.2229390298,450.6100059382288
2014-01-04,828.6020626184,456.94807480970724
2014-01-05,902.487380263,463.94161277617746
2014-01-06,914.4599608416,471.03677233199284
2014-01-07,803.3517961987,477.130898249063
2014-01-08,820.6900095032,483.4057545749036
2014-01-09,831.3347504874,489.7878547064531
2014-01-10,853.2988548446,496.3625447783207
2014-01-11,889.5558371193,503.267327679164
2014-01-12,845.1913322209,509.7747658162316
2014-01-13,822.8770121975,516.0727807217442
2014-01-14,815.2936027119,522.3041277857342
2014-01-15,841.0898573641,528.7582195236145
2014-01-16,815.8548002981,534.9676740510757
2014-01-17,792.8295064757,540.9679709407297
2014-01-18,809.7835283564,547.1181952709396
2014-01-19,838.4284747341,553.5356566484072
2014-01-20,828.8852165926,559.8537628851577
2014-01-21,823.8179637639,566.3376626224172
2014-01-22,818.9763863238,572.656589570991
2014-01-23,810.9224251958,578.863725403837
2014-01-24,781.0425139509,584.8065101899847
2014-01-25,804.4032408007,590.950005501246
2014-01-26,814.4993813735,597.1715596344387
2014-01-27,742.7013749708,602.7385402293963
2014-01-28,790.1764018761,608.7227103335712
2014-01-29,793.3844249094,614.7288344273784
2014-01-30,799.4744798364,620.7848630813983
2014-01-31,803.2375987849,626.869424665009
2014-02-01,813.2195492168,633.0027930482314
2014-02-02,814.4908704267,639.1212766113972
2014-02-03,806.9974283725,645.1168038171585
2014-02-04,800.0782318936,651.0785183214523
2014-02-05,784.4736927778,656.8508296632351
2014-02-06,763.5693822326,662.3534766006459
2014-02-07,711.5712734191,667.2705807114081
2014-02-08,677.6823009414,671.8758253047433
2014-02-09,687.4060545763,676.4478561695765
2014-02-10,685.4574988369,680.9078085787883
2014-02-11,671.8996916902,685.1177125492919
2014-02-12,653.7657809117,689.2560525235855
2014-02-13,612.918414962,693.1053734905767
2014-02-14,668.7886026593,697.5106021811902
2014-02-15,654.3770601987,701.6532231446432
2014-02-16,623.2503219486,705.4998504836632
2014-02-17,631.3345963063,709.3458542867181
2014-02-18,627.2717614155,713.2140629533352
2014-02-19,623.5401369462,717.0001574311179
2014-02-20,563.7685610988,720.2499903252568
2014-02-21,580.3243159731,723.6331564028892
2014-02-22,607.1246333372,727.2083748778936
2014-02-23,610.0823237463,730.6434314984351
2014-02-24,542.2666507539,733.3337466502081
2014-02-25,533.707644436,735.7706661137116
2014-02-26,587.5785882992,738.4504351417811
2014-02-27,585.3939256501,740.7174916205028
2014-02-28,551.2947703098,742.7016683940036
2014-03-01,567.5342354413,744.8636105736576
2014-03-02,558.5277071566,746.8080251167829
2014-03-03,676.505732782,749.7076669588648
2014-03-04,674.5113994331,752.2302516814657
2014-03-05,670.3388510995,754.5152295895451
2014-03-06,667.7128340035,756.851392082055
2014-03-07,631.7702952133,758.6169042662522
2014-03-08,621.5241144962,759.8438190197711
2014-03-09,640.578889322,759.6888675373126
2014-03-10,628.151241166,760.4210553197855
2014-03-11,633.733838235,760.7669538656027
2014-03-12,634.6468237171,759.9911196174676
2014-03-13,643.4321008591,758.5543193214387
2014-03-14,628.3085900058,756.6985828351027
2014-03-15,636.2186500614,755.1585103536765
2014-03-16,634.1689009709,753.5181996721891
2014-03-17,622.7602086499,750.8755244335368
2014-03-18,614.3095137171,747.7349744588108
2014-03-19,610.5112034746,744.1595153581585
2014-03-20,586.6075957101,739.2755703824054
2014-03-21,569.6945179953,734.3241992401405
2014-03-22,564.7000267037,730.7225256637064
2014-03-23,558.9588616914,726.3815404743594
2014-03-24,585.023250519,722.1599388804017
2014-03-25,583.7711890941,717.194524089462
2014-03-26,579.243850401,713.1569752387775
2014-03-27,483.1640126125,710.0811401241351
2014-03-28,498.6613289492,708.2335090693919
2014-03-29,489.5170235476,705.5843529902324
2014-03-30,458.9663282759,701.6463983811053
2014-03-31,455.3553540561,696.9454072705387
2014-04-01,479.0084658679,693.3737354831107
2014-04-02,439.0114925248,689.461002929391
2014-04-03,449.4411515196,685.5896967691982
2014-04-04,449.719869737,681.9578386539821
2014-04-05,461.6753314822,678.3327366145343
2014-04-06,458.6334805445,676.3574156572656
2014-04-07,448.6552750664,674.2495643271794
2014-04-08,452.803098796,673.5890429079838
2014-04-09,442.8379849322,671.4026722410694
2014-04-10,366.9118660634,669.3008245996523
2014-04-11,421.9435280713,667.7234374422027
2014-04-12,424.2742126476,666.0050696708136
2014-04-13,416.362321654,663.8288146032324
2014-04-14,461.1082465866,662.1210983997036
2014-04-15,521.6152996061,660.7096131880945
2014-04-16,531.481846732,658.7410118527415
2014-04-17,499.8375515447,656.7344081054622
2014-04-18,483.0200135336,654.6368193708199
2014-04-19,504.3655951785,652.6286606277126
2014-04-20,501.5571844492,650.5188875409693
2014-04-21,498.084530301,648.4335447246667
2014-04-22,489.5035100292,646.065066887591
2014-04-23,490.6329675433,643.413517754518
2014-04-24,503.2918010286,640.6753993941469
2014-04-25,466.4261713442,637.4125535268117
2014-04-26,459.2267098188,633.4192141534405
2014-04-27,438.7093637173,629.1331727379063
2014-04-28,441.5478054681,625.873677325919
2014-04-29,447.709930772,622.5134964364486
2014-04-30,448.875715514,619.0679195447964
2014-05-01,460.194698256,615.5264406566109
2014-05-02,452.2397797617,611.5866563560919
2014-05-03,438.9785880058,607.9270820838838
2014-05-04,436.6753986447,604.4477882680928
2014-05-05,432.3381790354,600.9977394061424
2014-05-06,430.1282053945,597.295382181191
2014-05-07,442.1828760959,593.9289684496396
2014-05-08,440.4027627119,590.7539527400559
2014-05-09,452.6979997236,587.5369659956162
2014-05-10,456.7558462887,584.0984738474594
2014-05-11,439.1144760374,580.5870257343496
2014-05-12,441.2809555815,577.1407463813549
2014-05-13,439.0057749854,573.7175877206487
2014-05-14,444.8482057276,570.4196217794937
2014-05-15,446.9615587376,567.4098834442387
2014-05-16,448.7421537113,564.2057295064965
2014-05-17,449.2222893045,560.9149448932621
2014-05-18,446.9626414378,558.2506319785505
2014-05-19,447.4048568089,555.1626000410081
2014-05-20,490.335648159,552.4324308810945
2014-05-21,493.9334918177,549.6798093674126
2014-05-22,526.8142884278,547.1895092741054
2014-05-23,523.6993202805,544.5812189233279
2014-05-24,527.6912431327,541.9974384972558
2014-05-25,573.312458796,539.8921685010712
2014-05-26,584.8479748685,537.9531571765207
2014-05-27,573.9282692455,536.0563515591126
2014-05-28,579.1893188194,534.3952699067414
2014-05-29,570.3493109293,533.122999974401
2014-05-30,620.8463606078,532.6109644759
2014-05-31,627.8924206897,532.0748056120567
2014-06-01,630.0749535359,531.5758637624982
2014-06-02,663.5057238457,531.5002424305658
2014-06-03,672.3878971362,531.6680092433991
2014-06-04,643.8873687902,531.947008827437
2014-06-05,661.5035581531,531.8813777958495
2014-06-06,650.1333158971,531.8431458652045
2014-06-07,656.8002717709,532.1453976654053
2014-06-08,657.8199748685,532.3840046794793
2014-06-09,648.3363223261,532.5737754984937
2014-06-10,650.936609585,532.8205905673117
2014-06-11,631.4890222092,533.4306848115496
2014-06-12,591.9750771479,533.5356466239351
2014-06-13,597.0449997078,533.4448391137604
2014-06-14,575.5594617183,533.1338223387334
2014-06-15,589.7246464056,533.561371849109
2014-06-16,590.5674821742,534.0736226395433
2014-06-17,609.0800029223,534.2673290775892
2014-06-18,607.6297960257,534.4676522341261
2014-06-19,595.7514769141,534.8681631044351
2014-06-20,591.5315227937,535.0843548823847
2014-06-21,592.7643495032,535.3927931017234
2014-06-22,599.6346335476,534.7002606761883
2014-06-23,589.5522998247,533.9348633824189
2014-06-24,579.9737185856,533.1207630895009
2014-06-25,562.2367799532,532.170528368327
2014-06-26,580.7492302747,531.7108791346459
2014-06-27,600.638305377,531.5227186921306
2014-06-28,594.3903042081,531.1066053127261
2014-06-29,600.8405184103,530.8605627653775
2014-06-30,638.9461139684,530.9075202044171
2014-07-01,642.9565967271,530.982383024327
2014-07-02,651.2983477499,531.0532501134334
2014-07-03,646.4133891303,531.2163564118522
2014-07-04,630.6355029223,531.1660577889776
2014-07-05,630.4683419053,531.1327194190171
2014-07-06,634.6726744594,531.2400389308144
2014-07-07,622.8549789597,531.3170251041712
2014-07-08,624.8943310929,531.4466028304621
2014-07-09,621.9390917592,531.7649045966702
2014-07-10,616.5228497954,532.1867814597342
2014-07-11,634.4943781414,532.8155594006145
2014-07-12,636.9239579345,533.5179476550568
2014-07-13,629.8757504383,533.9220242309062
2014-07-14,619.1974590883,534.2411798164396
2014-07-15,621.9346014027,534.6257811768153
2014-07-16,616.3518822326,535.8256718941135
2014-07-17,624.2592749854,536.9571849214667
2014-07-18,630.7501402688,538.2295553423784
2014-07-19,629.1733644068,539.7629520642784
2014-07-20,625.2486762127,541.2935225341577
2014-07-21,621.3053313852,542.5754762775567
2014-07-22,619.8232644652,544.2044111599027
2014-07-23,619.7728167738,545.7389306666973
2014-07-24,602.8796455289,547.1187484666243
2014-07-25,601.5785143191,548.3791375011909
2014-07-26,594.7026072472,549.6049854895035
2014-07-27,591.5754441847,550.8925545806595
2014-07-28,587.4930049679,552.1059771587848
2014-07-29,584.1123933372,553.3787195768477
2014-07-30,562.9146250731,555.1445101985568
2014-07-31,581.9755619521,556.586240233519
2014-08-01,596.5067592051,558.1378847971
2014-08-02,589.757261543,559.7000013726765
2014-08-03,586.7537367037,560.8319427250829
2014-08-04,587.6083354763,561.4264745797693
2014-08-05,581.8819886032,561.8805299119423
2014-08-06,582.2483714202,562.6229697306405
2014-08-07,586.0466335476,563.5511374785144
2014-08-08,589.0244126242,564.3138295275747
2014-08-09,588.9785213326,565.101409139137
2014-08-10,589.3735020456,565.9238323080071
2014-08-11,573.4414839275,566.680030271055
2014-08-12,568.3075201636,567.3798010153821
2014-08-13,548.3701753361,567.7859124956298
2014-08-14,505.1074997078,568.1343929313379
2014-08-15,500.3230601327,568.5046303215531
2014-08-16,521.7479628872,569.2527258095703
2014-08-17,497.7646589714,569.7591839492396
2014-08-18,468.9579181765,569.9506072591901
2014-08-19,486.7943506721,570.2922165849387
2014-08-20,515.1203538866,570.7870423113405
2014-08-21,519.3078521333,571.3912591795531
2014-08-22,516.1593687902,572.0865815289621
2014-08-23,497.1257594974,572.631179374482
2014-08-24,508.4307419638,573.3166979594225
2014-08-25,501.6102866745,573.9606806736567
2014-08-26,511.8523217417,574.5883333371324
2014-08-27,510.1623237873,575.2167978513252
2014-08-28,506.2851516657,575.6995649859388
2014-08-29,508.8665718878,576.1690309823271
2014-08-30,501.2757232613,576.7290422185783
2014-08-31,478.5114254822,577.0644518573234
2014-09-01,474.5414897721,577.3845934319784
2014-09-02,474.4306706604,577.6511021250667
2014-09-03,473.9592033898,577.8943241489603
2014-09-04,489.5552013442,578.2620092627702
2014-09-05,478.7497828755,578.5280227183648
2014-09-06,480.6424918177,578.8314447938594
2014-09-07,478.3655008767,579.110369515191
2014-09-08,468.9754959088,578.9179357111351
2014-09-09,473.5120271771,578.7339585522109
2014-09-10,477.7784175921,578.2921939500874
2014-09-11,477.2706820573,577.8739179300586
2014-09-12,473.9972822911,577.3901885531072
2014-09-13,477.9609739918,576.5311661674838
2014-09-14,475.6480639977,575.5473831866658
2014-09-15,472.6556297487,574.6350170650729
2014-09-16,464.1777545295,573.598876846245
2014-09-17,456.3398912916,572.5717649576171
2014-09-18,426.880106955,570.8243212310153
2014-09-19,393.8938907072,568.7162263663081
2014-09-20,411.041342782,566.7429505937504
2014-09-21,400.4045306838,564.3726695742738
2014-09-22,400.8816221508,561.926667096928
2014-09-23,438.4918009936,560.0762565762378
2014-09-24,423.7000917592,557.9338830051216
2014-09-25,409.5377498539,555.7663553831107
2014-09-26,405.2982518995,553.5005714203055
2014-09-27,400.5993345996,551.1832683548198
2014-09-28,375.5499897721,548.7257338273063
2014-09-29,373.0645578609,546.2223820099721
2014-09-30,389.2640404115,544.0401749667495
2014-10-01,382.9093658679,542.1567000903532
2014-10-02,372.5256990064,540.1340036876378
