,the_date,mvrv_zscore,price_usd
1223,2014-02-05,2.411977,784.4736927778
1224,2014-02-06,2.294356,763.5693822326
1225,2014-02-07,2.024567,711.5712734191
1226,2014-02-08,1.848178,677.6823009414
1227,2014-02-09,1.891073,687.4060545763
1228,2014-02-10,1.875109,685.4574988369
1229,2014-02-11,1.802805,671.8996916902
1230,2014-02-12,1.70906,653.7657809117
1231,2014-02-13,1.502069,612.918414962
1232,2014-02-14,1.775004,668.7886026593
1233,2014-02-15,1.698536,654.3770601987
1234,2014-02-16,1.540473,623.2503219486
1235,2014-02-17,1.57787,631.3345963063
1236,2014-02-18,1.554326,627.2717614155
1237,2014-02-19,1.535013,623.5401369462
1238,2014-02-20,1.23959,563.7685610988
1239,2014-02-21,1.318984,580.3243159731
1240,2014-02-22,1.448625,607.1246333372
1241,2014-02-23,1.460255,610.0823237463
1242,2014-02-24,1.134403,542.2666507539
1243,2014-02-25,1.103227,533.707644436
1244,2014-02-26,1.363096,587.5785882992
1245,2014-02-27,1.351661,585.3939256501
1246,2014-02-28,1.180973,551.2947703098
1247,2014-03-01,1.259843,567.5342354413
1248,2014-03-02,1.215665,558.5277071566
1249,2014-03-03,1.779793,676.505732782
1250,2014-03-04,1.764844,674.5113994331
1251,2014-03-05,1.737778,670.3388510995
1252,2014-03-06,1.718138,667.7128340035
1253,2014-03-07,1.493436,631.7702952133
1254,2014-03-08,1.440128,621.5241144962
1255,2014-03-09,1.499216,640.578889322
1256,2014-03-10,1.434016,628.151241166
1257,2014-03-11,1.455904,633.733838235
1258,2014-03-12,1.454205,634.6468237171
1259,2014-03-13,1.491246,643.4321008591
1260,2014-03-14,1.417783,628.3085900058
1261,2014-03-15,1.45195,636.2186500614
1262,2014-03-16,1.438917,634.1689009709
1263,2014-03-17,1.382285,622.7602086499
1264,2014-03-18,1.338951,614.3095137171
1265,2014-03-19,1.318474,610.5112034746
1266,2014-03-20,1.205702,586.6075957101
1267,2014-03-21,1.119594,569.6945179953
1268,2014-03-22,1.094582,564.7000267037
1269,2014-03-23,1.066743,558.9588616914
1270,2014-03-24,1.186446,585.023250519
1271,2014-03-25,1.177633,583.7711890941
1272,2014-03-26,1.154602,579.243850401
1273,2014-03-27,0.709212,483.1640126125
1274,2014-03-28,0.783198,498.6613289492
1275,2014-03-29,0.740989,489.5170235476
1276,2014-03-30,0.600841,458.9663282759
1277,2014-03-31,0.587348,455.3553540561
1278,2014-04-01,0.698043,479.0084658679
1279,2014-04-02,0.514254,439.0114925248
1280,2014-04-03,0.5632,449.4411515196
1281,2014-04-04,0.565489,449.719869737
1282,2014-04-05,0.626153,461.6753314822
1283,2014-04-06,0.611613,458.6334805445
1284,2014-04-07,0.565811,448.6552750664
1285,2014-04-08,0.585977,452.803098796
1286,2014-04-09,0.539294,442.8379849322
1287,2014-04-10,0.194561,366.9118660634
1288,2014-04-11,0.453841,421.9435280713
1289,2014-04-12,0.464913,424.2742126476
1290,2014-04-13,0.428255,416.362321654
1291,2014-04-14,0.635419,461.1082465866
1292,2014-04-15,0.913848,521.6152996061
1293,2014-04-16,0.952103,531.481846732
1294,2014-04-17,0.803361,499.8375515447
1295,2014-04-18,0.726413,483.0200135336
1296,2014-04-19,0.824311,504.3655951785
1297,2014-04-20,0.811664,501.5571844492
1298,2014-04-21,0.794985,498.084530301
1299,2014-04-22,0.755721,489.5035100292
1300,2014-04-23,0.757938,490.6329675433
1301,2014-04-24,0.815132,503.2918010286
1302,2014-04-25,0.645992,466.4261713442
1303,2014-04-26,0.612856,459.2267098188
1304,2014-04-27,0.518512,438.7093637173
1305,2014-04-28,0.533246,441.5478054681
1306,2014-04-29,0.562148,447.709930772
1307,2014-04-30,0.567589,448.875715514
1308,2014-05-01,0.619482,460.194698256
1309,2014-05-02,0.582606,452.2397797617
1310,2014-05-03,0.521875,438.9785880058
1311,2014-05-04,0.511699,436.6753986447
1312,2014-05-05,0.4926,432.3381790354
1313,2014-05-06,0.483542,430.1282053945
1314,2014-05-07,0.539383,442.1828760959
1315,2014-05-08,0.531267,440.4027627119
1316,2014-05-09,0.587465,452.6979997236
1317,2014-05-10,0.605877,456.7558462887
1318,2014-05-11,0.524809,439.1144760374
1319,2014-05-12,0.535144,441.2809555815
1320,2014-05-13,0.525109,439.0057749854
1321,2014-05-14,0.552471,444.8482057276
1322,2014-05-15,0.562265,446.9615587376
1323,2014-05-16,0.570903,448.7421537113
1324,2014-05-17,0.572981,449.2222893045
1325,2014-05-18,0.562323,446.9626414378
1326,2014-05-19,0.564578,447.4048568089
1327,2014-05-20,0.759712,490.335648159
1328,2014-05-21,0.77475,493.9334918177
1329,2014-05-22,0.922621,526.8142884278
1330,2014-05-23,0.906626,523.6993202805
1331,2014-05-24,0.922381,527.6912431327
1332,2014-05-25,1.12631,573.312458796
1333,2014-05-26,1.176149,584.8479748685
1334,2014-05-27,1.112278,573.9282692455
1335,2014-05-28,1.133396,579.1893188194
1336,2014-05-29,1.091185,570.3493109293
1337,2014-05-30,1.309832,620.8463606078
1338,2014-05-31,1.337144,627.8924206897
1339,2014-06-01,1.342796,630.0749535359
1340,2014-06-02,1.486734,663.5057238457
1341,2014-06-03,1.520848,672.3878971362
1342,2014-06-04,1.388008,643.8873687902
1343,2014-06-05,1.46266,661.5035581531
1344,2014-06-06,1.408536,650.1333158971
1345,2014-06-07,1.435036,656.8002717709
1346,2014-06-08,1.435745,657.8199748685
1347,2014-06-09,1.388121,648.3363223261
1348,2014-06-10,1.39477,650.936609585
1349,2014-06-11,1.3045,631.4890222092
1350,2014-06-12,1.10527,591.9750771479
1351,2014-06-13,1.12554,597.0449997078
1352,2014-06-14,1.029081,575.5594617183
1353,2014-06-15,1.090852,589.7246464056
1354,2014-06-16,1.092664,590.5674821742
1355,2014-06-17,1.173121,609.0800029223
1356,2014-06-18,1.164722,607.6297960257
1357,2014-06-19,1.110559,595.7514769141
1358,2014-06-20,1.090307,591.5315227937
1359,2014-06-21,1.094277,592.7643495032
1360,2014-06-22,1.122896,599.6346335476
1361,2014-06-23,1.076109,589.5522998247
1362,2014-06-24,1.031922,579.9737185856
1363,2014-06-25,0.953142,562.2367799532
1364,2014-06-26,1.032329,580.7492302747
1365,2014-06-27,1.117848,600.638305377
1366,2014-06-28,1.08875,594.3903042081
1367,2014-06-29,1.112982,600.8405184103
1368,2014-06-30,1.276069,638.9461139684
1369,2014-07-01,1.289421,642.9565967271
1370,2014-07-02,1.319612,651.2983477499
1371,2014-07-03,1.29388,646.4133891303
1372,2014-07-04,1.222501,630.6355029223
1373,2014-07-05,1.219567,630.4683419053
1374,2014-07-06,1.235746,634.6726744594
1375,2014-07-07,1.181927,622.8549789597
1376,2014-07-08,1.189073,624.8943310929
1377,2014-07-09,1.17242,621.9390917592
1378,2014-07-10,1.146744,616.5228497954
1379,2014-07-11,1.222573,634.4943781414
1380,2014-07-12,1.230946,636.9239579345
1381,2014-07-13,1.19839,629.8757504383
1382,2014-07-14,1.150509,619.1974590883
1383,2014-07-15,1.160402,621.9346014027
1384,2014-07-16,1.134706,616.3518822326
1385,2014-07-17,1.166631,624.2592749854
1386,2014-07-18,1.19245,630.7501402688
1387,2014-07-19,1.184349,629.1733644068
1388,2014-07-20,1.165521,625.2486762127
1389,2014-07-21,1.145633,621.3053313852
1390,2014-07-22,1.137522,619.8232644652
1391,2014-07-23,1.134594,619.7728167738
1392,2014-07-24,1.06067,602.8796455289
1393,2014-07-25,1.053804,601.5785143191
1394,2014-07-26,1.023306,594.7026072472
1395,2014-07-27,1.008775,591.5754441847
1396,2014-07-28,0.990584,587.4930049679
1397,2014-07-29,0.975772,584.1123933372
1398,2014-07-30,0.885384,562.9146250731
1399,2014-07-31,0.965253,581.9755619521
1400,2014-08-01,1.024714,596.5067592051
1401,2014-08-02,0.994624,589.757261543
1402,2014-08-03,0.981007,586.7537367037
1403,2014-08-04,0.982248,587.6083354763
1404,2014-08-05,0.948191,581.8819886032
1405,2014-08-06,0.948754,582.2483714202
1406,2014-08-07,0.96358,586.0466335476
1407,2014-08-08,0.975075,589.0244126242
1408,2014-08-09,0.973495,588.9785213326
1409,2014-08-10,0.973924,589.3735020456
1410,2014-08-11,0.905768,573.4414839275
1411,2014-08-12,0.883438,568.3075201636
1412,2014-08-13,0.79877,548.3701753361
1413,2014-08-14,0.618232,505.1074997078
1414,2014-08-15,0.598636,500.3230601327
1415,2014-08-16,0.688937,521.7479628872
1416,2014-08-17,0.587105,497.7646589714
1417,2014-08-18,0.468946,468.9579181765
1418,2014-08-19,0.544878,486.7943506721
1419,2014-08-20,0.664082,515.1203538866
1420,2014-08-21,0.681993,519.3078521333
1421,2014-08-22,0.668405,516.1593687902
1422,2014-08-23,0.58881,497.1257594974
1423,2014-08-24,0.636422,508.4307419638
1424,2014-08-25,0.607576,501.6102866745
1425,2014-08-26,0.650412,511.8523217417
1426,2014-08-27,0.643298,510.1623237873
1427,2014-08-28,0.633536,506.2851516657
1428,2014-08-29,0.645074,508.8665718878
1429,2014-08-30,0.612964,501.2757232613
1430,2014-08-31,0.516826,478.5114254822
1431,2014-09-01,0.499802,474.5414897721
1432,2014-09-02,0.500468,474.4306706604
1433,2014-09-03,0.498718,473.9592033898
1434,2014-09-04,0.564096,489.5552013442
1435,2014-09-05,0.517998,478.7497828755
1436,2014-09-06,0.525644,480.6424918177
1437,2014-09-07,0.516988,478.3655008767
1438,2014-09-08,0.477857,468.9754959088
1439,2014-09-09,0.498193,473.5120271771
1440,2014-09-10,0.5169,477.7784175921
1441,2014-09-11,0.515021,477.2706820573
1442,2014-09-12,0.502131,473.9972822911
1443,2014-09-13,0.518799,477.9609739918
1444,2014-09-14,0.508908,475.6480639977
1445,2014-09-15,0.496798,472.6556297487
1446,2014-09-16,0.461535,464.1777545295
1447,2014-09-17,0.428744,456.3398912916
1448,2014-09-18,0.307226,426.880106955
1449,2014-09-19,0.172054,393.8938907072
1450,2014-09-20,0.247914,411.041342782
1451,2014-09-21,0.203846,400.4045306838
1452,2014-09-22,0.206937,400.8816221508
1453,2014-09-23,0.366122,438.4918009936
1454,2014-09-24,0.304417,423.7000917592
1455,2014-09-25,0.245512,409.5377498539
1456,2014-09-26,0.229833,405.2982518995
1457,2014-09-27,0.210825,400.5993345996
1458,2014-09-28,0.105576,375.5499897721
1459,2014-09-29,0.099146,373.0645578609
1460,2014-09-30,0.168964,389.2640404115
1461,2014-10-01,0.143739,382.9093658679
1462,2014-10-02,0.101236,372.5256990064
1463,2014-10-03,0.043373,357.6657136178
1464,2014-10-04,-0.075878,328.8261130918
1465,2014-10-05,-0.100483,322.826261543
1466,2014-10-06,-0.071755,326.8035327294
1467,2014-10-07,-0.041531,333.5701949153
1468,2014-10-08,0.046663,354.4073343074
1469,2014-10-09,0.079704,361.7164248977
1470,2014-10-10,0.069167,358.8903908101
1471,2014-10-11,0.083,361.9083769725
1472,2014-10-12,0.15148,377.8712437171
1473,2014-10-13,0.209322,391.9942089421
1474,2014-10-14,0.246674,400.8805920544
1475,2014-10-15,0.223225,394.6258798948
1476,2014-10-16,0.171049,382.3214763296
1477,2014-10-17,0.172138,382.2007895967
1478,2014-10-18,0.210648,391.2931770894
1479,2014-10-19,0.199597,388.6844979544
1480,2014-10-20,0.168243,381.1908585622
1481,2014-10-21,0.185691,385.2046335412
1482,2014-10-22,0.1676,380.7787632963
1483,2014-10-23,0.069455,357.3447931034
1484,2014-10-24,0.072098,357.4884339568
1485,2014-10-25,0.023461,345.8112466394
1486,2014-10-26,0.055047,353.081956166
1487,2014-10-27,0.043422,350.0157118644
1488,2014-10-28,0.063772,354.6538050847
1489,2014-10-29,-0.023866,333.5993500877
1490,2014-10-30,0.02427,344.6093822326
1491,2014-10-31,-0.004698,337.1829126242
1492,2014-11-01,-0.058454,324.3713150205
1493,2014-11-02,-0.058197,324.2485666277
1494,2014-11-03,-0.052028,325.3618655757
1495,2014-11-04,-0.031732,329.6577039743
1496,2014-11-05,0.008088,338.8057653419
1497,2014-11-06,0.052644,349.6899117475
1498,2014-11-07,0.021373,342.1332881356
1499,2014-11-08,0.036716,345.7163325541
1500,2014-11-09,0.114638,363.6100517241
1501,2014-11-10,0.122709,365.5022539451
1502,2014-11-11,0.133159,367.8254669784
1503,2014-11-12,0.365681,422.5914196376
1504,2014-11-13,0.358215,421.914471654
1505,2014-11-14,0.25778,398.3888828171
1506,2014-11-15,0.170836,377.9938407364
1507,2014-11-16,0.223201,390.205823495
1508,2014-11-17,0.212829,387.5010315605
1509,2014-11-18,0.155227,373.8645645821
1510,2014-11-19,0.172672,377.6133980129
1511,2014-11-20,0.08264,356.1812653419
1512,2014-11-21,0.060534,350.7488588545
1513,2014-11-22,0.068279,352.4555146113
1514,2014-11-23,0.134319,367.773242256
1515,2014-11-24,0.173931,376.9942238457
1516,2014-11-25,0.173403,376.7556300409
1517,2014-11-26,0.134477,367.5302080655
1518,2014-11-27,0.143412,369.5302273524
1519,2014-11-28,0.193221,377.8969319112
1520,2014-11-29,0.185704,376.0763354763
1521,2014-11-30,0.196886,378.6903971362
1522,2014-12-01,0.199027,379.1119789597
1523,2014-12-02,0.217275,382.9467963179
1524,2014-12-03,0.18716,375.916019287
1525,2014-12-04,0.161074,368.8455680888
1526,2014-12-05,0.202457,378.4283296318
1527,2014-12-06,0.188421,375.1379511981
1528,2014-12-07,0.195163,376.6397931034
1529,2014-12-08,0.1484,363.2156767972
1530,2014-12-09,0.096321,351.1068378141
1531,2014-12-10,0.085882,347.8813939217
1532,2014-12-11,0.089931,348.5930061368
1533,2014-12-12,0.110387,353.1906125073
1534,2014-12-13,0.093679,349.2429450614
1535,2014-12-14,0.123518,356.0797215079
1536,2014-12-15,0.085665,347.0951814728
1537,2014-12-16,0.006668,328.6133202805
1538,2014-12-17,-0.027976,320.297613384
1539,2014-12-18,-0.055623,313.5116511794
1540,2014-12-19,-0.03374,318.2428886616
1541,2014-12-20,0.018507,330.0657583285
1542,2014-12-21,-0.017266,320.992670076
1543,2014-12-22,0.030394,331.8425844535
1544,2014-12-23,0.055661,336.0841285798
1545,2014-12-24,-0.000547,323.0322977791
1546,2014-12-25,-0.017603,318.99614436
1547,2014-12-26,0.027172,329.2103419053
1548,2014-12-27,-0.029895,315.9684438925
1549,2014-12-28,-0.024263,317.0104804208
1550,2014-12-29,-0.040371,313.0655315605
1551,2014-12-30,-0.045247,310.4420040912
1552,2014-12-31,0.001309,320.6622872589
1553,2015-01-01,-0.024153,314.7764719462
1554,2015-01-02,-0.01864,315.9427317358
1555,2015-01-03,-0.147487,285.6473097604
1556,2015-01-04,-0.242299,263.3345748101
1557,2015-01-05,-0.188427,275.0038515488
1558,2015-01-06,-0.133432,287.5495210403
1559,2015-01-07,-0.089506,297.5355651666
1560,2015-01-08,-0.143932,284.3423918761
1561,2015-01-09,-0.105399,292.5011145529
1562,2015-01-10,-0.17519,276.2305321449
1563,2015-01-11,-0.207147,268.755515488
1564,2015-01-12,-0.205885,268.6172320281
1565,2015-01-13,-0.395577,224.1081177674
1566,2015-01-14,-0.59823,175.6376405611
1567,2015-01-15,-0.436136,212.3410113968
1568,2015-01-16,-0.455266,207.595204851
1569,2015-01-17,-0.48825,199.8248366452
1570,2015-01-18,-0.437966,211.1325184103
1571,2015-01-19,-0.412028,216.8946949153
1572,2015-01-20,-0.432701,211.9198538866
1573,2015-01-21,-0.355141,227.9042104033
1574,2015-01-22,-0.329701,233.6473828171
1575,2015-01-23,-0.331431,233.1328524255
1576,2015-01-24,-0.261454,249.0821239042
1577,2015-01-25,-0.237454,254.5179412624
1578,2015-01-26,-0.147597,273.952244886
1579,2015-01-27,-0.187635,264.7538045003
1580,2015-01-28,-0.314656,235.7358404442
1581,2015-01-29,-0.321112,233.9573734658
1582,2015-01-30,-0.34192,228.8961899474
1583,2015-01-31,-0.390794,217.3321560491
1584,2015-02-01,-0.347196,227.1113012858
1585,2015-02-02,-0.28908,240.0924199299
1586,2015-02-03,-0.342978,227.7756957919
1587,2015-02-04,-0.346304,226.7811341321
1588,2015-02-05,-0.388032,217.0111510812
1589,2015-02-06,-0.362356,222.7249693162
1590,2015-02-07,-0.335637,228.6471274109
1591,2015-02-08,-0.355745,224.0359888954
1592,2015-02-09,-0.369147,220.7684938632
1593,2015-02-10,-0.368032,220.8881542957
1594,2015-02-11,-0.372815,219.4958597312
1595,2015-02-12,-0.358751,222.5832279369
1596,2015-02-13,-0.296439,236.5553638223
1597,2015-02-14,-0.202663,257.6276957919
1598,2015-02-15,-0.305573,234.4458030392
1599,2015-02-16,-0.302244,235.0861268264
1600,2015-02-17,-0.262766,243.9057942724
1601,2015-02-18,-0.297827,235.9952323203
1602,2015-02-19,-0.268723,241.8722539451
1603,2015-02-20,-0.25436,245.5307752776
1604,2015-02-21,-0.254007,245.59600263
1605,2015-02-22,-0.293363,236.6906683226
1606,2015-02-23,-0.281847,239.0660178258
1607,2015-02-24,-0.277608,239.8692621274
1608,2015-02-25,-0.283292,238.2361110462
1609,2015-02-26,-0.288265,237.0444023963
1610,2015-02-27,-0.207432,255.1167744009
1611,2015-02-28,-0.207794,254.9484485681
1612,2015-03-01,-0.183056,260.6513308007
1613,2015-03-02,-0.113046,276.3226136762
1614,2015-03-03,-0.082618,282.7059009351
1615,2015-03-04,-0.124394,273.4475365283
1616,2015-03-05,-0.110876,276.2688091759
1617,2015-03-06,-0.124318,273.3181148451
1618,2015-03-07,-0.108887,276.4033573933
1619,2015-03-08,-0.111927,275.3380338983
1620,2015-03-09,-0.043693,290.1300590298
1621,2015-03-10,-0.036556,292.3203831093
1622,2015-03-11,-0.017653,296.6933293396
1623,2015-03-12,-0.025332,295.8003448276
1624,2015-03-13,-0.068086,285.9110263004
1625,2015-03-14,-0.07841,283.6083062537
1626,2015-03-15,-0.061707,287.2701420222
1627,2015-03-16,-0.042518,291.3921180596
1628,2015-03-17,-0.07039,285.2483965517
1629,2015-03-18,-0.195129,257.2861601403
1630,2015-03-19,-0.172457,262.0929479836
1631,2015-03-20,-0.167995,262.9664921099
1632,2015-03-21,-0.175856,261.1842974869
1633,2015-03-22,-0.140609,268.8994158387
1634,2015-03-23,-0.149816,266.7779929866
1635,2015-03-24,-0.239159,246.8350829924
1636,2015-03-25,-0.238613,246.7191367621
1637,2015-03-26,-0.225063,249.532993571
1638,2015-03-27,-0.234163,247.3788983051
1639,2015-03-28,-0.207339,253.2316139684
1640,2015-03-29,-0.253722,242.9676142607
1641,2015-03-30,-0.22859,248.3369345412
1642,2015-03-31,-0.244608,244.7124856809
1643,2015-04-01,-0.230137,247.1858194039
1644,2015-04-02,-0.200991,253.6300704267
1645,2015-04-03,-0.194973,254.833163647
1646,2015-04-04,-0.199074,253.9458486265
1647,2015-04-05,-0.166345,261.1121361777
1648,2015-04-06,-0.187888,256.3673869082
1649,2015-04-07,-0.194612,254.8318980129
1650,2015-04-08,-0.23531,245.8252104033
1651,2015-04-09,-0.243134,243.8606361777
1652,2015-04-10,-0.276325,235.8719006429
1653,2015-04-11,-0.268986,237.4090677966
1654,2015-04-12,-0.269499,237.1410423729
1655,2015-04-13,-0.321107,225.5056358854
1656,2015-04-14,-0.346292,219.7572367037
1657,2015-04-15,-0.325933,223.3139079486
1658,2015-04-16,-0.301681,228.4938153127
1659,2015-04-17,-0.327243,222.7850601987
1660,2015-04-18,-0.324247,223.3980441262
1661,2015-04-19,-0.324609,223.284135301
1662,2015-04-20,-0.316496,224.8949035652
1663,2015-04-21,-0.269762,234.9393565167
1664,2015-04-22,-0.274615,233.822418761
1665,2015-04-23,-0.26508,235.9332936879
1666,2015-04-24,-0.285252,231.4585923437
1667,2015-04-25,-0.308073,226.4459929866
1668,2015-04-26,-0.334916,220.5034067797
1669,2015-04-27,-0.302755,227.3259903565
1670,2015-04-28,-0.310637,225.5493687902
1671,2015-04-29,-0.309786,225.6692884278
1672,2015-04-30,-0.260597,236.3279760374
1673,2015-05-01,-0.276883,232.7465827002
1674,2015-05-02,-0.263903,235.5400771479
1675,2015-05-03,-0.241263,240.4642489772
1676,2015-05-04,-0.248068,238.9766613092
1677,2015-05-05,-0.261315,236.0233834015
1678,2015-05-06,-0.29131,229.4812193004
1679,2015-05-07,-0.255505,237.1306873174
1680,2015-05-08,-0.221922,244.3834728229
1681,2015-05-09,-0.229735,242.7059500292
1682,2015-05-10,-0.238717,240.7314839275
1683,2015-05-11,-0.230564,242.2498372297
1684,2015-05-12,-0.230327,242.2090920514
1685,2015-05-13,-0.256308,236.5502659264
1686,2015-05-14,-0.253948,236.9489167154
1687,2015-05-15,-0.251303,237.4845023378
1688,2015-05-16,-0.258905,235.8121344243
1689,2015-05-17,-0.253451,236.963682934
1690,2015-05-18,-0.272022,232.8838496154
1691,2015-05-19,-0.27587,231.9744468147
1692,2015-05-20,-0.265412,234.1903062537
1693,2015-05-21,-0.258894,235.5538217417
1694,2015-05-22,-0.236358,240.3232036821
1695,2015-05-23,-0.242425,238.9632817066
1696,2015-05-24,-0.234247,240.7117583285
1697,2015-05-25,-0.250989,237.0035432496
1698,2015-05-26,-0.251645,236.7962612507
1699,2015-05-27,-0.249204,237.2035964348
1700,2015-05-28,-0.249703,236.9568819404
1701,2015-05-29,-0.251045,236.6465265926
1702,2015-05-30,-0.26511,232.7887700175
1703,2015-05-31,-0.280114,229.4505479252
1704,2015-06-01,-0.307608,223.2827019287
1705,2015-06-02,-0.29714,225.3208009936
1706,2015-06-03,-0.296889,225.2130634132
1707,2015-06-04,-0.304378,223.5400768556
1708,2015-06-05,-0.298558,224.7310718878
1709,2015-06-06,-0.296437,225.1605131502
1710,2015-06-07,-0.303734,223.4116858562
1711,2015-06-08,-0.278401,228.7742913501
1712,2015-06-09,-0.275528,229.3705295149
1713,2015-06-10,-0.278642,228.5884874342
1714,2015-06-11,-0.273307,229.5844117475
1715,2015-06-12,-0.272369,229.8112185102
1716,2015-06-13,-0.256697,233.0153445354
1717,2015-06-14,-0.258809,232.5071087084
1718,2015-06-15,-0.238538,236.7909628872
1719,2015-06-16,-0.170315,251.4326767972
1720,2015-06-17,-0.186563,247.9693176505
1721,2015-06-18,-0.181372,249.0124795441
1722,2015-06-19,-0.20135,244.8034842198
1723,2015-06-20,-0.197772,245.5825131502
1724,2015-06-21,-0.204024,244.3002600818
1725,2015-06-22,-0.191171,247.0178924605
1726,2015-06-23,-0.204432,244.1847632963
1727,2015-06-24,-0.221593,240.4515452951
1728,2015-06-25,-0.2122,242.3478576856
1729,2015-06-26,-0.209085,242.96799737
1730,2015-06-27,-0.168573,251.5293267095
1731,2015-06-28,-0.180431,249.0582857978
1732,2015-06-29,-0.144627,256.6502223846
1733,2015-06-30,-0.111211,263.854356865
1734,2015-07-01,-0.138948,258.0426475745
1735,2015-07-02,-0.154309,254.747113384
1736,2015-07-03,-0.145915,256.0870428334
1737,2015-07-04,-0.124932,260.509239626
1738,2015-07-05,-0.073415,271.3024582116
1739,2015-07-06,-0.084087,269.1379400935
1740,2015-07-07,-0.097442,266.4699190532
1741,2015-07-08,-0.078041,270.5761428989
1742,2015-07-09,-0.081174,269.6803047925
1743,2015-07-10,-0.006215,285.5587808299
1744,2015-07-11,0.033297,293.9174538282
1745,2015-07-12,0.115554,311.4818798948
1746,2015-07-13,0.025321,292.6492238457
1747,2015-07-14,0.001798,287.7409514904
1748,2015-07-15,-0.007015,285.9228854471
1749,2015-07-16,-0.041961,278.5327492694
1750,2015-07-17,-0.034806,280.0647247224
1751,2015-07-18,-0.047425,277.354635301
1752,2015-07-19,-0.057277,275.2819894798
1753,2015-07-20,-0.037735,279.114393045
1754,2015-07-21,-0.049272,276.6524126242
1755,2015-07-22,-0.043865,277.7643690824
1756,2015-07-23,-0.048573,276.8116285798
1757,2015-07-24,0.011041,289.3059763296
1758,2015-07-25,0.011493,289.5076399766
1759,2015-07-26,0.029523,293.314842782
1760,2015-07-27,0.03462,294.4267618352
1761,2015-07-28,0.03913,295.4101252688
1762,2015-07-29,0.01265,289.855836353
1763,2015-07-30,0.005222,288.2362606663
1764,2015-07-31,-0.012534,284.5973243717
1765,2015-08-01,-0.026583,281.6688462887
1766,2015-08-02,-0.022922,282.423006429
1767,2015-08-03,-0.02398,282.1850523086
1768,2015-08-04,-0.008395,285.2866174752
1769,2015-08-05,-0.022527,282.3388869082
1770,2015-08-06,-0.038545,278.995748685
1771,2015-08-07,-0.035952,279.4887150789
1772,2015-08-08,-0.123099,261.4502755698
1773,2015-08-09,-0.092712,266.3420204559
1774,2015-08-10,-0.099127,264.9288252484
1775,2015-08-11,-0.067642,271.4217361192
1776,2015-08-12,-0.08334,268.143868498
1777,2015-08-13,-0.099664,264.6916279953
1778,2015-08-14,-0.091168,266.3559415546
1779,2015-08-15,-0.112012,261.9368366452
1780,2015-08-16,-0.125625,258.9308173898
1781,2015-08-17,-0.129539,258.0093983051
1782,2015-08-18,-0.321281,217.8858831169
1783,2015-08-19,-0.274165,227.2182518995
1784,2015-08-20,-0.23228,235.5238831093
1785,2015-08-21,-0.24429,232.8006178399
1786,2015-08-22,-0.25414,230.6391732905
1787,2015-08-23,-0.263755,228.6730739334
1788,2015-08-24,-0.341938,211.9559175921
1789,2015-08-25,-0.282787,222.6550394506
1790,2015-08-26,-0.263037,226.1167001753
1791,2015-08-27,-0.268518,224.9398772648
1792,2015-08-28,-0.233256,232.1708082992
1793,2015-08-29,-0.244243,229.8262001753
1794,2015-08-30,-0.248039,229.0195724722
1795,2015-08-31,-0.239701,230.6894661017
1796,2015-09-01,-0.252641,227.9555704267
1797,2015-09-02,-0.244558,229.5021807095
1798,2015-09-03,-0.25533,227.1071215663
1799,2015-09-04,-0.235157,231.1775634132
1800,2015-09-05,-0.212002,235.9030061368
1801,2015-09-06,-0.18797,240.8054722385
1802,2015-09-07,-0.188929,240.6336157218
1803,2015-09-08,-0.171748,244.1749526593
1804,2015-09-09,-0.198411,238.7224631794
1805,2015-09-10,-0.197248,238.7504772063
1806,2015-09-11,-0.186873,240.8450081169
1807,2015-09-12,-0.208799,236.3518321765
1808,2015-09-13,-0.237009,230.5488373174
1809,2015-09-14,-0.234527,230.9487939801
1810,2015-09-15,-0.236891,230.3985900058
1811,2015-09-16,-0.243277,229.0432857978
1812,2015-09-17,-0.222706,233.2026978375
1813,2015-09-18,-0.22276,233.1751309176
1814,2015-09-19,-0.227183,232.2415680888
1815,2015-09-20,-0.231309,231.3623237873
1816,2015-09-21,-0.253957,226.7734479836
1817,2015-09-22,-0.234703,230.6263047925
1818,2015-09-23,-0.235877,230.1324377557
1819,2015-09-24,-0.215223,234.319868498
1820,2015-09-25,-0.209098,235.5382218001
1821,2015-09-26,-0.213708,234.591814436
1822,2015-09-27,-0.220324,233.2433097604
1823,2015-09-28,-0.186432,240.0172653419
1824,2015-09-29,-0.199709,237.3362337814
1825,2015-09-30,-0.202562,236.7398480421
1826,2015-10-01,-0.194818,238.2298138515
1827,2015-10-02,-0.19634,237.9370073057
1828,2015-10-03,-0.187501,239.7358977206
1829,2015-10-04,-0.188511,239.5169248977
1830,2015-10-05,-0.18136,240.9612138334
1831,2015-10-06,-0.151798,246.9404982466
1832,2015-10-07,-0.16689,243.7344868498
1833,2015-10-08,-0.16986,243.0296329632
1834,2015-10-09,-0.162859,244.4488874927
1835,2015-10-10,-0.155242,245.9559243133
1836,2015-10-11,-0.142393,248.5281654004
1837,2015-10-12,-0.152931,246.0936373466
1838,2015-10-13,-0.131444,250.4713007013
1839,2015-10-14,-0.117155,253.1423255406
1840,2015-10-15,-0.10959,254.6930150029
1841,2015-10-16,-0.07007,262.7373632379
1842,2015-10-17,-0.024938,271.9309389246
1843,2015-10-18,-0.067307,263.4816773816
1844,2015-10-19,-0.062977,264.3627282291
1845,2015-10-20,-0.031668,270.8322118644
1846,2015-10-21,-0.045817,268.0402177089
