d,price_usd,address_01_10
2012-01-01,5.2948427773,82710.0
2012-01-02,5.2048778919,83009.0
2012-01-03,4.8705088288,83124.0
2012-01-04,5.5857062671,83229.0
2012-01-05,6.8740008773,83592.0
2012-01-06,6.68331664,83672.0
2012-01-07,6.7962279807,83610.0
2012-01-08,7.0966505663,83493.0
2012-01-09,6.2885383425,83598.0
2012-01-10,6.5284745552,82948.0
2012-01-11,6.8891277212,83340.0
2012-01-12,6.7735641958,83618.0
2012-01-13,6.4543688901,83939.0
2012-01-14,6.7617271426,84402.0
2012-01-15,7.0469225582,84652.0
2012-01-16,6.7156076666,84898.0
2012-01-17,5.5996219503,85155.0
2012-01-18,5.9002312881,85509.0
2012-01-19,6.3157063416,86115.0
2012-01-20,6.5014919883,86505.0
2012-01-21,6.1805683255,86541.0
2012-01-22,6.3029672268,86790.0
2012-01-23,6.3748760771,87144.0
2012-01-24,6.2744764757,87377.0
2012-01-25,5.8104650725,87578.0
2012-01-26,5.3672269544,87658.0
2012-01-27,5.303137197,87986.0
2012-01-28,5.659796775,88174.0
2012-01-29,5.3914294573,88254.0
2012-01-30,5.5034819386,88493.0
2012-01-31,5.5382202957,89046.0
2012-02-01,6.0752326523,89207.0
2012-02-02,6.0995729129,89483.0
2012-02-03,5.9516109275,89899.0
2012-02-04,5.895413239,90118.0
2012-02-05,5.6781157171,90388.0
2012-02-06,5.4826640584,90568.0
2012-02-07,5.6620277002,90443.0
2012-02-08,5.6185281899,90629.0
2012-02-09,5.8356998542,90870.0
2012-02-10,5.9378341555,90761.0
2012-02-11,5.6121328533,90771.0
2012-02-12,5.5190971695,90864.0
2012-02-13,5.3483545593,90943.0
2012-02-14,4.4836540918,90974.0
2012-02-15,4.325520322,91125.0
2012-02-16,4.255239045,91334.0
2012-02-17,4.3915383729,91400.0
2012-02-18,4.2700812776,91599.0
2012-02-19,4.3895514582,92181.0
2012-02-20,4.3651359389,92439.0
2012-02-21,4.315115602,92517.0
2012-02-22,4.4193102876,92560.0
2012-02-23,5.0395151181,92648.0
2012-02-24,5.0256087589,92491.0
2012-02-25,4.7725673811,92646.0
2012-02-26,4.9264208515,92837.0
2012-02-27,4.9525157563,93014.0
2012-02-28,4.8572577756,93296.0
2012-02-29,4.8727487557,93492.0
2012-03-01,4.9220721236,93507.0
2012-03-02,4.7148235871,93243.0
2012-03-03,4.6281932525,93502.0
2012-03-04,4.8341444816,94131.0
2012-03-05,4.9823929039,94463.0
2012-03-06,4.9878413524,94560.0
2012-03-07,4.9491128846,94894.0
2012-03-08,4.934979495,95012.0
2012-03-09,4.8722978475,95016.0
2012-03-10,4.8414238048,94996.0
2012-03-11,4.8920287516,95341.0
2012-03-12,4.9108393793,95357.0
2012-03-13,5.2908802788,95464.0
2012-03-14,5.3905432922,95460.0
2012-03-15,5.3408208989,95743.0
2012-03-16,5.3395747914,96095.0
