d,Close,350dma_x2
2013-08-02,96.0745306838,103.50556459361486
2013-08-03,95.5067095266,103.98516003568228
2013-08-04,96.3654821742,104.49107352329543
2013-08-05,97.5271338399,104.991343564388
2013-08-06,97.6712066043,105.49287627630915
2013-08-07,97.0542068966,105.99162857526913
2013-08-08,94.2572717709,106.47259208581086
2013-08-09,92.4727767387,106.94047056663543
2013-08-10,93.293552893,107.41309843075828
2013-08-11,94.2713123904,107.89153146874742
2013-08-12,95.4464707773,108.37465198701372
2013-08-13,97.7590750847,108.87080122444857
2013-08-14,99.1212875511,109.37510695958743
2013-08-15,98.1063331385,109.87441315558799
2013-08-16,98.2909602572,110.37834772951142
2013-08-17,99.6305043834,110.89048470920228
2013-08-18,99.1780397428,111.398781415152
2013-08-19,102.7840122735,111.92613500351943
2013-08-20,104.5002109877,112.46405619833942
2013-08-21,110.8016037405,113.03420523183713
2013-08-22,109.5232168323,113.59627636221714
2013-08-23,107.6975715956,114.14839892941143
2013-08-24,108.8826750438,114.70748124375714
2013-08-25,113.0825634132,115.29045534615656
2013-08-26,112.1181148451,115.86755720924398
2013-08-27,117.7597907656,116.47608119673143
2013-08-28,118.3174143776,117.08752193084227
2013-08-29,118.8356382233,117.70155243903999
2013-08-30,124.8853796026,118.34815399321258
2013-08-31,128.3779789597,119.01478019632229
2013-09-01,130.5363720047,119.69277711507029
2013-09-02,129.5653717124,120.3651031411
2013-09-03,129.1828036236,121.033235442728
2013-09-04,122.5292387493,121.66194621216287
2013-09-05,122.370085038,122.29053426009827
2013-09-06,117.8611464056,122.89354848049715
2013-09-07,119.8149894798,123.50841283395259
2013-09-08,118.0573863238,124.11350953850972
2013-09-09,121.2592726476,124.73719916097315
2013-09-10,122.2155301894,125.36595987408685
2013-09-11,127.0882270602,126.02177936094684
2013-09-12,126.7807235535,126.67584777324228
2013-09-13,127.4077451783,127.33314084632286
2013-09-14,124.3484774985,127.97281928056802
2013-09-15,125.0764178843,128.61673239720514
2013-09-16,126.2046659848,129.26710537334628
2013-09-17,126.8972501461,129.91904829934742
2013-09-18,126.9038194039,130.57018195025884
2013-09-19,124.1809573349,131.20628807344173
2013-09-20,122.9216358854,131.8358275961063
2013-09-21,123.5082568673,132.4701311798417
2013-09-22,123.1249351257,133.10585082578686
2013-09-23,122.8656990064,133.74089293583427
2013-09-24,123.7973576856,134.38071404583545
2013-09-25,123.614078609,135.01788484658343
2013-09-26,124.6856744594,135.66141697601827
2013-09-27,126.6053477499,136.31614428793313
2013-09-28,126.7965517241,136.97254284733202
2013-09-29,127.1086277031,137.6323031315737
2013-09-30,126.0902618352,138.2847714304783
2013-10-01,127.5754243133,138.94607089473143
2013-10-02,104.1050929281,139.47284635054515
2013-10-03,117.5754950321,140.07655813447428
2013-10-04,121.9303477499,140.70611734563258
2013-10-05,121.3934026885,141.33296891784286
2013-10-06,122.4752612507,141.96621377409886
2013-10-07,123.9068725891,142.60716117224857
2013-10-08,124.7665289305,143.25321115625144
2013-10-09,125.9335203127,143.90634925868457
2013-10-10,126.7046504968,144.56892651969312
2013-10-11,127.2552992402,145.2382104039594
2013-10-12,127.8512630041,145.9090279851503
2013-10-13,132.4156586791,146.60448910855143
2013-10-14,135.3391949153,147.317108856776
2013-10-15,141.493908533,148.06359220234512
2013-10-16,138.327921917,148.79034563136744
2013-10-17,143.7471338399,149.5511090490183
2013-10-18,152.77557218,150.36393801211085
2013-10-19,165.7727171245,151.25034926985487
2013-10-20,166.5001510812,152.14008223093313
2013-10-21,179.9106285798,153.106766847188
2013-10-22,190.4027814144,154.13267875527544
2013-10-23,204.6003509643,155.23922876681715
2013-10-24,194.4100437651,156.28789930621144
2013-10-25,185.643787626,157.28691599425713
2013-10-26,179.8082180012,158.25231575173257
2013-10-27,194.5461332554,159.30205456668457
2013-10-28,196.2746873174,160.36058796589657
2013-10-29,204.4281741672,161.46590323097143
2013-10-30,197.900599421,162.53414121384284
2013-10-31,203.2836499123,163.631904299864
2013-11-01,203.0371098494,164.7252303856897
2013-11-02,204.7928813559,165.82833232258514
2013-11-03,210.2753826117,166.96324518875429
2013-11-04,228.7910388662,168.2034766717
2013-11-05,243.6416689071,169.5288623779303
2013-11-06,263.2095839871,170.9658935139943
2013-11-07,290.1242261835,172.55350624677715
2013-11-08,333.750656512,174.3904797833057
2013-11-09,331.0511484512,176.211268035028
2013-11-10,327.5586534997,178.011433543656
2013-11-11,342.6976928697,179.90007963868342
2013-11-12,354.6454883109,181.857143712548
2013-11-13,394.5044952244,184.04098848624741
2013-11-14,416.7063033027,186.35075215281486
2013-11-15,408.3987973349,188.61253877228572
2013-11-16,435.7984427674,191.0308590916977
2013-11-17,485.3365768556,193.7327941322634
2013-11-18,657.7785038749,197.4192029667663
2013-11-19,546.8783973115,200.46782472522344
2013-11-20,595.3390996493,203.79368957909315
2013-11-21,720.7644252601,207.8353267260634
2013-11-22,802.9169337183,212.3464104476
2013-11-23,834.2953399891,217.03666962234286
2013-11-24,807.1666954997,221.57278496296573
2013-11-25,816.243386616,226.159934277452
2013-11-26,916.0971601403,231.3169728173034
2013-11-27,962.9105609117,236.7412148016983
2013-11-28,1007.387163647,242.41911144242002
2013-11-29,1128.7254880187,248.79125181822513
2013-11-30,1119.2967147867,255.10991334107084
2013-12-01,964.4857936879,260.54507295599257
2013-12-02,1040.8082177089,266.416433788892
2013-12-03,1053.6210274483,272.36128518077317
2013-12-04,1134.9322308884,278.76924911053544
2013-12-05,1027.411772827,284.56263051511087
2013-12-06,824.5817103378,289.19778904274233
2013-12-07,703.7483760257,293.1424813976726
2013-12-08,783.5733483343,297.5439399266863
2013-12-09,896.079289889,302.58766922507203
2013-12-10,977.165367329,308.0950966554966
2013-12-11,875.4640342724,313.02086428552457
2013-12-12,873.3248059877,317.93472430156174
2013-12-13,879.156135301,322.8815850334446
2013-12-14,852.856120526,327.6786257001057
2013-12-15,864.0616578609,332.53929223760287
2013-12-16,677.8941068013,336.3355696910754
2013-12-17,682.626772706,340.16011484126966
2013-12-18,526.1209763267,343.09063123849086
2013-12-19,685.5251289597,346.9314372259834
2013-12-20,600.2169542607,350.2843814151897
2013-12-21,597.0335025482,353.61909053394055
2013-12-22,615.0130352718,357.05628218402
2013-12-23,657.9266341555,360.7383997411497
2013-12-24,650.6647451783,364.3777391385617
2013-12-25,678.2901580947,368.1747060119223
2013-12-26,749.9965949562,372.3796969953543
2013-12-27,722.5705674927,376.42737097461145
2013-12-28,715.8523630789,380.436731417028
2013-12-29,727.2712156634,384.51164814500686
2013-12-30,735.7419970777,388.6340711550492
2013-12-31,729.5575829106,392.7211794131006
2014-01-01,752.4045499446,396.9365893325103
2014-01-02,784.9549213144,401.33291117008054
2014-01-03,807.2229390298,405.8558091581143
2014-01-04,828.6020626184,410.50160307936346
2014-01-05,902.487380263,415.5688475829389
2014-01-06,914.4599608416,420.698441533344
2014-01-07,803.3517961987,425.1901650611154
2014-01-08,820.6900095032,429.77961428443143
2014-01-09,831.3347504874,434.43352093823256
2014-01-10,853.2988548446,439.2100446686063
2014-01-11,889.5558371193,444.1929144282817
2014-01-12,845.1913322209,448.92049559517375
2014-01-13,822.8770121975,453.51525415130624
2014-01-14,815.2936027119,458.06256208573944
2014-01-15,841.0898573641,462.7560044324692
2014-01-16,815.8548002981,467.3008224739972
2014-01-17,792.8295064757,471.7144591283943
2014-01-18,809.7835283564,476.22958842354285
2014-01-19,838.4284747341,480.9030143381195
2014-01-20,828.8852165926,485.52269850172627
2014-01-21,823.8179637639,490.11217632479094
2014-01-22,818.9763863238,494.6708495864588
2014-01-23,810.9224251958,499.1783047865555
2014-01-24,781.0425139509,503.51119135170404
2014-01-25,804.4032408007,507.97215924111543
2014-01-26,814.4993813735,512.489868338352
2014-01-27,742.7013749708,516.5938917799285
2014-01-28,790.1764018761,520.9664441540355
2014-01-29,793.3844249094,525.3592600053189
2014-01-30,799.4744798364,529.7717862339822
2014-01-31,803.2375987849,534.2064509743011
2014-02-01,813.2195492168,538.6971560351857
2014-02-02,814.4908704267,543.197519572616
2014-02-03,806.9974283725,547.6550542053897
2014-02-04,800.0782318936,552.0588519626057
2014-02-05,784.4736927778,556.3711598800354
2014-02-06,763.5693822326,560.5640245275599
2014-02-07,711.5712734191,564.4560166240555
2014-02-08,677.6823009414,568.158164317744
2014-02-09,687.4060545763,571.9154397810806
2014-02-10,685.4574988369,575.65889958532
2014-02-11,671.8996916902,579.3202947529742
2014-02-12,653.7657809117,582.8775834377097
2014-02-13,612.918414962,586.1892584149977
2014-02-14,668.7886026593,589.8131575328559
2014-02-15,654.3770601987,593.3573492144257
2014-02-16,623.2503219486,596.7219125370777
2014-02-17,631.3345963063,600.121674428824
2014-02-18,627.2717614155,603.4736676141109
2014-02-19,623.5401369462,606.7894112756022
2014-02-20,563.7685610988,609.7712462492195
2014-02-21,580.3243159731,612.8365113181228
2014-02-22,607.1246333372,616.0378601565508
2014-02-23,610.0823237463,619.2608103581925
2014-02-24,542.2666507539,622.0836193649166
2014-02-25,533.707644436,624.8795856459326
2014-02-26,587.5785882992,627.9685136313475
2014-02-27,585.3939256501,631.0454757061851
2014-02-28,551.2947703098,633.9277171522536
2014-03-01,567.5342354413,636.9013012650634
2014-03-02,558.5277071566,639.8224110214795
2014-03-03,676.505732782,643.3946412865691
2014-03-04,674.5113994331,646.9090001341217
2014-03-05,670.3388510995,650.3755793661292
2014-03-06,667.7128340035,653.7858382746904
2014-03-07,631.7702952133,656.9968337642417
2014-03-08,621.5241144962,660.1804966106743
2014-03-09,640.578889322,663.4312878399057
2014-03-10,628.151241166,666.5960715651422
2014-03-11,633.733838235,669.7681837983023
2014-03-12,634.6468237171,672.8870109057497
2014-03-13,643.4321008591,676.0627762023114
2014-03-14,628.3085900058,679.13713557744
2014-03-15,636.2186500614,682.2458709492863
2014-03-16,634.1689009709,685.3331261638451
2014-03-17,622.7602086499,688.2998682309234
2014-03-18,614.3095137171,691.1434657707857
2014-03-19,610.5112034746,693.881330879908
2014-03-20,586.6075957101,696.4733335955332
2014-03-21,569.6945179953,698.9137247527177
2014-03-22,564.7000267037,701.3229716312252
2014-03-23,558.9588616914,703.5864381861652
2014-03-24,585.023250519,705.8645644071423
2014-03-25,583.7711890941,707.8822112208503
2014-03-26,579.243850401,710.2710738536503
2014-03-27,483.1640126125,712.5582877255046
2014-03-28,498.6613289492,714.7707731869629
2014-03-29,489.5170235476,717.0102471965475
2014-03-30,458.9663282759,719.1251319786966
2014-03-31,455.3553540561,721.2650214694971
2014-04-01,479.0084658679,723.6120233388732
2014-04-02,439.0114925248,725.5900087995092
2014-04-03,449.4411515196,727.5375105505223
2014-04-04,449.719869737,729.4272681876537
2014-04-05,461.6753314822,731.3327941453063
2014-04-06,458.6334805445,733.276509784096
2014-04-07,448.6552750664,735.1184583744193
2014-04-08,452.803098796,736.8937491215212
2014-04-09,442.8379849322,738.543490305108
2014-04-10,366.9118660634,739.8343657724504
2014-04-11,421.9435280713,741.4614167876028
2014-04-12,424.2742126476,743.1531170335594
2014-04-13,416.362321654,744.7630527598011
2014-04-14,461.1082465866,746.5761834363383
2014-04-15,521.6152996061,748.7618157338285
2014-04-16,531.481846732,751.1353474234954
2014-04-17,499.8375515447,753.383899234052
2014-04-18,483.0200135336,755.5936316526778
2014-04-19,504.3655951785,757.8328771315886
2014-04-20,501.5571844492,760.0332683808583
2014-04-21,498.084530301,762.2387880043201
2014-04-22,489.5035100292,764.398183988067
2014-04-23,490.6329675433,766.5553091634298
2014-04-24,503.2918010286,768.791407839532
2014-04-25,466.4261713442,770.7841800364492
2014-04-26,459.2267098188,772.7483339344835
2014-04-27,438.7093637173,774.5987550096703
2014-04-28,441.5478054681,776.4510027172247
2014-04-29,447.709930772,778.3929705126685
2014-04-30,448.875715514,780.3351925874599
2014-05-01,460.194698256,782.3196315829211
2014-05-02,452.2397797617,784.2336610900509
2014-05-03,438.9785880058,786.0668537261965
2014-05-04,436.6753986447,787.893376688812
2014-05-05,432.3381790354,789.6906312177578
2014-05-06,430.1282053945,791.4784950148022
2014-05-07,442.1828760959,793.3253790291633
2014-05-08,440.4027627119,795.134959638665
2014-05-09,452.6979997236,796.9848277476309
2014-05-10,456.7558462887,798.8586044963993
2014-05-11,439.1144760374,800.6240666388389
2014-05-12,441.2809555815,802.4234269227159
2014-05-13,439.0057749854,804.2125765211132
2014-05-14,444.8482057276,806.0141959116114
2014-05-15,446.9615587376,807.84533014222
2014-05-16,448.7421537113,809.6791910840252
2014-05-17,449.2222893045,811.5102261595869
2014-05-18,446.9626414378,813.3635743452764
2014-05-19,447.4048568089,815.2176067390315
2014-05-20,490.335648159,817.3327249071875
2014-05-21,493.9334918177,819.4645167241703
2014-05-22,526.8142884278,821.794575654216
2014-05-23,523.6993202805,824.1574418761412
2014-05-24,527.6912431327,826.5489430063776
2014-05-25,573.312458796,829.2541364655075
2014-05-26,584.8479748685,831.9997959411692
2014-05-27,573.9282692455,834.6650573628241
2014-05-28,579.1893188194,837.3668356628989
2014-05-29,570.3493109293,840.0469808812343
2014-05-30,620.8463606078,843.0277415458411
2014-05-31,627.8924206897,846.0449837360393
2014-06-01,630.0749535359,849.079478606207
2014-06-02,663.5057238457,852.2987895705554
2014-06-03,672.3878971362,855.545067974864
2014-06-04,643.8873687902,858.6277549348708
2014-06-05,661.5035581531,861.8116409831298
2014-06-06,650.1333158971,864.9471636031514
2014-06-07,656.8002717709,868.1286536791304
2014-06-08,657.8199748685,871.3143978521286
2014-06-09,648.3363223261,874.4532015041281
2014-06-10,650.936609585,877.6137947662137
2014-06-11,631.4890222092,880.6585794602104
2014-06-12,591.9750771479,883.4881287604892
2014-06-13,597.0449997078,886.3888172918412
2014-06-14,575.5594617183,889.1703154099006
2014-06-15,589.7246464056,892.0288510598966
2014-06-16,590.5674821742,894.9299934144096
2014-06-17,609.0800029223,897.9086421929022
2014-06-18,607.6297960257,900.936861994188
2014-06-19,595.7514769141,903.888956886064
2014-06-20,591.5315227937,906.8837220228698
2014-06-21,592.7643495032,909.8918515578114
2014-06-22,599.6346335476,912.906280764524
2014-06-23,589.5522998247,915.8523593134097
2014-06-24,579.9737185856,918.73854107178
2014-06-25,562.2367799532,921.4655302193125
2014-06-26,580.7492302747,924.2841112529607
2014-06-27,600.638305377,927.201777576748
2014-06-28,594.3903042081,930.0749073271029
2014-06-29,600.8405184103,932.9946116078709
2014-06-30,638.9461139684,936.1097542445909
2014-07-01,642.9565967271,939.2593288793074
2014-07-02,651.2983477499,942.4608545735548
2014-07-03,646.4133891303,945.669149773628
2014-07-04,630.6355029223,948.7799881069004
2014-07-05,630.4683419053,951.8974594369497
2014-07-06,634.6726744594,955.0346498609359
2014-07-07,622.8549789597,958.1043981484875
2014-07-08,624.8943310929,961.1782111450641
2014-07-09,621.9390917592,964.2284246375916
2014-07-10,616.5228497954,967.2361775379834
2014-07-11,634.4943781414,970.3476654932309
2014-07-12,636.9239579345,973.4834293907874
2014-07-13,629.8757504383,976.5527431521634
2014-07-14,619.1974590883,979.5578789340788
2014-07-15,621.9346014027,982.5594506398485
2014-07-16,616.3518822326,985.521321853007
2014-07-17,624.2592749854,988.5367004653474
2014-07-18,630.7501402688,991.5919896629761
2014-07-19,629.1733644068,994.6415134051487
2014-07-20,625.2486762127,997.6637030853685
2014-07-21,621.3053313852,1000.656721357056
2014-07-22,619.8232644652,1003.6404474019753
2014-07-23,619.7728167738,1006.6274108869881
2014-07-24,602.8796455289,1009.5338244513194
2014-07-25,601.5785143191,1012.4430000946361
2014-07-26,594.7026072472,1015.3081946909458
2014-07-27,591.5754441847,1018.1499325869131
2014-07-28,587.4930049679,1020.9616270680024
2014-07-29,584.1123933372,1023.740788886588
2014-07-30,562.9146250731,1026.391036529571
2014-07-31,581.9755619521,1029.1560035513628
2014-08-01,596.5067592051,1032.0029509739222
2014-08-02,589.757261543,1034.8036753005485
2014-08-03,586.7537367037,1037.5898221403252
2014-08-04,587.6083354763,1040.3602468443412
2014-08-05,581.8819886032,1043.0881427164297
2014-08-06,582.2483714202,1045.7821242460282
2014-08-07,586.0466335476,1048.505115198687
2014-08-08,589.0244126242,1051.2555542902787
2014-08-09,588.9785213326,1053.998959126215
2014-08-10,589.3735020456,1056.7206216326856
2014-08-11,573.4414839275,1059.3567551702995
2014-08-12,568.3075201636,1061.9313136240023
2014-08-13,548.3701753361,1064.3887579723366
2014-08-14,505.1074997078,1066.596025752248
2014-08-15,500.3230601327,1068.7413839267056
2014-08-16,521.7479628872,1070.9892124062915
2014-08-17,497.7646589714,1073.0876597603867
2014-08-18,468.9579181765,1075.0270457401816
2014-08-19,486.7943506721,1077.0705402947447
2014-08-20,515.1203538866,1079.3139180955293
2014-08-21,519.3078521333,1081.5821339075023
2014-08-22,516.1593687902,1083.8581237496999
2014-08-23,497.1257594974,1086.0141852926577
2014-08-24,508.4307419638,1088.2448901820292
2014-08-25,501.6102866745,1090.418324547897
2014-08-26,511.8523217417,1092.6448204996245
2014-08-27,510.1623237873,1094.833815338065
2014-08-28,506.2851516657,1097.0024120701348
2014-08-29,508.8665718878,1099.1821767941892
2014-08-30,501.2757232613,1101.3360467699765
2014-08-31,478.5114254822,1103.3556753848218
2014-09-01,474.5414897721,1105.346171520749
2014-09-02,474.4306706604,1107.332076780831
2014-09-03,473.9592033898,1109.3152504036075
2014-09-04,489.5552013442,1111.4031032265177
2014-09-05,478.7497828755,1113.436406923604
2014-09-06,480.6424918177,1115.4771739804635
2014-09-07,478.3655008767,1117.5071200704692
2014-09-08,468.9754959088,1119.4848903384827
2014-09-09,473.5120271771,1121.4832598784344
2014-09-10,477.7784175921,1123.5070561011948
2014-09-11,477.2706820573,1125.521827573183
2014-09-12,473.9972822911,1127.5069243419898
2014-09-13,477.9609739918,1129.5135781835195
2014-09-14,475.6480639977,1131.5052321052028
2014-09-15,472.6556297487,1133.485605636137
2014-09-16,464.1777545295,1135.4090475230869
2014-09-17,456.3398912916,1137.4218177994496
2014-09-18,426.880106955,1139.1892727247234
2014-09-19,393.8938907072,1140.7433501130508
2014-09-20,411.041342782,1142.3984811992996
2014-09-21,400.4045306838,1143.9866484532029
2014-09-22,400.8816221508,1145.5693613078413
2014-09-23,438.4918009936,1147.3620771482017
2014-09-24,423.7000917592,1149.0636004136104
2014-09-25,409.5377498539,1150.6797895527939
2014-09-26,405.2982518995,1152.2686064251327
2014-09-27,400.5993345996,1153.8271668342497
2014-09-28,375.5499897721,1155.2165058690669
2014-09-29,373.0645578609,1156.5749365144704
2014-09-30,389.2640404115,1157.9907658394905
