d,price_usd,realized_cap
2015-03-30,248.3369345412,4177483700.4507
2015-03-31,244.7124856809,4176580033.2668
2015-04-01,247.1858194039,4167516801.5149
2015-04-02,253.6300704267,4169396823.5184
2015-04-03,254.833163647,4168617672.7209
2015-04-04,253.9458486265,4169571526.3018
2015-04-05,261.1121361777,4170683883.7418
2015-04-06,256.3673869082,4170774663.4474
2015-04-07,254.8318980129,4170650528.1453
2015-04-08,245.8252104033,4169414482.1893
2015-04-09,243.8606361777,4166414127.9384
2015-04-10,235.8719006429,4156482280.3659
2015-04-11,237.4090677966,4156253350.2915
2015-04-12,237.1410423729,4154615853.3125
2015-04-13,225.5056358854,4149523207.163
2015-04-14,219.7572367037,4146245427.0284
2015-04-15,223.3139079486,4134472766.0915
2015-04-16,228.4938153127,4133785648.8973
2015-04-17,222.7850601987,4131998755.6222
2015-04-18,223.3980441262,4132036535.4149
2015-04-19,223.284135301,4132094637.8354
2015-04-20,224.8949035652,4130630067.5582
2015-04-21,234.9393565167,4130172484.3826
2015-04-22,233.822418761,4129929714.2715
2015-04-23,235.9332936879,4131160039.2262
2015-04-24,231.4585923437,4130107403.1365
2015-04-25,226.4459929866,4129702851.7637
2015-04-26,220.5034067797,4128247217.845
2015-04-27,227.3259903565,4127032984.1765
2015-04-28,225.5493687902,4126603058.5777
2015-04-29,225.6692884278,4126181074.0536
2015-04-30,236.3279760374,4127464866.3284
2015-05-01,232.7465827002,4127130117.8949
2015-05-02,235.5400771479,4127749432.6615
2015-05-03,240.4642489772,4129099746.2778
2015-05-04,238.9766613092,4129366252.8352
2015-05-05,236.0233834015,4128630297.3826
2015-05-06,229.4812193004,4128046015.9116
2015-05-07,237.1306873174,4128033042.1711
2015-05-08,244.3834728229,4129322344.3138
2015-05-09,242.7059500292,4129945482.3633
2015-05-10,240.7314839275,4129892730.4334
2015-05-11,242.2498372297,4127423105.9767
2015-05-12,242.2090920514,4126872826.388
2015-05-13,236.5502659264,4126363172.5792
2015-05-14,236.9489167154,4125578699.5299
2015-05-15,237.4845023378,4125836163.7124
2015-05-16,235.8121344243,4125778517.5769
2015-05-17,236.963682934,4126395134.8758
2015-05-18,232.8838496154,4125480316.1675
2015-05-19,231.9744468147,4124796328.7898
2015-05-20,234.1903062537,4125199873.3917
2015-05-21,235.5538217417,4125530045.4004
2015-05-22,240.3232036821,4125639201.6128
2015-05-23,238.9632817066,4125198666.7782
2015-05-24,240.7117583285,4125985616.1541
2015-05-25,237.0035432496,4124636156.6811
2015-05-26,236.7962612507,4124349270.9773
2015-05-27,237.2035964348,4123396314.6259
2015-05-28,236.9568819404,4122000666.1824
2015-05-29,236.6465265926,4122378748.527
2015-05-30,232.7887700175,4110633210.8083
2015-05-31,229.4505479252,4109133377.489
2015-06-01,223.2827019287,4104944671.9705
2015-06-02,225.3208009936,4102957431.7113
2015-06-03,225.2130634132,4101245234.7493
2015-06-04,223.5400768556,4100593875.8497
2015-06-05,224.7310718878,4100543769.461
2015-06-06,225.1605131502,4101042295.5474
2015-06-07,223.4116858562,4098738901.6937
2015-06-08,228.7742913501,4099470271.4484
2015-06-09,229.3705295149,4099974294.3885
2015-06-10,228.5884874342,4098970065.6338
2015-06-11,229.5844117475,4097676117.9221
2015-06-12,229.8112185102,4098704596.8719
2015-06-13,233.0153445354,4097971329.5031
2015-06-14,232.5071087084,4097752375.7089
2015-06-15,236.7909628872,4098580834.0533
2015-06-16,251.4326767972,4102995699.2058
2015-06-17,247.9693176505,4103266917.0438
2015-06-18,249.0124795441,4103409026.0104
2015-06-19,244.8034842198,4104099894.4064
2015-06-20,245.5825131502,4105169785.6037
2015-06-21,244.3002600818,4106247519.2915
2015-06-22,247.0178924605,4107305084.2922
2015-06-23,244.1847632963,4107339143.2444
2015-06-24,240.4515452951,4106260439.1007
2015-06-25,242.3478576856,4105967779.5976
2015-06-26,242.96799737,4106287184.2343
2015-06-27,251.5293267095,4107973945.439
2015-06-28,249.0582857978,4108931148.2514
2015-06-29,256.6502223846,4111071481.4746
2015-06-30,263.854356865,4114952423.1808
2015-07-01,258.0426475745,4115625074.5128
2015-07-02,254.747113384,4115325407.3341
2015-07-03,256.0870428334,4110315871.845
2015-07-04,260.509239626,4111771146.3837
2015-07-05,271.3024582116,4113169835.6779
2015-07-06,269.1379400935,4115252011.9034
2015-07-07,266.4699190532,4117791170.5463
2015-07-08,270.5761428989,4119692540.0366
2015-07-09,269.6803047925,4117058663.221
2015-07-10,285.5587808299,4121858386.0149
2015-07-11,293.9174538282,4124802630.6825
2015-07-12,311.4818798948,4132176682.0294
2015-07-13,292.6492238457,4132534397.3169
2015-07-14,287.7409514904,4133370453.1691
2015-07-15,285.9228854471,4134671307.5214
2015-07-16,278.5327492694,4133781561.9723
2015-07-17,280.0647247224,4135441230.2001
2015-07-18,277.354635301,4135170428.9145
2015-07-19,275.2819894798,4135793687.0949
2015-07-20,279.114393045,4133649651.7486
2015-07-21,276.6524126242,4133509823.0218
2015-07-22,277.7643690824,4134425423.1637
2015-07-23,276.8116285798,4135700474.2853
2015-07-24,289.3059763296,4138997397.4478
2015-07-25,289.5076399766,4141677020.7677
2015-07-26,293.314842782,4143826122.1552
2015-07-27,294.4267618352,4145764641.8759
2015-07-28,295.4101252688,4147516154.9712
2015-07-29,289.855836353,4147475442.5746
2015-07-30,288.2362606663,4147225170.168
2015-07-31,284.5973243717,4148717840.1305
2015-08-01,281.6688462887,4149400450.3038
2015-08-02,282.423006429,4150432368.6752
2015-08-03,282.1850523086,4151245016.7613
2015-08-04,285.2866174752,4150582530.7481
2015-08-05,282.3388869082,4151013005.2265
2015-08-06,278.995748685,4151379408.3652
2015-08-07,279.4887150789,4151724547.1613
2015-08-08,261.4502755698,4151332454.8263
2015-08-09,266.3420204559,4132510391.1217
2015-08-10,264.9288252484,4132207049.2464
2015-08-11,271.4217361192,4133545970.9232
2015-08-12,268.143868498,4133595284.5268
2015-08-13,264.6916279953,4133084128.5634
2015-08-14,266.3559415546,4132812946.9511
2015-08-15,261.9368366452,4131605535.0046
2015-08-16,258.9308173898,4129336802.8914
2015-08-17,258.0093983051,4128485349.6085
2015-08-18,217.8858831169,4117145978.1412
2015-08-19,227.2182518995,4113178958.1474
2015-08-20,235.5238831093,4109960481.1158
2015-08-21,232.8006178399,4106907533.1787
2015-08-22,230.6391732905,4105518909.6268
2015-08-23,228.6730739334,4106103258.2423
2015-08-24,211.9559175921,4095954668.2525
2015-08-25,222.6550394506,4076386294.0572
2015-08-26,226.1167001753,4068815197.2548
2015-08-27,224.9398772648,4068549376.1943
2015-08-28,232.1708082992,4069846553.3398
2015-08-29,229.8262001753,4069076422.7458
2015-08-30,229.0195724722,4069286065.113
2015-08-31,230.6894661017,4069614943.6133
2015-09-01,227.9555704267,4068868938.1321
2015-09-02,229.5021807095,4068191119.5325
2015-09-03,227.1071215663,4065867315.7791
2015-09-04,231.1775634132,4066170661.1429
2015-09-05,235.9030061368,4067202564.6121
2015-09-06,240.8054722385,4068268621.147
2015-09-07,240.6336157218,4069393410.5674
2015-09-08,244.1749526593,4070926385.1254
2015-09-09,238.7224631794,4071026939.3313
2015-09-10,238.7504772063,4068887988.6482
2015-09-11,240.8450081169,4069608579.8315
2015-09-12,236.3518321765,4069493715.2078
2015-09-13,230.5488373174,4068846792.1027
2015-09-14,230.9487939801,4068074516.256
2015-09-15,230.3985900058,4067781935.0986
2015-09-16,229.0432857978,4067486933.2156
2015-09-17,233.2026978375,4068235333.6131
2015-09-18,233.1751309176,4068698953.5358
2015-09-19,232.2415680888,4068676350.2533
2015-09-20,231.3623237873,4068578130.4641
2015-09-21,226.7734479836,4068830822.8013
2015-09-22,230.6263047925,4069173622.3252
2015-09-23,230.1324377557,4066156144.7685
2015-09-24,234.319868498,4067256418.4059
2015-09-25,235.5382218001,4067873949.6084
2015-09-26,234.591814436,4068320160.0228
2015-09-27,233.2433097604,4068774834.9744
2015-09-28,240.0172653419,4068967218.9006
2015-09-29,237.3362337814,4069669356.7915
2015-09-30,236.7398480421,4070067252.0346
2015-10-01,238.2298138515,4069891743.0617
2015-10-02,237.9370073057,4070769394.3225
2015-10-03,239.7358977206,4071914067.4526
2015-10-04,239.5169248977,4072465639.8813
2015-10-05,240.9612138334,4073449004.2355
2015-10-06,246.9404982466,4075122989.9941
2015-10-07,243.7344868498,4073101888.6408
2015-10-08,243.0296329632,4072219605.2081
2015-10-09,244.4488874927,4073175819.6346
2015-10-10,245.9559243133,4073842255.6775
2015-10-11,248.5281654004,4074743345.0622
2015-10-12,246.0936373466,4070664845.1514
2015-10-13,250.4713007013,4072757325.8952
2015-10-14,253.1423255406,4071007345.0307
2015-10-15,254.6930150029,4072620176.7557
2015-10-16,262.7373632379,4075994635.4627
2015-10-17,271.9309389246,4079877373.7005
2015-10-18,263.4816773816,4080632086.894
2015-10-19,264.3627282291,4081969164.0179
2015-10-20,270.8322118644,4086354108.8267
2015-10-21,268.0402177089,4087624314.8137
2015-10-22,275.4149564582,4090371107.8504
2015-10-23,278.6127780269,4093737734.0554
2015-10-24,283.6111428989,4097292601.2786
2015-10-25,286.0496934541,4100899508.2434
2015-10-26,286.7033828171,4103861742.6467
2015-10-27,295.5629137931,4110163524.3409
2015-10-28,304.4420970193,4117997303.8149
2015-10-29,314.8794623027,4128856567.8652
2015-10-30,328.4923211572,4145383205.2042
2015-10-31,314.1195081823,4150812356.9442
2015-11-01,329.8542276447,4159119768.9352
2015-11-02,364.6166279953,4180308210.4495
2015-11-03,400.9231052016,4212261916.886
2015-11-04,405.4816814728,4244659205.6716
2015-11-05,384.341222969,4260780735.9187
2015-11-06,372.9754178843,4262466545.6652
2015-11-07,386.5045508475,4275136724.8923
2015-11-08,372.4001297487,4274494417.8469
2015-11-09,380.49564436,4283910167.8945
2015-11-10,337.8305023378,4268466454.9968
2015-11-11,308.9221858562,4255725861.8774
2015-11-12,337.5229886032,4261192834.7314
2015-11-13,337.2789582116,4265215334.2864
2015-11-14,333.0471174752,4266297667.7351
2015-11-15,319.9280216248,4264151261.0901
2015-11-16,331.1327250146,4265847560.8228
2015-11-17,335.84978609,4273876176.7808
2015-11-18,335.7445049679,4276267589.5233
2015-11-19,326.2321455289,4275407752.2806
2015-11-20,321.940475453,4275340442.0214
2015-11-21,325.9052311514,4276935867.9185
2015-11-22,323.7169661017,4279226519.5124
2015-11-23,323.0125563413,4279799895.8171
2015-11-24,319.9613565272,4280203701.2696
2015-11-25,328.9604573349,4282695948.9191
2015-11-26,356.255292519,4292174894.1393
2015-11-27,359.2688243717,4298143218.545
2015-11-28,356.5673226184,4300761659.6912
2015-11-29,371.7076125073,4306492847.7799
2015-11-30,377.3898398597,4316837386.4992
2015-12-01,362.5323758036,4317377159.5726
2015-12-02,359.2224041496,4319341922.3666
2015-12-03,361.2100680888,4321502308.3858
2015-12-04,363.2416317943,4324969410.063
2015-12-05,389.362958796,4335080133.36
2015-12-06,393.3191297487,4344391734.1845
2015-12-07,395.3465882525,4352913102.6029
2015-12-08,413.7986604325,4365260202.0937
2015-12-09,417.6326712449,4384145546.8489
2015-12-10,415.7299243133,4391543256.3361
2015-12-11,453.8614801286,4412233935.4855
2015-12-12,435.8557223846,4417538229.2384
2015-12-13,434.4034663939,4422199985.7054
2015-12-14,442.9916896552,4437685609.5277
2015-12-15,464.6178717124,4455136632.7714
2015-12-16,454.1424924021,4459967460.4494
2015-12-17,456.2401346113,4467557494.0152
2015-12-18,463.1757697253,4478951151.4527
2015-12-19,461.3999079486,4486332491.6088
2015-12-20,442.1539900643,4487753144.6885
2015-12-21,437.6401294565,4489608426.7649
2015-12-22,435.2683790181,4493161613.3194
2015-12-23,442.6657270602,4500885062.1964
2015-12-24,455.8787130333,4509409310.2872
2015-12-25,455.7188258328,4518628596.0878
2015-12-26,418.2215315605,4514356866.6711
2015-12-27,422.7058945061,4516326713.0927
2015-12-28,421.0528796026,4517163219.4812
2015-12-29,431.3400213326,4520680999.2856
2015-12-30,426.0436469901,4522604239.9999
2015-12-31,429.6771534191,4528716204.789
2016-01-01,434.678006429,4530546628.060133
2016-01-02,434.4398772648,4533731401.8492
2016-01-03,430.1361800117,4537363053.766
2016-01-04,433.4489710696,4539871517.0638
2016-01-05,432.66950263,4543280024.3203
2016-01-06,430.6778696669,4546897262.654133
2016-01-07,459.2089400935,4567600690.1633
2016-01-08,454.1344237288,4573841558.5003
2016-01-09,449.8452162478,4575558527.28874
2016-01-10,448.5802162478,4581792534.89245
2016-01-11,449.0330590298,4590525441.52365
2016-01-12,441.768157218,4597891060.9853
2016-01-13,432.3106452367,4597822853.8415
2016-01-14,429.8232247224,4592278789.3659
2016-01-15,367.8231998831,4582967154.7056
2016-01-16,388.0712045587,4585145626.2084
2016-01-17,382.4820864991,4585361847.96252
2016-01-18,384.8651665693,4584550673.086233
2016-01-19,378.1617250146,4583975276.2241
2016-01-20,420.6229241683,4592426409.472567
2016-01-21,409.2984596727,4590646243.63705
2016-01-22,381.0464593805,4571544517.6078
2016-01-23,386.3706025716,4572331433.442033
2016-01-24,403.4469266511,4576967861.293751
2016-01-25,391.9860973115,4582050564.885267
2016-01-26,391.1429351257,4584854908.4856
2016-01-27,394.6275303741,4585486396.2803335
2016-01-28,378.9009956166,4581532687.493799
2016-01-29,378.9999948229,4578586475.3482
2016-01-30,377.2627790766,4580018576.6763
2016-01-31,366.3416876096,4580006799.2422
2016-02-01,371.2234350906,4572423824.7011
2016-02-02,372.9276312098,4571177901.719867
2016-02-03,368.0982066043,4570478186.6935
2016-02-04,389.723081239,4577973698.4929
2016-02-05,384.3984139831,4578166444.626181
2016-02-06,374.6315555231,4577587345.3695
2016-02-07,375.1539175921,4578436829.503167
2016-02-08,370.8143503273,4577741233.4617605
2016-02-09,373.5116128609,4577345659.8634
2016-02-10,379.0826116306,4579061189.2565
2016-02-11,377.6391651081,4581973359.33345
2016-02-12,382.2944564582,4586158561.3475
2016-02-13,389.5984324722,4588826050.842725
2016-02-14,406.1506694915,4593410410.3218
2016-02-15,399.267618647,4599531122.5446
2016-02-16,407.0353094681,4607802090.2213
2016-02-17,415.324113384,4618581708.2575
2016-02-18,421.2896629819,4624906251.9752
2016-02-19,419.6265285412,4631656673.9898
2016-02-20,440.1957600818,4641602871.211
2016-02-21,438.7186126815,4645765458.1044
2016-02-22,437.5352950941,4650600753.7352
2016-02-23,420.0325926096,4649985879.1899
2016-02-24,423.9951125073,4654640456.3553
2016-02-25,424.0908702513,4657501824.7199
2016-02-26,431.7622419638,4662758893.3511
2016-02-27,432.9478459965,4666026848.2932
2016-02-28,433.1022627119,4671615465.0417
2016-02-29,437.7758725891,4682381860.4264
2016-03-01,432.8078671537,4692194823.5405
2016-03-02,423.0797893922,4693578350.2806
2016-03-03,419.2688213326,4696515745.8304
2016-03-04,407.9901542957,4695587520.6803
2016-03-05,397.3144539451,4696279171.7056
2016-03-06,403.7051874635,4698442699.1197
2016-03-07,413.2293661601,4704418979.8316
2016-03-08,411.4259532437,4705975361.1397
2016-03-09,412.5407035067,4705800041.9719
2016-03-10,416.3409286967,4709842072.072
2016-03-11,419.511934249,4713539877.385
2016-03-12,410.2641632963,4714451735.9749
2016-03-13,411.8058824664,4716612519.8747
2016-03-14,415.0269572764,4720518547.7882
2016-03-15,415.2664002922,4723251796.5641
2016-03-16,417.0241184687,4726953776.8629
2016-03-17,418.6053638223,4730637045.537
2016-03-18,408.901587405,4731307972.5804
2016-03-19,409.1244298656,4731602250.5616
2016-03-20,412.0569538282,4733670527.526
2016-03-21,411.6017740503,4737323625.3864
2016-03-22,416.5816538282,4742255141.068
2016-03-23,417.3782995324,4744967367.7724
2016-03-24,413.5602399182,4748075115.7914
2016-03-25,416.373243834,4752180825.7207
2016-03-26,416.8230966686,4755917452.5566
2016-03-27,425.454959848,4761481614.2994
2016-03-28,422.9174468147,4766030497.8648
2016-03-29,415.8638287551,4767681929.8002
2016-03-30,412.7776977791,4769248990.9514
2016-03-31,415.9568112215,4772614957.8163
2016-04-01,417.2006602572,4775519929.0514
2016-04-02,419.763056692,4778420661.9999
2016-04-03,420.0735789012,4781022358.2063
2016-04-04,419.5407278784,4783617849.0949
2016-04-05,422.5013644068,4787547159.284
2016-04-06,421.9071912332,4793455856.782
2016-04-07,421.4672200468,4805436197.391
2016-04-08,418.6434605494,4806491942.9491
2016-04-09,418.7586353594,4808400327.1815
2016-04-10,421.9544885447,4815937322.6895
2016-04-11,423.2730440094,4819137580.667
2016-04-12,427.4276645821,4824695830.3484
2016-04-13,424.8725181181,4827046107.7398
2016-04-14,425.8565949737,4829655298.9967
2016-04-15,430.724418761,4833715002.801
2016-04-16,432.2163130333,4836915138.0088
2016-04-17,429.3399687317,4838680060.3515
2016-04-18,429.6569336645,4841075094.3108
2016-04-19,437.5687261835,4846360074.0743
2016-04-20,442.6616533022,4852047628.4188
2016-04-21,452.1647028054,4859512216.3571
2016-04-22,448.1344213326,4864616912.798
2016-04-23,453.914722969,4871029759.1872
2016-04-24,463.3828714202,4876985348.2677
2016-04-25,465.3160066628,4888220206.9038
2016-04-26,469.6087645237,4897780111.7567
2016-04-27,445.7411130918,4895251213.3365
2016-04-28,451.0600617767,4900179055.678
2016-04-29,457.009965225,4905419440.49
2016-04-30,449.900484512,4907111503.0376
2016-05-01,455.0107311514,4913739978.779
2016-05-02,444.9330611923,4914874058.014
2016-05-03,451.6288503799,4918330066.7291
2016-05-04,448.3679675628,4921228209.3747
2016-05-05,449.3360724722,4924198913.4647
2016-05-06,461.6938623612,4932126007.7376
2016-05-07,461.3618424898,4936679628.5365
2016-05-08,461.3788722969,4940340356.653
2016-05-09,463.4622316774,4944916190.3872
2016-05-10,451.0796683226,4946551648.7052
2016-05-11,453.8963052601,4950937349.9312
2016-05-12,455.6072559322,4954657389.5413
2016-05-13,457.2419026885,4957660602.7614
2016-05-14,458.1195248393,4962481497.5574
2016-05-15,460.8577206312,4965658147.0334
2016-05-16,455.2240773232,4966572239.5922
2016-05-17,453.545777031,4984308460.1063
2016-05-18,454.4861841029,4987767156.1531
2016-05-19,437.724187142,4987419544.9937
2016-05-20,442.3967992402,4992043786.6724
2016-05-21,444.0782071888,4994519583.9222
2016-05-22,440.5586688486,4996437914.0406
2016-05-23,444.2050572764,5000877025.1599
2016-05-24,445.6744549386,5003610732.8608
2016-05-25,450.5495271771,5009212835.0603
2016-05-26,454.4337223846,5014057470.9452
2016-05-27,471.8201172998,5034985962.2849
2016-05-28,530.910597896,5065064705.7822
2016-05-29,527.5497124489,5081723399.8113
2016-05-30,533.4931490357,5098855038.4984
2016-05-31,530.9436928112,5111788780.5815
2016-06-01,537.6136788428,5124993044.2212
2016-06-02,538.7712431911,5142035993.6539
2016-06-03,570.1759882525,5158776077.3527
2016-06-04,574.2662016365,5169772071.8571
2016-06-05,575.1376380479,5180811371.4453
2016-06-06,585.8571490357,5198615416.5156
2016-06-07,578.469240678,5207418056.544
2016-06-08,583.0975853302,5220396474.1105
2016-06-09,577.1016997078,5228432875.1739
2016-06-10,579.814993571,5239118102.8156
2016-06-11,605.4495569842,5254099444.7865
2016-06-12,670.3923743425,5299656166.804
2016-06-13,704.3217781414,5367078395.1271
2016-06-14,684.9483194039,5385508814.1218
2016-06-15,695.0014684395,5420392476.3478
2016-06-16,767.4200312683,5504033819.6252
2016-06-17,750.0146339275,5528067901.0832
2016-06-18,758.2887801286,5549665311.4254
2016-06-19,766.767132671,5566891306.3966
2016-06-20,722.497452367,5573669137.5224
2016-06-21,669.6042046756,5578164957.5157
2016-06-22,594.8329746347,5547968354.1377
2016-06-23,627.67785564,5558794862.2015
2016-06-24,664.1269856809,5574597491.5416
2016-06-25,668.8726841029,5588359600.0065
2016-06-26,630.4342421391,5583305549.3718
2016-06-27,652.2448077148,5595609710.7957
2016-06-28,647.2187683811,5600448777.4112
2016-06-29,638.5863456458,5601568435.9676
2016-06-30,674.2848147282,5623593209.2612
2016-07-01,677.5123857393,5634254752.5608
2016-07-02,702.7393167738,5647996611.1577
2016-07-03,662.5500859147,5649447572.3488
2016-07-04,679.8424533606,5659331995.7609
2016-07-05,668.1659812975,5668318476.7372
2016-07-06,677.6513331385,5678102336.0175
2016-07-07,640.0532361192,5674579254.7102
2016-07-08,665.0517083577,5685789224.4521
2016-07-09,651.9419140269,5693468021.9744
2016-07-10,649.9593409702,5699251326.8357
2016-07-11,650.2725946815,5707118302.407
2016-07-12,670.0231279953,5716435173.7732
2016-07-13,658.333613384,5719456866.0923
2016-07-14,660.9059601987,5723815632.8144
2016-07-15,666.758671128,5728288290.6389
2016-07-16,665.2756221508,5732506871.6736
2016-07-17,681.0896019871,5745102489.8751
2016-07-18,675.1185791935,5749059634.8823
2016-07-19,674.6603603156,5759057482.898
2016-07-20,667.3053648743,5761162396.6805
2016-07-21,666.8517393337,5764400180.4908
2016-07-22,650.5629116306,5763853973.364
2016-07-23,657.3779429573,5765723281.992
2016-07-24,661.3939798364,5778844691.4798
2016-07-25,655.1195778492,5782076061.2457
2016-07-26,654.6263391584,5786365168.697
2016-07-27,656.2751468732,5792645547.7639
2016-07-28,656.1964533606,5796227387.9077
2016-07-29,657.5575675044,5800746421.3466
2016-07-30,655.3617301578,5804865719.6361
2016-07-31,624.804487142,5799716001.5598
2016-08-01,606.5092479252,5793058092.3783
2016-08-02,526.9811483343,5752805514.3838
2016-08-03,570.3470409117,5757680474.1321
2016-08-04,583.5421580362,5769130867.9239
2016-08-05,581.2798056692,5770542487.868
2016-08-06,590.7954029807,5772130902.2337
2016-08-07,594.732324021,5775214100.5131
2016-08-08,591.6292838691,5776362686.4167
2016-08-09,587.9321382233,5775532714.831
2016-08-10,589.9687583285,5773462842.8902
2016-08-11,589.5858846873,5773730595.8048
2016-08-12,587.1916495617,5774894562.822
2016-08-13,585.3635816482,5776518738.8517
2016-08-14,571.3870625365,5776090213.2079
2016-08-15,566.5644413209,5774546141.5683
2016-08-16,578.4149241379,5778532794.1165
2016-08-17,573.6637444185,5778187577.597
2016-08-18,573.263191993,5779418634.17
2016-08-19,573.9584579193,5781455892.0194
2016-08-20,581.7970701344,5793082082.8517
2016-08-21,580.7921925774,5795405058.177
2016-08-22,584.9718977206,5798027469.9124
2016-08-23,582.6277473992,5798821091.9177
2016-08-24,578.7018316774,5798245746.3442
2016-08-25,576.0334365868,5809060757.81
2016-08-26,578.8746534191,5811761604.1772
2016-08-27,570.2009937463,5811358013.372
2016-08-28,575.1052325541,5813049679.0659
2016-08-29,573.4292675628,5811749010.3383
2016-08-30,575.695698422,5815609257.1307
2016-08-31,572.2727583285,5820347531.7256
2016-09-01,572.2217020456,5821168284.9253
2016-09-02,576.8467673875,5823633512.811
2016-09-03,600.3744067797,5829949347.7542
2016-09-04,610.5389133255,5835766350.5456
2016-09-05,607.526964173,5839813471.0748
2016-09-06,612.99545827,5846369068.7231
2016-09-07,615.6598191116,5851564442.1629
2016-09-08,630.5501720047,5860094039.1126
2016-09-09,622.9778840444,5864622112.7209
2016-09-10,624.7526404442,5868351908.4444
2016-09-11,608.2466759205,5870130475.6478
2016-09-12,607.707372706,5871890845.5732
2016-09-13,608.6942963179,5879022853.386
2016-09-14,609.413087668,5882326025.5352
2016-09-15,607.070262595,5885072891.9878
2016-09-16,607.8064380479,5889740336.572
2016-09-17,607.3814496786,5892109265.7589
2016-09-18,611.5334603156,5895190395.8786
2016-09-19,608.8713063121,5897169038.7541
2016-09-20,608.3717486265,5906450448.0045
2016-09-21,596.9457566335,5906395951.6996
2016-09-22,595.56471654,5907050578.4767
2016-09-23,602.3787849211,5909706212.9742
2016-09-24,602.6873597312,5909789879.9095
2016-09-25,600.6100548802,5915540279.5864
2016-09-26,606.7788106371,5919791688.5566
2016-09-27,605.1516137347,5923548682.4237
2016-09-28,604.6864943892,5925661439.2818
2016-09-29,605.2025619521,5927658166.9095
2016-09-30,608.8658407364,5929731456.808
2016-10-01,615.4084788428,5933264076.2006
2016-10-02,611.7485783168,5934971584.2051
2016-10-03,612.5903473992,5941671879.6524
2016-10-04,610.0078813559,5948001952.0169
2016-10-05,612.1477809468,5951583172.8787
2016-10-06,611.7608627703,5954818184.9491
2016-10-07,617.9057051432,5958628422.9148
2016-10-08,619.3010017534,5962483397.1827
2016-10-09,617.1010413209,5964785050.7481
2016-10-10,618.0852,5967967557.1233
2016-10-11,642.9813872589,5981718138.5572
2016-10-12,636.5979322034,5993274101.2099
2016-10-13,635.4440953244,5997013438.8078
2016-10-14,639.5860902981,6001382170.0395
2016-10-15,637.283759322,6004066280.4537
2016-10-16,642.9130425482,6008366472.0718
2016-10-17,639.1375364699,6018571685.8881
2016-10-18,635.5765085915,6025818736.3853
2016-10-19,629.6407080362,6028843868.6717
2016-10-20,628.5989011105,6031299235.9246
2016-10-21,630.9062033898,6039433438.9464
2016-10-22,654.508630976,6046508176.9234
2016-10-23,651.9619567504,6050794180.3153
2016-10-24,650.0271671537,6056983355.2275
2016-10-25,655.7925050847,6065626120.9056
2016-10-26,675.1098693162,6079984686.6569
2016-10-27,686.5233270602,6097349132.3532
2016-10-28,690.3906549386,6105232903.7843
2016-10-29,715.4454693162,6120491555.0135
2016-10-30,699.3334109877,6123238534.2833
2016-10-31,698.8977279953,6134329612.4877
2016-11-01,730.5784800117,6151552726.7154
2016-11-02,740.3670555231,6163806319.8071
2016-11-03,689.939206955,6163100103.9142
2016-11-04,705.4320166569,6171001078.677
2016-11-05,706.8193255698,6175267321.4937
2016-11-06,715.8968797779,6181514411.4545
2016-11-07,706.1812167738,6186336420.1525
2016-11-08,711.8358465809,6198954613.4208
2016-11-09,721.5015099357,6211906238.7468
2016-11-10,713.4076156049,6218567928.399
2016-11-11,715.7033106371,6225767840.3568
2016-11-12,703.8475511397,6228196676.6786
2016-11-13,703.626435301,6231204343.4567
2016-11-14,705.6435841613,6237454802.5048
2016-11-15,712.3471528346,6246272657.0695
2016-11-16,742.0501175921,6269642008.8937
2016-11-17,735.3180805377,6281814034.7432
2016-11-18,749.578727294,6294979729.2765
2016-11-19,751.2138194039,6301743191.789
2016-11-20,730.3508136178,6303650516.9636
2016-11-21,736.5069839275,6311921756.007
2016-11-22,747.9976779661,6324177834.5939
2016-11-23,741.2403179427,6344661628.3442
2016-11-24,737.354975979,6362638832.5135
2016-11-25,739.6852001753,6368192542.0996
2016-11-26,734.6529258913,6373754714.5396
2016-11-27,727.7411158387,6378230475.7283
2016-11-28,730.0824837522,6385566946.101
2016-11-29,731.6464357101,6390869502.7259
2016-11-30,742.204451315,6400088554.4917
2016-12-01,753.674910111,6412848052.2424
2016-12-02,772.3023827294,6430617514.4811
2016-12-03,766.1104681473,6481131006.4155
2016-12-04,766.3801390999,6486468852.0873
2016-12-05,752.670726242,6492817070.812
2016-12-06,759.1173257744,6499660228.4679
2016-12-07,764.9876500877,6509042806.9382
2016-12-08,767.6592246347,6521278994.7632
2016-12-09,771.9023210988,6528031841.3726
2016-12-10,775.4745613092,6539641730.3803
2016-12-11,770.4961504968,6545001228.8325
2016-12-12,778.5065990649,6555376506.0499
2016-12-13,778.9306945646,6564984929.2004
2016-12-14,776.9639614845,6573666965.9181
2016-12-15,776.1767819988,6584690062.8837
2016-12-16,782.2302158971,6593598991.6212
2016-12-17,789.6029322034,6602842848.0982
2016-12-18,790.632966526,6613151993.1289
2016-12-19,790.2790316774,6619838244.2168
2016-12-20,799.7775207481,6634048431.9314
2016-12-21,828.4836792519,6666267563.7015
2016-12-22,858.5014339568,6699025389.2689
2016-12-23,915.5624383402,6752640969.5009
2016-12-24,891.1552720631,6763305516.0357
2016-12-25,896.0032793103,6776844607.6738
2016-12-26,903.2012466394,6794115143.6929
2016-12-27,925.9508104617,6820151382.1738
2016-12-28,979.9609739918,6869745412.4549
2016-12-29,973.4625594389,6904762451.7415
