d,price_usd,terminal_price
2018-10-16,6461.9371592636,21355.8
2018-10-17,6442.7307001753,21360.46
2018-10-18,6396.4798120982,21363.41
2018-10-19,6383.077840152,21383.22
2018-10-20,6408.2527463472,21414.07
2018-10-21,6415.3405029223,21412.97
2018-10-22,6408.0336355932,21419.85
2018-10-23,6395.9876668615,21425.07
2018-10-24,6413.8036411455,21426.34
2018-10-25,6402.3248591467,21428.94
2018-10-26,6404.1085523086,21442.65
2018-10-27,6409.4053275862,21439.76
2018-10-28,6406.6332530684,21438.06
2018-10-29,6263.0417346581,21438.92
2018-10-30,6272.1677282291,21438.13
2018-10-31,6306.3169313267,21447.23
2018-11-01,6342.9775005845,21451.48
2018-11-02,6348.1685827002,21460.26
2018-11-03,6332.4341329632,21456.17
2018-11-04,6420.4220002922,21457.18
2018-11-05,6402.9468389831,21459.73
2018-11-06,6441.1452188779,21462.74
2018-11-07,6500.8698050848,21470.06
2018-11-08,6406.7529374635,21472.73
2018-11-09,6331.3787670953,21479.85
2018-11-10,6353.1127340736,21479.75
2018-11-11,6335.4142039743,21477.58
2018-11-12,6320.6560537697,21484.17
2018-11-13,6267.9379912332,21494.54
2018-11-14,5574.2583489188,21519.86
2018-11-15,5538.5606078317,21601.52
2018-11-16,5496.0162311514,21609.73
2018-11-17,5501.0923404442,21608.27
2018-11-18,5555.3763383986,21606.58
2018-11-19,4792.2000236704,21623.12
2018-11-20,4317.530670076,21647.85
2018-11-21,4549.3220099357,21649.95
2018-11-22,4303.6155485096,21654.64
2018-11-23,4289.8928533022,21656.84
2018-11-24,3806.3169248977,21662.35
2018-11-25,3946.8508743425,21667.79
2018-11-26,3700.2859926943,21672.13
2018-11-27,3776.5559053185,21679.16
2018-11-28,4208.4752691409,21694.46
2018-11-29,4239.0394883109,21755.63
2018-11-30,3973.3340523086,21904.35
2018-12-01,4148.0737255991,21985.24
2018-12-02,4098.7467638808,21980.9
2018-12-03,3843.9766659848,22182.7
2018-12-04,3892.9516469901,22740.73
2018-12-05,3709.52085827,22817.48
2018-12-06,3511.9689815897,22877.61
2018-12-07,3372.9956925774,22884.14
2018-12-08,3407.951194623,22881.49
2018-12-09,3540.439575979,22876.04
2018-12-10,3413.5925841613,22878.45
2018-12-11,3352.5642001753,22889.77
2018-12-12,3423.0129178843,22888.44
2018-12-13,3260.341582408,22888.93
2018-12-14,3198.9474736996,22888.2
2018-12-15,3185.074043834,22883.4
2018-12-16,3195.4145552309,22879.46
2018-12-17,3499.1564818819,22876.02
2018-12-18,3659.5273793104,22886.53
2018-12-19,3697.7253033314,22895.34
2018-12-20,4067.7377077732,22895.75
2018-12-21,3839.0851084161,22898.52
2018-12-22,3964.9461163063,22892.42
2018-12-23,3942.6669959088,22888.2
2018-12-24,4040.0457895967,22888.83
2018-12-25,3761.5840108124,22883.51
2018-12-26,3807.6574535359,22878.22
2018-12-27,3585.4605359439,22877.59
2018-12-28,3881.0548848627,22879.02
2018-12-29,3823.1383261251,22888.31
2018-12-30,3825.4074628872,22884.78
2018-12-31,3687.1999400935,22882.92
2019-01-01,3808.1178316774,22878.22
2019-01-02,3898.1974880187,22873.84
2019-01-03,3784.3886347165,22871.79
2019-01-04,3827.5245943893,22867.87
2019-01-05,3798.6139549971,22861.57
2019-01-06,4045.9937749854,22857.64
2019-01-07,4001.0182781999,22863.98
2019-01-08,3992.6227893045,22863.06
2019-01-09,4004.2590356517,22860.82
2019-01-10,3627.9034500292,22872.96
2019-01-11,3624.1614210988,22936.87
2019-01-12,3617.0220783168,22931.39
2019-01-13,3508.6701081239,22929.04
2019-01-14,3666.9451937464,22956.97
2019-01-15,3581.293015488,23140.74
2019-01-16,3606.9865756867,23166.73
2019-01-17,3640.1291306254,23165.08
2019-01-18,3609.4267361192,23160.13
2019-01-19,3687.3019611338,23155.96
2019-01-20,3538.313722969,23149.22
2019-01-21,3535.623393045,23155.78
2019-01-22,3577.3083497954,23156.55
2019-01-23,3551.8938211572,23151.51
2019-01-24,3567.5889336645,23146.14
2019-01-25,3561.3504979544,23140.82
2019-01-26,3557.0399152542,23135.22
2019-01-27,3537.6141306254,23129.61
2019-01-28,3435.0525140269,23128.27
2019-01-29,3395.8237632963,23126.55
2019-01-30,3437.8958661601,23139.21
2019-01-31,3410.131616014,23136.29
2019-02-01,3445.0498912916,23133.21
2019-02-02,3461.9351174752,23127.15
2019-02-03,3413.0216163063,23121.31
2019-02-04,3411.3879617183,23118.16
2019-02-05,3426.4650113968,23115.25
2019-02-06,3367.5063649912,23119.46
2019-02-07,3358.8735990649,23116.66
2019-02-08,3612.4796192285,23112.89
2019-02-09,3621.2681209819,23109.59
2019-02-10,3642.0223591467,23103.58
2019-02-11,3590.6184836353,23102.1
2019-02-12,3587.9024658095,23100.78
2019-02-13,3576.0853725891,23108.37
2019-02-14,3561.9163834015,23105.33
2019-02-15,3565.0069237288,23101.99
2019-02-16,3584.73600263,23099.57
2019-02-17,3622.7574289889,23093.62
2019-02-18,3866.1292171245,23092.8
2019-02-19,3895.4352109877,23095.45
2019-02-20,3931.6138290473,23118.35
2019-02-21,3892.2617942724,23125.6
2019-02-22,3948.3005105202,23124.76
2019-02-23,4110.1511212741,23125.94
2019-02-24,3754.183789889,23123.29
2019-02-25,3822.0186966686,23125.15
2019-02-26,3796.1750683811,23124.5
2019-02-27,3799.3819924021,23120.13
2019-02-28,3792.947722969,23184.31
2019-03-01,3810.6326925774,23181.33
2019-03-02,3809.6433909994,23188.92
2019-03-03,3782.3818702513,23182.31
2019-03-04,3698.1618550555,23183.16
2019-03-05,3840.1280490941,23182.73
2019-03-06,3851.9984254822,23179.39
2019-03-07,3855.9231683226,23177.14
2019-03-08,3839.233552893,23177.56
2019-03-09,3910.3611665693,23171.43
2019-03-10,3903.9119509059,23172.51
2019-03-11,3851.5689216832,23170.25
2019-03-12,3858.9148237873,23172.45
2019-03-13,3851.9574663939,23170.84
2019-03-14,3853.7832650497,23168.54
2019-03-15,3901.9142068966,23169.29
2019-03-16,3989.7960768556,23171.65
2019-03-17,3967.1434944477,23167.74
2019-03-18,3969.4401458212,23166.64
2019-03-19,3996.1679035652,23166.57
2019-03-20,4030.6552758621,23166.0
2019-03-21,3976.2738500877,23172.93
2019-03-22,3983.8876458212,23169.67
2019-03-23,3981.7760330216,23164.53
2019-03-24,3970.6669880187,23158.96
2019-03-25,3908.2388386908,23156.16
2019-03-26,3917.763402104,23161.84
2019-03-27,4027.0079178843,23159.34
2019-03-28,4010.9374620105,23155.34
2019-03-29,4089.4610400351,23170.33
2019-03-30,4091.8910383402,23164.61
2019-03-31,4094.3178147282,23164.12
2019-04-01,4138.4178077148,23162.34
2019-04-02,4903.719462069,23186.96
2019-04-03,4960.2276027469,23203.79
2019-04-04,4911.2697024547,23205.1
2019-04-05,5033.2254836938,23218.68
2019-04-06,5044.3568459381,23215.38
2019-04-07,5189.1119555815,23212.89
2019-04-08,5283.4230248393,23220.44
2019-04-09,5195.5779088253,23220.49
2019-04-10,5311.7416032729,23230.27
2019-04-11,5050.6660085915,23232.91
2019-04-12,5082.8614320281,23241.89
2019-04-13,5074.7906925774,23243.12
2019-04-14,5156.8040406195,23273.87
2019-04-15,5042.897738457,23272.25
2019-04-16,5205.9629574518,23271.02
2019-04-17,5226.3522151958,23280.73
2019-04-18,5278.5023395675,23281.63
2019-04-19,5289.9512191116,23297.78
2019-04-20,5313.9732621274,23295.59
2019-04-21,5295.7338281707,23294.26
2019-04-22,5383.7999753361,23306.32
2019-04-23,5544.8627118644,23310.07
2019-04-24,5431.9479196376,23344.42
2019-04-25,5127.6731673875,23346.14
2019-04-26,5150.1646606663,23363.3
2019-04-27,5181.807763647,23362.53
2019-04-28,5148.6696154296,23359.84
2019-04-29,5148.8004932788,23370.21
2019-04-30,5266.6182025132,23367.75
2019-05-01,5315.1753290473,23410.4
2019-05-02,5393.1293763881,23411.15
2019-05-03,5658.4303883694,23412.28
2019-05-04,5774.7124286967,23411.48
2019-05-05,5728.3517022209,23410.97
2019-05-06,5691.6883740503,23419.03
2019-05-07,5825.744893045,23433.02
2019-05-08,5931.8005949737,23439.09
2019-05-09,6150.1404447691,23456.44
2019-05-10,6357.463493571,23486.29
2019-05-11,7325.0828603156,23512.08
2019-05-12,6942.6231745178,23523.64
2019-05-13,7798.9057360023,23567.12
2019-05-14,7955.5576823495,23673.76
2019-05-15,8215.2068383986,23719.28
2019-05-16,7862.0716023378,23741.03
2019-05-17,7326.9206818819,23746.08
2019-05-18,7277.9875634132,23748.41
2019-05-19,8219.7427869667,23758.21
2019-05-20,7981.1393789597,23784.14
2019-05-21,7983.8084773817,23806.25
2019-05-22,7667.9021148451,23833.62
2019-05-23,7897.4712936879,23842.4
2019-05-24,7987.1003676213,23850.14
2019-05-25,8061.5917607247,23861.03
2019-05-26,8731.5249558738,23870.33
2019-05-27,8816.7867083577,23887.86
2019-05-28,8719.1258483343,23905.03
2019-05-29,8655.4885061368,24005.76
2019-05-30,8271.6219631794,24011.14
2019-05-31,8556.222185564,24024.2
2019-06-01,8554.8073296318,24027.22
2019-06-02,8744.3537454705,24029.82
2019-06-03,8173.4012705435,24083.43
2019-06-04,7649.9393319696,24151.13
2019-06-05,7798.5444663939,24229.2
2019-06-06,7776.7133261251,24239.86
2019-06-07,8023.950093045,24242.67
2019-06-08,7939.8051548802,24242.84
2019-06-09,7634.0657507306,24250.42
2019-06-10,7993.3025385739,24272.78
2019-06-11,7922.4836271186,24281.85
2019-06-12,8146.7561250731,24294.27
2019-06-13,8232.7773413793,24296.01
2019-06-14,8698.0048150205,24363.72
2019-06-15,8850.584816014,24365.18
2019-06-16,9019.5170067212,24380.92
2019-06-17,9340.5721887785,24400.91
2019-06-18,9047.1327444769,24413.27
2019-06-19,9285.0556765634,24458.5
2019-06-20,9546.7197781999,24469.08
2019-06-21,10083.4863136762,24504.43
2019-06-22,10685.2952327878,24544.18
2019-06-23,10794.4276963764,24562.65
2019-06-24,11004.2069094681,24591.09
2019-06-25,11726.2638308007,24653.23
2019-06-26,12863.4606849795,24773.45
2019-06-27,11109.7978418469,24850.48
2019-06-28,12358.2079582116,24963.5
2019-06-29,11944.3515473407,24989.24
2019-06-30,10842.6167109877,25099.56
2019-07-01,10569.5517282291,25112.11
2019-07-02,10766.0833162186,25141.57
2019-07-03,11952.0248935126,25175.61
2019-07-04,11177.0103787551,25236.45
2019-07-05,10998.3991004676,25262.14
2019-07-06,11208.225600526,25260.66
2019-07-07,11456.1836039158,25264.54
2019-07-08,12319.6228758036,25291.22
2019-07-09,12579.107616014,25322.0
2019-07-10,12106.7829313267,25375.79
2019-07-11,11294.678028346,25416.36
2019-07-12,11813.3237158971,25438.21
2019-07-13,11346.837148159,25442.41
2019-07-14,10283.0757891292,25447.46
2019-07-15,10926.3802741087,25460.01
2019-07-16,9471.1408647575,25478.6
2019-07-17,9674.8824611338,25538.56
2019-07-18,10679.8906896552,25571.08
2019-07-19,10532.2027291058,25622.04
2019-07-20,10862.6485479252,25647.73
2019-07-21,10589.7064907656,25658.73
2019-07-22,10318.5609251899,25665.22
2019-07-23,9866.6489403857,25667.54
2019-07-24,9792.7875365284,25808.19
2019-07-25,9897.1867860316,25829.61
2019-07-26,9836.6967881356,25841.74
2019-07-27,9446.6720520748,25845.28
2019-07-28,9529.7887919345,25841.04
2019-07-29,9504.1589159556,26648.23
2019-07-30,9589.1092060199,26657.42
2019-07-31,10059.0040189947,26661.36
2019-08-01,10400.3070143776,26680.53
2019-08-02,10529.6944544126,26683.89
2019-08-03,10810.4216686148,26681.14
2019-08-04,10986.5089291058,26697.96
2019-08-05,11790.0239375804,26806.7
2019-08-06,11423.4970017534,26873.35
2019-08-07,11967.2735473407,26903.52
2019-08-08,11938.2346108708,26936.28
2019-08-09,11858.3410984804,26942.31
2019-08-10,11303.7305618936,26948.44
2019-08-11,11530.195242256,26963.99
2019-08-12,11384.6962465809,26973.47
2019-08-13,10867.05475827,26997.93
2019-08-14,10024.3795917008,27017.88
2019-08-15,10310.0858696669,27020.8
2019-08-16,10373.3219028054,27025.07
2019-08-17,10207.1555616598,27024.42
2019-08-18,10331.3099760374,27021.35
2019-08-19,10884.6297744009,27035.99
2019-08-20,10771.3923793688,27048.7
2019-08-21,10096.8302238457,27058.15
2019-08-22,10119.7145248393,27059.96
2019-08-23,10414.1441725891,27107.38
2019-08-24,10147.0871548802,27106.39
2019-08-25,10100.3567783752,27111.59
2019-08-26,10362.6434723553,27120.47
2019-08-27,10168.221571654,27149.18
2019-08-28,9724.799978083,27155.13
2019-08-29,9482.3117349503,27159.3
2019-08-30,9577.678823495,27159.4
2019-08-31,9605.0244614261,27155.27
2019-09-01,9762.9365568966,27155.66
2019-09-02,10377.3383845704,27163.37
2019-09-03,10618.7815058445,27175.79
2019-09-04,10577.2410839275,27191.62
2019-09-05,10580.1846995909,27212.54
2019-09-06,10330.8497312098,27501.17
2019-09-07,10494.5069649328,27500.84
2019-09-08,10407.2656573933,27500.2
2019-09-09,10332.4644424313,27515.08
2019-09-10,10085.9519243133,27516.59
2019-09-11,10142.1480603741,27566.14
2019-09-12,10403.3599707773,27577.35
2019-09-13,10345.3387469316,27581.93
2019-09-14,10363.4528963179,27582.1
2019-09-15,10306.1696674459,27587.17
2019-09-16,10257.822761543,27589.04
2019-09-17,10195.6111811806,27600.9
2019-09-18,10161.3188664524,27637.48
2019-09-19,10268.3926291642,27641.48
2019-09-20,10170.1251161309,27650.38
2019-09-21,9986.4061081239,27650.74
2019-09-22,10047.0134748685,27644.79
2019-09-23,9692.7410479252,27653.55
2019-09-24,8613.6712485097,27735.0
2019-09-25,8424.1576464056,27752.6
2019-09-26,8091.6952992402,27768.55
2019-09-27,8186.7796392753,27777.51
2019-09-28,8201.9790134424,27780.08
2019-09-29,8064.5080623612,27777.85
2019-09-30,8282.3654541204,27786.74
2019-10-01,8314.5513901227,27787.09
2019-10-02,8362.5307323203,27785.67
2019-10-03,8254.3399102864,27785.03
2019-10-04,8165.6861512566,27785.48
2019-10-05,8141.6337137931,27780.01
2019-10-06,7854.6098129749,27775.14
2019-10-07,8226.0234292811,27783.02
2019-10-08,8190.1151207481,27802.75
2019-10-09,8598.3319207481,27801.44
2019-10-10,8578.0903793103,27800.97
2019-10-11,8289.8540289305,27804.58
2019-10-12,8323.7501440678,27802.83
2019-10-13,8291.2506514319,27796.01
2019-10-14,8346.3684365868,27992.69
2019-10-15,8160.7126275278,28020.66
2019-10-16,8003.8559231444,28025.9
2019-10-17,8072.4893822911,28035.94
2019-10-18,7959.331993571,28049.9
2019-10-19,7948.4773372297,28046.23
2019-10-20,8213.7090392753,28044.93
2019-10-21,8211.6545587376,28124.19
2019-10-22,8029.2053728814,28122.82
2019-10-23,7458.0358568089,28125.75
2019-10-24,7454.3711381648,28138.01
2019-10-25,8656.655177557,28162.67
2019-10-26,9249.6467609585,28175.19
2019-10-27,9558.1560440094,28180.23
2019-10-28,9319.1781416715,28210.67
2019-10-29,9431.2071239042,28231.58
2019-10-30,9182.8550651666,28235.68
2019-10-31,9155.2772987727,28264.67
2019-11-01,9251.3812934541,28360.4
2019-11-02,9300.1908375219,28363.93
2019-11-03,9209.6386960842,28364.63
2019-11-04,9418.3601306254,28368.74
2019-11-05,9330.787222969,28452.62
2019-11-06,9354.9333822911,28503.36
2019-11-07,9210.7482223846,28524.02
2019-11-08,8791.3339349503,28528.25
2019-11-09,8810.7845619521,28524.34
2019-11-10,9042.8907232028,28518.22
2019-11-11,8713.2079295734,28522.3
2019-11-12,8788.9581429573,28527.18
2019-11-13,8766.7294305085,28618.55
2019-11-14,8645.4358036236,28618.16
2019-11-15,8465.8778885447,28628.0
2019-11-16,8477.6902428404,28621.44
2019-11-17,8505.1612232613,28615.94
2019-11-18,8183.5334135009,28642.87
2019-11-19,8116.8206725891,28646.94
2019-11-20,8076.5546600818,28647.55
2019-11-21,7612.2774880187,28657.76
2019-11-22,7277.524273232,28703.51
2019-11-23,7324.8361785506,28723.86
2019-11-24,6943.3806560491,28765.57
2019-11-25,7139.0446859731,28784.37
2019-11-26,7165.4377302747,28794.28
2019-11-27,7526.86381654,28811.07
2019-11-28,7436.3363817066,28806.39
2019-11-29,7747.7380420807,28806.94
2019-11-30,7556.1937212157,28814.2
2019-12-01,7417.7272060199,28810.93
2019-12-02,7318.3125218001,28814.86
2019-12-03,7306.4462333139,28821.01
2019-12-04,7215.0203448276,28833.08
2019-12-05,7404.0867949737,28833.25
2019-12-06,7534.2083559322,28839.59
2019-12-07,7512.06140263,28833.14
2019-12-08,7528.9402694331,28827.62
2019-12-09,7340.2274590883,28827.49
2019-12-10,7232.0917837522,28825.2
2019-12-11,7200.4644459965,28831.05
2019-12-12,7192.8490242548,28833.14
2019-12-13,7244.9037200468,28832.52
2019-12-14,7071.1070902981,28830.11
2019-12-15,7111.2866699591,28828.94
2019-12-16,6882.3957953244,28830.69
2019-12-17,6608.9619798364,28835.83
2019-12-18,7284.6254836353,28859.0
2019-12-19,7146.1676376388,28864.29
2019-12-20,7184.2191720631,28906.18
2019-12-21,7140.29801128,28902.62
2019-12-22,7479.4024078901,28898.52
2019-12-23,7321.7487238457,28901.75
2019-12-24,7235.6290838106,28906.56
2019-12-25,7191.1741656926,28927.88
2019-12-26,7194.6397583285,28951.59
2019-12-27,7237.1504472823,28953.16
2019-12-28,7306.6433082992,28950.84
2019-12-29,7391.578521391,28947.37
2019-12-30,7229.3971006429,28960.68
2019-12-31,7167.3950546464,28961.54
2020-01-01,7170.6318687902,28955.01
2020-01-02,6946.8252691409,28960.11
2020-01-03,7315.3093603156,28958.56
2020-01-04,7343.1641943893,28959.0
2020-01-05,7345.5306918177,28954.79
2020-01-06,7765.7977346581,28956.02
2020-01-07,8136.0868419053,28961.25
2020-01-08,8059.699528872,28966.06
2020-01-09,7817.1360932203,28975.72
2020-01-10,8129.8179199299,28981.25
2020-01-11,8032.0054950322,28975.65
2020-01-12,8164.5499931619,28973.44
2020-01-13,8121.9256676213,28975.41
2020-01-14,8830.1678734658,29024.14
2020-01-15,8811.4482025132,29050.74
2020-01-16,8718.6869980129,29072.45
2020-01-17,8912.5419041496,29073.08
2020-01-18,8928.1807565751,29072.25
2020-01-19,8687.3548366452,29075.8
2020-01-20,8636.2587862069,29075.98
2020-01-21,8730.8675601987,29079.96
2020-01-22,8647.9004739918,29086.4
2020-01-23,8366.3846139684,29108.34
2020-01-24,8423.3909581531,29134.09
2020-01-25,8344.7745689655,29133.5
2020-01-26,8573.874809585,29131.88
2020-01-27,8901.9592848627,29135.31
2020-01-28,9297.3883176505,29141.33
2020-01-29,9311.9475435418,29184.99
2020-01-30,9508.9209649328,29192.8
2020-01-31,9357.284782408,29219.49
2020-02-01,9381.8860286382,29219.55
2020-02-02,9339.387063121,29239.62
2020-02-03,9279.8125205143,29398.97
2020-02-04,9161.6271977206,29410.14
2020-02-05,9628.1367758621,29417.96
2020-02-06,9739.2804364699,29477.78
2020-02-07,9800.2793998247,29635.81
2020-02-08,9911.2934084161,29655.94
2020-02-09,10151.0832026885,29668.64
2020-02-10,9872.3618730567,29747.41
2020-02-11,10272.2225558738,29765.08
2020-02-12,10360.1352229106,29775.69
2020-02-13,10235.4973226184,29801.41
2020-02-14,10361.6156901812,29811.52
2020-02-15,9911.7243270018,29818.98
2020-02-16,9952.0466115722,29818.29
2020-02-17,9683.0796277031,29821.41
2020-02-18,10195.3037904734,29835.21
2020-02-19,9636.0022986558,29862.19
2020-02-20,9614.030122443,29898.45
2020-02-21,9701.7975026885,29907.19
2020-02-22,9675.2490575687,29905.47
2020-02-23,9972.8424230859,29907.53
2020-02-24,9648.0078831093,29909.93
2020-02-25,9344.2871400935,29963.19
2020-02-26,8798.8889485681,29970.82
2020-02-27,8779.0294818819,29973.67
2020-02-28,8750.5934459965,29984.89
2020-02-29,8582.0902996493,29989.14
2020-03-01,8541.7738939217,29992.14
2020-03-02,8906.2147564582,30024.04
2020-03-03,8768.8106142022,30065.76
2020-03-04,8756.36957218,30074.56
2020-03-05,9062.6158027469,30087.51
2020-03-06,9147.0850589714,30093.14
2020-03-07,8898.3069567504,30089.2
2020-03-08,8109.6145411455,30088.44
2020-03-09,7896.3853198714,30118.71
2020-03-10,7909.927875453,30130.95
2020-03-11,7939.341334775,30210.38
2020-03-12,4959.3134143776,30258.3
2020-03-13,5627.6923883694,30302.58
2020-03-14,5145.172506429,30314.97
2020-03-15,5358.6106633548,30316.05
2020-03-16,5012.9273877849,30330.39
2020-03-17,5416.7547106955,30347.66
2020-03-18,5392.4878359439,30345.96
2020-03-19,6203.5516320865,30352.23
2020-03-20,6174.1494760374,30355.0
2020-03-21,6175.8310222092,30350.91
2020-03-22,5830.5609796026,30348.18
2020-03-23,6486.4086573349,30353.58
2020-03-24,6775.0576189363,30354.51
2020-03-25,6689.969012858,30368.76
2020-03-26,6754.4603360608,30373.4
2020-03-27,6490.7954150205,30376.54
2020-03-28,6231.8198902396,30372.6
2020-03-29,5904.8575867914,30371.43
2020-03-30,6436.9057001753,30371.84
2020-03-31,6432.3832421391,30369.66
2020-04-01,6643.1100087084,30374.22
2020-04-02,6792.7422220923,30375.94
2020-04-03,6751.9025517826,30372.18
2020-04-04,6859.9891686733,30367.75
2020-04-05,6790.8124726476,30360.88
2020-04-06,7298.1737451783,30361.27
2020-04-07,7187.5933366452,30371.61
2020-04-08,7372.1947639977,30369.66
2020-04-09,7299.5791879018,30375.04
2020-04-10,6859.8226747516,30389.34
2020-04-11,6883.1822289597,30382.98
2020-04-12,6978.666286616,30375.4
2020-04-13,6863.575533197,30372.33
2020-04-14,6875.5385034483,30368.6
2020-04-15,6625.4757751023,30367.16
2020-04-16,7127.7922822326,30372.55
2020-04-17,7081.395198422,30374.63
2020-04-18,7262.7923436002,30368.95
2020-04-19,7150.2442154588,30370.3
2020-04-20,6853.2734147867,30370.04
2020-04-21,6870.4236986558,30368.74
2020-04-22,7123.6569199299,30370.78
2020-04-23,7488.6051652835,30378.99
2020-04-24,7506.4433164816,30380.26
2020-04-25,7537.7382091175,30378.95
2020-04-26,7684.0685216832,30378.55
2020-04-27,7777.4915185856,30385.73
2020-04-28,7769.899698422,30384.61
2020-04-29,8761.83716955,30432.3
2020-04-30,8652.4109912332,30451.86
2020-05-01,8855.53525827,30456.3
2020-05-02,8977.281705377,30453.22
2020-05-03,8896.7956383986,30457.5
2020-05-04,8881.9543045003,30458.28
2020-05-05,8985.8795993571,30461.7
2020-05-06,9266.8130730567,30490.6
2020-05-07,9993.7531768556,30556.36
2020-05-08,9859.3236046172,30594.8
2020-05-09,9577.3389223846,30610.9
2020-05-10,8715.0332932203,30615.21
2020-05-11,8591.6528843367,30638.02
2020-05-12,8817.2506811222,30641.52
2020-05-13,9322.9972020456,30647.19
2020-05-14,9801.2694877265,30657.97
2020-05-15,9326.8758589129,30670.01
2020-05-16,9395.4753893045,30675.72
2020-05-17,9682.5324811806,30676.39
2020-05-18,9726.8500220924,30687.19
2020-05-19,9754.2014620105,30690.66
2020-05-20,9515.702550263,30699.32
2020-05-21,9068.8012293396,30712.51
2020-05-22,9161.8150338983,30717.55
2020-05-23,9183.6621250731,30718.54
2020-05-24,8806.2306571596,30717.01
2020-05-25,8909.1925815313,30718.07
2020-05-26,8835.1372533606,30721.65
2020-05-27,9169.0574392168,30726.16
2020-05-28,9568.2618530099,30738.78
2020-05-29,9432.4133334307,30750.12
2020-05-30,9691.6804911748,30751.93
2020-05-31,9433.9438466394,30764.88
2020-06-01,10199.1350542373,30822.72
2020-06-02,9512.3465330216,30841.99
2020-06-03,9642.2734003507,30849.19
2020-06-04,9813.360679135,30858.14
2020-06-05,9641.8916225599,30863.85
2020-06-06,9668.6705385739,30872.47
2020-06-07,9747.5801110462,30877.69
2020-06-08,9769.3423614845,30911.13
2020-06-09,9779.4221656634,30919.71
2020-06-10,9888.4441746932,30931.68
2020-06-11,9277.4511693162,30936.76
2020-06-12,9456.1615333139,30937.52
2020-06-13,9461.3337986558,30935.35
2020-06-14,9342.955635301,30936.3
2020-06-15,9441.38321128,30944.32
2020-06-16,9520.0919482759,30950.88
2020-06-17,9448.6935606078,30953.44
2020-06-18,9389.9907663939,30981.7
2020-06-19,9285.991582934,30985.71
2020-06-20,9357.2924644652,30987.73
2020-06-21,9284.7693718293,30991.28
2020-06-22,9684.6201847458,31003.33
2020-06-23,9611.7259982466,31020.81
2020-06-24,9292.9435435418,31061.26
2020-06-25,9247.1214324956,31062.92
2020-06-26,9159.4377720631,31094.08
2020-06-27,9002.1656171829,31099.84
2020-06-28,9108.0656745763,31111.29
2020-06-29,9184.247366277,31119.43
2020-06-30,9143.967585301,31141.72
2020-07-01,9241.3396123904,31148.09
2020-07-02,9094.3872867914,31149.79
2020-07-03,9066.6906966102,31153.37
2020-07-04,9126.2195549386,31150.73
2020-07-05,9079.6140180888,31146.2
2020-07-06,9338.9425911748,31151.68
2020-07-07,9252.1587326125,31164.73
2020-07-08,9434.5679564582,31195.16
2020-07-09,9231.5023475161,31200.06
2020-07-10,9285.2210154296,31204.71
2020-07-11,9237.1710081824,31202.21
2020-07-12,9289.0979769141,31201.82
2020-07-13,9236.6225011689,31209.69
2020-07-14,9260.3569868498,31237.23
2020-07-15,9196.7255589714,31267.51
2020-07-16,9132.5923120982,31269.18
2020-07-17,9156.4687097604,31274.37
2020-07-18,9175.9053085915,31273.88
2020-07-19,9218.8423108124,31275.48
2020-07-20,9167.1905675044,31275.03
2020-07-21,9388.5743497954,31288.96
2020-07-22,9531.2574301578,31311.04
2020-07-23,9609.1667153711,31324.93
2020-07-24,9548.1007270602,31331.88
2020-07-25,9702.4527904734,31336.41
2020-07-26,9933.9065542373,31343.63
2020-07-27,11046.5083295149,31383.58
2020-07-28,10944.6129789012,31446.98
2020-07-29,11115.7712819988,31469.94
2020-07-30,11135.3907261835,31498.68
2020-07-31,11338.1973407949,31537.64
2020-08-01,11797.5821265342,31552.73
2020-08-02,11094.0206841321,31571.52
2020-08-03,11236.0956805377,31617.77
2020-08-04,11202.651909059,31637.56
2020-08-05,11721.4384715956,31671.94
2020-08-06,11769.3091081239,31713.02
2020-08-07,11598.9690585038,31754.58
2020-08-08,11743.0086350088,31768.78
2020-08-09,11680.5173661601,31785.13
2020-08-10,11870.3695447107,31797.84
2020-08-11,11392.6440884278,31844.25
2020-08-12,11575.5124736996,31876.95
2020-08-13,11773.4481155465,31890.41
2020-08-14,11774.4082518995,31915.33
2020-08-15,11866.9103613092,31926.43
2020-08-16,11899.6427535944,31935.87
2020-08-17,12315.7624166569,31991.98
2020-08-18,11992.6959962595,32004.1
2020-08-19,11736.8490645237,32019.47
2020-08-20,11867.5203439509,32037.72
2020-08-21,11524.6989491525,32076.05
2020-08-22,11682.2891503799,32079.68
2020-08-23,11665.6092735243,32083.13
2020-08-24,11771.4080537405,32093.86
2020-08-25,11358.4543202805,32115.27
2020-08-26,11472.0491204559,32142.91
2020-08-27,11314.6737410286,32152.62
2020-08-28,11527.8830322326,32186.2
2020-08-29,11490.7623477499,32192.46
2020-08-30,11698.9758329632,32200.83
2020-08-31,11678.3482268849,32229.45
2020-09-01,11970.364856166,32283.77
2020-09-02,11414.5209336645,32310.48
2020-09-03,10261.4944095266,32340.74
2020-09-04,10471.9664133255,32377.35
2020-09-05,10128.64358609,32388.21
2020-09-06,10253.2998980129,32397.01
2020-09-07,10367.8783543542,32404.78
2020-09-08,10108.6354501461,32410.45
2020-09-09,10223.1114091175,32424.42
2020-09-10,10334.6307302162,32438.7
2020-09-11,10387.0207419638,32454.41
2020-09-12,10436.9778322618,32461.96
2020-09-13,10322.5236148451,32462.39
2020-09-14,10662.719912332,32471.79
2020-09-15,10779.3810249562,32484.23
2020-09-16,10968.3205465809,32522.14
