d,price_usd,terminal_price
2015-02-03,227.7756957919,1636.33
2015-02-04,226.7811341321,1636.24
2015-02-05,217.0111510812,1635.4
2015-02-06,222.7249693162,1634.49
2015-02-07,228.6471274109,1633.54
2015-02-08,224.0359888954,1632.57
2015-02-09,220.7684938632,1632.03
2015-02-10,220.8881542957,1631.16
2015-02-11,219.4958597312,1630.47
2015-02-12,222.5832279369,1629.73
2015-02-13,236.5553638223,1629.28
2015-02-14,257.6276957919,1628.61
2015-02-15,234.4458030392,1628.03
2015-02-16,235.0861268264,1627.19
2015-02-17,243.9057942724,1626.38
2015-02-18,235.9952323203,1625.45
2015-02-19,241.8722539451,1625.97
2015-02-20,245.5307752776,1630.01
2015-02-21,245.59600263,1629.02
2015-02-22,236.6906683226,1628.05
2015-02-23,239.0660178258,1627.63
2015-02-24,239.8692621274,1626.94
2015-02-25,238.2361110462,1627.12
2015-02-26,237.0444023963,1626.22
2015-02-27,255.1167744009,1625.67
2015-02-28,254.9484485681,1625.73
2015-03-01,260.6513308007,1628.04
2015-03-02,276.3226136762,1627.48
2015-03-03,282.7059009351,1628.89
2015-03-04,273.4475365283,1629.63
2015-03-05,276.2688091759,1630.7
2015-03-06,273.3181148451,1631.15
2015-03-07,276.4033573933,1632.66
2015-03-08,275.3380338983,1633.32
2015-03-09,290.1300590298,1634.58
2015-03-10,292.3203831093,1638.81
2015-03-11,296.6933293396,1638.73
2015-03-12,295.8003448276,1639.99
2015-03-13,285.9110263004,1640.34
2015-03-14,283.6083062537,1639.48
2015-03-15,287.2701420222,1638.66
2015-03-16,291.3921180596,1638.71
2015-03-17,285.2483965517,1638.12
2015-03-18,257.2861601403,1638.12
2015-03-19,262.0929479836,1637.86
2015-03-20,262.9664921099,1637.14
2015-03-21,261.1842974869,1636.67
2015-03-22,268.8994158387,1635.79
2015-03-23,266.7779929866,1635.2
2015-03-24,246.8350829924,1634.44
2015-03-25,246.7191367621,1634.06
2015-03-26,249.532993571,1633.37
2015-03-27,247.3788983051,1632.8
2015-03-28,253.2316139684,1631.93
2015-03-29,242.9676142607,1630.89
2015-03-30,248.3369345412,1630.22
2015-03-31,244.7124856809,1629.39
2015-04-01,247.1858194039,1630.01
2015-04-02,253.6300704267,1631.26
2015-04-03,254.833163647,1630.66
2015-04-04,253.9458486265,1629.76
2015-04-05,261.1121361777,1628.85
2015-04-06,256.3673869082,1628.14
2015-04-07,254.8318980129,1627.36
2015-04-08,245.8252104033,1626.9
2015-04-09,243.8606361777,1626.56
2015-04-10,235.8719006429,1627.33
2015-04-11,237.4090677966,1626.36
2015-04-12,237.1410423729,1625.8
2015-04-13,225.5056358854,1625.3
2015-04-14,219.7572367037,1624.57
2015-04-15,223.3139079486,1626.03
2015-04-16,228.4938153127,1625.2
2015-04-17,222.7850601987,1624.47
2015-04-18,223.3980441262,1623.43
2015-04-19,223.284135301,1622.38
2015-04-20,224.8949035652,1621.6
2015-04-21,234.9393565167,1621.13
2015-04-22,233.822418761,1620.35
2015-04-23,235.9332936879,1628.45
2015-04-24,231.4585923437,1627.69
2015-04-25,226.4459929866,1627.02
2015-04-26,220.5034067797,1626.12
2015-04-27,227.3259903565,1625.78
2015-04-28,225.5493687902,1625.09
2015-04-29,225.6692884278,1624.39
2015-04-30,236.3279760374,1623.57
2015-05-01,232.7465827002,1622.76
2015-05-02,235.5400771479,1621.75
2015-05-03,240.4642489772,1621.23
2015-05-04,238.9766613092,1620.57
2015-05-05,236.0233834015,1619.9
2015-05-06,229.4812193004,1619.1
2015-05-07,237.1306873174,1618.27
2015-05-08,244.3834728229,1617.56
2015-05-09,242.7059500292,1616.81
2015-05-10,240.7314839275,1615.95
2015-05-11,242.2498372297,1615.89
2015-05-12,242.2090920514,1615.33
2015-05-13,236.5502659264,1614.53
2015-05-14,236.9489167154,1613.92
2015-05-15,237.4845023378,1613.19
2015-05-16,235.8121344243,1612.33
2015-05-17,236.963682934,1611.3
2015-05-18,232.8838496154,1610.59
2015-05-19,231.9744468147,1610.21
2015-05-20,234.1903062537,1609.47
2015-05-21,235.5538217417,1608.57
2015-05-22,240.3232036821,1608.86
2015-05-23,238.9632817066,1608.17
2015-05-24,240.7117583285,1607.24
2015-05-25,237.0035432496,1606.64
2015-05-26,236.7962612507,1605.97
2015-05-27,237.2035964348,1605.52
2015-05-28,236.9568819404,1605.21
2015-05-29,236.6465265926,1604.66
2015-05-30,232.7887700175,1605.84
2015-05-31,229.4505479252,1605.24
2015-06-01,223.2827019287,1605.15
2015-06-02,225.3208009936,1604.67
2015-06-03,225.2130634132,1604.08
2015-06-04,223.5400768556,1603.45
2015-06-05,224.7310718878,1602.65
2015-06-06,225.1605131502,1601.57
2015-06-07,223.4116858562,1600.96
2015-06-08,228.7742913501,1600.18
2015-06-09,229.3705295149,1599.38
2015-06-10,228.5884874342,1598.96
2015-06-11,229.5844117475,1598.48
2015-06-12,229.8112185102,1598.67
2015-06-13,233.0153445354,1598.03
2015-06-14,232.5071087084,1597.39
2015-06-15,236.7909628872,1596.82
2015-06-16,251.4326767972,1596.97
2015-06-17,247.9693176505,1597.2
2015-06-18,249.0124795441,1596.49
2015-06-19,244.8034842198,1596.96
2015-06-20,245.5825131502,1597.71
2015-06-21,244.3002600818,1597.57
2015-06-22,247.0178924605,1596.89
2015-06-23,244.1847632963,1596.49
2015-06-24,240.4515452951,1595.99
2015-06-25,242.3478576856,1595.37
2015-06-26,242.96799737,1594.73
2015-06-27,251.5293267095,1594.15
2015-06-28,249.0582857978,1593.32
2015-06-29,256.6502223846,1592.98
2015-06-30,263.854356865,1592.83
2015-07-01,258.0426475745,1592.33
2015-07-02,254.747113384,1591.95
2015-07-03,256.0870428334,1592.11
2015-07-04,260.509239626,1591.19
2015-07-05,271.3024582116,1591.04
2015-07-06,269.1379400935,1591.6
2015-07-07,266.4699190532,1592.12
2015-07-08,270.5761428989,1593.35
2015-07-09,269.6803047925,1593.64
2015-07-10,285.5587808299,1593.92
2015-07-11,293.9174538282,1593.95
2015-07-12,311.4818798948,1594.76
2015-07-13,292.6492238457,1594.29
2015-07-14,287.7409514904,1593.78
2015-07-15,285.9228854471,1593.32
2015-07-16,278.5327492694,1592.97
2015-07-17,280.0647247224,1593.39
2015-07-18,277.354635301,1592.74
2015-07-19,275.2819894798,1591.94
2015-07-20,279.114393045,1592.12
2015-07-21,276.6524126242,1591.78
2015-07-22,277.7643690824,1591.07
2015-07-23,276.8116285798,1590.43
2015-07-24,289.3059763296,1589.75
2015-07-25,289.5076399766,1589.58
2015-07-26,293.314842782,1589.01
2015-07-27,294.4267618352,1588.64
2015-07-28,295.4101252688,1588.29
2015-07-29,289.855836353,1587.85
2015-07-30,288.2362606663,1587.46
2015-07-31,284.5973243717,1587.18
2015-08-01,281.6688462887,1586.35
2015-08-02,282.423006429,1585.61
2015-08-03,282.1850523086,1584.99
2015-08-04,285.2866174752,1584.82
2015-08-05,282.3388869082,1584.35
2015-08-06,278.995748685,1583.77
2015-08-07,279.4887150789,1583.12
2015-08-08,261.4502755698,1583.44
2015-08-09,266.3420204559,1590.51
2015-08-10,264.9288252484,1589.77
2015-08-11,271.4217361192,1589.32
2015-08-12,268.143868498,1588.85
2015-08-13,264.6916279953,1588.44
2015-08-14,266.3559415546,1588.58
2015-08-15,261.9368366452,1588.12
2015-08-16,258.9308173898,1587.82
2015-08-17,258.0093983051,1587.56
2015-08-18,217.8858831169,1587.18
2015-08-19,227.2182518995,1587.44
2015-08-20,235.5238831093,1587.19
2015-08-21,232.8006178399,1586.65
2015-08-22,230.6391732905,1586.29
2015-08-23,228.6730739334,1586.75
2015-08-24,211.9559175921,1588.84
2015-08-25,222.6550394506,1591.8
2015-08-26,226.1167001753,1593.19
2015-08-27,224.9398772648,1593.13
2015-08-28,232.1708082992,1592.56
2015-08-29,229.8262001753,1591.96
2015-08-30,229.0195724722,1591.59
2015-08-31,230.6894661017,1591.0
2015-09-01,227.9555704267,1590.57
2015-09-02,229.5021807095,1590.27
2015-09-03,227.1071215663,1590.25
2015-09-04,231.1775634132,1589.5
2015-09-05,235.9030061368,1588.76
2015-09-06,240.8054722385,1588.25
2015-09-07,240.6336157218,1587.44
2015-09-08,244.1749526593,1586.96
2015-09-09,238.7224631794,1587.08
2015-09-10,238.7504772063,1588.08
2015-09-11,240.8450081169,1587.31
2015-09-12,236.3518321765,1586.42
2015-09-13,230.5488373174,1585.54
2015-09-14,230.9487939801,1584.75
2015-09-15,230.3985900058,1584.23
2015-09-16,229.0432857978,1583.64
2015-09-17,233.2026978375,1582.96
2015-09-18,233.1751309176,1582.17
2015-09-19,232.2415680888,1581.49
2015-09-20,231.3623237873,1580.79
2015-09-21,226.7734479836,1581.49
2015-09-22,230.6263047925,1580.98
2015-09-23,230.1324377557,1581.1
2015-09-24,234.319868498,1580.36
2015-09-25,235.5382218001,1579.69
2015-09-26,234.591814436,1578.97
2015-09-27,233.2433097604,1578.06
2015-09-28,240.0172653419,1577.84
2015-09-29,237.3362337814,1577.04
2015-09-30,236.7398480421,1576.64
2015-10-01,238.2298138515,1576.33
2015-10-02,237.9370073057,1575.6
2015-10-03,239.7358977206,1574.99
2015-10-04,239.5169248977,1574.29
2015-10-05,240.9612138334,1573.76
2015-10-06,246.9404982466,1573.28
2015-10-07,243.7344868498,1574.39
2015-10-08,243.0296329632,1574.11
2015-10-09,244.4488874927,1573.44
2015-10-10,245.9559243133,1572.8
2015-10-11,248.5281654004,1572.09
2015-10-12,246.0936373466,1572.62
2015-10-13,250.4713007013,1572.38
2015-10-14,253.1423255406,1572.94
2015-10-15,254.6930150029,1572.66
2015-10-16,262.7373632379,1572.26
2015-10-17,271.9309389246,1571.91
2015-10-18,263.4816773816,1571.26
2015-10-19,264.3627282291,1570.99
2015-10-20,270.8322118644,1571.02
2015-10-21,268.0402177089,1570.88
2015-10-22,275.4149564582,1570.82
2015-10-23,278.6127780269,1570.36
2015-10-24,283.6111428989,1569.63
2015-10-25,286.0496934541,1569.39
2015-10-26,286.7033828171,1568.98
2015-10-27,295.5629137931,1568.97
2015-10-28,304.4420970193,1575.79
2015-10-29,314.8794623027,1576.45
2015-10-30,328.4923211572,1578.39
2015-10-31,314.1195081823,1580.42
2015-11-01,329.8542276447,1582.16
2015-11-02,364.6166279953,1582.38
2015-11-03,400.9231052016,1587.45
2015-11-04,405.4816814728,1593.53
2015-11-05,384.341222969,1595.89
2015-11-06,372.9754178843,1596.11
2015-11-07,386.5045508475,1601.53
2015-11-08,372.4001297487,1601.98
2015-11-09,380.49564436,1605.52
2015-11-10,337.8305023378,1607.44
2015-11-11,308.9221858562,1608.1
2015-11-12,337.5229886032,1607.89
2015-11-13,337.2789582116,1610.19
2015-11-14,333.0471174752,1610.23
2015-11-15,319.9280216248,1609.79
2015-11-16,331.1327250146,1609.4
2015-11-17,335.84978609,1610.31
2015-11-18,335.7445049679,1609.84
2015-11-19,326.2321455289,1609.92
2015-11-20,321.940475453,1609.58
2015-11-21,325.9052311514,1609.06
2015-11-22,323.7169661017,1609.15
2015-11-23,323.0125563413,1608.56
2015-11-24,319.9613565272,1608.25
2015-11-25,328.9604573349,1607.71
2015-11-26,356.255292519,1607.48
2015-11-27,359.2688243717,1608.49
2015-11-28,356.5673226184,1608.0
2015-11-29,371.7076125073,1607.36
2015-11-30,377.3898398597,1607.49
2015-12-01,362.5323758036,1607.6
2015-12-02,359.2224041496,1608.32
2015-12-03,361.2100680888,1608.41
2015-12-04,363.2416317943,1608.63
2015-12-05,389.362958796,1608.99
2015-12-06,393.3191297487,1610.52
2015-12-07,395.3465882525,1610.76
2015-12-08,413.7986604325,1610.5
2015-12-09,417.6326712449,1614.26
2015-12-10,415.7299243133,1614.4
2015-12-11,453.8614801286,1615.71
2015-12-12,435.8557223846,1616.07
2015-12-13,434.4034663939,1616.67
2015-12-14,442.9916896552,1621.73
2015-12-15,464.6178717124,1622.51
2015-12-16,454.1424924021,1622.66
2015-12-17,456.2401346113,1622.73
2015-12-18,463.1757697253,1622.64
2015-12-19,461.3999079486,1625.61
2015-12-20,442.1539900643,1625.33
2015-12-21,437.6401294565,1625.84
2015-12-22,435.2683790181,1626.19
2015-12-23,442.6657270602,1626.74
2015-12-24,455.8787130333,1627.64
2015-12-25,455.7188258328,1630.09
2015-12-26,418.2215315605,1629.9
2015-12-27,422.7058945061,1629.44
2015-12-28,421.0528796026,1629.28
2015-12-29,431.3400213326,1628.9
2015-12-30,426.0436469901,1628.52
2015-12-31,429.6771534191,1628.42
2016-01-01,434.678006429,1627.8
2016-01-02,434.4398772648,1627.2
2016-01-03,430.1361800117,1627.1
2016-01-04,433.4489710696,1626.83
2016-01-05,432.66950263,1627.01
2016-01-06,430.6778696669,1626.97
2016-01-07,459.2089400935,1637.79
2016-01-08,454.1344237288,1640.22
2016-01-09,449.8452162478,1639.77
2016-01-10,448.5802162478,1641.64
2016-01-11,449.0330590298,1642.2
2016-01-12,441.768157218,1642.17
2016-01-13,432.3106452367,1644.15
2016-01-14,429.8232247224,1643.75
2016-01-15,367.8231998831,1646.75
2016-01-16,388.0712045587,1647.47
2016-01-17,382.4820864991,1647.19
2016-01-18,384.8651665693,1646.97
2016-01-19,378.1617250146,1647.75
2016-01-20,420.6229241683,1648.04
2016-01-21,409.2984596727,1648.79
2016-01-22,381.0464593805,1657.32
2016-01-23,386.3706025716,1662.01
2016-01-24,403.4469266511,1662.2
2016-01-25,391.9860973115,1664.72
2016-01-26,391.1429351257,1666.03
2016-01-27,394.6275303741,1666.38
2016-01-28,378.9009956166,1667.55
2016-01-29,378.9999948229,1667.73
2016-01-30,377.2627790766,1668.6
2016-01-31,366.3416876096,1668.51
2016-02-01,371.2234350906,1670.37
2016-02-02,372.9276312098,1670.11
2016-02-03,368.0982066043,1669.76
2016-02-04,389.723081239,1670.25
2016-02-05,384.3984139831,1670.44
2016-02-06,374.6315555231,1670.37
2016-02-07,375.1539175921,1670.22
2016-02-08,370.8143503273,1669.94
2016-02-09,373.5116128609,1670.34
2016-02-10,379.0826116306,1670.71
2016-02-11,377.6391651081,1672.11
2016-02-12,382.2944564582,1672.14
2016-02-13,389.5984324722,1672.09
2016-02-14,406.1506694915,1671.93
2016-02-15,399.267618647,1673.97
2016-02-16,407.0353094681,1675.41
2016-02-17,415.324113384,1676.44
2016-02-18,421.2896629819,1676.14
2016-02-19,419.6265285412,1677.51
2016-02-20,440.1957600818,1677.91
2016-02-21,438.7186126815,1678.07
2016-02-22,437.5352950941,1678.6
2016-02-23,420.0325926096,1678.79
2016-02-24,423.9951125073,1680.18
2016-02-25,424.0908702513,1681.52
2016-02-26,431.7622419638,1681.85
2016-02-27,432.9478459965,1681.76
2016-02-28,433.1022627119,1683.37
2016-02-29,437.7758725891,1685.69
2016-03-01,432.8078671537,1694.64
2016-03-02,423.0797893922,1696.07
2016-03-03,419.2688213326,1698.73
2016-03-04,407.9901542957,1700.01
2016-03-05,397.3144539451,1705.86
2016-03-06,403.7051874635,1706.9
2016-03-07,413.2293661601,1709.12
2016-03-08,411.4259532437,1710.47
2016-03-09,412.5407035067,1712.46
2016-03-10,416.3409286967,1714.54
2016-03-11,419.511934249,1715.2
2016-03-12,410.2641632963,1715.65
2016-03-13,411.8058824664,1716.64
2016-03-14,415.0269572764,1718.14
2016-03-15,415.2664002922,1719.13
2016-03-16,417.0241184687,1719.95
2016-03-17,418.6053638223,1720.7
2016-03-18,408.901587405,1721.28
2016-03-19,409.1244298656,1721.4
2016-03-20,412.0569538282,1721.22
2016-03-21,411.6017740503,1723.43
2016-03-22,416.5816538282,1724.57
2016-03-23,417.3782995324,1724.33
2016-03-24,413.5602399182,1724.58
2016-03-25,416.373243834,1725.72
2016-03-26,416.8230966686,1726.28
2016-03-27,425.454959848,1726.16
2016-03-28,422.9174468147,1726.81
2016-03-29,415.8638287551,1727.06
2016-03-30,412.7776977791,1727.7
2016-03-31,415.9568112215,1728.9
2016-04-01,417.2006602572,1729.4
2016-04-02,419.763056692,1729.4
2016-04-03,420.0735789012,1729.72
2016-04-04,419.5407278784,1729.58
2016-04-05,422.5013644068,1729.93
2016-04-06,421.9071912332,1731.11
2016-04-07,421.4672200468,1735.49
2016-04-08,418.6434605494,1735.61
2016-04-09,418.7586353594,1735.09
2016-04-10,421.9544885447,1736.99
2016-04-11,423.2730440094,1737.39
2016-04-12,427.4276645821,1738.58
2016-04-13,424.8725181181,1738.41
2016-04-14,425.8565949737,1738.2
2016-04-15,430.724418761,1738.11
2016-04-16,432.2163130333,1738.35
2016-04-17,429.3399687317,1738.0
2016-04-18,429.6569336645,1737.97
2016-04-19,437.5687261835,1737.9
2016-04-20,442.6616533022,1738.27
2016-04-21,452.1647028054,1738.2
2016-04-22,448.1344213326,1738.79
2016-04-23,453.914722969,1738.7
2016-04-24,463.3828714202,1739.31
2016-04-25,465.3160066628,1741.76
2016-04-26,469.6087645237,1742.49
2016-04-27,445.7411130918,1742.86
2016-04-28,451.0600617767,1743.54
2016-04-29,457.009965225,1743.93
2016-04-30,449.900484512,1743.68
2016-05-01,455.0107311514,1743.97
2016-05-02,444.9330611923,1743.71
2016-05-03,451.6288503799,1743.27
2016-05-04,448.3679675628,1743.67
2016-05-05,449.3360724722,1743.36
2016-05-06,461.6938623612,1743.78
2016-05-07,461.3618424898,1745.24
2016-05-08,461.3788722969,1744.92
2016-05-09,463.4622316774,1745.2
2016-05-10,451.0796683226,1746.31
2016-05-11,453.8963052601,1747.23
2016-05-12,455.6072559322,1747.49
2016-05-13,457.2419026885,1747.49
2016-05-14,458.1195248393,1748.64
2016-05-15,460.8577206312,1748.18
2016-05-16,455.2240773232,1749.13
2016-05-17,453.545777031,1760.81
2016-05-18,454.4861841029,1761.89
2016-05-19,437.724187142,1763.85
2016-05-20,442.3967992402,1765.59
2016-05-21,444.0782071888,1765.5
2016-05-22,440.5586688486,1765.43
2016-05-23,444.2050572764,1765.74
2016-05-24,445.6744549386,1765.82
2016-05-25,450.5495271771,1766.77
2016-05-26,454.4337223846,1767.23
2016-05-27,471.8201172998,1775.16
2016-05-28,530.910597896,1776.91
2016-05-29,527.5497124489,1779.55
2016-05-30,533.4931490357,1780.68
2016-05-31,530.9436928112,1782.5
2016-06-01,537.6136788428,1784.12
2016-06-02,538.7712431911,1788.44
2016-06-03,570.1759882525,1788.9
2016-06-04,574.2662016365,1789.07
2016-06-05,575.1376380479,1789.89
2016-06-06,585.8571490357,1792.24
2016-06-07,578.469240678,1794.81
2016-06-08,583.0975853302,1795.47
2016-06-09,577.1016997078,1796.3
2016-06-10,579.814993571,1797.43
2016-06-11,605.4495569842,1798.31
2016-06-12,670.3923743425,1806.72
2016-06-13,704.3217781414,1811.84
2016-06-14,684.9483194039,1817.11
2016-06-15,695.0014684395,1822.97
2016-06-16,767.4200312683,1830.61
2016-06-17,750.0146339275,1833.35
2016-06-18,758.2887801286,1835.14
2016-06-19,766.767132671,1836.09
2016-06-20,722.497452367,1840.04
2016-06-21,669.6042046756,1843.91
2016-06-22,594.8329746347,1845.68
2016-06-23,627.67785564,1846.34
2016-06-24,664.1269856809,1847.31
2016-06-25,668.8726841029,1852.16
2016-06-26,630.4342421391,1852.26
2016-06-27,652.2448077148,1853.38
2016-06-28,647.2187683811,1853.48
2016-06-29,638.5863456458,1853.56
2016-06-30,674.2848147282,1858.73
2016-07-01,677.5123857393,1859.18
2016-07-02,702.7393167738,1859.98
2016-07-03,662.5500859147,1859.89
2016-07-04,679.8424533606,1860.02
2016-07-05,668.1659812975,1862.06
2016-07-06,677.6513331385,1862.77
2016-07-07,640.0532361192,1863.98
2016-07-08,665.0517083577,1866.01
2016-07-09,651.9419140269,1869.56
2016-07-10,649.9593409702,1872.7
2016-07-11,650.2725946815,1876.68
2016-07-12,670.0231279953,1877.03
2016-07-13,658.333613384,1877.41
2016-07-14,660.9059601987,1877.61
2016-07-15,666.758671128,1877.72
2016-07-16,665.2756221508,1877.59
2016-07-17,681.0896019871,1878.76
2016-07-18,675.1185791935,1879.1
2016-07-19,674.6603603156,1881.76
2016-07-20,667.3053648743,1882.53
2016-07-21,666.8517393337,1882.64
2016-07-22,650.5629116306,1883.54
2016-07-23,657.3779429573,1883.85
2016-07-24,661.3939798364,1885.38
2016-07-25,655.1195778492,1886.5
2016-07-26,654.6263391584,1887.17
2016-07-27,656.2751468732,1888.19
2016-07-28,656.1964533606,1888.9
2016-07-29,657.5575675044,1889.88
2016-07-30,655.3617301578,1890.75
2016-07-31,624.804487142,1891.26
2016-08-01,606.5092479252,1891.71
2016-08-02,526.9811483343,1895.16
2016-08-03,570.3470409117,1896.32
2016-08-04,583.5421580362,1900.93
2016-08-05,581.2798056692,1901.29
2016-08-06,590.7954029807,1901.53
2016-08-07,594.732324021,1902.73
2016-08-08,591.6292838691,1903.03
2016-08-09,587.9321382233,1903.19
2016-08-10,589.9687583285,1903.87
2016-08-11,589.5858846873,1903.85
2016-08-12,587.1916495617,1903.8
2016-08-13,585.3635816482,1903.66
2016-08-14,571.3870625365,1903.9
2016-08-15,566.5644413209,1903.7
2016-08-16,578.4149241379,1905.3
2016-08-17,573.6637444185,1905.7
2016-08-18,573.263191993,1906.07
2016-08-19,573.9584579193,1907.5
2016-08-20,581.7970701344,1913.66
2016-08-21,580.7921925774,1913.63
2016-08-22,584.9718977206,1913.74
2016-08-23,582.6277473992,1913.99
2016-08-24,578.7018316774,1914.32
2016-08-25,576.0334365868,1919.94
2016-08-26,578.8746534191,1920.61
2016-08-27,570.2009937463,1920.25
2016-08-28,575.1052325541,1920.1
2016-08-29,573.4292675628,1920.83
2016-08-30,575.695698422,1923.1
2016-08-31,572.2727583285,1926.03
2016-09-01,572.2217020456,1926.52
2016-09-02,576.8467673875,1926.51
2016-09-03,600.3744067797,1926.58
2016-09-04,610.5389133255,1927.09
2016-09-05,607.526964173,1927.21
2016-09-06,612.99545827,1927.82
2016-09-07,615.6598191116,1928.03
2016-09-08,630.5501720047,1929.42
2016-09-09,622.9778840444,1930.09
2016-09-10,624.7526404442,1930.35
2016-09-11,608.2466759205,1931.25
2016-09-12,607.707372706,1931.45
2016-09-13,608.6942963179,1935.11
2016-09-14,609.413087668,1935.81
2016-09-15,607.070262595,1936.1
2016-09-16,607.8064380479,1937.16
2016-09-17,607.3814496786,1937.34
2016-09-18,611.5334603156,1937.47
2016-09-19,608.8713063121,1938.03
2016-09-20,608.3717486265,1940.96
2016-09-21,596.9457566335,1941.78
2016-09-22,595.56471654,1941.77
2016-09-23,602.3787849211,1941.99
2016-09-24,602.6873597312,1944.8
2016-09-25,600.6100548802,1947.16
2016-09-26,606.7788106371,1947.61
2016-09-27,605.1516137347,1948.62
2016-09-28,604.6864943892,1948.92
2016-09-29,605.2025619521,1949.13
2016-09-30,608.8658407364,1949.19
2016-10-01,615.4084788428,1949.06
2016-10-02,611.7485783168,1948.83
2016-10-03,612.5903473992,1950.34
2016-10-04,610.0078813559,1953.36
2016-10-05,612.1477809468,1953.81
2016-10-06,611.7608627703,1954.23
2016-10-07,617.9057051432,1954.45
2016-10-08,619.3010017534,1954.78
2016-10-09,617.1010413209,1954.59
2016-10-10,618.0852,1955.25
2016-10-11,642.9813872589,1957.22
2016-10-12,636.5979322034,1960.19
2016-10-13,635.4440953244,1961.16
2016-10-14,639.5860902981,1961.69
2016-10-15,637.283759322,1961.75
2016-10-16,642.9130425482,1961.95
2016-10-17,639.1375364699,1966.7
2016-10-18,635.5765085915,1969.67
2016-10-19,629.6407080362,1970.63
2016-10-20,628.5989011105,1971.66
2016-10-21,630.9062033898,1975.06
2016-10-22,654.508630976,1975.65
2016-10-23,651.9619567504,1976.11
2016-10-24,650.0271671537,1979.76
2016-10-25,655.7925050847,1981.42
2016-10-26,675.1098693162,1983.97
2016-10-27,686.5233270602,1986.61
2016-10-28,690.3906549386,1987.75
2016-10-29,715.4454693162,1989.29
2016-10-30,699.3334109877,1989.72
2016-10-31,698.8977279953,1991.22
2016-11-01,730.5784800117,1992.67
2016-11-02,740.3670555231,1993.82
2016-11-03,689.939206955,1995.36
2016-11-04,705.4320166569,1996.3
2016-11-05,706.8193255698,1996.45
2016-11-06,715.8968797779,1996.71
2016-11-07,706.1812167738,1997.39
2016-11-08,711.8358465809,2000.96
2016-11-09,721.5015099357,2003.23
2016-11-10,713.4076156049,2006.06
2016-11-11,715.7033106371,2007.93
2016-11-12,703.8475511397,2008.1
2016-11-13,703.626435301,2008.24
2016-11-14,705.6435841613,2010.15
2016-11-15,712.3471528346,2011.75
2016-11-16,742.0501175921,2017.39
2016-11-17,735.3180805377,2021.65
2016-11-18,749.578727294,2023.85
2016-11-19,751.2138194039,2024.59
2016-11-20,730.3508136178,2025.29
2016-11-21,736.5069839275,2027.09
2016-11-22,747.9976779661,2033.06
2016-11-23,741.2403179427,2034.7
2016-11-24,737.354975979,2047.39
2016-11-25,739.6852001753,2048.32
2016-11-26,734.6529258913,2050.22
2016-11-27,727.7411158387,2051.1
2016-11-28,730.0824837522,2052.86
2016-11-29,731.6464357101,2054.22
2016-11-30,742.204451315,2055.98
2016-12-01,753.674910111,2058.31
2016-12-02,772.3023827294,2061.27
2016-12-03,766.1104681473,2076.33
2016-12-04,766.3801390999,2076.47
2016-12-05,752.670726242,2079.0
2016-12-06,759.1173257744,2079.98
2016-12-07,764.9876500877,2081.36
2016-12-08,767.6592246347,2084.71
2016-12-09,771.9023210988,2085.5
2016-12-10,775.4745613092,2088.09
2016-12-11,770.4961504968,2088.92
2016-12-12,778.5065990649,2090.25
2016-12-13,778.9306945646,2093.63
2016-12-14,776.9639614845,2095.58
2016-12-15,776.1767819988,2097.82
2016-12-16,782.2302158971,2100.93
2016-12-17,789.6029322034,2102.79
2016-12-18,790.632966526,2106.53
2016-12-19,790.2790316774,2107.45
2016-12-20,799.7775207481,2110.56
2016-12-21,828.4836792519,2121.61
2016-12-22,858.5014339568,2130.71
2016-12-23,915.5624383402,2138.42
2016-12-24,891.1552720631,2141.72
2016-12-25,896.0032793103,2143.87
2016-12-26,903.2012466394,2145.54
2016-12-27,925.9508104617,2149.26
2016-12-28,979.9609739918,2160.0
2016-12-29,973.4625594389,2168.74
2016-12-30,961.1826581531,2173.42
2016-12-31,968.9705970193,2174.71
2017-01-01,997.2573579778,2177.32
2017-01-02,1017.07788609,2184.52
2017-01-03,1032.6090531853,2189.48
2017-01-04,1134.4964453536,2199.61
2017-01-05,1000.4981289305,2223.21
2017-01-06,892.46395564,2230.04
2017-01-07,903.4532836353,2232.55
2017-01-08,912.4849970777,2235.07
2017-01-09,903.508666803,2238.36
2017-01-10,906.4989473992,2240.87
2017-01-11,788.3146559906,2247.43
2017-01-12,807.1098335476,2249.6
2017-01-13,826.7469274109,2252.27
2017-01-14,820.0451572764,2252.43
2017-01-15,824.5470651666,2253.57
2017-01-16,830.8380350672,2254.73
2017-01-17,906.0268281122,2257.12
2017-01-18,881.2598153711,2258.32
2017-01-19,902.2638699591,2258.91
2017-01-20,895.1745161894,2259.61
2017-01-21,924.4682594974,2260.61
2017-01-22,922.4670773816,2262.25
2017-01-23,919.1157441262,2263.66
2017-01-24,887.7431938048,2267.26
2017-01-25,895.6900332554,2270.11
2017-01-26,916.6674685564,2271.92
2017-01-27,920.4544634717,2273.34
2017-01-28,922.7749485681,2273.62
2017-01-29,915.6320231444,2286.49
2017-01-30,920.3132607832,2287.15
2017-01-31,968.4991056692,2289.52
2017-02-01,987.532590415,2291.13
2017-02-02,1007.7043659848,2293.67
2017-02-03,1015.3020394506,2302.29
2017-02-04,1033.7859729983,2304.33
2017-02-05,1014.5678757452,2306.74
2017-02-06,1023.3174811806,2311.89
2017-02-07,1053.6244590298,2319.85
2017-02-08,1052.3676453536,2321.98
2017-02-09,982.7519394506,2327.97
2017-02-10,996.6501531268,2332.87
