d,price_usd,address_10k
2014-02-12,653.7657809117,106.0
2014-02-13,612.918414962,106.0
2014-02-14,668.7886026593,107.0
2014-02-15,654.3770601987,107.0
2014-02-16,623.2503219486,107.0
2014-02-17,631.3345963063,107.0
2014-02-18,627.2717614155,107.0
2014-02-19,623.5401369462,106.0
2014-02-20,563.7685610988,106.0
2014-02-21,580.3243159731,106.0
2014-02-22,607.1246333372,106.0
2014-02-23,610.0823237463,106.0
2014-02-24,542.2666507539,107.0
2014-02-25,533.707644436,110.0
2014-02-26,587.5785882992,111.0
2014-02-27,585.3939256501,112.0
2014-02-28,551.2947703098,113.0
2014-03-01,567.5342354413,113.0
2014-03-02,558.5277071566,113.0
2014-03-03,676.505732782,112.0
2014-03-04,674.5113994331,111.0
2014-03-05,670.3388510995,111.0
2014-03-06,667.7128340035,110.0
2014-03-07,631.7702952133,105.0
2014-03-08,621.5241144962,104.0
2014-03-09,640.578889322,106.0
2014-03-10,628.151241166,103.0
2014-03-11,633.733838235,103.0
2014-03-12,634.6468237171,103.0
2014-03-13,643.4321008591,103.0
2014-03-14,628.3085900058,103.0
2014-03-15,636.2186500614,103.0
2014-03-16,634.1689009709,103.0
2014-03-17,622.7602086499,103.0
2014-03-18,614.3095137171,103.0
2014-03-19,610.5112034746,104.0
2014-03-20,586.6075957101,104.0
2014-03-21,569.6945179953,101.0
2014-03-22,564.7000267037,101.0
2014-03-23,558.9588616914,102.0
2014-03-24,585.023250519,102.0
2014-03-25,583.7711890941,101.0
2014-03-26,579.243850401,101.0
2014-03-27,483.1640126125,101.0
2014-03-28,498.6613289492,101.0
2014-03-29,489.5170235476,101.0
2014-03-30,458.9663282759,101.0
2014-03-31,455.3553540561,101.0
2014-04-01,479.0084658679,100.0
2014-04-02,439.0114925248,100.0
2014-04-03,449.4411515196,99.0
2014-04-04,449.719869737,99.0
2014-04-05,461.6753314822,99.0
2014-04-06,458.6334805445,99.0
2014-04-07,448.6552750664,99.0
2014-04-08,452.803098796,99.0
2014-04-09,442.8379849322,99.0
2014-04-10,366.9118660634,99.0
2014-04-11,421.9435280713,99.0
2014-04-12,424.2742126476,101.0
2014-04-13,416.362321654,100.0
2014-04-14,461.1082465866,100.0
2014-04-15,521.6152996061,99.0
2014-04-16,531.481846732,98.0
2014-04-17,499.8375515447,99.0
2014-04-18,483.0200135336,99.0
2014-04-19,504.3655951785,99.0
2014-04-20,501.5571844492,100.0
2014-04-21,498.084530301,100.0
2014-04-22,489.5035100292,99.0
2014-04-23,490.6329675433,99.0
2014-04-24,503.2918010286,99.0
2014-04-25,466.4261713442,99.0
2014-04-26,459.2267098188,100.0
2014-04-27,438.7093637173,99.0
2014-04-28,441.5478054681,99.0
2014-04-29,447.709930772,98.0
2014-04-30,448.875715514,97.0
2014-05-01,460.194698256,98.0
2014-05-02,452.2397797617,98.0
2014-05-03,438.9785880058,98.0
2014-05-04,436.6753986447,97.0
2014-05-05,432.3381790354,98.0
2014-05-06,430.1282053945,98.0
2014-05-07,442.1828760959,98.0
2014-05-08,440.4027627119,99.0
2014-05-09,452.6979997236,99.0
2014-05-10,456.7558462887,99.0
2014-05-11,439.1144760374,99.0
2014-05-12,441.2809555815,99.0
2014-05-13,439.0057749854,99.0
2014-05-14,444.8482057276,99.0
2014-05-15,446.9615587376,99.0
2014-05-16,448.7421537113,99.0
2014-05-17,449.2222893045,99.0
2014-05-18,446.9626414378,99.0
2014-05-19,447.4048568089,99.0
2014-05-20,490.335648159,99.0
2014-05-21,493.9334918177,99.0
2014-05-22,526.8142884278,100.0
2014-05-23,523.6993202805,99.0
2014-05-24,527.6912431327,96.0
2014-05-25,573.312458796,96.0
2014-05-26,584.8479748685,96.0
2014-05-27,573.9282692455,96.0
2014-05-28,579.1893188194,96.0
2014-05-29,570.3493109293,96.0
2014-05-30,620.8463606078,96.0
2014-05-31,627.8924206897,97.0
2014-06-01,630.0749535359,97.0
2014-06-02,663.5057238457,98.0
2014-06-03,672.3878971362,98.0
2014-06-04,643.8873687902,98.0
2014-06-05,661.5035581531,98.0
2014-06-06,650.1333158971,99.0
2014-06-07,656.8002717709,100.0
2014-06-08,657.8199748685,99.0
2014-06-09,648.3363223261,101.0
2014-06-10,650.936609585,100.0
2014-06-11,631.4890222092,99.0
2014-06-12,591.9750771479,99.0
2014-06-13,597.0449997078,99.0
2014-06-14,575.5594617183,99.0
2014-06-15,589.7246464056,99.0
2014-06-16,590.5674821742,99.0
2014-06-17,609.0800029223,99.0
2014-06-18,607.6297960257,99.0
2014-06-19,595.7514769141,99.0
2014-06-20,591.5315227937,99.0
2014-06-21,592.7643495032,100.0
2014-06-22,599.6346335476,99.0
2014-06-23,589.5522998247,98.0
2014-06-24,579.9737185856,97.0
2014-06-25,562.2367799532,97.0
2014-06-26,580.7492302747,97.0
2014-06-27,600.638305377,97.0
2014-06-28,594.3903042081,97.0
2014-06-29,600.8405184103,97.0
2014-06-30,638.9461139684,97.0
2014-07-01,642.9565967271,96.0
2014-07-02,651.2983477499,96.0
2014-07-03,646.4133891303,97.0
2014-07-04,630.6355029223,97.0
2014-07-05,630.4683419053,97.0
2014-07-06,634.6726744594,97.0
2014-07-07,622.8549789597,97.0
2014-07-08,624.8943310929,97.0
2014-07-09,621.9390917592,100.0
2014-07-10,616.5228497954,100.0
2014-07-11,634.4943781414,99.0
2014-07-12,636.9239579345,101.0
2014-07-13,629.8757504383,101.0
2014-07-14,619.1974590883,101.0
2014-07-15,621.9346014027,101.0
2014-07-16,616.3518822326,100.0
2014-07-17,624.2592749854,99.0
2014-07-18,630.7501402688,99.0
2014-07-19,629.1733644068,99.0
2014-07-20,625.2486762127,99.0
2014-07-21,621.3053313852,99.0
2014-07-22,619.8232644652,99.0
2014-07-23,619.7728167738,99.0
2014-07-24,602.8796455289,99.0
2014-07-25,601.5785143191,99.0
2014-07-26,594.7026072472,99.0
2014-07-27,591.5754441847,99.0
2014-07-28,587.4930049679,99.0
2014-07-29,584.1123933372,99.0
2014-07-30,562.9146250731,99.0
2014-07-31,581.9755619521,100.0
2014-08-01,596.5067592051,99.0
2014-08-02,589.757261543,100.0
2014-08-03,586.7537367037,100.0
2014-08-04,587.6083354763,100.0
2014-08-05,581.8819886032,100.0
2014-08-06,582.2483714202,100.0
2014-08-07,586.0466335476,101.0
2014-08-08,589.0244126242,101.0
2014-08-09,588.9785213326,101.0
2014-08-10,589.3735020456,100.0
2014-08-11,573.4414839275,100.0
2014-08-12,568.3075201636,100.0
2014-08-13,548.3701753361,100.0
2014-08-14,505.1074997078,100.0
2014-08-15,500.3230601327,99.0
2014-08-16,521.7479628872,99.0
2014-08-17,497.7646589714,99.0
2014-08-18,468.9579181765,98.0
2014-08-19,486.7943506721,98.0
2014-08-20,515.1203538866,98.0
2014-08-21,519.3078521333,98.0
2014-08-22,516.1593687902,97.0
2014-08-23,497.1257594974,97.0
2014-08-24,508.4307419638,97.0
2014-08-25,501.6102866745,98.0
2014-08-26,511.8523217417,98.0
2014-08-27,510.1623237873,99.0
2014-08-28,506.2851516657,98.0
2014-08-29,508.8665718878,98.0
2014-08-30,501.2757232613,98.0
2014-08-31,478.5114254822,97.0
2014-09-01,474.5414897721,97.0
2014-09-02,474.4306706604,97.0
2014-09-03,473.9592033898,97.0
2014-09-04,489.5552013442,97.0
2014-09-05,478.7497828755,97.0
2014-09-06,480.6424918177,97.0
2014-09-07,478.3655008767,97.0
2014-09-08,468.9754959088,97.0
2014-09-09,473.5120271771,98.0
2014-09-10,477.7784175921,98.0
2014-09-11,477.2706820573,99.0
2014-09-12,473.9972822911,99.0
2014-09-13,477.9609739918,99.0
2014-09-14,475.6480639977,99.0
2014-09-15,472.6556297487,99.0
2014-09-16,464.1777545295,99.0
2014-09-17,456.3398912916,99.0
2014-09-18,426.880106955,99.0
2014-09-19,393.8938907072,99.0
2014-09-20,411.041342782,99.0
2014-09-21,400.4045306838,99.0
2014-09-22,400.8816221508,99.0
2014-09-23,438.4918009936,99.0
2014-09-24,423.7000917592,99.0
2014-09-25,409.5377498539,99.0
2014-09-26,405.2982518995,99.0
2014-09-27,400.5993345996,99.0
2014-09-28,375.5499897721,99.0
2014-09-29,373.0645578609,100.0
2014-09-30,389.2640404115,98.0
2014-10-01,382.9093658679,99.0
2014-10-02,372.5256990064,100.0
2014-10-03,357.6657136178,100.0
2014-10-04,328.8261130918,100.0
2014-10-05,322.826261543,102.0
2014-10-06,326.8035327294,103.0
2014-10-07,333.5701949153,103.0
2014-10-08,354.4073343074,103.0
2014-10-09,361.7164248977,103.0
2014-10-10,358.8903908101,104.0
2014-10-11,361.9083769725,104.0
2014-10-12,377.8712437171,104.0
2014-10-13,391.9942089421,105.0
2014-10-14,400.8805920544,104.0
2014-10-15,394.6258798948,103.0
2014-10-16,382.3214763296,104.0
2014-10-17,382.2007895967,104.0
2014-10-18,391.2931770894,104.0
2014-10-19,388.6844979544,103.0
2014-10-20,381.1908585622,104.0
2014-10-21,385.2046335412,104.0
2014-10-22,380.7787632963,104.0
2014-10-23,357.3447931034,104.0
2014-10-24,357.4884339568,103.0
2014-10-25,345.8112466394,103.0
2014-10-26,353.081956166,103.0
2014-10-27,350.0157118644,101.0
2014-10-28,354.6538050847,101.0
2014-10-29,333.5993500877,101.0
2014-10-30,344.6093822326,100.0
2014-10-31,337.1829126242,100.0
2014-11-01,324.3713150205,99.0
2014-11-02,324.2485666277,100.0
2014-11-03,325.3618655757,100.0
2014-11-04,329.6577039743,101.0
2014-11-05,338.8057653419,102.0
2014-11-06,349.6899117475,100.0
2014-11-07,342.1332881356,99.0
2014-11-08,345.7163325541,100.0
2014-11-09,363.6100517241,100.0
2014-11-10,365.5022539451,100.0
2014-11-11,367.8254669784,100.0
2014-11-12,422.5914196376,99.0
2014-11-13,421.914471654,101.0
2014-11-14,398.3888828171,100.0
2014-11-15,377.9938407364,99.0
2014-11-16,390.205823495,98.0
2014-11-17,387.5010315605,98.0
2014-11-18,373.8645645821,97.0
2014-11-19,377.6133980129,97.0
2014-11-20,356.1812653419,97.0
2014-11-21,350.7488588545,97.0
2014-11-22,352.4555146113,98.0
2014-11-23,367.773242256,98.0
2014-11-24,376.9942238457,98.0
2014-11-25,376.7556300409,99.0
2014-11-26,367.5302080655,100.0
2014-11-27,369.5302273524,99.0
2014-11-28,377.8969319112,97.0
2014-11-29,376.0763354763,97.0
2014-11-30,378.6903971362,97.0
2014-12-01,379.1119789597,96.0
2014-12-02,382.9467963179,95.0
2014-12-03,375.916019287,95.0
2014-12-04,368.8455680888,96.0
2014-12-05,378.4283296318,96.0
2014-12-06,375.1379511981,96.0
2014-12-07,376.6397931034,96.0
2014-12-08,363.2156767972,96.0
2014-12-09,351.1068378141,95.0
2014-12-10,347.8813939217,96.0
2014-12-11,348.5930061368,96.0
2014-12-12,353.1906125073,96.0
2014-12-13,349.2429450614,96.0
2014-12-14,356.0797215079,96.0
2014-12-15,347.0951814728,96.0
2014-12-16,328.6133202805,96.0
2014-12-17,320.297613384,96.0
2014-12-18,313.5116511794,96.0
2014-12-19,318.2428886616,96.0
2014-12-20,330.0657583285,96.0
2014-12-21,320.992670076,96.0
2014-12-22,331.8425844535,95.0
2014-12-23,336.0841285798,93.0
2014-12-24,323.0322977791,94.0
2014-12-25,318.99614436,95.0
2014-12-26,329.2103419053,94.0
2014-12-27,315.9684438925,93.0
2014-12-28,317.0104804208,93.0
2014-12-29,313.0655315605,93.0
2014-12-30,310.4420040912,93.0
2014-12-31,320.6622872589,93.0
2015-01-01,314.7764719462,93.0
2015-01-02,315.9427317358,93.0
2015-01-03,285.6473097604,94.0
2015-01-04,263.3345748101,96.0
2015-01-05,275.0038515488,95.0
2015-01-06,287.5495210403,94.0
2015-01-07,297.5355651666,94.0
2015-01-08,284.3423918761,94.0
2015-01-09,292.5011145529,93.0
2015-01-10,276.2305321449,94.0
2015-01-11,268.755515488,94.0
2015-01-12,268.6172320281,95.0
2015-01-13,224.1081177674,94.0
2015-01-14,175.6376405611,95.0
2015-01-15,212.3410113968,95.0
2015-01-16,207.595204851,95.0
2015-01-17,199.8248366452,94.0
2015-01-18,211.1325184103,94.0
2015-01-19,216.8946949153,94.0
2015-01-20,211.9198538866,94.0
2015-01-21,227.9042104033,94.0
2015-01-22,233.6473828171,95.0
2015-01-23,233.1328524255,94.0
2015-01-24,249.0821239042,94.0
2015-01-25,254.5179412624,95.0
2015-01-26,273.952244886,98.0
2015-01-27,264.7538045003,98.0
2015-01-28,235.7358404442,102.0
2015-01-29,233.9573734658,105.0
2015-01-30,228.8961899474,105.0
2015-01-31,217.3321560491,105.0
2015-02-01,227.1113012858,105.0
2015-02-02,240.0924199299,105.0
2015-02-03,227.7756957919,105.0
2015-02-04,226.7811341321,104.0
2015-02-05,217.0111510812,104.0
2015-02-06,222.7249693162,104.0
2015-02-07,228.6471274109,104.0
2015-02-08,224.0359888954,105.0
2015-02-09,220.7684938632,104.0
2015-02-10,220.8881542957,104.0
2015-02-11,219.4958597312,105.0
2015-02-12,222.5832279369,105.0
2015-02-13,236.5553638223,105.0
2015-02-14,257.6276957919,105.0
2015-02-15,234.4458030392,104.0
2015-02-16,235.0861268264,104.0
2015-02-17,243.9057942724,105.0
2015-02-18,235.9952323203,105.0
2015-02-19,241.8722539451,106.0
2015-02-20,245.5307752776,107.0
2015-02-21,245.59600263,107.0
2015-02-22,236.6906683226,106.0
2015-02-23,239.0660178258,106.0
2015-02-24,239.8692621274,106.0
2015-02-25,238.2361110462,106.0
2015-02-26,237.0444023963,107.0
2015-02-27,255.1167744009,108.0
2015-02-28,254.9484485681,107.0
2015-03-01,260.6513308007,106.0
2015-03-02,276.3226136762,107.0
2015-03-03,282.7059009351,107.0
2015-03-04,273.4475365283,106.0
2015-03-05,276.2688091759,108.0
2015-03-06,273.3181148451,108.0
2015-03-07,276.4033573933,108.0
2015-03-08,275.3380338983,105.0
2015-03-09,290.1300590298,106.0
2015-03-10,292.3203831093,106.0
2015-03-11,296.6933293396,105.0
2015-03-12,295.8003448276,105.0
2015-03-13,285.9110263004,105.0
2015-03-14,283.6083062537,104.0
2015-03-15,287.2701420222,104.0
2015-03-16,291.3921180596,103.0
2015-03-17,285.2483965517,103.0
2015-03-18,257.2861601403,103.0
2015-03-19,262.0929479836,103.0
2015-03-20,262.9664921099,102.0
2015-03-21,261.1842974869,102.0
2015-03-22,268.8994158387,102.0
2015-03-23,266.7779929866,103.0
2015-03-24,246.8350829924,103.0
2015-03-25,246.7191367621,103.0
2015-03-26,249.532993571,104.0
2015-03-27,247.3788983051,103.0
2015-03-28,253.2316139684,103.0
2015-03-29,242.9676142607,103.0
2015-03-30,248.3369345412,102.0
2015-03-31,244.7124856809,102.0
2015-04-01,247.1858194039,102.0
2015-04-02,253.6300704267,102.0
2015-04-03,254.833163647,101.0
2015-04-04,253.9458486265,101.0
2015-04-05,261.1121361777,102.0
2015-04-06,256.3673869082,103.0
2015-04-07,254.8318980129,103.0
2015-04-08,245.8252104033,102.0
2015-04-09,243.8606361777,102.0
2015-04-10,235.8719006429,102.0
2015-04-11,237.4090677966,102.0
2015-04-12,237.1410423729,102.0
2015-04-13,225.5056358854,102.0
2015-04-14,219.7572367037,103.0
2015-04-15,223.3139079486,103.0
2015-04-16,228.4938153127,103.0
2015-04-17,222.7850601987,102.0
2015-04-18,223.3980441262,102.0
2015-04-19,223.284135301,102.0
2015-04-20,224.8949035652,102.0
2015-04-21,234.9393565167,102.0
2015-04-22,233.822418761,103.0
2015-04-23,235.9332936879,102.0
2015-04-24,231.4585923437,102.0
2015-04-25,226.4459929866,103.0
2015-04-26,220.5034067797,102.0
2015-04-27,227.3259903565,103.0
2015-04-28,225.5493687902,103.0
2015-04-29,225.6692884278,102.0
2015-04-30,236.3279760374,103.0
2015-05-01,232.7465827002,103.0
2015-05-02,235.5400771479,102.0
2015-05-03,240.4642489772,103.0
2015-05-04,238.9766613092,105.0
2015-05-05,236.0233834015,105.0
2015-05-06,229.4812193004,104.0
2015-05-07,237.1306873174,104.0
2015-05-08,244.3834728229,105.0
2015-05-09,242.7059500292,105.0
2015-05-10,240.7314839275,105.0
2015-05-11,242.2498372297,105.0
2015-05-12,242.2090920514,103.0
2015-05-13,236.5502659264,104.0
2015-05-14,236.9489167154,103.0
2015-05-15,237.4845023378,103.0
2015-05-16,235.8121344243,103.0
2015-05-17,236.963682934,103.0
2015-05-18,232.8838496154,103.0
2015-05-19,231.9744468147,102.0
2015-05-20,234.1903062537,102.0
2015-05-21,235.5538217417,102.0
2015-05-22,240.3232036821,102.0
2015-05-23,238.9632817066,102.0
2015-05-24,240.7117583285,102.0
2015-05-25,237.0035432496,102.0
2015-05-26,236.7962612507,102.0
2015-05-27,237.2035964348,102.0
2015-05-28,236.9568819404,102.0
2015-05-29,236.6465265926,102.0
2015-05-30,232.7887700175,102.0
2015-05-31,229.4505479252,102.0
2015-06-01,223.2827019287,103.0
2015-06-02,225.3208009936,103.0
2015-06-03,225.2130634132,104.0
2015-06-04,223.5400768556,103.0
2015-06-05,224.7310718878,103.0
2015-06-06,225.1605131502,103.0
2015-06-07,223.4116858562,103.0
2015-06-08,228.7742913501,103.0
2015-06-09,229.3705295149,103.0
2015-06-10,228.5884874342,103.0
2015-06-11,229.5844117475,103.0
2015-06-12,229.8112185102,103.0
2015-06-13,233.0153445354,103.0
2015-06-14,232.5071087084,103.0
2015-06-15,236.7909628872,103.0
2015-06-16,251.4326767972,103.0
2015-06-17,247.9693176505,104.0
2015-06-18,249.0124795441,103.0
2015-06-19,244.8034842198,103.0
2015-06-20,245.5825131502,102.0
2015-06-21,244.3002600818,102.0
2015-06-22,247.0178924605,102.0
2015-06-23,244.1847632963,102.0
2015-06-24,240.4515452951,102.0
2015-06-25,242.3478576856,102.0
2015-06-26,242.96799737,102.0
2015-06-27,251.5293267095,102.0
2015-06-28,249.0582857978,102.0
2015-06-29,256.6502223846,102.0
2015-06-30,263.854356865,102.0
2015-07-01,258.0426475745,102.0
2015-07-02,254.747113384,102.0
2015-07-03,256.0870428334,101.0
2015-07-04,260.509239626,101.0
2015-07-05,271.3024582116,102.0
2015-07-06,269.1379400935,102.0
2015-07-07,266.4699190532,102.0
2015-07-08,270.5761428989,102.0
2015-07-09,269.6803047925,102.0
2015-07-10,285.5587808299,104.0
2015-07-11,293.9174538282,104.0
2015-07-12,311.4818798948,103.0
2015-07-13,292.6492238457,103.0
2015-07-14,287.7409514904,101.0
2015-07-15,285.9228854471,101.0
2015-07-16,278.5327492694,101.0
2015-07-17,280.0647247224,101.0
2015-07-18,277.354635301,101.0
2015-07-19,275.2819894798,101.0
2015-07-20,279.114393045,101.0
2015-07-21,276.6524126242,100.0
2015-07-22,277.7643690824,100.0
2015-07-23,276.8116285798,100.0
2015-07-24,289.3059763296,100.0
2015-07-25,289.5076399766,99.0
2015-07-26,293.314842782,99.0
2015-07-27,294.4267618352,99.0
2015-07-28,295.4101252688,99.0
2015-07-29,289.855836353,100.0
2015-07-30,288.2362606663,100.0
2015-07-31,284.5973243717,100.0
2015-08-01,281.6688462887,100.0
2015-08-02,282.423006429,100.0
2015-08-03,282.1850523086,101.0
2015-08-04,285.2866174752,101.0
2015-08-05,282.3388869082,101.0
2015-08-06,278.995748685,100.0
2015-08-07,279.4887150789,100.0
2015-08-08,261.4502755698,100.0
2015-08-09,266.3420204559,106.0
2015-08-10,264.9288252484,106.0
2015-08-11,271.4217361192,106.0
2015-08-12,268.143868498,106.0
2015-08-13,264.6916279953,106.0
2015-08-14,266.3559415546,107.0
2015-08-15,261.9368366452,107.0
2015-08-16,258.9308173898,107.0
2015-08-17,258.0093983051,108.0
2015-08-18,217.8858831169,108.0
2015-08-19,227.2182518995,108.0
2015-08-20,235.5238831093,109.0
2015-08-21,232.8006178399,108.0
2015-08-22,230.6391732905,108.0
2015-08-23,228.6730739334,107.0
2015-08-24,211.9559175921,106.0
2015-08-25,222.6550394506,107.0
2015-08-26,226.1167001753,108.0
2015-08-27,224.9398772648,107.0
2015-08-28,232.1708082992,108.0
2015-08-29,229.8262001753,108.0
2015-08-30,229.0195724722,107.0
2015-08-31,230.6894661017,108.0
2015-09-01,227.9555704267,108.0
2015-09-02,229.5021807095,108.0
2015-09-03,227.1071215663,108.0
2015-09-04,231.1775634132,108.0
2015-09-05,235.9030061368,108.0
2015-09-06,240.8054722385,109.0
2015-09-07,240.6336157218,108.0
2015-09-08,244.1749526593,108.0
2015-09-09,238.7224631794,108.0
2015-09-10,238.7504772063,108.0
2015-09-11,240.8450081169,108.0
2015-09-12,236.3518321765,108.0
2015-09-13,230.5488373174,108.0
2015-09-14,230.9487939801,108.0
2015-09-15,230.3985900058,109.0
2015-09-16,229.0432857978,108.0
2015-09-17,233.2026978375,108.0
2015-09-18,233.1751309176,108.0
2015-09-19,232.2415680888,108.0
2015-09-20,231.3623237873,108.0
2015-09-21,226.7734479836,107.0
2015-09-22,230.6263047925,107.0
2015-09-23,230.1324377557,108.0
2015-09-24,234.319868498,108.0
2015-09-25,235.5382218001,108.0
2015-09-26,234.591814436,108.0
2015-09-27,233.2433097604,108.0
2015-09-28,240.0172653419,109.0
2015-09-29,237.3362337814,109.0
2015-09-30,236.7398480421,109.0
2015-10-01,238.2298138515,109.0
2015-10-02,237.9370073057,109.0
2015-10-03,239.7358977206,108.0
2015-10-04,239.5169248977,108.0
2015-10-05,240.9612138334,108.0
2015-10-06,246.9404982466,109.0
2015-10-07,243.7344868498,106.0
2015-10-08,243.0296329632,106.0
2015-10-09,244.4488874927,106.0
2015-10-10,245.9559243133,106.0
2015-10-11,248.5281654004,106.0
2015-10-12,246.0936373466,106.0
2015-10-13,250.4713007013,107.0
2015-10-14,253.1423255406,107.0
2015-10-15,254.6930150029,109.0
2015-10-16,262.7373632379,109.0
2015-10-17,271.9309389246,109.0
2015-10-18,263.4816773816,109.0
2015-10-19,264.3627282291,109.0
2015-10-20,270.8322118644,108.0
2015-10-21,268.0402177089,108.0
2015-10-22,275.4149564582,109.0
2015-10-23,278.6127780269,107.0
2015-10-24,283.6111428989,107.0
2015-10-25,286.0496934541,106.0
2015-10-26,286.7033828171,107.0
2015-10-27,295.5629137931,107.0
2015-10-28,304.4420970193,108.0
2015-10-29,314.8794623027,107.0
2015-10-30,328.4923211572,107.0
2015-10-31,314.1195081823,107.0
2015-11-01,329.8542276447,109.0
2015-11-02,364.6166279953,108.0
2015-11-03,400.9231052016,110.0
2015-11-04,405.4816814728,108.0
2015-11-05,384.341222969,108.0
2015-11-06,372.9754178843,107.0
2015-11-07,386.5045508475,107.0
2015-11-08,372.4001297487,106.0
2015-11-09,380.49564436,106.0
2015-11-10,337.8305023378,106.0
2015-11-11,308.9221858562,105.0
2015-11-12,337.5229886032,105.0
2015-11-13,337.2789582116,104.0
2015-11-14,333.0471174752,104.0
2015-11-15,319.9280216248,105.0
2015-11-16,331.1327250146,107.0
2015-11-17,335.84978609,108.0
2015-11-18,335.7445049679,107.0
2015-11-19,326.2321455289,108.0
2015-11-20,321.940475453,108.0
2015-11-21,325.9052311514,106.0
2015-11-22,323.7169661017,106.0
2015-11-23,323.0125563413,106.0
2015-11-24,319.9613565272,106.0
2015-11-25,328.9604573349,107.0
2015-11-26,356.255292519,108.0
2015-11-27,359.2688243717,107.0
2015-11-28,356.5673226184,106.0
2015-11-29,371.7076125073,107.0
2015-11-30,377.3898398597,109.0
2015-12-01,362.5323758036,107.0
2015-12-02,359.2224041496,108.0
2015-12-03,361.2100680888,107.0
2015-12-04,363.2416317943,107.0
2015-12-05,389.362958796,106.0
2015-12-06,393.3191297487,107.0
2015-12-07,395.3465882525,106.0
2015-12-08,413.7986604325,105.0
2015-12-09,417.6326712449,106.0
2015-12-10,415.7299243133,107.0
2015-12-11,453.8614801286,107.0
2015-12-12,435.8557223846,107.0
2015-12-13,434.4034663939,107.0
2015-12-14,442.9916896552,107.0
2015-12-15,464.6178717124,106.0
2015-12-16,454.1424924021,106.0
2015-12-17,456.2401346113,105.0
2015-12-18,463.1757697253,104.0
2015-12-19,461.3999079486,105.0
2015-12-20,442.1539900643,106.0
2015-12-21,437.6401294565,104.0
2015-12-22,435.2683790181,104.0
2015-12-23,442.6657270602,103.0
2015-12-24,455.8787130333,104.0
2015-12-25,455.7188258328,102.0
2015-12-26,418.2215315605,104.0
2015-12-27,422.7058945061,103.0
2015-12-28,421.0528796026,103.0
2015-12-29,431.3400213326,103.0
2015-12-30,426.0436469901,103.0
2015-12-31,429.6771534191,103.0
2016-01-01,434.678006429,103.0
2016-01-02,434.4398772648,103.0
2016-01-03,430.1361800117,103.0
2016-01-04,433.4489710696,103.0
2016-01-05,432.66950263,102.0
2016-01-06,430.6778696669,102.0
2016-01-07,459.2089400935,103.0
2016-01-08,454.1344237288,104.0
2016-01-09,449.8452162478,105.0
2016-01-10,448.5802162478,105.0
2016-01-11,449.0330590298,105.0
2016-01-12,441.768157218,105.0
2016-01-13,432.3106452367,105.0
2016-01-14,429.8232247224,105.0
2016-01-15,367.8231998831,104.0
2016-01-16,388.0712045587,105.0
2016-01-17,382.4820864991,105.0
2016-01-18,384.8651665693,104.0
2016-01-19,378.1617250146,104.0
2016-01-20,420.6229241683,105.0
2016-01-21,409.2984596727,104.0
2016-01-22,381.0464593805,110.0
2016-01-23,386.3706025716,108.0
2016-01-24,403.4469266511,110.0
2016-01-25,391.9860973115,108.0
2016-01-26,391.1429351257,108.0
2016-01-27,394.6275303741,109.0
2016-01-28,378.9009956166,109.0
2016-01-29,378.9999948229,109.0
2016-01-30,377.2627790766,109.0
2016-01-31,366.3416876096,109.0
2016-02-01,371.2234350906,107.0
2016-02-02,372.9276312098,109.0
2016-02-03,368.0982066043,109.0
2016-02-04,389.723081239,110.0
2016-02-05,384.3984139831,108.0
2016-02-06,374.6315555231,107.0
2016-02-07,375.1539175921,108.0
2016-02-08,370.8143503273,107.0
2016-02-09,373.5116128609,109.0
2016-02-10,379.0826116306,107.0
2016-02-11,377.6391651081,106.0
2016-02-12,382.2944564582,106.0
2016-02-13,389.5984324722,105.0
2016-02-14,406.1506694915,105.0
2016-02-15,399.267618647,106.0
2016-02-16,407.0353094681,106.0
2016-02-17,415.324113384,107.0
2016-02-18,421.2896629819,106.0
2016-02-19,419.6265285412,106.0
2016-02-20,440.1957600818,107.0
2016-02-21,438.7186126815,109.0
2016-02-22,437.5352950941,109.0
2016-02-23,420.0325926096,108.0
2016-02-24,423.9951125073,107.0
2016-02-25,424.0908702513,109.0
2016-02-26,431.7622419638,109.0
2016-02-27,432.9478459965,108.0
2016-02-28,433.1022627119,107.0
2016-02-29,437.7758725891,107.0
2016-03-01,432.8078671537,107.0
2016-03-02,423.0797893922,108.0
2016-03-03,419.2688213326,111.0
2016-03-04,407.9901542957,110.0
2016-03-05,397.3144539451,111.0
2016-03-06,403.7051874635,110.0
2016-03-07,413.2293661601,107.0
2016-03-08,411.4259532437,108.0
2016-03-09,412.5407035067,108.0
2016-03-10,416.3409286967,108.0
2016-03-11,419.511934249,108.0
2016-03-12,410.2641632963,111.0
2016-03-13,411.8058824664,111.0
2016-03-14,415.0269572764,110.0
2016-03-15,415.2664002922,109.0
2016-03-16,417.0241184687,109.0
2016-03-17,418.6053638223,109.0
2016-03-18,408.901587405,110.0
2016-03-19,409.1244298656,110.0
2016-03-20,412.0569538282,110.0
2016-03-21,411.6017740503,110.0
2016-03-22,416.5816538282,111.0
2016-03-23,417.3782995324,112.0
2016-03-24,413.5602399182,113.0
2016-03-25,416.373243834,115.0
2016-03-26,416.8230966686,117.0
2016-03-27,425.454959848,121.0
2016-03-28,422.9174468147,122.0
2016-03-29,415.8638287551,122.0
2016-03-30,412.7776977791,122.0
2016-03-31,415.9568112215,122.0
2016-04-01,417.2006602572,121.0
2016-04-02,419.763056692,121.0
