d,price_usd,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_5y,age_5y_7y,age_7y_10y,age_10y,age_1y_,age_6m_,age_6m_sth,age_6m_lth_supply,age_6m_sth_supply,supply_current
2026-06-13,64423.5445433314,0.012,0.013,0.04,0.058,0.085,0.175,0.129,0.057,0.052,0.046,0.073,0.084,0.177,0.618,0.793,0.208,158934.4072274239,41687.713371127575,20042169.88996518
