d,price_usd,address_01_1
2012-03-03,4.6281932525,42488
2012-03-04,4.8341444816,42646
2012-03-05,4.9823929039,42790
2012-03-06,4.9878413524,42811
2012-03-07,4.9491128846,42991
2012-03-08,4.934979495,43103
2012-03-09,4.8722978475,43053
2012-03-10,4.8414238048,43009
2012-03-11,4.8920287516,43236
2012-03-12,4.9108393793,43191
2012-03-13,5.2908802788,43227
2012-03-14,5.3905432922,43133
2012-03-15,5.3408208989,43331
2012-03-16,5.3395747914,43469
2012-03-17,5.2360035541,43575
2012-03-18,5.2701489854,43844
2012-03-19,4.6786725529,43870
2012-03-20,4.8308302162,43981
2012-03-21,4.8172295248,44210
2012-03-22,4.729608505,44244
2012-03-23,4.6916431765,44253
2012-03-24,4.6519862659,44389
2012-03-25,4.5522702624,44551
2012-03-26,4.6327223597,44316
2012-03-27,4.8113407352,44254
2012-03-28,4.7905893916,44275
2012-03-29,4.7940665722,44194
2012-03-30,4.8614093565,44197
2012-03-31,4.8897768732,44164
2012-04-01,4.7933256774,44211
2012-04-02,4.9830454787,44215
2012-04-03,4.9562331929,43258
2012-04-04,4.9178421777,43312
2012-04-05,4.9208492449,43276
2012-04-06,4.9491074322,43269
2012-04-07,4.7097119103,43303
2012-04-08,4.7788188492,43370
2012-04-09,4.8525473811,43337
2012-04-10,4.8414175938,43428
2012-04-11,4.9152507171,43441
2012-04-12,4.9011581473,43359
2012-04-13,4.9344067335,43343
2012-04-14,4.956364661,43471
2012-04-15,4.9616003384,43576
2012-04-16,4.9507645693,43433
2012-04-17,4.9687445076,43397
2012-04-18,5.124377443,43471
2012-04-19,5.1309065114,43414
2012-04-20,5.3665159681,43379
2012-04-21,5.282550339,43322
2012-04-22,5.1956089947,43535
2012-04-23,5.1108881917,43579
2012-04-24,5.0878672624,43614
2012-04-25,5.1488162455,43748
2012-04-26,5.0974192858,43762
2012-04-27,5.0958873399,43754
2012-04-28,4.9707366528,43827
2012-04-29,4.9026061777,43869
2012-04-30,4.9421168101,43856
2012-05-01,4.9871372274,43925
2012-05-02,5.0534373539,43942
2012-05-03,5.118872979,44054
2012-05-04,5.0855070883,44047
2012-05-05,5.0566395646,44072
2012-05-06,5.0478007729,44254
2012-05-07,5.067555867,44053
2012-05-08,5.0234664229,44253
2012-05-09,5.0413062355,44375
2012-05-10,4.9274887198,44462
2012-05-11,4.9637099775,44420
2012-05-12,4.946532235,44495
2012-05-13,4.9447950538,44568
2012-05-14,5.011435922,44739
2012-05-15,5.0336404004,44728
2012-05-16,5.0877845091,44390
2012-05-17,5.0896616864,44398
2012-05-18,5.1183014828,44409
2012-05-19,5.1125458112,44436
2012-05-20,5.0942009684,44636
2012-05-21,5.0942213101,44917
2012-05-22,5.0891391888,44985
2012-05-23,5.1288588998,45055
2012-05-24,5.1191577592,45021
2012-05-25,5.1372768065,45171
2012-05-26,5.1039788048,45282
2012-05-27,5.134616135,45156
2012-05-28,5.1363254191,45169
2012-05-29,5.1484706978,45002
2012-05-30,5.1382645693,45115
2012-05-31,5.1816397212,45313
2012-06-01,5.266943758,45341
2012-06-02,5.2436390602,45389
2012-06-03,5.2127049848,45541
2012-06-04,5.2587658574,45530
2012-06-05,5.4260142949,45514
2012-06-06,5.446169422,45601
2012-06-07,5.5871698098,45385
2012-06-08,5.6225291017,45344
2012-06-09,5.5570023355,45471
2012-06-10,5.4578935693,45560
2012-06-11,5.5869969816,45699
2012-06-12,5.7274912987,45973
2012-06-13,5.9093013238,45987
2012-06-14,5.9620231821,46096
2012-06-15,6.5233807192,46090
2012-06-16,6.4441582823,46210
2012-06-17,6.199966488,46509
2012-06-18,6.3108446686,46718
2012-06-19,6.494826716,46587
2012-06-20,6.6935510555,46698
2012-06-21,6.6722625038,46759
2012-06-22,6.5637616978,46884
2012-06-23,6.4475416891,47014
2012-06-24,6.3504940386,47123
2012-06-25,6.31747363,46968
2012-06-26,6.4328608288,46969
2012-06-27,6.6157134015,46999
2012-06-28,6.590064633,47082
2012-06-29,6.6587767572,47203
2012-06-30,6.680427623,47413
2012-07-01,6.6268600923,47240
2012-07-02,6.7434780508,47276
2012-07-03,6.4499924033,46660
2012-07-04,6.5148353331,46766
2012-07-05,6.6423986043,46715
2012-07-06,6.6721811894,47088
2012-07-07,6.8082737119,47099
2012-07-08,6.7963176879,47243
2012-07-09,7.032395886,47129
2012-07-10,7.1785800357,47194
2012-07-11,7.185147789,47135
2012-07-12,7.5559356502,47169
2012-07-13,7.630921256,47100
2012-07-14,7.5801291783,47370
2012-07-15,7.6272348597,47521
2012-07-16,8.4934056774,47450
2012-07-17,8.7519848551,47581
2012-07-18,9.0951926861,47364
2012-07-19,8.8795334135,47210
2012-07-20,8.5324506791,47142
2012-07-21,8.875645841,47402
2012-07-22,8.5065625441,47667
2012-07-23,8.5312112694,47793
2012-07-24,8.5745851707,47637
2012-07-25,8.7693472729,47617
2012-07-26,8.8757650462,47653
2012-07-27,8.8914598942,47773
2012-07-28,8.8425608942,48126
2012-07-29,8.7476806593,48283
2012-07-30,9.088317249,48270
2012-07-31,9.3209984021,48803
2012-08-01,9.5680209039,48683
2012-08-02,10.5510396961,48346
2012-08-03,10.9158647466,48286
2012-08-04,10.9197148808,48373
2012-08-05,10.8051173776,48538
2012-08-06,10.8694465018,48574
2012-08-07,10.9412794401,48527
2012-08-08,11.0703915967,48552
2012-08-09,11.103724744,48600
2012-08-10,11.4475688045,48683
2012-08-11,11.5425355272,48912
2012-08-12,11.5925523898,49173
2012-08-13,11.9849629904,49385
2012-08-14,12.187097481,50046
2012-08-15,13.1700773539,50801
2012-08-16,13.4507908247,52262
2012-08-17,12.0770055424,53247
2012-08-18,11.5775071648,53695
2012-08-19,7.8306218419,53178
2012-08-20,9.9798766487,53027
2012-08-21,9.9029820181,53001
2012-08-22,9.7725545786,52829
2012-08-23,10.0886574261,53040
2012-08-24,10.5940425944,53091
2012-08-25,10.5836766715,53197
2012-08-26,10.5455307423,53365
2012-08-27,10.9003800807,53191
2012-08-28,10.9329585336,53345
2012-08-29,10.8677839018,53341
2012-08-30,10.7277488384,53426
2012-08-31,10.1024098206,53568
2012-09-01,10.0065329375,54065
2012-09-02,10.2261162016,54105
2012-09-03,10.4971343092,54003
2012-09-04,10.3640018942,54339
2012-09-05,11.0255228784,54192
2012-09-06,11.1607690158,54330
2012-09-07,11.0761223366,54200
2012-09-08,11.0432700333,54257
2012-09-09,11.0620954933,54097
2012-09-10,11.1252888048,53934
2012-09-11,11.2680929553,53938
2012-09-12,11.3152859082,54022
2012-09-13,11.3802992887,54098
2012-09-14,11.7301076224,54158
2012-09-15,11.7183934155,54303
2012-09-16,11.8869112238,54735
2012-09-17,11.9083171572,54634
2012-09-18,12.2596508387,54786
2012-09-19,12.5048540982,55023
2012-09-20,12.3671766493,55063
2012-09-21,12.3336578358,55045
2012-09-22,12.2137276251,54712
2012-09-23,12.1654630263,54772
2012-09-24,12.1135887165,54580
2012-09-25,12.1824053945,55003
2012-09-26,12.3198168597,55069
2012-09-27,12.3187514018,55230
2012-09-28,12.3814573892,55435
2012-09-29,12.4047515056,55486
2012-09-30,12.3916224728,55791
2012-10-01,12.3893951601,55715
2012-10-02,12.8072380959,55822
2012-10-03,12.9554304944,56273
2012-10-04,12.8623857779,56859
2012-10-05,12.7522194191,56875
2012-10-06,12.5051297136,56699
2012-10-07,11.8739970853,56634
2012-10-08,11.7333297481,56729
2012-10-09,11.8286634354,56715
2012-10-10,12.1091884781,56808
2012-10-11,12.0675518083,56807
2012-10-12,12.0280681648,56731
2012-10-13,11.9268038293,56874
2012-10-14,11.6505779608,56966
2012-10-15,11.9083095269,56877
2012-10-16,11.848018069,56900
2012-10-17,11.9193881607,56705
2012-10-18,11.9259328445,56790
2012-10-19,11.7574857972,56739
2012-10-20,11.6943775517,56675
2012-10-21,11.6574114059,56770
2012-10-22,11.7410779129,56332
2012-10-23,11.70778173,56299
2012-10-24,11.6343523869,56341
2012-10-25,10.7536298203,56537
2012-10-26,10.1306194936,56561
2012-10-27,10.4581862957,56591
2012-10-28,10.7099620839,56986
2012-10-29,10.630738976,56974
2012-10-30,10.8593230584,56965
2012-10-31,11.1460718381,56876
2012-11-01,10.613535751,56967
2012-11-02,10.5305036388,57091
2012-11-03,10.6507470193,57309
2012-11-04,10.7968828925,57499
2012-11-05,10.7408207352,57475
2012-11-06,10.8681974991,57602
2012-11-07,10.9540989445,57617
2012-11-08,10.8926993711,57821
2012-11-09,10.815867218,57913
2012-11-10,10.863260443,58179
2012-11-11,10.8418406388,58797
2012-11-12,11.0313424553,59028
2012-11-13,10.9980027791,59241
2012-11-14,10.9589524185,59484
2012-11-15,11.1751098586,59589
2012-11-16,11.7050448299,59507
2012-11-17,11.7500423992,59758
2012-11-18,11.6656310321,60046
2012-11-19,11.7505293507,60061
2012-11-20,11.6991703168,60122
2012-11-21,11.7291351759,60109
2012-11-22,12.2919979465,60257
2012-11-23,12.2802876195,59951
2012-11-24,12.4132043998,60108
2012-11-25,12.5296894898,60320
2012-11-26,12.1846262399,60912
2012-11-27,12.1592753846,60908
2012-11-28,12.331659827,61261
2012-11-29,12.4976616534,61123
2012-11-30,12.5861389275,61118
2012-12-01,12.5923868703,61125
2012-12-02,12.4979447566,61234
2012-12-03,12.6569578369,61163
2012-12-04,13.3695895815,61146
2012-12-05,13.3127502221,60984
2012-12-06,13.4779245403,61034
2012-12-07,13.4772824494,61202
2012-12-08,13.4999844091,61283
2012-12-09,13.3465108907,61412
2012-12-10,13.4922565809,61421
2012-12-11,13.6154156663,61650
2012-12-12,13.6682136426,61836
2012-12-13,13.7552515207,62054
2012-12-14,13.6009222528,62134
2012-12-15,13.5309482887,62519
2012-12-16,13.3328610766,62830
2012-12-17,13.3200719515,62903
2012-12-18,13.2720338691,63285
2012-12-19,13.53854318,63374
2012-12-20,13.5700270263,63012
2012-12-21,13.4289680023,63221
2012-12-22,13.4272139129,63712
2012-12-23,13.3181057569,63904
2012-12-24,13.4266626715,64038
2012-12-25,13.3655670047,64296
2012-12-26,13.4546990175,64119
2012-12-27,13.3993031812,64255
2012-12-28,13.4555072215,64487
2012-12-29,13.3740038603,64854
2012-12-30,13.4450137989,65173
2012-12-31,13.5455524436,65483
2013-01-01,13.331371422,65832
2013-01-02,13.280606813,65846
2013-01-03,13.3840811485,66170
2013-01-04,13.4517211496,66195
2013-01-05,13.4594067668,66398
2013-01-06,13.5044965079,66734
2013-01-07,13.5560616578,66818
2013-01-08,13.7803506312,66192
2013-01-09,13.8209552566,66281
2013-01-10,14.1231728556,66458
2013-01-11,14.2276211227,66613
2013-01-12,14.214285656,66895
2013-01-13,14.1607882671,67164
2013-01-14,14.3179703203,67183
2013-01-15,14.3136377516,67393
2013-01-16,14.7078140479,67523
2013-01-17,15.5985997396,67633
2013-01-18,15.7157911239,67893
2013-01-19,15.5881263998,68014
2013-01-20,15.7195921373,68314
2013-01-21,16.7810195207,68386
2013-01-22,17.3001788387,68581
2013-01-23,17.5363954229,68143
2013-01-24,16.9010860722,68410
2013-01-25,17.4072020292,68591
2013-01-26,17.5536291761,68614
2013-01-27,17.8646280148,68965
2013-01-28,18.7942648743,68901
2013-01-29,19.5147141861,68911
2013-01-30,19.7374466864,69195
2013-01-31,20.5116430307,69639
2013-02-01,20.4430919562,69791
2013-02-02,19.6359017054,69951
2013-02-03,20.5789396832,70100
2013-02-04,20.4404879614,70099
2013-02-05,20.6593447276,70240
2013-02-06,21.2085655319,70333
2013-02-07,22.1177651789,70525
2013-02-08,22.7873650499,70671
2013-02-09,23.7338601537,70946
2013-02-10,23.9002893571,71262
2013-02-11,24.4972726949,71384
2013-02-12,24.9797364074,71466
2013-02-13,24.6416509348,71574
2013-02-14,27.2823898203,71667
2013-02-15,27.1712692291,71933
2013-02-16,27.346163562,71926
2013-02-17,26.9272513764,72194
2013-02-18,26.9288676371,72372
2013-02-19,29.4136243808,72648
2013-02-20,29.8198072276,72744
2013-02-21,29.8180689158,73215
2013-02-22,30.4726565324,73298
2013-02-23,29.8064545459,73541
2013-02-24,29.8828484924,73787
2013-02-25,30.352033095,73872
2013-02-26,31.1555373507,74176
2013-02-27,31.240261083,74355
2013-02-28,33.3752939366,74621
2013-03-01,34.6062570341,75091
2013-03-02,34.143515924,75374
2013-03-03,34.4517404845,75580
2013-03-04,36.3762652507,75809
2013-03-05,40.6729539903,76115
2013-03-06,43.2849961852,76412
2013-03-07,41.9474407158,76560
2013-03-08,43.902928915,76743
2013-03-09,46.8885866123,77382
2013-03-10,46.066038459,77718
2013-03-11,48.2750745772,78107
2013-03-12,44.4135452582,77967
2013-03-13,47.0161908516,78374
2013-03-14,46.9255625535,78748
2013-03-15,46.9025172478,79208
2013-03-16,47.1570156996,79804
2013-03-17,47.3334997838,80094
2013-03-18,51.3654363913,80471
2013-03-19,59.4986011114,80894
2013-03-20,63.6874854982,81613
2013-03-21,70.9175250053,82249
2013-03-22,69.8460845418,83081
2013-03-23,64.3831163705,82461
2013-03-24,71.6904242065,83266
2013-03-25,74.3140892496,83870
2013-03-26,78.614197432,84480
2013-03-27,88.8520799138,85345
2013-03-28,87.6731739608,85517
2013-03-29,90.2956993583,85972
2013-03-30,92.1899599883,86113
2013-03-31,93.8992384231,84019
2013-04-01,103.5803469112,83449
2013-04-02,116.6799442412,84121
2013-04-03,131.3848093782,85119
2013-04-04,133.0071204757,85145
2013-04-05,142.626065488,86613
2013-04-06,143.0818229649,86869
2013-04-07,162.8522145769,87634
2013-04-08,186.351161848,89064
2013-04-09,230.6829966952,90041
2013-04-10,161.192889661,90494
2013-04-11,82.901585038,90394
2013-04-12,111.476373194,90685
2013-04-13,97.6090718703,91808
2013-04-14,88.8614913998,92895
2013-04-15,80.874693166,94055
2013-04-16,68.2831387271,95241
2013-04-17,92.8640369135,95800
2013-04-18,108.6283450923,95894
2013-04-19,119.012283239,96640
2013-04-20,128.208288893,97277
2013-04-21,118.4832437563,98272
2013-04-22,126.3142717598,99546
2013-04-23,142.1272180532,100588
2013-04-24,154.1332778045,99836
2013-04-25,141.0086592785,101132
2013-04-26,137.2096004196,103262
2013-04-27,128.2266696052,104310
2013-04-28,134.6235695617,103511
2013-04-29,143.8103781926,104554
2013-04-30,139.1296475453,104429
2013-05-01,116.1138010403,106069
2013-05-02,106.3409846973,105997
2013-05-03,96.3168402741,105566
2013-05-04,112.4976363691,106511
2013-05-05,116.488715827,107183
2013-05-06,112.1185961952,107179
2013-05-07,111.6092128735,108232
2013-05-08,113.1360618548,108129
2013-05-09,111.9745327107,109470
2013-05-10,117.6910368837,110708
2013-05-11,115.4997776628,109754
2013-05-12,114.8856755596,110888
2013-05-13,117.4044566461,112096
2013-05-14,107.8655665693,112802
2013-05-15,108.9868524255,113486
2013-05-16,112.9178740503,114245
2013-05-17,117.284616014,115315
2013-05-18,118.1698766803,116440
2013-05-19,117.033880187,117014
2013-05-20,117.8186364699,117429
2013-05-21,117.2520409117,118243
2013-05-22,118.9781735827,119411
2013-05-23,123.7261560491,120252
2013-05-24,128.9710806546,120554
2013-05-25,128.8449152542,117534
2013-05-26,130.1586011105,115113
2013-05-27,126.392905903,116436
2013-05-28,125.9045952659,117259
2013-05-29,129.5648123904,118152
2013-05-30,126.5130683811,119043
2013-05-31,127.8164888954,119950
2013-06-01,128.7911510812,120809
2013-06-02,122.6267089421,118937
2013-06-03,122.9491879018,116786
2013-06-04,120.1899687317,116842
2013-06-05,120.8699238457,116839
2013-06-06,119.0539756698,117653
2013-06-07,110.1977314436,116964
2013-06-08,109.1785453413,116787
2013-06-09,99.9036034483,116778
2013-06-10,104.3575666277,117363
2013-06-11,107.5075204559,118435
2013-06-12,106.3781163063,119305
2013-06-13,101.3238977206,120281
2013-06-14,99.2132443016,120940
2013-06-15,99.875037405,121615
2013-06-16,99.0383512566,122270
2013-06-17,100.1263050847,123119
2013-06-18,104.2891763822,124335
2013-06-19,104.417150789,125689
2013-06-20,104.3234997078,126051
2013-06-21,101.4168573933,125558
2013-06-22,100.0395084746,125291
2013-06-23,100.3147445938,124138
2013-06-24,99.0456832262,124250
2013-06-25,97.83278872,124602
2013-06-26,98.6517007598,125566
2013-06-27,96.8039495991,126732
2013-06-28,89.4245067212,126968
2013-06-29,88.7972910579,128506
2013-06-30,89.4809076563,129345
2013-07-01,82.8675701344,129547
2013-07-02,87.8164666861,129160
2013-07-03,77.6913308007,130255
2013-07-04,79.1348708358,130880
2013-07-05,67.4476238527,131706
2013-07-06,66.3416808884,130053
2013-07-07,72.1095223729,130416
2013-07-08,73.9885537697,130748
2013-07-09,74.8919108708,129797
2013-07-10,85.013679135,131580
2013-07-11,87.4975493863,132808
2013-07-12,90.0466987142,134102
2013-07-13,91.592597896,133185
2013-07-14,89.8922692759,132747
2013-07-15,93.7961525424,131623
2013-07-16,91.7810356517,132441
2013-07-17,91.0313512566,133459
2013-07-18,84.9617291175,134443
2013-07-19,86.2387945996,135809
2013-07-20,84.9108591467,135170
2013-07-21,85.6643502618,135908
2013-07-22,85.6490286382,136225
2013-07-23,86.977056692,136998
2013-07-24,88.1517305669,137071
2013-07-25,90.1660922268,137697
2013-07-26,89.9839859731,138836
2013-07-27,88.1652758621,138355
2013-07-28,92.7458421975,139063
2013-07-29,93.2986972531,139434
2013-07-30,96.659552893,139278
2013-07-31,98.0244199299,138968
2013-08-01,96.5680178258,140504
2013-08-02,96.0745306838,141977
2013-08-03,95.5067095266,143379
2013-08-04,96.3654821742,142336
2013-08-05,97.5271338399,142806
2013-08-06,97.6712066043,144244
2013-08-07,97.0542068966,146328
2013-08-08,94.2572717709,147328
2013-08-09,92.4727767387,148807
2013-08-10,93.293552893,149980
2013-08-11,94.2713123904,150472
2013-08-12,95.4464707773,149013
2013-08-13,97.7590750847,149235
2013-08-14,99.1212875511,150240
2013-08-15,98.1063331385,151798
2013-08-16,98.2909602572,151493
2013-08-17,99.6305043834,151887
2013-08-18,99.1780397428,153061
2013-08-19,102.7840122735,154622
2013-08-20,104.5002109877,154143
2013-08-21,110.8016037405,154633
2013-08-22,109.5232168323,155759
2013-08-23,107.6975715956,156191
2013-08-24,108.8826750438,156342
2013-08-25,113.0825634132,150904
2013-08-26,112.1181148451,149566
2013-08-27,117.7597907656,139120
2013-08-28,118.3174143776,140800
2013-08-29,118.8356382233,142328
2013-08-30,124.8853796026,141707
2013-08-31,128.3779789597,142707
2013-09-01,130.5363720047,143184
2013-09-02,129.5653717124,144670
2013-09-03,129.1828036236,145728
2013-09-04,122.5292387493,145374
2013-09-05,122.370085038,146429
2013-09-06,117.8611464056,147080
2013-09-07,119.8149894798,148132
2013-09-08,118.0573863238,149247
2013-09-09,121.2592726476,147781
2013-09-10,122.2155301894,148693
2013-09-11,127.0882270602,149451
2013-09-12,126.7807235535,149080
2013-09-13,127.4077451783,150713
2013-09-14,124.3484774985,151877
2013-09-15,125.0764178843,152401
2013-09-16,126.2046659848,152904
2013-09-17,126.8972501461,154023
2013-09-18,126.9038194039,152455
2013-09-19,124.1809573349,152606
2013-09-20,122.9216358854,152924
2013-09-21,123.5082568673,153979
2013-09-22,123.1249351257,153967
2013-09-23,122.8656990064,154089
2013-09-24,123.7973576856,155344
2013-09-25,123.614078609,155782
2013-09-26,124.6856744594,157283
2013-09-27,126.6053477499,155520
2013-09-28,126.7965517241,156188
2013-09-29,127.1086277031,156548
2013-09-30,126.0902618352,157511
2013-10-01,127.5754243133,158035
2013-10-02,104.1050929281,151934
2013-10-03,117.5754950321,147962
2013-10-04,121.9303477499,149570
2013-10-05,121.3934026885,149027
2013-10-06,122.4752612507,149227
2013-10-07,123.9068725891,150756
2013-10-08,124.7665289305,151123
2013-10-09,125.9335203127,152767
2013-10-10,126.7046504968,153958
2013-10-11,127.2552992402,154525
2013-10-12,127.8512630041,155459
2013-10-13,132.4156586791,155665
2013-10-14,135.3391949153,155954
2013-10-15,141.493908533,157711
2013-10-16,138.327921917,158257
2013-10-17,143.7471338399,159013
2013-10-18,152.77557218,157995
2013-10-19,165.7727171245,156729
2013-10-20,166.5001510812,157654
2013-10-21,179.9106285798,158750
2013-10-22,190.4027814144,159229
2013-10-23,204.6003509643,159458
2013-10-24,194.4100437651,160467
2013-10-25,185.643787626,160300
2013-10-26,179.8082180012,161529
2013-10-27,194.5461332554,162388
2013-10-28,196.2746873174,161934
2013-10-29,204.4281741672,163297
2013-10-30,197.900599421,164333
2013-10-31,203.2836499123,164710
2013-11-01,203.0371098494,165374
2013-11-02,204.7928813559,166370
2013-11-03,210.2753826117,166663
2013-11-04,228.7910388662,166812
2013-11-05,243.6416689071,166429
2013-11-06,263.2095839871,167019
2013-11-07,290.1242261835,167704
2013-11-08,333.750656512,168343
2013-11-09,331.0511484512,168998
2013-11-10,327.5586534997,168795
2013-11-11,342.6976928697,161789
2013-11-12,354.6454883109,163086
2013-11-13,394.5044952244,162581
2013-11-14,416.7063033027,164926
2013-11-15,408.3987973349,166012
2013-11-16,435.7984427674,167756
2013-11-17,485.3365768556,168642
2013-11-18,657.7785038749,172011
2013-11-19,546.8783973115,170291
2013-11-20,595.3390996493,173550
2013-11-21,720.7644252601,165668
2013-11-22,802.9169337183,166839
2013-11-23,834.2953399891,169079
2013-11-24,807.1666954997,169808
2013-11-25,816.243386616,171821
2013-11-26,916.0971601403,173698
2013-11-27,962.9105609117,177882
2013-11-28,1007.387163647,183844
2013-11-29,1128.7254880187,188870
2013-11-30,1119.2967147867,193086
2013-12-01,964.4857936879,193524
2013-12-02,1040.8082177089,192061
2013-12-03,1053.6210274483,195349
2013-12-04,1134.9322308884,194497
2013-12-05,1027.411772827,197317
2013-12-06,824.5817103378,197574
2013-12-07,703.7483760257,200244
2013-12-08,783.5733483343,201634
2013-12-09,896.079289889,205085
2013-12-10,977.165367329,205280
2013-12-11,875.4640342724,206591
2013-12-12,873.3248059877,207377
2013-12-13,879.156135301,208863
2013-12-14,852.856120526,205822
2013-12-15,864.0616578609,194805
2013-12-16,677.8941068013,197744
2013-12-17,682.626772706,198233
2013-12-18,526.1209763267,200317
2013-12-19,685.5251289597,199557
2013-12-20,600.2169542607,201117
2013-12-21,597.0335025482,200164
2013-12-22,615.0130352718,197513
2013-12-23,657.9266341555,197173
2013-12-24,650.6647451783,199591
2013-12-25,678.2901580947,200699
2013-12-26,749.9965949562,202321
2013-12-27,722.5705674927,203859
2013-12-28,715.8523630789,203370
2013-12-29,727.2712156634,203882
2013-12-30,735.7419970777,205219
2013-12-31,729.5575829106,206471
2014-01-01,752.4045499446,207773
2014-01-02,784.9549213144,210393
2014-01-03,807.2229390298,210693
2014-01-04,828.6020626184,211736
2014-01-05,902.487380263,212057
2014-01-06,914.4599608416,211016
2014-01-07,803.3517961987,213089
2014-01-08,820.6900095032,214539
2014-01-09,831.3347504874,216318
2014-01-10,853.2988548446,217478
2014-01-11,889.5558371193,217667
2014-01-12,845.1913322209,219105
2014-01-13,822.8770121975,220578
2014-01-14,815.2936027119,219935
2014-01-15,841.0898573641,222426
2014-01-16,815.8548002981,222852
2014-01-17,792.8295064757,224987
2014-01-18,809.7835283564,226516
2014-01-19,838.4284747341,227292
2014-01-20,828.8852165926,227190
2014-01-21,823.8179637639,228070
2014-01-22,818.9763863238,230387
2014-01-23,810.9224251958,230007
2014-01-24,781.0425139509,231567
2014-01-25,804.4032408007,230983
2014-01-26,814.4993813735,232716
2014-01-27,742.7013749708,234822
2014-01-28,790.1764018761,236110
2014-01-29,793.3844249094,238000
2014-01-30,799.4744798364,238390
2014-01-31,803.2375987849,240172
2014-02-01,813.2195492168,242591
2014-02-02,814.4908704267,242967
2014-02-03,806.9974283725,242783
2014-02-04,800.0782318936,243012
2014-02-05,784.4736927778,243934
2014-02-06,763.5693822326,245447
2014-02-07,711.5712734191,244626
2014-02-08,677.6823009414,245393
2014-02-09,687.4060545763,246584
2014-02-10,685.4574988369,248765
2014-02-11,671.8996916902,248813
2014-02-12,653.7657809117,235700
2014-02-13,612.918414962,236042
2014-02-14,668.7886026593,235408
2014-02-15,654.3770601987,235633
2014-02-16,623.2503219486,236038
2014-02-17,631.3345963063,238016
2014-02-18,627.2717614155,239856
2014-02-19,623.5401369462,240664
2014-02-20,563.7685610988,241695
2014-02-21,580.3243159731,242560
2014-02-22,607.1246333372,243508
2014-02-23,610.0823237463,244695
2014-02-24,542.2666507539,246508
2014-02-25,533.707644436,248512
2014-02-26,587.5785882992,248088
2014-02-27,585.3939256501,249953
2014-02-28,551.2947703098,251589
2014-03-01,567.5342354413,252259
2014-03-02,558.5277071566,252416
2014-03-03,676.505732782,254625
2014-03-04,674.5113994331,254828
2014-03-05,670.3388510995,253976
2014-03-06,667.7128340035,254301
2014-03-07,631.7702952133,255378
2014-03-08,621.5241144962,256540
2014-03-09,640.578889322,257650
2014-03-10,628.151241166,258808
2014-03-11,633.733838235,259263
2014-03-12,634.6468237171,258987
2014-03-13,643.4321008591,256645
2014-03-14,628.3085900058,256049
2014-03-15,636.2186500614,257072
2014-03-16,634.1689009709,258391
2014-03-17,622.7602086499,258758
2014-03-18,614.3095137171,261026
2014-03-19,610.5112034746,262187
2014-03-20,586.6075957101,261569
2014-03-21,569.6945179953,261947
2014-03-22,564.7000267037,260620
2014-03-23,558.9588616914,262179
2014-03-24,585.023250519,261994
2014-03-25,583.7711890941,262630
2014-03-26,579.243850401,262716
2014-03-27,483.1640126125,263392
2014-03-28,498.6613289492,263728
2014-03-29,489.5170235476,265051
2014-03-30,458.9663282759,265895
2014-03-31,455.3553540561,267233
2014-04-01,479.0084658679,268768
2014-04-02,439.0114925248,269522
2014-04-03,449.4411515196,263998
2014-04-04,449.719869737,264565
2014-04-05,461.6753314822,265721
2014-04-06,458.6334805445,267227
